"formula_idx","wins","formula"
1229,2,"Response ~  (GammaSqr+log10PeakFluxSqr+log10NHSqr+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Gamma+log10Ta+PhotonIndexSqr+Beta_optSqr+BetaSqr+log10TaSqr"
1443,2,"Response ~  (GammaSqr+BetaSqr+log10PeakFluxSqr+log10NHSqr)^2+log10NH+log10PeakFlux+PhotonIndex+Beta_opt+Beta+Gamma+log10Ta+PhotonIndexSqr+Beta_optSqr+log10TaSqr"
1452,2,"Response ~  (GammaSqr+BetaSqr+Beta_optSqr+log10NHSqr)^2+log10NH+log10PeakFlux+PhotonIndex+Beta_opt+Beta+Gamma+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr"
1533,2,"Response ~  (GammaSqr+Beta+Beta_opt+log10PeakFlux+log10NH)^2+PhotonIndex+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+log10TaSqr"
1687,2,"Response ~  (GammaSqr+BetaSqr+Beta_optSqr+log10PeakFlux+log10NH)^2+PhotonIndex+Beta_opt+Beta+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr"
1702,2,"Response ~  (log10PeakFluxSqr+Gamma+Beta_opt+PhotonIndex+log10NH)^2+log10PeakFlux+Beta+log10Ta+log10NHSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
2068,2,"Response ~  (BetaSqr+log10PeakFluxSqr+log10Ta+Gamma+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+Beta+log10NHSqr+PhotonIndexSqr+Beta_optSqr+GammaSqr+log10TaSqr"
2158,2,"Response ~  (GammaSqr+BetaSqr+log10PeakFluxSqr+log10NHSqr+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+Beta+Gamma+log10Ta+PhotonIndexSqr+Beta_optSqr+log10TaSqr"
2192,2,"Response ~  (BetaSqr+Beta+Beta_opt+PhotonIndex+log10PeakFlux)^2+log10NH+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+GammaSqr+log10TaSqr"
2302,2,"Response ~  (Beta_optSqr+log10PeakFluxSqr+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Beta_opt+Beta+Gamma+log10NHSqr+PhotonIndexSqr+BetaSqr+GammaSqr+log10TaSqr"
2352,2,"Response ~  (log10NHSqr+Gamma+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
2353,2,"Response ~  (log10PeakFluxSqr+Gamma+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10NHSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
2365,2,"Response ~  (log10TaSqr+log10Ta+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+Gamma+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr"
2366,2,"Response ~  (log10PeakFluxSqr+log10NHSqr+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+Gamma+log10Ta+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
2378,2,"Response ~  (BetaSqr+PhotonIndexSqr+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+Beta_optSqr+GammaSqr+log10TaSqr"
