"","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","log10Fa_native","log10Ta_native","Alpha_native","Beta_native","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10FaErr_native","log10TaErr_native","AlphaErr_native","BetaErr_native","log10T90Err","log10FluenceErr","log10PeakFluxErr","Redshift_crosscheck","log10z"
"111107A",1.424881637,-10.735288885265,3.51474113246307,1.08784703386143,0.917484200032387,2.02027933254512,-5.8102140076698,1.77737550658492,21.0426631134719,0.324981700308769,-12.5259,3.190433,0.733879,1,5.171156949,0.809228212922907,0.628116158111643,0.279557198210047,0.196522388748652,1.435084508402e-06,0.440546081659401,2.01176964807354,0.238146,0.380189,0.082265,0.09,0.0844287566202461,0.402601876957763,0.413409890512297,2.893,0.590284403718162
"011211A",2.431363764,-11.1351903598869,4.23273896602637,1.7047492503466,0.871543299333658,1.99379352897411,-5.72025090289411,1.66350999255785,21.01785522,0.208280182453687,-13.52,5.23,1.98,0.41,5.171156949,0.826123645809832,0.622806332825651,0.278031585151224,0.191045324330728,1.82481710802825e-06,0.409370475487351,1.23733923047346,0.06,0.04,0.11,0.15,0.00831779603269816,0.4161544644816,0.332654123726101,2.14,0.496929648073215
"120119A",2.404491618,-10.5000356499302,3.60657359887828,1.45568840492666,0.923540815608303,1.96946036812022,-5.63329401541346,1.50569801713727,21.0247439092354,0.509401313144231,-12,3.44,1.51,0.89,5.171156949,0.773657891883282,0.616359914257558,0.289342011216123,0.210875572178401,2.58361322350905e-06,0.35020660307913,3.69000837455409,0.06,0.05,0.08,0.01,0.00884871917556533,0.482287299496556,0.495918545924886,3.1,0.612783856719735
"120711A",2.06069784,-10.9243643302221,3.93133213913006,1.26444750931726,0.883973783477139,2.00329949224024,-5.61994326640139,1.67606727412868,20.8732419120394,0.27718577504676,-12.9249,4.394018,1.107014,0.53,5.171156949,0.80457310881246,0.608752994545842,0.296102100763354,0.197277493767505,2.42401817151012e-06,0.344156004238501,2.31654860862235,0.108379,0.116386,0.197821,0.02,0.0195287385203038,0.438796797093541,0.531422519136125,1.405,0.381115080709851
"120815A",0.986771734,-10.6221664072895,3.48310771050816,1.05672322876634,0.902096547762678,2.01084040234088,-5.7951350040035,1.76604962027331,21.1563853323943,0.383677404589963,-12.3315,3.266303,0.6555,0.78,5.171156949,0.80821831239611,0.617044740351842,0.277681425775773,0.195441996535333,1.5083611217885e-06,0.467626940066282,2.28696031669069,0.015728,0.033134,0.020651,0.01,0.231526281379706,0.408718828795341,0.410549507526887,2.36,0.526339277389844
"121217A",2.890979597,-10.6233943074412,3.63697766629521,1.10702853166193,0.907923703618421,2.01194217212743,-5.69546395883788,1.75482215662972,21.1799589654225,0.392886197022955,-12.2295,3.47558,0.775179,0.87,5.171156949,0.773537482798418,0.622264045418378,0.284619501584912,0.201646041360637,1.93313091071535e-06,0.405179562810604,2.62567754308346,0.1152,0.0991,0.028589,0.04,0.00288663872487537,0.416398863388872,0.461465782738391,3.1,0.612783856719735
"130215A",1.81756537,-11.1716420559663,4.47497518596177,1.76129735105376,0.912420978343548,1.98753106617156,-5.78424565417612,1.80014800446658,21.70983536,0.277570336271122,-13.66,5.96,2.09,0.94,5.171156949,0.800929701589408,0.627984681943515,0.378805751736233,0.196679868285468,2.01784744152738e-06,0.377780061479005,1.36722548692371,0.24,0.13,0.54,0.05,0.0341827233748845,0.533234565924395,0.313367621058206,0.6,0.204119982655925
"130427A",2.211734423,-10.1891751649507,3.94560310009182,1.35402428889427,0.901409476542756,1.94493849200132,-5.22902183044042,1.52358959819532,21.4460087798936,0.823054205693238,-11.2664,4.420737,1.271343,0.72,5.171156949,0.816756473079868,0.631802938630171,0.283242517032827,0.195471130082047,6.87843375789266e-06,0.298544643711293,8.01894764137728,0.006123,0.006768,0.007333,0.01,0.0137923289772479,0.506169183447172,0.523416589617315,0.34,0.127104798364808
"130702A",1.770852012,-10.541586035311,4.21624079814546,1.38501228874687,0.878720493436264,1.99047405775789,-5.36689593956467,1.62624409920508,21.3652311667615,0.541266737208962,-12.13,5.07,1.33,0.44,5.171156949,0.832272940606412,0.603668175675841,0.273372553328969,0.201477800505064,5.17151147437502e-06,0.308851645078555,4.52999769531876,0.02,0.01,0.02,0.09,0.0380644902738276,0.522754456022304,0.565738266197844,0.15,0.0606978403536116
"140801A",0.84509804,-10.8711037528679,3.87583700058723,1.16104719956115,0.895218168997354,2.02044356261919,-5.62400270365991,1.73143262874101,20.9604103159501,0.328741312172381,-12.7942,4.204885,0.861959,0.67,5.171156949,0.800137243527483,0.61267336485722,0.282262059698191,0.198715940684679,2.32516731532295e-06,0.348665803323885,2.45277171194974,0.036239,0.047598,0.016398,0.16,0.320829275440011,0.424855480071704,0.49968938979819,1.32,0.3654879848909
"140907A",1.898725182,-10.6874426859218,3.88141374064179,1.18892498774447,0.925623304300448,2.02063189426189,-5.5620727134641,1.72352585693276,21.1934229723639,0.420097906547618,-12.4311,4.201713,0.985034,1,5.171156949,0.763096706116417,0.624835157834815,0.280729062684967,0.195977225038515,2.73866660477521e-06,0.34404461860485,3.02904185216169,0.052537,0.073581,0.036083,0.07,0.0283561228015601,0.433906534798426,0.500024954223601,1.21,0.344392273685111
"141221A",1.567026366,-10.2166166980343,3.39199785878006,1.33936330050304,0.870397254858911,1.94352280140523,-5.51974071972235,1.47841710675137,21.3338064361285,0.682767513849809,-11.3914,2.813159,1.248584,0.26,5.171156949,0.801091351777214,0.604279841144782,0.272077793165615,0.211803629827628,3.57445216223661e-06,0.356332671250677,5.02722182342372,0.019721,0.020312,0.033612,0.09,0.0608619221904846,0.513729517943443,0.453257340382958,1.45,0.389166084364532
"150323A",2.174931594,-10.9439486126683,3.65969237780955,1.0029856198958,0.92957347916523,2.04786170290227,-5.78708504720573,1.76603404172799,20.674295169428,0.286505472202687,-13.0735,3.67566,0.561833,1.1,5.171156949,0.765237810642944,0.604093620818257,0.274043610049834,0.204643814384701,1.32812919386359e-06,0.413569710630253,1.68003732274253,0.057188,0.12415,0.05679,0.21,0.0150120650104803,0.353272377912242,0.377222656333218,0.593,0.202215775801131
"150910A",2.049992857,-10.0623787605713,3.41185411696956,1.35617832910743,0.882565110036004,1.93255534111484,-5.37549725179161,1.4452788178959,21.4097206111969,0.787190313476067,-10.88,2.99,1.239,0.53,5.171156949,0.810280784310446,0.603247016480165,0.270760231119373,0.202577627381776,5.18240908993374e-06,0.324835824603813,6.14053305573895,0.03,0.025,0.008,0.14,0.0200160866986934,0.534334548765903,0.435311430824636,1.3585,0.372635880581721
"160131A",2.511883361,-10.142569375248,3.76488305912579,1.36263766203814,0.918907684357477,1.94049045495227,-5.29303226079103,1.474895517387,21.3987634533017,0.799977837256674,-11.1733,4.001806,1.287451,0.97,5.171156949,0.809636022245126,0.619278285423217,0.274276126954305,0.20871344919984,6.08130991818161e-06,0.29652307921478,6.99021097567617,0.041241,0.050707,0.038892,0.04,0.00691016900891419,0.518577546631482,0.481168022979672,0.972,0.294906910605192
"160314A",0.941014244,-10.7237107890104,3.34254010109739,1.03598728988001,0.928571609019114,2.02341006076828,-5.93337111183454,1.77818760779512,20.8640572930833,0.325324597478981,-12.5865,2.806841,0.607458,0.9,5.171156949,0.776586458368445,0.626745416677008,0.27943698835235,0.186580247025589,1.09564964461076e-06,0.55844423312265,1.70476109685132,0.156279,0.384008,0.053103,0.09,0.257251423423117,0.408156883621934,0.350044485194954,0.726,0.237040791379191
"160425A",2.483701382,-10.6845509861129,3.66954349558029,1.17979245164014,0.973422810158921,2.0314009282224,-5.71400975139224,1.75942631290152,21.1389840369055,0.380766128488561,-12.4781,3.623299,0.859364,1.5,5.171156949,0.785953438105391,0.610519804840431,0.284329991952957,0.215421361612123,1.92869830525934e-06,0.368171247985576,2.44642402294586,0.257417,0.431716,0.204329,0.09,0.00737344845282604,0.433569138560455,0.442129930026815,0.555,0.191730393362856
"161014A",1.26245109,-10.8159619852426,3.75663849301186,1.38729371594048,0.921686466158579,1.9878458888774,-5.69935148727638,1.62682199579729,20.6797594002147,0.271018236920114,-12.6812,3.993669,1.360776,0.8,5.171156949,0.803891406636418,0.617736276802437,0.281284763663469,0.188195533941402,2.05171706832123e-06,0.35147967447397,2.37542097671223,0.140665,0.162303,0.140234,0.06,0.1227215806892,0.445916220058892,0.552721886117914,2.823,0.582404298019028
"161023A",1.643452676,-10.4752253913776,3.96393269147295,1.37787022233874,0.893998225967679,1.97209996095806,-5.40420464778126,1.58154829075703,21.1944522091804,0.559521267933875,-11.91,4.55,1.36,0.66,5.171156949,0.805849554808949,0.6317923096631,0.274867544689739,0.189852052320395,4.43809655229318e-06,0.315237726964531,4.72159324729307,0.05,0.04,0.02,0.08,0.0510410211481933,0.488861352878271,0.565394545470649,2.71,0.569373909615046
"170113A",1.315130317,-10.7561986712555,3.76995050841743,1.26275923565991,0.914550660334771,2.00391049068341,-5.64703751540365,1.6947619887698,20.9537991160326,0.326313717684793,-12.5021,3.874501,1.095671,0.8,5.171156949,0.751159263505695,0.600874301927367,0.254101264471883,0.185786291823817,2.27371941134669e-06,0.350830562054316,2.61738325138815,0.110016,0.186127,0.149224,0.04,0.108703045932032,0.438085315704817,0.536213708460984,1.968,0.472463896606989
"170607A",1.361727836,-10.402772094293,3.89455054827134,1.20880206912319,0.918173960852197,1.99026420431313,-5.41499453872389,1.64978080351225,21.3918680385967,0.616177390356971,-11.9084,4.186609,0.979571,0.9,5.171156949,0.815537003964565,0.631302149414893,0.281766566119364,0.203453853948278,4.06347145297327e-06,0.344023040587837,5.02597570896555,0.023499,0.035487,0.024256,0.04,0.0976436925259709,0.458855628274847,0.528235161452974,0.557,0.19228861256812
"170714A",3,-11.0298840772931,3.94328233952788,1.61472938693698,0.934935062180201,1.97908199945603,-5.72459954237045,1.54553674831056,20.2610942670779,0.214318243548586,-13.2172,4.460403,1.851865,0.9,5.171156949,0.817807317491646,0.605939227391981,0.389594659247903,0.19130796215324,1.78640610547643e-06,0.3726458090419,1.62150741210481,0.263786,0.217775,0.533548,0.03,0.00224580492800636,0.411494512506268,0.429917383519549,0.793,0.253580289562183
"180115A",1.611723308,-10.316357425792,3.4775295121618,1.20674224284236,0.92758277532962,1.9689318545037,-5.60443050830501,1.63402463483588,21.2539286782665,0.609241121292457,-11.6085,3.061361,0.97054,0.9,5.171156949,0.762450505946199,0.632100929935041,0.264384957135951,0.205028211175561,2.77311815547039e-06,0.394160151013331,4.35259539597466,0.057564,0.086722,0.036237,0.06,0.0549096559424039,0.484376643869632,0.464827151714271,2.487,0.542451947375977
"180325A",1.973589623,-10.7743838066741,3.74991497820616,1.42684734851131,0.930896855778988,1.98518253187647,-5.69489696913963,1.60093536610769,20.695654564934,0.303608332128606,-12.717,3.915432,1.426558,1.13703,5.171156949,0.805660522098782,0.584418879915326,0.281996198912889,0.210199624164789,2.11472319640326e-06,0.350968516174344,2.53100430907731,0.072161,0.045784,0.049597,0.1041,0.0238661522870964,0.454919768563897,0.546347378690304,2.248,0.511616020569138
"181201A",1.283301229,-10.3323060015641,4.08165413135022,1.30065820430526,0.889619948590977,1.97266939422695,-5.25633934596993,1.61073399643619,21.4778345152562,0.742433885374972,-11.6955,4.749372,1.151212,0.57781,5.171156949,0.799132063610798,0.59644912030008,0.270647132756146,0.208419986454369,6.22424710236215e-06,0.308456726380244,7.22652349934134,0.026476,0.024124,0.006098,0.02953,0.116969006587154,0.487764830576111,0.567910430478316,0.45,0.161368002234975
"200613A",2.580924976,-10.7939110205939,4.293082366656,1.16838204600095,0.918572952800897,2.03823145205143,-5.45773165555741,1.71414125937595,21.45786346029,0.459391815847787,-12.785,5.199503,0.923123,0.9,5.171156949,0.79352382285736,0.653239799345471,0.290666836504376,0.202995292972914,3.85383772360516e-06,0.342738417227596,3.00263777237738,0.113922,0.166694,0.132474,0.09,0.00589450111897357,0.480185885578469,0.452788553196531,1.2255,0.347427598618541
"201014A",1.558708571,-11.2439119282619,4.13535435050054,1.25251227353929,0.915850397694547,2.02848166169777,-5.71250956574558,1.71014497700161,20.9709310092468,0.280165279560517,-13.7541,5.031584,1.038298,0.9,5.171156949,0.850691560929453,0.600014541706565,0.285473385197161,0.197175391652953,2.14091983582982e-06,0.361449184159319,1.92955599277386,0.092274,0.110179,0.170451,0.15,0.0620388100992343,0.479616684998038,0.439618962909537,4.56,0.745074791582057
"201015A",0.990338855,-10.8655587991714,3.88039248441792,0.976532651648902,0.933817427984439,2.05370810269247,-5.7046548935947,1.77599846054812,20.7413964112292,0.356198409479542,-12.8744,4.275441,0.481067,1.1,5.171156949,0.766135018915008,0.605642426199961,0.280119718732519,0.211247933545009,1.69209312343999e-06,0.378845114578097,2.03847893613644,0.09442,0.229803,0.027144,0.24,0.229632405614316,0.372274651224627,0.389845144980803,0.426,0.154119525515847
"201020A",1.15136985,-10.4804952279857,3.75593029696764,1.07918139653344,0.932025837381191,2.0136016444725,-5.59415788932424,1.74312428958019,21.3254971818573,0.497132163837798,-12.091,3.793643,0.728842,1.1,5.171156949,0.822948588515045,0.593607297376165,0.270500596229736,0.203660958888115,2.50331228119397e-06,0.392501040597385,3.31608204677957,0.128558,0.192264,0.056032,0.11,0.15849011498137,0.427028863521253,0.458434628062608,2.903,0.591398551281249
"201021C",1.387033701,-10.1564830567932,3.40402574899258,1.23448420869758,0.892386720562065,1.94602497110973,-5.49026665690219,1.55069992986063,21.3471598939246,0.731211260629526,-11.1691,2.88042,1.034879,0.6,5.171156949,0.78269346394678,0.655423398098723,0.286939385841884,0.191246790468046,3.77457113705383e-06,0.362386366480849,5.56936739634899,0.102098,0.137291,0.035385,0.09,0.0921166911183962,0.506895671703655,0.449137087853805,1.07,0.315970345456918
"020124A",1.661907293,-10.8116557489076,3.95394050404649,1.66539153188309,0.951242192473503,1.98934465784273,-5.59872633908787,1.56065238793682,20.6875114310181,0.353639183060402,-12.7747,4.454184,1.961572,1.32,5.171156949,0.828306293153429,0.592160536407981,0.27988124394349,0.210119913749478,2.789153489466e-06,0.333148978904854,2.32626246474125,0.05493,0.065307,0.072088,0.25,0.0489175544934962,0.4808205987247,0.447511130387054,3.198,0.623042434246382
"021004A",2,-10.8450253946623,4.33453869409484,1.36132395455444,0.900122657992635,2.0157077057858,-5.55195990204078,1.66339463796879,21.2800347650566,0.352117083151299,-12.92,5.4,1.33,0.67,5.171156949,0.773766905723275,0.632156135262011,0.271847328370819,0.205778467732394,3.3351392558295e-06,0.338524419877309,2.36732823271801,0.02,0.02,0.03,0.14,0.0224580492800636,0.51624776629495,0.457010002676432,2.34,0.523746466811564
"210204A",2.301029996,-10.5017070733535,3.99894174465861,1.25497942598938,0.904138443095752,1.99695854679741,-5.4030701372577,1.65819552123194,21.3641368733319,0.563752313256837,-12.0073,4.489641,1.06783,0.73,5.171156949,0.746355919763999,0.621104174366375,0.265340482962129,0.201080325042164,4.19494439301856e-06,0.326015846327773,4.61950093866201,0.017214,0.039841,0.028803,0.16,0.0112290246313437,0.460872353644865,0.547806344428087,0.876,0.273232834043046
"030226A",1.344195716,-10.909583592052,4.1616511319056,1.7493366111692,0.885795196068289,1.99968051470753,-5.61247641379006,1.63364207627197,20.3953838182082,0.296599171494664,-13.1407,4.965035,2.121816,0.57,5.171156949,0.829669729060408,0.590867924608257,0.280897241011139,0.201080327035607,2.52729731445597e-06,0.334879482475559,1.75624427354814,0.064136,0.032442,0.132162,0.12,0.101666135235017,0.449693966757068,0.385274318570946,1.99,0.47567118832443
"030329A",1.798650645,-10.3769070394185,4.38638024747637,1.45334137100399,0.869491939781929,1.97758016647808,-5.25184709481854,1.62500403690718,21.5255547616158,0.692502772238858,-11.76,5.5,1.46,0.41,5.171156949,0.843812823877593,0.617441991588503,0.291756156850866,0.201993387027851,7.8503505066585e-06,0.292054914315937,6.79228554695454,0.09,0.05,0.03,0.17,0.0357043709111115,0.608864220684277,0.59882162351336,0.17,0.0681858617461616
"050502B",1.243038049,-10.7589107851109,3.63902228073033,1.3873342117071,0.911549244903408,1.9810994745243,-5.74613903331649,1.61209752389786,20.67174174929,0.283696886805751,-12.4453,3.576116,1.358692,0.9,5.171156949,0.785912445151185,0.570435866304558,0.285336686304387,0.20697156081879,1.81357165588874e-06,0.370497260179914,2.46217268783946,0.122846,0.139983,0.198462,0.06,0.128331710079093,0.438993474104619,0.556424102536446,3.793,0.680607428991788
"050502A",1.301029996,-10.7344659069434,3.70362704846122,1.42261538238257,0.908719495116474,1.97571551757064,-5.69751553295576,1.58103778311639,20.6310279446664,0.303896856983563,-12.6,3.72,1.43,0.76,5.171156949,0.781885242618921,0.609601440357893,0.269538286407044,0.195195728197728,2.05709541683923e-06,0.357289374857417,2.6086950920651,0.04,0.03,0.02,0.16,0.112290246313437,0.445199103215174,0.562743873280569,3.79,0.680335513414563
"050525A",0.944482672,-10.3760415909494,3.56245845764704,1.24415448865088,0.888048687456292,1.9660836831124,-5.57109253545886,1.5973671412004,21.2245567960275,0.572690384867505,-11.6972,3.22416,1.03423,0.52,5.171156949,0.803038241875949,0.6057799533664,0.269420715955144,0.194897227949951,2.93829269094111e-06,0.381548613455289,4.41374270417811,0.0658,0.10234,0.034343,0.08,0.255205105543512,0.475304473207138,0.51274441565378,0.61,0.20682587603185
"050603A",1.322219295,-10.4850664836851,3.9641491852441,1.62838979422007,0.909632587897292,1.9668814304171,-5.35567131067267,1.52446444061459,21.1010818909246,0.587719063770433,-11.88,4.45,1.85,0.95,5.171156949,0.78604826784619,0.570545547751781,0.281696490385147,0.202318931733535,5.51658838979348e-06,0.294736640395315,4.16474382617062,0.13,0.08,0.09,0.08,0.106943091744305,0.543408219313975,0.467362153316699,2.82,0.582063362911709
"050801A",1.28780173,-10.1304962310544,3.33840234233804,1.31065162213524,0.91382553369863,1.94556336080522,-5.475875607485,1.51653792363653,21.3491279278843,0.737380019899251,-10.98,2.64,1.19,0.69,5.171156949,0.773168460844289,0.636704922975012,0.271503432364501,0.197343877380165,3.93629072993918e-06,0.350710252171973,5.30477267548987,0.02,0.02,0.01,0.34,0.115763140600286,0.511383941562611,0.421765516793826,1.56,0.40823996531185
"050904A",2.259044094,-11.4440798045926,4.36994328900791,1.86717662578714,0.926562604052771,2.02011714017894,-5.79180960372646,1.74597200272944,20.253070596552,0.251809597712915,-14.18,5.539472,2.332396,1,5.171156949,0.862150421900449,0.587439998610811,0.307001126496779,0.208362239985379,1.72043980589859e-06,0.350447480041173,1.3868202652626,0.12808,0.069062,0.187665,0.09,0.0123688105183115,0.462629579689625,0.337283342307422,6.295,0.86302529622947
"050908A",1.239799818,-10.8064742097149,3.52625232528275,1.1187626729259,0.989848956273969,2.04975598416379,-5.85232311110883,1.8016005588355,20.9100052137815,0.300852179555407,-12.61,3.26,0.82,1.8,5.171156949,0.81853314603648,0.644840110347003,0.283543562350254,0.229180926408742,1.33292131398114e-06,0.4034059391769,1.72458455789737,0.08,0.13,0.08,0.09,0.129292166397143,0.412013963586915,0.374642139386329,3.34,0.637489729512511
"051028A",1.204119983,-10.9164090431764,3.7902263467143,1.23792431932642,0.935815653333112,2.021996608651,-5.69958910206383,1.7289068152404,20.8736898787767,0.288951896412512,-13.0714,4.04085,1.02823,1.1,5.171156949,0.797035611713985,0.643115841010784,0.298198543037818,0.205845895598924,2.02829401462978e-06,0.345448420595814,2.25116856498631,0.2287,0.246865,0.1334,0.18,0.140362807889193,0.441066752948523,0.502620769350562,3.6,0.662757831681574
"051111A",1.776555911,-9.98541402077053,3.36765116661053,1.2313766299037,0.896105564840325,1.93338174051267,-5.37004756516419,1.5222837210691,21.4068322993553,0.833578377984697,-10.91,2.77,1,0.76,5.171156949,0.832627838578294,0.61934935245345,0.271951448784473,0.200800115924756,5.1062622157029e-06,0.330867729885049,6.65881370928127,0.03,0.04,0.04,0.07,0.0375678308208745,0.519918162776125,0.424231388385675,1.55,0.406540180433955
"060512A",0.92890769,-10.6944471172895,3.64851526284313,1.10566576301722,0.894708677792945,2.01321433026108,-5.7022948116725,1.75411573961996,21.1227928446373,0.35695535578177,-12.44,3.64,0.74,0.68,5.171156949,0.785094030594891,0.608560814234777,0.281207139587193,0.207358485794085,1.87186274603948e-06,0.400844319616513,2.4424512632425,0.03,0.05,0.02,0.05,0.264523548794802,0.409593564088929,0.46628866901573,0.44,0.15836249209525
"060607A",2.009450896,-10.4054213025645,3.6112118990289,1.33533293586463,0.911092196827099,1.96612759598277,-5.56122024971521,1.54980230662564,21.1556006404493,0.562726363040289,-11.78,3.53,1.25,0.72,5.171156949,0.797126280842564,0.600083084081418,0.269080935201787,0.200186231845533,3.04470357331209e-06,0.358983822487142,4.30310508838979,0.03,0.04,0.05,0.27,0.0219746078959429,0.481448211749576,0.511493242644299,3.07,0.60959440922522
"060904B",2.234264124,-10.6001660525314,3.76443762227298,1.30713994666399,0.930637510498955,1.99441909736846,-5.58997379840801,1.64487663233999,21.0863918569445,0.431907142880968,-12.1854,3.923904,1.19811,1.11,5.171156949,0.770026555936738,0.620603970382766,0.284972201514146,0.205309078408315,2.70757639072042e-06,0.348521423749439,3.32496684360793,0.018294,0.024033,0.027284,0.1,0.0130950724779308,0.457444940204081,0.534151543053562,0.7,0.230448921378274
"061007A",1.876852648,-9.07267251750113,3.13782600802288,1.56439905419699,0.940993389020433,2.01524023507615,-5.17864660757496,1.43758663217299,21.8169408220083,0.753631040971767,-8.76,2.17,1.75,1.07,5.171156949,0.870296008074084,0.629044848054299,0.266398765835288,0.197593376835157,8.43380788846649e-06,0.341435163527136,12.2840516490157,0.07,0.03,0.01,0.19,0.0298208063463662,0.552655661011444,0.940794790971074,1.26,0.354108439147401
"061126A",2.281033367,-10.6418997524016,3.6253319264729,1.1834904161911,0.917120123525602,2.00533341495188,-5.70095553618195,1.73118508699664,21.1079701137901,0.375873670285397,-12.3053,3.5801,0.922285,0.82,5.171156949,0.792965791233459,0.640659751277831,0.281256615694346,0.199760408198862,1.98091510004139e-06,0.389098970417842,2.69104233855978,0.08165,0.101225,0.025959,0.09,0.0117581409910335,0.432121335871494,0.491848296599015,1.1588,0.334212409393176
"070125A",1.77815125,-10.8971366682715,4.26784787466452,1.5929649603626,0.886610399889002,1.98922461250345,-5.62838813901079,1.6295847125124,20.2460058814296,0.269638278708959,-12.7448,5.250332,1.779596,0.59,5.171156949,0.781623563383327,0.636547558586652,0.269161271203559,0.194415631712248,2.56101369279617e-06,0.380799706209866,1.71384186839632,0.027168,0.017308,0.052941,0.1,0.0374300821665039,0.472698637824509,0.400052308491089,1.55,0.406540180433955
"070411A",2.089021501,-10.6374789500098,3.5307607301438,1.38225037038517,0.938125809752877,1.98731419069106,-5.77277174800357,1.61130862565991,20.9656645793766,0.391936126996028,-12.4597,3.319089,1.33119,1.09,5.171156949,0.839495863597214,0.62259380419967,0.30254084949429,0.2015165237087,1.77887426266032e-06,0.386525818675174,2.85085034118993,0.115184,0.105245,0.219221,0.11,0.018295763152312,0.457826904774321,0.502137439164207,2.95,0.59659709562646
"070612A",2.566790912,-10.6591157337684,4.2892988142141,2.01973497891355,0.924539796068431,2.03085112226025,-5.55605595501194,1.69205314310821,21.3305653397569,0.391479889491618,-12.376,5.2145,2.69428,1.1,5.171156949,0.804315641938307,0.618308808868932,0.410051142111583,0.212072522170063,2.94670536554382e-06,0.204698163393765,2.09806553637828,0.35375,0.14528,0.53173,0.3333,0.00608949276024844,0.460444171868969,0.36993333843678,0.671,0.222976449893391
"071010A",0.77815125,-11.0248918037654,4.22551117276557,1.81486621526384,0.893533543397813,2.01299742277465,-5.68631420128111,1.68533653053762,20.4305899490093,0.267654050379295,-13.1705,5.172418,2.253787,0.61,5.171156949,0.799238900557279,0.587729385417598,0.287365363168706,0.199106856373265,2.02367527161658e-06,0.319445670629682,1.4965713036236,0.060832,0.033281,0.122333,0.12,0.37430082166504,0.426814669334561,0.350935800210029,0.99,0.298853076409707
"071010B",1.552668216,-10.3429871321893,3.50805565963352,1.04300075435078,0.909492110480104,1.98377322285804,-5.67133348581429,1.72133054576265,21.3151469233901,0.559282897260947,-11.8207,3.16101,0.633623,0.68,5.171156949,0.848152925274808,0.582847861846565,0.273571268743523,0.220295562045611,2.14350786399847e-06,0.441350739931111,3.63200325334622,0.0527,0.19345,0.053512,0.14,0.062907701080855,0.436760021083485,0.435158672183293,0.947,0.289365951520032
"071025A",2.376832349,-10.7839216299003,3.57981414524269,1.40456237053489,0.923522954670132,1.9847073648934,-5.80527047168464,1.615762171161,20.6919158962775,0.279964397317397,-12.58,3.37,1.41,0.93,5.171156949,0.801466302731555,0.632730136139162,0.277072705353369,0.197514344672053,1.57868212024135e-06,0.381817470898565,2.35902213810377,0.03,0.02,0.01,0.05,0.00943060774968575,0.437874317362925,0.537714726189881,5,0.778151250383644
"071112C",1.176091259,-10.4165065141448,3.23890334049535,1.18244586438882,0.885635635845512,1.97049095636464,-5.83237377341078,1.66662055683642,21.1864009635143,0.513572945822722,-11.73,2.56,0.92,0.44,5.171156949,0.826269873120458,0.618574417642269,0.262958901679169,0.196382506841301,1.6230267332316e-06,0.469296821453233,3.18288820227145,0.01,0.02,0,0.11,0.149720328552953,0.479163532486303,0.423674913967834,0.82,0.260071387985075
"080319C",1.531478917,-10.6624264396472,3.5438039037361,1.69361957034308,0.912018228526586,1.97847592687905,-5.74022158299161,1.45365968226492,20.8928422083152,0.475397469145,-12.32,3.23,2,0.98,5.171156949,0.764841353487853,0.596711854900861,0.385723113920348,0.212090152616283,2.03297511462651e-06,0.347707306393186,3.08028837206072,0.25,0.13,0.56,0.42,0.0660530861242607,0.485442680095059,0.447690850306252,1.95,0.469822015978163
"080330A",1.783188691,-10.5155918660485,3.62220263079714,1.26221829396355,0.875174624939337,1.97381314627186,-5.61665467010188,1.6243286943229,21.0777800451883,0.451652894746199,-11.98,3.52,1.13,0.42,5.171156949,0.792458148637627,0.601230925056799,0.27562591659176,0.214176148792954,2.518864795484e-06,0.379138945931649,3.57968675318459,0.01,0.01,0,0.15,0.0369984337462195,0.452526313887598,0.549511064136832,1.51,0.399673721481038
"080413B",0.903089987,-11.1594501189712,4.40781606669498,1.85211742440941,0.912073213306206,2.01431771556497,-5.73486771273017,1.74922693328655,20.303450704255,0.283010577077793,-13.54,5.62,2.29,0.74,5.171156949,0.830901583392384,0.652482657625977,0.285098648223558,0.192058834512894,1.94689659641463e-06,0.326073497968751,1.48326085679113,0.05,0.02,0.1,0.04,0.280725615995587,0.459192630901794,0.335730865520858,1.1,0.322219294733919
"080603A",1.77815125,-10.6921563268712,3.74282198462309,1.20311740595055,0.905052202379033,2.00552807475685,-5.63651059538777,1.71567363167448,21.0658748731465,0.361920823887714,-12.4,3.8,0.98,0.85,5.171156949,0.762457159228211,0.654174191065908,0.28350618022593,0.20279097773654,2.29008215524146e-06,0.363506716652879,2.76338891495095,0.03,0.03,0.02,0.31,0.0374300821665039,0.430671337751014,0.521561467412563,1.69,0.429752280002408
"080603B",1.77815125,-10.5935956767991,3.8993346372012,1.34511879096381,0.882219401808471,1.97802608310279,-5.50379305184231,1.60986902199296,21.0106448007696,0.430426347737493,-12.2511,4.19971,1.26607,0.62115,5.171156949,0.75049172165354,0.601181657229654,0.262543552230494,0.196243401576354,3.30815516618237e-06,0.330911641006535,3.58722470870218,0.01515,0.014815,0.02688,0.06837,0.0374300821665039,0.458314117120236,0.578251204254012,2.6893,0.566943971856554
