"","log10PeakFlux","PhotonIndex","log10NH","log10Ta","Beta","log10Fa","log10T90","Alpha","Gamma","log10Fluence","log10PeakFluxSqr","PhotonIndexSqr","log10NHSqr","log10TaSqr","BetaSqr","log10FaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10PeakFlux_opt","PhotonIndex_opt","log10NH_opt","log10Ta_opt","Beta_opt","log10Fa_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"190719C",0.740362689,1.64,20.95382587,4.62998207222266,0.809241434692305,-12.4390800360703,2.268811904,1.3165106081497,1.5415,-5.292429824,0.548136911263311,2.6896,439.062818590281,21.4367339891032,0.65487169962286,154.730712143763,5.14750745573211,1.73320018137069,2.37622225,28.0098134419647,0.0226602223323686,0.832748555712131,0.609859547775042,0.361570648327088,0.219485087622789,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",1.255272505,2.56,22.04910001,4.25746274320334,0.865164886299708,-11.9013667497615,1.764922985,0.970247676362115,2.0913,-5.193820026,1.57570906180898,6.5536,486.162811250982,18.1259890097645,0.748510280485987,141.642530512329,3.11495314298131,0.941380553486083,4.37353569,26.9757664624786,0.0660733687520347,0.802057858600915,0.547311307004275,0.338917114604851,0.218625743830725,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",0.255272505,1.94,21.65033473,3.303409,0.9,-12.8184,0.867467488,0.811693,1.81479,-6.48148606,0.065164051808975,3.7636,468.736993921044,10.912511021281,0.81,164.31137856,0.75249984273703,0.658845526249,3.2934627441,42.0096615459743,0.0559978453284278,0.089478,0.236045,0.140267,0.09,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"200613A",0.228369899911643,1.74656725545063,20.9938049880807,5.199503,0.9,-12.785,2.580924976,0.923123,2.00996423348564,-5.23247535249562,0.0521528111856538,3.05049717781235,440.739847877562,27.034831447009,0.81,163.456225,6.6611737317406,0.852156073129,4.03995621989152,27.3787983144742,0.0141299769251024,0.113922,0.166694,0.132474,0.09,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,0.0570924749779107,0.436641813862657,5.24845124702018,1.29987575,0.225,-3.19625,0.645231244,0.23078075,0.50249105837141,-1.3081188381239,1.2255,0.347427598618541
"200829A",1.994317153,0.83,21.08966848,3.317225,0.9,-10.8633,1.115277591,1.301598,1.88219,-4.292429824,3.97730090675002,0.6889,444.774116596306,11.003981700625,0.81,118.01128689,1.24384410498676,1.694157353604,3.5426391961,18.4249537939647,0.0969169435192129,0.026536,0.036463,0.022447,0.04,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201014A",-0.522878745,2.55,22.1524657,5.031584,0.9,-13.7541,1.558708571,1.038298,1.97336,-6.508638306,0.273402181972775,6.5025,490.731736589677,25.316837549056,0.81,189.17526681,2.42957240930886,1.078062736804,3.8941496896,42.3623725983306,0.0601790285006581,0.092274,0.110179,0.170451,0.15,0.098066496,0.37,0.289529655,"201014A",1,-0.13071968625,0.6375,5.538116425,1.257896,0.225,-3.438525,0.38967714275,0.2595745,0.49334,-1.6271595765,4.56,0.745074791582057
"201015A",0.255272505,3.03,21.35536147,4.275441,1.1,-12.8744,0.990338855,0.481067,2.1574,-6.698970004,0.065164051808975,9.1809,456.05146351436,18.279395744481,1.21,165.75017536,0.980771047722711,0.231425458489,4.65437476,44.8761991144918,0.0930248425840856,0.09442,0.229803,0.027144,0.24,0.130288345,0.68,0.096509885,"201015A",1,0.06381812625,0.7575,5.3388403675,1.06886025,0.275,-3.2186,0.24758471375,0.12026675,0.53935,-1.674742501,0.426,0.154119525515847
"201020A",0.322219295,2.25,20.93258486,3.793643,1.1,-12.091,1.15136985,0.728842,2.0761,-6.036212173,0.103825274070297,5.0625,438.173108921101,14.391727211449,1.21,146.192281,1.32565253148902,0.531210660964,4.31019121,36.4358573974734,0.0112622187283241,0.128558,0.192264,0.056032,0.11,0.033044145,0.14,0.041361379,"201020A",1,0.08055482375,0.5625,5.233146215,0.94841075,0.275,-3.02275,0.2878424625,0.1822105,0.519025,-1.50905304325,2.903,0.591398551281249
"201021C",0,1.63,20.75199541,2.88042,0.6,-11.1691,1.387033701,1.034879,1.6168,-6,0,2.6569,430.645313496661,8.2968193764,0.36,124.74879481,1.92386248770976,1.070974544641,2.61404224,36,0.14763173580347,0.102098,0.137291,0.035385,0.09,0.043429448,0.15,0.086858896,"201021C",1,0,0.4075,5.1879988525,0.720105,0.15,-2.792275,0.34675842525,0.25871975,0.4042,-1.5,1.07,0.315970345456918
"201104B",0.612783857,1.47,21.73058526,3.61312275024669,0.75734788977753,-11.8024325245041,0.937517892,1.07831860442733,1.55046,-5.744727495,0.375504055399796,2.1609,472.218335742129,13.0546560083502,0.573575826150478,139.297413495472,0.878939797820124,1.1627710126541,2.4039262116,33.001893991809,0.00811616012140756,0.793191321925617,0.585353440237596,0.349910202723781,0.217124111188883,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
"210204A",0.493025576197725,1.71047871175346,21.0584880674433,4.489641,0.73,-12.0073,2.301029996,1.06783,1.98957333119557,-5.18451228666849,0.243074218785099,2.92573742336178,443.459919686652,20.156876308881,0.5329,144.17525329,5.29473904249176,1.1402609089,3.95840204020464,26.8791676506165,0.0179615292332226,0.017214,0.039841,0.028803,0.16,0.0338538542545085,0.143781575971085,0.0534933364415772,"210204A",1,0.123256394049431,0.427619677938365,5.26462201686082,1.12241025,0.1825,-3.001825,0.575257499,0.2669575,0.497393332798892,-1.29612807166712,0.876,0.273232834043046
"210210A",0.84509804,1.53,21.12319546,3.875593,0.81,-11.7476,0.819543936,1.44657,1.85188,-6.008773924,0.714190697211842,2.3409,446.189386441365,15.020221101649,0.6561,138.00610576,0.671652263034372,2.0925647649,3.4294595344,36.1053640697424,0.038778433249538,0.033076,0.03022,0.031618,0.07,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",0.681241237,1.6,21.05996459,3.7088676640964,0.87343815249032,-11.9291744809384,1.10720997,1.08383134498648,1.88408,-5.920818754,0.46408962298929,2.56,443.522108532054,13.7556993497799,0.762894206225703,142.305203796672,1.2259139176674,1.1746903843752,3.5497574464,35.0560947177181,0.0202577864729536,0.808901226293957,0.570682566540808,0.322200537766906,0.211497872002024,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,0,0,0,0,2.826,0.582744965691277
"210517A",0.176091259,1.85,21.15768338,3.73833279296009,0.783809780286881,-12.3766183030766,0.485721426,1.09538284177117,1.71079,-6.823908741,0.0310081314962051,3.4225,447.647566008328,13.9751320709208,0.614357771673369,153.180680620051,0.235925303675473,1.19986357004668,2.9268024241,46.5657305054962,0.199990220376636,0.779811153796872,0.624638463227268,0.33523836644846,0.229933374114567,0.086858896,0.25,0.057905931,"210517A",0,0,0,0,0,0,0,0,0,0,0,2.486,0.542327382773974
"210610B",1.130333768,0.98,21.03780485,3.71411263377221,0.786554976569207,-11.7208797750952,1.841234296,1.01786802012299,1.91684,-4.443697499,1.27765442708108,0.9604,442.589232906684,13.7946326563463,0.618668731165786,137.379022702236,3.39014373276662,1.0360553063891,3.6742755856,19.7464474626189,0.015836913202155,0.805212835953388,0.589416561142959,0.345052670583526,0.210229063498121,0.012063736,0.11,0.022518973,"210610B",0,0,0,0,0,0,0,0,0,0,0,1.13,0.328379603438738
"210619B",2.06069784,1.41,21.83430305,3.69438712718933,0.790152478386323,-11.5410940286875,1.784617293,1.05398210955699,1.92306,-4.022276395,4.24647558778067,1.9881,476.736789679239,13.6484962455422,0.624340939100049,133.196851379006,3.18485888247465,1.1108782872662,3.6981597636,16.1787073977742,0.00197833385726092,0.796031098081983,0.579133583153472,0.342114361891394,0.224744836942176,0.004571521,0.02,0.008308242,"210619B",0,0,0,0,0,0,0,0,0,0,0,1.937,0.4679039465228
"210722A",0.342422681,1.62,20.54058972,4.01891551952017,0.796184347085253,-12.1427070752043,1.700703717,1.24691045036446,1.83712,-5.602059991,0.117253292463228,2.6244,421.91582604537,16.1516819530401,0.633909514543571,147.445335114217,2.89239313301762,1.5547856712281,3.3750098944,31.3830761427629,0.0911698774157967,0.763175910429414,0.553825795184692,0.333856620235637,0.211424553333742,0.034743559,0.14,0.098703291,"210722A",0,0,0,0,0,0,0,0,0,0,0,1.145,0.331427296520743
"210822A",1.442479769,1.3,21.53322281,3.49163935966275,0.791692979871663,-11.4758614357519,2.257198426,1.11699029579329,1.70788,-4.698970004,2.08074788397429,1.69,463.679684585104,12.1915454179461,0.626777774378073,131.695395692578,5.09494473433688,1.24766732089638,2.9168540944,22.0803190984918,0.102616483810065,0.808104712046275,0.588041783055609,0.31318263247218,0.214064803523531,0.00868589,0.4,0.010974951,"210822A",0,0,0,0,0,0,0,0,0,0,0,1.736,0.437116093048079
"211024B",-0.045757491,1.63,20.98677173,3.93911459534797,0.858224773898708,-11.5745500702315,2.780677274,1.53158127022064,2.08,-5.167491087,0.00209374798261508,2.6569,440.444587647127,15.5166237952834,0.736549762533488,133.970209328296,7.73216610214007,2.34574118729067,4.3264,26.7029641342244,0.014863865494915,0.815944777558417,0.532608494638407,0.35817478212292,0.210726612543786,0.019160051,0.09,0.096509885,"211024B",0,0,0,0,0,0,0,0,0,0,0,1.1137,0.325043347403704
"220101A",0.86332286,1.13,21.90370028,3.77496172918114,0.742591863412486,-11.6372557744326,2.238948898,1.07923193961064,1.62241,-4.602059991,0.74532636059858,1.2769,479.772085956072,14.2503360567823,0.551442675606428,135.425721959565,5.01289216785541,1.16474157947574,2.6322142081,21.1789561607629,0.0313174061753508,0.771865813721823,0.583722661802251,0.346506412357251,0.219245925587468,0,0.13,0.017847718,"220101A",0,0,0,0,0,0,0,0,0,0,0,4.618,0.749581734865559
"220117A",0.278753601,1.84,21.99532933,3.9629125904605,0.872879012143357,-12.0634505842077,1.697316542,1.40698597751599,1.78537,-5.795880017,0.0777035700704672,3.3856,483.794512335158,15.7046761996303,0.761917769840363,145.526839997621,2.88088344374684,1.97960954092663,3.1875460369,33.5922251714599,0.0299157959274313,0.772194006045221,0.538226064515552,0.337921821262401,0.250402629033303,0.05428681,0.18,0.091430417,"220117A",0,0,0,0,0,0,0,0,0,0,0,4.961,0.775319121829478
"230325A",0.51851394,1.82,22.22918251,4.08689320200434,0.839699526557922,-12.3076648212819,1.580354661,0.934847794789766,2.0855,-5.886056648,0.268856705974324,3.3124,494.13655506289,16.7026960445893,0.705095294901598,151.47861335302,2.49752085454443,0.873940399423288,4.34931025,34.645662863465,0.131947893505177,0.781913896211101,0.592645090513427,0.345196763111726,0.212363824444481,0.066814536,0.18,0.052641755,"230325A",0,0,0,0,0,0,0,0,0,0,0,1.664,0.425534220498263
"230818A",0.826074803,1.36,21.31377445,4.20989211345625,0.83506464815467,-12.4306074846008,0.992111488,1.21602060789543,2.00403,-5.721246399,0.682399580151489,1.8496,454.276981305473,17.7231916069411,0.697332966597683,154.520002436213,0.984285204621574,1.47870611882637,4.0161362409,32.7326603580705,0.0552798328138297,0.760327920243323,0.584400716937227,0.375080844929136,0.228681870733103,0.022857604,0.1,0.032410036,"230818A",0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"231210B",0.591064607,1.08,21.82763844,3.83249665398071,0.811116391999161,-12.0405439470091,0.873320602,1.34214315378315,1.66432281,-5.853871964,0.349357369648064,1.1664,476.445799867366,14.6880306027733,0.657909801369737,144.974698539857,0.762688873877642,1.80134824524698,2.7699704158863,34.2678169709052,0.037615599688349,0.756952725922534,0.572714705071004,0.359266636519439,0.226622394487242,0.062042069,0.19,0.077950292,"231210B",0,0,0,0,0,0,0,0,0,0,0,3.13,0.615950051656401
"970508A",0.329125184024259,1.89125935641635,20.9147184367958,6.247263,0.32,-13.8798,1.120573931,1.487567,1.95905288678887,-6.01308853019273,0.108323386759002,3.57686195323239,437.425447290446,39.028294991169,0.1024,192.64884804,1.25568593483679,2.212855579489,3.8378882132358,36.1572336719354,0.0515724807527089,0.072147,0.067354,0.155485,0.15,0.0513926781795972,0.291747439511379,0.0729767332031779,"970508A",1,0.0822812960060647,0.472814839104088,5.22867960919895,1.56181575,0.08,-3.46995,0.28014348275,0.37189175,0.489763221697217,-1.50327213254818,0.83,0.262451089730429
