"","log10Ta","log10NH","log10PeakFlux","PhotonIndex","log10Fa","Alpha","log10T90","Beta","Gamma","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"111107A",3.51009002092789,20.9982848808973,0.424609856719945,1.64937771740361,-10.7456500455475,1.08283531471763,1.424881637,0.915132186757025,1.9980049117131,-5.69080621060859,12.3207319550176,440.927967939322,0.180293530423732,2.72044685466754,115.468994901374,1.17253231879963,2.0302876794598,0.837466919238694,3.99202362722967,32.3852753267013,0.0844287566202461,0.795220945221138,0.61484531367953,0.280521103009922,0.195759763064699,0.549911380845643,0.470418485757047,0.491331890453144,"111107A",2.893,0.590284403718162
"011211A",4.230517003406,20.8920909772287,0.371449832578462,1.60306558907746,-11.1556017679022,1.70514534884549,2.431363764,0.872784899366723,1.97871976818128,-5.71904673359926,17.8972741161073,436.479465400803,0.137974978122568,2.56981928288428,124.447450804023,2.90752066068939,5.91152975289225,0.761753480562581,3.91533192099137,32.7074955410924,0.00831779603269816,0.809873988821759,0.603392395305161,0.273896198207744,0.186034126725646,0.541235388507796,0.501617486142508,0.515716828092507,"011211A",2.14,0.496929648073215
"120119A",3.60478989503004,21.0683698288667,0.470310965919318,1.64325504516635,-10.5100924659545,1.45932907066163,2.404491618,0.924798509238243,1.99514449326987,-5.64677728552794,12.9945101873107,443.876207245902,0.221192404663962,2.70028714346466,110.462043642913,2.12964133647815,5.78157994103226,0.855252282689276,3.9806015490251,31.8860937123543,0.00884871917556533,0.782521865319912,0.609775585931412,0.288597001845839,0.212987778020553,0.558969005825525,0.456805139392852,0.503979979082412,"120119A",3.1,0.612783856719735
"120711A",3.94868708395473,20.9823464496476,0.424614785524443,1.61630155695789,-10.9060212482064,1.26456792636399,2.06069784,0.883697489430178,1.98195066370451,-5.67902611742778,15.5921296869909,440.258862533039,0.180297716085969,2.61243072302449,118.941299466329,1.59913204038852,4.24647558778067,0.780921252825199,3.92812843335876,32.2513376424268,0.0195287385203038,0.817157200618843,0.598893967856559,0.291497156350018,0.19229195781084,0.547185671825203,0.485142326823921,0.519291304104522,"120711A",1.405,0.381115080709851
"120815A",3.49974291621967,21.0316040040263,0.449098769241837,1.63649652716543,-10.6405737471681,1.05434694614828,0.986771734,0.905105920688666,1.99114176714375,-5.66423912846425,12.2482004796298,442.328366982177,0.201689704534533,2.6781208834245,113.221809668923,1.11164748285221,0.973718455021367,0.819216727665678,3.96464553686432,32.0836049044255,0.231526281379706,0.803771857728396,0.61759060465579,0.262851365024431,0.194151734967599,0.553487343098886,0.469617601880951,0.506940593086621,"120815A",2.36,0.526339277389844
"121217A",3.62635592511988,21.055526528824,0.463863743616369,1.63758628959316,-10.6318676827102,1.11033568408378,2.890979597,0.909985911496193,1.99178706423279,-5.65106686495386,13.1504572956521,443.335197406013,0.215169572641793,2.6816888558635,113.036610422657,1.2328453313498,8.35776303027028,0.828074359121557,3.96721570924506,31.9345567121794,0.00288663872487537,0.772543233003998,0.608955613987584,0.284653402473555,0.197166543651574,0.556700509086463,0.463377500151712,0.508394206952916,"121217A",3.1,0.612783856719735
"130215A",4.47566872912981,20.9419292018117,0.390738705051421,1.64681330996119,-11.228179355626,1.75651920397818,1.81756537,0.917729069050746,1.99711714889398,-5.72079071567716,20.0316105729104,438.564398693692,0.152676735625261,2.71199407786532,126.072011642106,3.08535971394416,3.30354387422324,0.842226644180749,3.98847690640641,32.727446412578,0.0341827233748845,0.80102769884649,0.604706718140506,0.377133530081475,0.195427526178432,0.542307612297984,0.484267479668646,0.48633286433254,"130215A",0.6,0.204119982655925
"130427A",3.95079661430382,21.2442027771679,0.606098373037847,1.59744193301374,-10.1973351685941,1.35409362082739,2.211734423,0.901404152249152,1.97232404493902,-5.50825668474981,15.6087938875945,451.31615163743,0.367355237799125,2.55182072935069,103.985644540645,1.83356953396542,4.89176915788314,0.812529445692012,3.89006213824461,30.340891705091,0.0137923289772479,0.823208209661506,0.615892584134049,0.285559024763179,0.196880473119962,0.575576653674638,0.426848338871624,0.568993535787807,"130427A",0.34,0.127104798364808
"140801A",3.87093375875993,20.9964026249642,0.428088456681007,1.63336271243737,-10.8898438335152,1.16276287374139,0.84509804,0.899465591105711,1.98977056291353,-5.6822132501843,14.9841281647073,440.848923189602,0.183259726743526,2.66787375038078,118.58869871835,1.35201750055134,0.714190697211842,0.809038349583146,3.95918689303721,32.2875474205701,0.320829275440011,0.777590705099899,0.596124798452059,0.268427202917427,0.197079706400395,0.548879614121517,0.47868464281932,0.505624973961968,"140801A",1.32,0.3654879848909
"140907A",3.86888301641837,21.0848488754571,0.478524672962746,1.6520042580748,-10.6675502245585,1.19695792520182,1.898725182,0.932791245404936,2.00110228987531,-5.64173141139466,14.9682557947305,444.570852100866,0.228985862634103,2.72911806869726,113.796627793479,1.43270827470344,3.60515731676093,0.870099507504091,4.0044103745442,31.8291333183172,0.0283561228015601,0.779614455981657,0.626351214038264,0.282820408006585,0.196499674101842,0.562104552447493,0.445078997834771,0.496307627139176,"140907A",1.21,0.344392273685111
"141221A",3.40655032988471,21.1180809499966,0.525043941261729,1.57978019442382,-10.2134759676048,1.33687036320959,1.567026366,0.864392906044507,1.96322003846989,-5.57836344207325,11.6045851500376,445.973343010608,0.27567114025565,2.49570546269375,104.31509134084,1.78722236802814,2.45557163173917,0.747175096020068,3.85423291944973,31.1181386918593,0.0608619221904846,0.801513827503022,0.613619986977102,0.266627710054679,0.213030184448872,0.562274933543538,0.456346279132899,0.573900201445186,"141221A",1.45,0.389166084364532
"150323A",3.67492827464631,20.9589053980011,0.395351914294928,1.67737797091885,-10.9739260261202,1.00440913019217,2.174931594,0.940599166789692,2.01427691927185,-5.72799618563462,13.5050978237949,439.27571548236,0.156303136136664,2.81359685732384,120.427052426758,1.00883770081339,4.73032743857938,0.884726792565462,4.0573115075113,32.8099403026448,0.0150120650104803,0.760236915615354,0.603148404528635,0.269392927913526,0.204600138765944,0.545294668239093,0.453931211756589,0.463960868370621,"150323A",0.593,0.202215775801131
"150910A",3.42956686333961,21.1923018036492,0.573138101219858,1.59012361530828,-10.0519667160358,1.35641845691502,2.049992857,0.884878966906934,1.96722764121727,-5.53806661321487,11.7619288701171,449.113655736954,0.328487283069904,2.52849311196107,101.042034860292,1.83987103025973,4.20247071375102,0.783010786074283,3.86998459236927,30.6701818124052,0.0200160866986934,0.788330575104645,0.615730247334606,0.275473546181531,0.197619933030904,0.569497917637562,0.441103454766941,0.574048596202944,"150910A",1.3585,0.372635880581721
"160131A",3.75232338430684,21.2365305600404,0.592612921299808,1.61331323502794,-10.1331485075194,1.36119162004146,2.511883361,0.920889072829207,1.98279347697773,-5.52367491867395,14.0799307804159,450.990230227528,0.351190074491493,2.60277959431633,102.680698675442,1.85284262647109,6.30955801926866,0.848036684456237,3.93146997234542,30.5109846071877,0.00691016900891419,0.822297024770114,0.620714482357302,0.267906116331233,0.205718973695338,0.576375186586096,0.423404868953138,0.545638442652244,"160131A",0.972,0.294906910605192
"160314A",3.37291088267816,20.98914172411,0.416572883352786,1.65963972328499,-10.7213559479983,1.03871216515792,0.941014244,0.924658119768825,2.00369884331377,-5.70168343007933,11.3765278224888,440.544070314776,0.173532967144854,2.75440401110547,114.947473363679,1.07892296204705,0.885507807410892,0.854992638454419,4.01480905469693,32.5091939368412,0.257251423423117,0.755460895452024,0.650017060181139,0.287405364383067,0.190095211680571,0.549215818131403,0.464920608929458,0.481395483884337,"160314A",0.726,0.237040791379191
"160425A",3.66402376624325,21.0267184994061,0.436854245824136,1.68472880489889,-10.6884625623508,1.18190609882058,2.483701382,0.975065476344945,2.02513074906029,-5.69698725582021,13.4250701595954,442.122890853267,0.190841632094575,2.83831114605604,114.243231946775,1.39690202642928,6.16877255494871,0.950752683159794,4.1011545507895,32.4556637929779,0.00737344845282604,0.772881918763161,0.610379423568307,0.27999309900213,0.207812103652522,0.553131658927818,0.417508509937839,0.461138452506378,"160425A",0.555,0.191730393362856
"161014A",3.76286926224575,20.987986968145,0.41918674000537,1.64585381946688,-10.8243351164,1.3889077727368,1.26245109,0.915640869741086,1.99616429826351,-5.69457579509027,14.1591850847539,440.495596975022,0.17571752299633,2.70883479505372,117.166230712129,1.9290648011687,1.59378275464219,0.838398202340213,3.98467190566186,32.428193486028,0.1227215806892,0.763636781037765,0.620420617975041,0.280769237615468,0.195230833000052,0.548332329404119,0.474903482307767,0.493241377121655,"161014A",2.823,0.582404298019028
"161023A",3.98560092947136,21.1469722529235,0.535882769190211,1.6042589627644,-10.4650002988299,1.39183974218314,1.643452676,0.892301882712798,1.97448063228638,-5.57588052754422,15.885014769003,447.194435465918,0.287170342314969,2.57364681960992,109.516231254511,1.93721786792044,2.70093669825156,0.796202649892804,3.89857376727401,31.0904436574468,0.0510410211481933,0.777410589726627,0.638631321064819,0.272088363879232,0.191308852484248,0.565071547640571,0.450957024102667,0.552536147825408,"161023A",2.71,0.569373909615046
"170113A",3.76680133950169,21.0300797178919,0.446287634599849,1.64262587515529,-10.7421911628546,1.25498217765659,1.315130317,0.914479273982707,1.9944033316371,-5.66874158762274,14.1887923312717,442.264252940886,0.199172652796728,2.69821976572967,115.394670979311,1.57498026623569,1.72956775069252,0.836272342543939,3.97764464924517,32.1346311872435,0.108703045932032,0.73466578885982,0.616179213557235,0.257728222149647,0.18946727365802,0.553747741139613,0.466910759778972,0.500994353869823,"170113A",1.968,0.472463896606989
"170607A",3.8826082802534,21.1758926266308,0.546094654496409,1.62626111005746,-10.4119099297195,1.21254328168375,1.361727836,0.919467460899354,1.98807277694752,-5.57119178626432,15.0746470578923,448.418428534598,0.298219371669552,2.64472519808533,108.407868384593,1.47026120995639,1.85430269933724,0.845420411652706,3.95243336643982,31.038177919339,0.0976436925259709,0.785961061671918,0.610410681958188,0.279276240543408,0.208943722217232,0.57093375492241,0.436045218817016,0.528320461884226,"170607A",0.557,0.19228861256812
"170714A",3.94551730645095,20.9228320417461,0.374861400322813,1.66525828780783,-11.0700247039308,1.62604458387889,3,0.933612092093398,2.00694335079147,-5.74215514795102,15.567106815504,437.764900647116,0.14052106945198,2.77308516511268,122.545446945637,2.64402098876186,9,0.871631538503012,4.02782161328608,32.9723457431404,0.00224580492800636,0.827352875630253,0.595679855487994,0.394054489333476,0.194010229417449,0.539756556783493,0.475326965888994,0.468569115398228,"170714A",0.793,0.253580289562183
"180115A",3.48681361736081,21.131537964876,0.513082119846482,1.63666987082571,-10.336360564531,1.20963652693163,1.611723308,0.923859333156446,1.99290026006838,-5.60497346315668,12.1578692022128,446.541896760997,0.26325326170616,2.67868826606864,106.840349719991,1.46322052728722,2.59765202155046,0.853516067460273,3.97165144658061,31.4157275226906,0.0549096559424039,0.764380199711754,0.623203238679162,0.269951350521256,0.203752609182255,0.566634687838444,0.443149976646784,0.514754224665988,"180115A",2.487,0.542451947375977
"180325A",3.75219624032856,21.002460823841,0.42533284993229,1.65724635421687,-10.7837875026657,1.42522451873374,1.973589623,0.930163512524357,2.0024156369381,-5.69278039337343,14.0789766259358,441.103360656978,0.180908033231524,2.74646547856512,116.290072902648,2.03126492879982,3.89505600001328,0.865204160031649,4.00966838305423,32.4077486071769,0.0238661522870964,0.812245962412652,0.600863285955832,0.283581660015697,0.211017473918601,0.550982842397042,0.463613714652406,0.484880178634466,"180325A",2.248,0.511616020569138
"181201A",4.07213208802757,21.2106428371119,0.588083237456408,1.58575996650727,-10.3393308594863,1.30637263791841,1.283301229,0.880600729829293,1.96498927687218,-5.52315718523169,16.5822597423438,449.891369563528,0.34584189417721,2.51463467137715,106.901762621927,1.70660946910191,1.64686204435291,0.775457645375884,3.86118285822265,30.5052652927764,0.116969006587154,0.790195011305888,0.593146075195411,0.282124910737301,0.204768947327362,0.571414430426316,0.436796152306961,0.581599156676248,"181201A",0.45,0.161368002234975
"200613A",4.2748501791616,21.1128126326918,0.499928962586749,1.63970834273133,-10.800895630958,1.17249219086114,2.580924976,0.921245242046176,1.99413687060279,-5.61814708415685,18.274344054278,445.75085726315,0.249928967633063,2.68864344922273,116.659346430848,1.37473793763036,6.6611737317406,0.848692795992717,3.97658185869747,31.5635766592201,0.00589450111897357,0.796061372728431,0.635956958001147,0.284198757018858,0.201447598680721,0.564541971229663,0.44667586605186,0.510579353249191,"200613A",1.2255,0.347427598618541
"201015A",3.86290782658855,21.0290717114009,0.441019809257143,1.66228137593672,-10.8744534301265,0.97710747153225,0.990338855,0.931358189666251,2.00596296703497,-5.68002423499052,14.9220568767191,442.221857043242,0.194498472157207,2.76317937278608,118.25373740399,0.954739010924148,0.980771047722711,0.867428077458397,4.02388742511572,32.2626753100797,0.229632405614316,0.782303351908868,0.594100997396298,0.281264883908167,0.20598682969823,0.55513191304095,0.451727878831673,0.482927215607808,"201015A",0.426,0.154119525515847
"201020A",3.74523813589335,21.1342112618371,0.513103189509386,1.64199929090391,-10.4939558343666,1.0801678478918,1.15136985,0.928397219905648,1.99664486466252,-5.60631212196272,14.0268086945499,446.654885659962,0.263274883084705,2.69616167132895,110.123109053636,1.1667625796192,1.32565253148902,0.861921397928535,3.98659071558322,31.4307356088662,0.15849011498137,0.836007515371256,0.58473935372231,0.271068695646534,0.204181258398446,0.567609670412038,0.438140700470618,0.508755249788839,"201020A",2.903,0.591398551281249
"201021C",3.39860279969865,21.1602160665213,0.544719674801464,1.60457406938302,-10.1703163878534,1.23328174600482,1.387033701,0.892993537035123,1.97471435870911,-5.56782115502292,11.5505009901195,447.754743981865,0.296719524115813,2.5746579441364,103.43533542904,1.5209838650287,1.92386248770976,0.797437457186499,3.89949679849193,31.0006324143208,0.0921166911183962,0.800870781276215,0.625636889312602,0.283176699822988,0.198882689246876,0.566631032414795,0.447738312239162,0.553525755035095,"201021C",1.07,0.315970345456918
"020124A",3.94319258244172,21.0081597892904,0.426863716881383,1.66925277377849,-10.8083317784885,1.66736924582972,1.661907293,0.94988322427092,2.00999034122033,-5.69571501326847,15.5487677422234,441.342777732358,0.18221263278979,2.78640482276717,116.820035833885,2.78012020193876,2.76193585052659,0.902278139751318,4.04006117179901,32.4411695123719,0.0489175544934962,0.827047190487285,0.592048087087502,0.274868399287968,0.205480516542842,0.552469016967569,0.450056304481933,0.475158208871894,"020124A",3.198,0.623042434246382
"021004A",4.32702575418751,21.0739786115719,0.481851865269533,1.6194225230727,-10.856477514141,1.3506804889308,2,0.896534889857964,1.98227654772724,-5.6292568758855,18.723151877402,444.11257452099,0.232181220063728,2.62252930823513,117.86310401505,1.82433778317835,4,0.803774808732632,3.92942031166944,31.6885329747042,0.0224580492800636,0.773255876815631,0.621071583214842,0.272050608772837,0.204755347330682,0.55753088519275,0.46544469122676,0.528421212057746,"021004A",2.34,0.523746466811564
"210204A",3.99163391245165,21.1543584535962,0.536035084175006,1.615850475401,-10.5010192525423,1.25751522589486,2.301029996,0.903338857950866,1.98089654611533,-5.57853632269551,15.933141291034,447.506881583236,0.287333611466506,2.61097275885363,110.271405342264,1.58134454335739,5.29473904249176,0.816021092283976,3.92395112641162,31.1200675036332,0.0112290246313437,0.774439121700677,0.622892435985763,0.265486834299161,0.20016320343651,0.567000472730014,0.446789446394173,0.539895833433611,"210204A",0.876,0.273232834043046
"030226A",4.14553232498341,20.9670930095919,0.417868103401335,1.60583929104963,-10.9084487632826,1.74785148911539,1.344195716,0.881417829667745,1.97770284526604,-5.68066026733916,17.1854382574823,439.618989272877,0.174613751840229,2.57871982867878,118.994254421162,3.05498482800288,1.80686212291275,0.776897390456198,3.91130854417339,32.2699010729259,0.101666135235017,0.796726187310422,0.57640877385438,0.286535165213746,0.203072034957873,0.546372489622784,0.488258328102745,0.526149480580109,"030226A",1.99,0.47567118832443
"030329A",4.3699983980086,21.2297115952243,0.608293960863519,1.57188213698094,-10.3864851345367,1.45313390700951,1.798650645,0.870977015678142,1.95793661758237,-5.50106445421696,19.0968859985977,450.700654416401,0.370021542823029,2.47081345255978,107.879073449952,2.11159815170073,3.23514414275892,0.758600961839602,3.8335157984699,30.2617101294493,0.0357043709111115,0.806815745268984,0.616913898019911,0.281048951948844,0.200747345347066,0.573923531923437,0.431865206014813,0.601164501863385,"030329A",0.17,0.0681858617461616
"050502B",3.63036368965925,20.9881849391838,0.418703692762452,1.64808775694071,-10.7626910741881,1.37475540759348,1.243038049,0.917993764257099,1.99733564854889,-5.6957783095268,13.1795405191964,440.503907041381,0.175312782332914,2.71619325457785,115.835519158408,1.88995243070752,1.54514359126173,0.842712551214919,3.98934969296422,32.441890551276,0.128331710079093,0.783015873026614,0.577971324520002,0.285255518020958,0.210846063042181,0.548467612933702,0.473558174381377,0.491284038301586,"050502B",3.793,0.680607428991788
"050502A",3.709817945101,21.0041688217026,0.431093244753815,1.6393010287171,-10.7362101463867,1.41991981222155,1.301029996,0.911423283849173,1.99268884926581,-5.68152574647964,13.7627491857934,441.175107890585,0.185841385672373,2.68730786275294,115.266208307376,2.01617227313927,1.69267905049176,0.83069240234241,3.97080884998828,32.279734807911,0.112290246313437,0.770241993309833,0.606444429320719,0.270902966661056,0.196238337183941,0.550121469076448,0.474608501175795,0.501136582794025,"050502A",3.79,0.680335513414563
"050525A",3.5661995948462,21.1080199806606,0.508928870121773,1.6064348706739,-10.3844677348636,1.24726817349991,0.944482672,0.887527848075075,1.97563830904516,-5.60097687511857,12.7177795502812,445.548507503968,0.259008594843424,2.58063299371709,107.837170136423,1.55567789662581,0.89204751770826,0.787705681108773,3.90314672816681,31.370941955613,0.255205105543512,0.787492769458897,0.60042962486481,0.27276692392261,0.196065926987861,0.560723608768311,0.459693355072153,0.545752517205507,"050525A",0.61,0.20682587603185
"050603A",3.95572119646738,21.120324400379,0.512332109490155,1.618713512672,-10.4820759778086,1.63424587879425,1.322219295,0.90833347764695,1.98202297928931,-5.60124445659138,15.6477301841813,446.068102777245,0.262484190414632,2.62023343610693,109.873916804552,2.67075959235598,1.7482638640703,0.825069706614203,3.92841509043088,31.3739394624957,0.106943091744305,0.781305482286903,0.578619876650054,0.289815312423011,0.201801983276413,0.563119261976212,0.454643952078524,0.533902380709265,"050603A",2.82,0.582063362911709
"050801A",3.3569897613723,21.1739011620733,0.546171842350646,1.62283701393156,-10.121843348776,1.31019462141209,1.28780173,0.91781272340908,1.98571951701486,-5.57043436412731,11.2693802579584,448.33409042125,0.298303681376699,2.63359997378631,102.45171277716,1.71660994597716,1.65843329579099,0.842380195251593,3.94308200025372,31.0297390050505,0.115763140600286,0.769065603510117,0.613550566909707,0.275011453778411,0.20181650093352,0.570248885177503,0.43854100122905,0.532540420379912,"050801A",1.56,0.40823996531185
"050908A",3.52620642563177,20.9636484155068,0.395986370186414,1.6989142043054,-10.7987875402066,1.12886369581263,1.239799818,0.988397344695032,2.03565938156662,-5.74553346989783,12.4341317561668,439.47455488898,0.156805205373412,2.88630947359065,116.613812338521,1.27433324372375,1.53710358871283,0.97692931100019,4.14390911776021,33.0111548537162,0.129292166397143,0.793120118461833,0.648863903961896,0.279105249806342,0.220475336596593,0.540117172481475,0.41166207599455,0.44594111746618,"050908A",3.34,0.637489729512511
"051028A",3.78929851504016,20.9792697750904,0.409181080547711,1.66687392157419,-10.9208140571457,1.22617340379997,1.204119983,0.934325012549839,2.00789521091672,-5.71109528547259,14.3587832360856,440.129760296021,0.167429156678192,2.77846867042411,119.264179670751,1.5035012161864,1.44990493345992,0.872963229076256,4.0316431780223,32.6166093597472,0.140362807889193,0.767005469333688,0.668055659117682,0.292946021139731,0.203493319236535,0.548119468517348,0.460609771051751,0.474329369925945,"051028A",3.6,0.662757831681574
"051111A",3.36870224701627,21.2183519599966,0.587314478529282,1.5988326607304,-9.99915091150366,1.23032638259351,1.776555911,0.896712722568867,1.97236874737847,-5.52659694939114,11.3481548290525,450.218459898292,0.344938296690123,2.55626587701826,99.9830189510245,1.51370300770562,3.15615090490904,0.804093706816869,3.89023847563533,30.5432738410195,0.0375678308208745,0.84167006435997,0.592177227843515,0.274979853078917,0.201523011414935,0.572843323107546,0.433759805155801,0.565571545764081,"051111A",1.55,0.406540180433955
"060512A",3.64897866076983,21.0332101122097,0.454443440047307,1.6232445373498,-10.6758325451871,1.10954659990307,0.92890769,0.892770570057967,1.98443607642301,-5.65512098758818,13.3150452667535,442.395927624362,0.206518840202031,2.63492282803595,113.973400532876,1.23109365735647,0.862869496541136,0.797039290761628,3.93798654140914,31.9803933842603,0.264523548794802,0.793423562686926,0.610439681840417,0.288936716080171,0.208274777232724,0.552891681726984,0.473633715234286,0.519800087235167,"060512A",0.44,0.15836249209525
"060607A",3.62054379973058,21.1074570464774,0.502772533960768,1.62166816545809,-10.4188106089101,1.33679614564696,2.009450896,0.904692753092901,1.98351637587205,-5.61082321871042,13.1083374057675,445.52474296889,0.252780220905332,2.62980763886021,108.551614504338,1.78702393501657,4.0378929034352,0.818468977498812,3.93433721335259,31.4813371916199,0.0219746078959429,0.804928981322599,0.600366002881621,0.277395610771954,0.204116646546746,0.561817807373594,0.456958710049327,0.529545818920587,"060607A",3.07,0.60959440922522
"060904B",3.7590325669501,21.0826193873421,0.47891474298355,1.64499378588143,-10.5883534453498,1.30953280753281,2.234264124,0.925945240139644,1.99650592237362,-5.63927447417497,14.1303258393915,444.476840231534,0.229359331047,2.70600455558852,112.113228683651,1.71487617400476,4.99193617579349,0.857374587737264,3.98603589807293,31.8014165950814,0.0130950724779308,0.775256271187084,0.60612567257617,0.282871268195849,0.196814314741617,0.561085643631808,0.451655163864676,0.503294792250244,"060904B",0.7,0.230448921378274
"061007A",3.13344227804525,21.4294178718166,0.752425311062858,1.56912355839693,-9.06316736281652,1.57334794819469,1.876852648,0.943646757745928,1.97657566831645,-5.34816320412392,9.81846050984139,459.219950324931,0.566143848728038,2.46214874151625,82.1410026464226,2.47542376608844,3.52257586230461,0.890469203404402,3.90685137258061,28.6028496579451,0.0298208063463662,0.890368040482369,0.64774535592478,0.279463885936541,0.19926753083088,0.584107454120138,0.362636593807781,0.600565574760565,"061007A",1.26,0.354108439147401
"061126A",3.64132019364013,21.0493934948437,0.458665611249423,1.64189698050594,-10.6429787860363,1.18575908719508,2.281033367,0.915190937975956,1.994119800255,-5.65714093822966,13.2592127526114,443.076966500769,0.210374142942807,2.69582569459453,113.272997440019,1.40602461286571,5.20311322136736,0.83757445295331,3.97651377776904,32.003243594994,0.0117581409910335,0.782289455778941,0.628222359538955,0.274005538608674,0.201378810356391,0.556275947461241,0.462567887736417,0.503626178509308,"061126A",1.1588,0.334212409393176
"070125A",4.25845963241837,21.0116544597997,0.44471893210305,1.6109682206326,-10.9015023731412,1.59147961738547,1.77815125,0.886656876010672,1.97897318730487,-5.6594101217085,18.1344784409368,441.489623138022,0.197774928570878,2.59521860788818,118.842753991602,2.5328073725534,3.16182186787656,0.786160415777005,3.9163348760716,32.0289229256966,0.0374300821665039,0.79625834004854,0.632386001143638,0.26180008590973,0.193472988629488,0.550316548123645,0.479686275031324,0.528435764104122,"070125A",1.55,0.406540180433955
"070411A",3.54512517275081,21.0119665310696,0.430008593829736,1.66390757851234,-10.6614707977792,1.39074047916452,2.089021501,0.939257089700753,2.00658406992614,-5.69078469560618,12.5679124904715,441.502737502789,0.184907390767427,2.76858842983079,113.666959571899,1.93415908038676,4.36401083164029,0.882203880553129,4.02637962968134,32.3850304517455,0.018295763152312,0.830512100630995,0.622020566589438,0.30017096914321,0.202638283921516,0.552764666699577,0.454908624542995,0.480054505232567,"070411A",2.95,0.59659709562646
"070612A",4.29490176167059,21.0900658549906,0.486615624846718,1.63545634114453,-10.6643135460757,2.01750384753001,2.566790912,0.928442991651922,1.99099192052716,-5.62945333919599,18.4461811424011,444.79087776784,0.236794766344962,2.67471744378986,113.727583409015,4.07032177479839,6.58841558592579,0.86200638874757,3.96404882760441,31.6907448981849,0.00608949276024844,0.80727012502061,0.584321630046158,0.400005002855116,0.214388055509574,0.56104186501434,0.455659768716397,0.513582727433257,"070612A",0.671,0.222976449893391
"071010A",4.22728014498134,20.9412706750682,0.400674730313327,1.6099912911278,-11.0097517059946,1.81234833830586,0.77815125,0.884516372529736,1.98014706451041,-5.69722351303775,17.8698974241534,438.536817486471,0.160540239511657,2.59207195750735,121.214632627651,3.28460649936003,0.605519367876562,0.782369213273164,3.92098239708921,32.4583557575102,0.37430082166504,0.796969627900217,0.594489190334362,0.275953286103564,0.195304338134514,0.543727157342092,0.493177189600762,0.518435751355107,"071010A",0.99,0.298853076409707
"071010B",3.50251949809925,21.1358768098682,0.52054369617815,1.62394308510373,-10.3620156458001,1.03680484017768,1.552668216,0.906188744008195,1.9852045429922,-5.59490971193082,12.2676428345654,446.725288521925,0.270965739630811,2.63719114365621,107.371368243807,1.07496427661587,2.41077858897662,0.82117803976715,3.94103707751685,31.3030146846578,0.062907701080855,0.841972921086861,0.593402161458891,0.280450720047944,0.215986767651673,0.565632048397773,0.448839931768349,0.52932989972035,"071010B",0.947,0.289365951520032
"071025A",3.57160081672478,20.9699598740765,0.406275142679612,1.65284799374969,-10.7844281981506,1.39399863015596,2.376832349,0.921537869560161,1.99993883151295,-5.7087940251486,12.7563323940291,439.739217120378,0.165059491559339,2.73190649044237,116.303891561065,1.94323218087668,5.64933201525286,0.84923204503348,3.99975532979338,32.5903292215723,0.00943060774968575,0.797931933012949,0.622375377666814,0.274894386498469,0.198654774729186,0.546191026139672,0.474629673307305,0.484900266941107,"071025A",5,0.778151250383644
"071112C",3.25373237661387,21.0422285965548,0.465671852812089,1.60673297488426,-10.4032286685627,1.17533084295455,1.176091259,0.879913657174972,1.97651611987745,-5.63952074057599,10.5867743786253,442.775384309669,0.216850274501444,2.58159085258043,108.227166730406,1.38140259040025,1.38319064949621,0.774248044083033,3.90661597213542,31.8041941833867,0.149720328552953,0.812424930997323,0.613956477483681,0.266866321274483,0.19167345663978,0.553529961438109,0.473659651710677,0.536771721304881,"071112C",0.82,0.260071387985075
"080319C",3.53623804698494,20.9708037643152,0.410550513186035,1.63909037144816,-10.6684390703431,1.69701999520679,1.531478917,0.913754040542593,1.99289498741599,-5.70003890163708,12.5049795249439,439.774610521418,0.168551723877317,2.68661724577408,113.815592197622,2.87987686413166,2.34542767321549,0.834946446607914,3.97163043086777,32.490443480176,0.0660530861242607,0.767351691255829,0.590954141048344,0.397323455738987,0.207004899718235,0.545876886150077,0.481926180222515,0.497063624173081,"080319C",1.95,0.469822015978163
"080330A",3.64042465182194,21.0599316440433,0.478728682941549,1.60200116247716,-10.5274185472066,1.26531718071842,1.783188691,0.877907083627025,1.97407385136289,-5.62641470952668,13.2526916455929,443.520720851777,0.22918115187095,2.56640772457817,110.826541268069,1.60102756782122,3.17976190771029,0.770720847482508,3.89696757063471,31.6565424835782,0.0369984337462195,0.784901545370465,0.599984472469636,0.272340103751185,0.211109545451254,0.555406224944483,0.470055138764524,0.543791571772255,"080330A",1.51,0.399673721481038
"080413B",4.43526683966263,20.9501489516358,0.399399035373351,1.6340605702479,-11.1393181743893,1.8391472998556,0.903089987,0.907784505325222,1.99078603819672,-5.70817909917124,19.6715919390109,438.908741095725,0.159519589457163,2.6701539472389,124.08440939028,3.38246279056616,0.81557152461966,0.824072708108559,3.96322904987899,32.5833086282154,0.280725615995587,0.844904696161984,0.620293351732969,0.277349693055528,0.192306703165898,0.543350084105909,0.487998832679844,0.498662913899512,"080413B",1.1,0.322219294733919
