"","log10NH","log10PeakFlux","log10Ta","PhotonIndex","log10Fa","Alpha","log10T90","log10Ta_opt","Beta","log10Fa_opt","Alpha_opt","Beta_opt","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","AlphaSqr","log10T90Sqr","log10Ta_optSqr","BetaSqr","log10Fa_optSqr","Alpha_optSqr","Beta_optSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","log10Ta_opt","PhotonIndex_opt","log10Fa_opt","Alpha_opt","log10T90_opt","log10Ta_opt_opt","Beta_opt","log10Fa_opt_opt","Alpha_opt_opt","Beta_opt_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"100906A",21.96198081,1.004321374,3.94074768,1.78,-10.4698003,1.71220056,2.058426024,0,0.87,0,0,0,2.02817,-4.920818754,482.328601098808,1.00866142227325,15.5294922774254,3.1684,109.61671832188,2.93163075766431,4.23711769628045,0,0.7569,0,0,0,4.1134735489,24.2144572097181,0.00604043448603348,0.048743085,0.039933316,0.059340084,0,0,0,0,0,0,0.03,0.017199781,"100906A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,0.43568513794163
"101219B",20.49692965,-0.22184875,4.42003952,1.56,-11.99567863,0.66918137,1.531478917,5.172418,0.94,-12.2295,0.923123,0.32,1.85684,-5.677780705,420.124125077049,0.0492168678765625,19.5367493583618,2.4336,143.896305794239,0.447803705955077,2.34542767321549,26.753907966724,0.8836,149.56067025,0.852156073129,0.1024,3.4478547856,32.2371937340703,0.0692396240032236,0.089446275,0.166829365,0.039390628,0.105,0,0,0,0,0.082722758,0.16,0.217147241,"101219B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.190331698170291
"101225A",21.11770968,-0.338610804708651,4.30087089160906,1.82,-11.2927372566098,0.751816972390615,3.036628895,5.38,0.908147581251555,-14.1,0.7,0.7,1.81612,-5.721246399,445.957662128766,0.11465727706544,18.4974904262901,3.3124,127.525914746823,0.565228759974591,9.22111504594892,28.9444,0.82473202933305,198.81,0.49,0.49,3.2982918544,32.7326603580705,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.06,0.17,0.08,0.0303,0.091430417,0.32,0.109322034911467,"101225A",1,5.27942742,-0.0846527011771628,1.07521772290227,0.455,-2.82318431415245,0.187954243097654,0.75915722375,1.345,0.227036895312889,-3.525,0.175,0.175,0.45403,-1.43031159975,0.33,0.123851640967086
"110205A",21.37042981,0.556302501,3.80504269179872,1.8,-10.8137196917737,1.54499744514626,2.409933123,4.79,0.830518906390328,-13.04,1.95,0.74,1.93577,-4.769551079,456.695270264137,0.309472472618855,14.4783498864108,3.24,116.936533572254,2.38701710550847,5.80777765733253,22.9441,0.689761653871786,170.0416,3.8025,0.5476,3.7472054929,22.7486174951901,0.204728382319217,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.06,0.03,0.11,0.04,0,0.04,0.024127471,"110205A",1,5.3426074525,0.13907562525,0.95126067294968,0.45,-2.70342992294343,0.386249361286565,0.60248328075,1.1975,0.207629726597582,-3.26,0.4875,0.185,0.4839425,-1.19238776975,2.21,0.506505032404872
"110213A",21.56708403,0.204119983,3.84089,1.83,-9.896196279,1.8412,1.681241237,0,1.1905,0,0,0,1.96436,-5.229147988,465.139113557081,0.0416649674599203,14.7524359921,3.3489,97.9347007924934,3.39001744,2.82657209698929,0,1.41729025,0,0,0,3.8587102096,27.3439886804045,0.14476482742628,0.03588,0.023515,0.02785,0.226362665,0.026476,0.039841,0.01,0,0.029443694,0.12,0.162860431,"110213A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.390935107103379
"110422A",22.02088312,1.487138375,3.50066971,0.86,-9.681936665,1.42239886,1.413299764,0,0.778,0,0,0,1.89199,-4.387216143,484.919293384701,2.21158054639764,12.2546884185115,0.7396,93.7398975850713,2.0232185169293,1.99741622292246,0,0.605284,0,0,0,3.5796261601,19.2476654853998,0.00950159657676303,0.024137407,0.029472713,0.022779716,0.005,0,0,0,0,0.010592548,0.1,0.0141464,"110422A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0.442479769064449
"110503A",21.13638759,0.130333768,2.54166555,0.88,-9.08249449,1.14649063,1,0,0.687,0,0,0,1.90907,-5,446.746880354706,0.0169868910810778,6.4600637680568,0.7744,82.4917061608804,1.3144407646778,1,0,0.471969,0,0,0,3.6445482649,25,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0,0,0,0,0.017371779,0.25,0.019301977,"110503A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613,0.417139409727326
"110715A",22.0746007,1.731588765,2.61109719,1.25,-9.075720714,0.95853538,1.113943352,0,0.755,0,0,0,1.85342,-4.928117993,487.287996064441,2.99839965107422,6.8178285356259,1.5625,82.3687064785287,0.918790074711744,1.240869791465,0,0.570025,0,0,0,3.4351656964,24.2863469529303,0.133629071449258,0.02377653,0.035600881,0.009554076,0.0015,0,0,0,0,0.007360923,0.12,0.008863153,"110715A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"110731A",21.95954126,1.041392685,5.08952072,1.15,-12.08512818,1.42351927,1.588831726,5.23,0.39,-13.1705,1.33,0.32,1.85145,-5.22184875,482.221452349642,1.08449872437151,25.9032211593093,1.3225,146.05032312703,2.02640711206133,2.52438625354414,27.3529,0.1521,173.46207025,1.7689,0.1024,3.4278671025,27.2677043678766,0.130539784388153,0.097418495,0.090702815,0.110855301,0.13,0,0,0,0,0.007238241,0.05,0.011844395,"110731A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0.583198773968623
"110801A",21.39050236,0.041392685,3.72373157188184,1.84,-10.3682628195741,1.47371747403975,2.58546073,4.036448,0.937282091582539,-11.822,1.59481,1,2.04784,-5.327902142,457.553591213166,0.00171335437150922,13.8661768194296,3.3856,107.500873895763,2.1718431932901,6.68460718637213,16.292912456704,0.878497719201339,139.759684,2.5434189361,1,4.1936486656,28.3865412347282,0.199990220376636,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.034931,0.030996,0.044803,0.06,0.027720924,0.1,0.078962633,"110801A",1,5.34762559,0.01034817125,0.93093289297046,0.46,-2.59206570489353,0.368429368509938,0.6463651825,1.009112,0.234320522895635,-2.9555,0.3987025,0.25,0.51196,-1.3319755355,1.858,0.456062224454951
"110808A",20.93735437,-0.397940009,4.50711,2.32,-12.08440021,0.807091,1.681241237,0,1.4,0,0,0,2.33721,-6.48148606,438.372808014958,0.15835625076292,20.3140405521,5.3824,146.032728435448,0.651395882281,2.82657209698929,0,1.96,0,0,0,5.4625505841,42.0096615459743,0.204728382319217,0.0837,0.155655,0.0776,0.025,0,0,0,0,0.105283511,0.43,0.217147241,"110808A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348,0.370698092575577
"110818A",22.06812647,0.204119983,3.84627415,1.58,-11.28316228,1.37167718,2.012837225,0,0.83,0,0,0,1.95985,-5.397940009,487.002205895915,0.0416649674599203,14.7938248369582,2.4964,127.309751036815,1.88149828613275,4.0515136943457,0,0.6889,0,0,0,3.8410120225,29.1377563407629,0.0761271870594219,0.05514905,0.059648416,0.067338189,0.01,0,0,0,0,0.021714724,0.11,0.081430215,"110818A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0.639486489268586
"111107A",21.56675205,0.079181246,3.46479048832584,1.49,-10.6821425475642,1.11124008365827,1.424881637,3.190433,0.912647557522448,-12.5259,0.733879,1,2.11569,-6.055517328,465.124793986179,0.00626966971811252,12.0047731279932,2.2201,114.108169406481,1.23485452352884,2.0302876794598,10.178862727489,0.83292556425169,156.89817081,0.538578386641,1,4.4761441761,36.6692901097083,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.238146,0.380189,0.082265,0.09,0.039481317,0.14,0.072382414,"111107A",1,5.3916880125,0.0197953115,0.86619762208146,0.3725,-2.67053563689105,0.277810020914568,0.35622040925,0.79760825,0.228161889380612,-3.131475,0.18346975,0.25,0.5289225,-1.513879332,2.893,0.590284403718162
"111123A",21.35034301,-0.045757491,4.42202873,1.68,-11.60730305,1.46723371,2.462397998,0,1.25,0,0,0,2.55463,-5.13667714,455.837146644656,0.00209374798261508,19.5543380889454,2.8224,134.729484094539,2.15277475976036,6.06340390055441,0,1.5625,0,0,0,6.5261344369,26.3854520405986,0.131921983937837,0.07308827,0.070655771,0.105884147,0.005,0,0,0,0,0.017847718,0.07,0.048254942,"111123A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1516,0.618215503279417
"111209A",21.14009932,-0.301029996,4.13326,1.48,-9.057000407,2.77382,2.505149978,3.190433,0.2529,-12.6,1.038298,1.09,1.81212,-4.443697499,446.903799259465,0.09061905849176,17.0838382276,2.1904,82.0292563723982,7.6940773924,6.2757764122734,10.178862727489,0.06395841,158.76,1.078062736804,1.1881,3.2837788944,19.7464474626189,0.0401068361866461,0.02099,0.010455,0.04435,5e-05,0,0,0,0,0.012063736,0.03,0.086858896,"111209A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0.224533062606086
"111228A",21.41342718,1.093421685,4.10627835,2.27,-10.65757732,1.15297662,2.005180513,0,0.99,0,0,0,2.03824,-5.070581074,458.534863593163,1.19557098122824,16.8615218876787,5.1529,113.583954331778,1.32935508626662,4.02074888971494,0,0.9801,0,0,0,4.1544222976,25.710792428007,0.023242060897345,0.030118345,0.037264425,0.023299272,0,0,0,0,0,0.010218694,0.06,0.017511874,"111228A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0.234010817587179
"120118B",21.451745,0.342422681,3.68307,2.08,-10.95467702,1.0241,1.36660971,0,1.01,0,0,0,2.20884,-5.744727495,460.177363545025,0.117253292463228,13.5650046249,4.3264,120.004948612516,1.04878081,1.86762209946628,0,1.0201,0,0,0,4.8789741456,33.001893991809,0.366834332492466,0.1172,0.131765,0.077156,0.005,0,0,0,0,0.024127471,0.11,0.059221975,"120118B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.943,0.595826777073223
"120119A",22.02202812,1.012837225,3.44310163879957,1.38,-10.4382404294717,1.52810067164272,2.404491618,3.44,0.873605836123318,-12,1.51,0.89,1.61077,-4.769551079,484.969722518071,1.0258392443457,11.8549488951043,1.9044,108.956863263458,2.33509166267493,5.78157994103226,11.8336,0.763187156908722,144,2.2801,0.7921,2.5945799929,22.7486174951901,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.06,0.05,0.08,0.01,0,0.04,0.012649354,"120119A",1,5.50550703,0.25320930625,0.860775409699893,0.345,-2.60956010736792,0.38202516791068,0.6011229045,0.86,0.21840145903083,-3,0.3775,0.2225,0.4026925,-1.19238776975,3.1,0.612783856719735
"120327A",22.16619025,0.591064607,3.48517215,1.52,-10.15181088,1.44859414,1.798650645,0,0.63,0,0,0,1.75797,-5.443697499,491.339990199195,0.349357369648064,12.1464249151356,2.3104,103.059264143286,2.09842498244234,3.23514414275892,0,0.3969,0,0,0,3.0904585209,29.6338424606189,0.051933835584684,0.04362492,0.051679097,0.058002882,0.02,0,0,0,0,0.012063736,0.06,0.022271512,"120327A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.813,0.581266805273671
"120404A",21.70983536,0.079181246,3.79948,1.85,-11.02687215,1.90651,1.587710965,0,0.69,0,0,0,1.89579,-5.795880017,471.316951358306,0.00626966971811252,14.4360482704,3.4225,121.591909412446,3.6347803801,2.52082610838123,0,0.4761,0,0,0,3.5940197241,33.5922251714599,0.179553274179706,0.11705,0.068285,0.121385,0.005,0,0,0,0,0.027143405,0.13,0.072382414,"120404A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.876,0.588383768378728
"120422A",21.57331844,-0.22184875,5.23266697,1.19,-12.73992861,0.86153199,0.728353782,0,1.1,0,0,0,2.32199,-6.638272164,465.408068513644,0.0492168678765625,27.380803618929,1.4161,162.305780987897,0.74223736979336,0.530499231753704,0,1.21,0,0,0,5.3916375601,44.0666573233372,0.181516258620399,0.11830242,0.217818621,0.214451933,0.035,0,0,0,0,0.075529475,0.24,0.144764827,"120422A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0.108226656374928
"120711A",20.8890204759374,0.15298088503652,3.90556245284658,1.73945067928945,-10.8185671343246,1.19095866636244,2.06069784,4.394018,0.850838201784462,-12.9249,1.107014,0.53,1.96823823014476,-5.59956740196432,436.351176444132,0.0234031511865569,15.253418073085,3.02568866568053,117.041394839888,1.4183825449838,4.24647558778067,19.307394184324,0.723925645615817,167.05304001,1.225479996196,0.2809,3.87396173060338,31.3551550891414,0.199990220376636,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.108379,0.116386,0.197821,0.02,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1,5.22225511898435,0.03824522125913,0.976390613211645,0.434862669822362,-2.70464178358115,0.29773966659061,0.51517446,1.0985045,0.212709550446116,-3.231225,0.2767535,0.1325,0.49205955753619,-1.39989185049108,1.405,0.381115080709851
"120729A",21.34792103,0.462397998,3.52138487,1.62,-10.29756946,2.26312734,1.854306042,0,0.645,0,0,0,1.8831,-5.619788758,455.733732303116,0.213811908554408,12.4001514026649,2.6244,106.039936783525,5.12174535705548,3.43845089739771,0,0.416025,0,0,0,3.54606561,31.5820256845432,0.223182009707008,0.06906832,0.047294772,0.130088482,0.013331067,0,0,0,0,0.018095603,0.08,0.029951344,"120729A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.255272505103306
"120802A",22.12127744,0.477121255,3.53838419,1.21,-11.17198494,0.54215516,1.698970004,0,0.91,0,0,0,2.03526,-5.721246399,489.350915577453,0.227644691972775,12.520162676042,1.4641,124.813247499587,0.293932217514626,2.88649907449176,0,0.8281,0,0,0,4.1422832676,32.7326603580705,0.2694762542188,0.07803221,0.220557212,0.11816229,0.055,0,0,0,0,0.068572813,0.47,0.028952965,"120802A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.796,0.680879174426811
"120811C",21.91722026,0.612783857,3.15909591,1.4,-10.14327111,1.01613299,1.428134794,0,0.65,0,0,0,1.92121,-5.522878745,480.364543925354,0.375504055399796,9.97988696857873,1.96,102.885948810961,1.03252625336634,2.03956898983342,0,0.4225,0,0,0,3.6910478641,30.5021896319728,0.0598545187495629,0.05294686,0.084200302,0.03800099,0.090734018,0,0,0,0,0.043429448,0.3,0.021185097,"120811C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.671,0.564784384503987
"120815A",21.77242733,0.342422681,3.5742728476774,2.29,-10.613999540941,1.10095297748644,0.986771734,3.266303,0.89862381362281,-12.3315,0.6555,0.78,1.84293,-6.30980392,474.038591840131,0.117253292463228,12.7754263896439,5.2441,112.656986255096,1.21209745863626,0.973718455021367,10.668735287809,0.807524758410003,152.06589225,0.42968025,0.6084,3.3963909849,39.8136255088474,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.015728,0.033134,0.020651,0.01,0.062042069,0.23,0.059221975,"120815A",1,5.4431068325,0.08560567025,0.89356821191935,0.5725,-2.65349988523525,0.27523824437161,0.2466929335,0.81657575,0.224655953405702,-3.082875,0.163875,0.195,0.4607325,-1.57745098,2.36,0.526339277389844
"120907A",21.0438101,0.462397998,3.2113827,1.73,-10.37675071,1.05329104,1.227886705,4.420737,0.78,-11.8207,1.358692,0.66,1.82021,-6.173925197,442.841943524862,0.213811908554408,10.3129788458593,2.9929,107.676955297485,1.10942201494428,1.50770576031576,19.542915623169,0.6084,139.72894849,1.846043950864,0.4356,3.3131644441,38.1173523381515,0.035217186540104,0.04130341,0.062296694,0.028647271,0.005,0,0,0,0,0.071302079,0.25,0.059902687,"120907A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.294466226161593
"120922A",21.0163605,0.301029996,3.59799,1.58,-10.59516628,1.06622,2.238046103,0,1.17,0,0,0,2.06954,-5.207608311,441.68740866596,0.09061905849176,12.9455320401,2.4964,112.257548500849,1.1368250884,5.00885035915349,0,1.3689,0,0,0,4.2829958116,27.1191843207963,0.075913913084108,0.16365,0.133375,0.03563,0.005,0,0,0,0,0.049033248,0.36,0.043429448,"120922A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.612783856719735
"121024A",21.94617755,0.113943352,4.17178823,1.41,-11.31158018,1.30353551,1.838849091,0,0.87,0,0,0,2.00683,-5.958607315,481.634709056124,0.0129830874649959,17.4038170359665,1.9881,127.951846168569,1.69920482583096,3.38136597947153,0,0.7569,0,0,0,4.0273666489,35.5050011343715,0.201804932759115,0.063305895,0.065435085,0.06666149,0,0,0,0,0,0.039481317,0.22,0.066814536,"121024A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.298,0.5182506513085
"121027A",22.07736427,0.113943352,5.40919042,1.82,-11.92081875,1.50995764,1.796574333,0,1.16,0,0,0,2.37144,-5.698970004,487.410013110273,0.0129830874649959,29.2593409998198,3.3124,142.105919670352,2.27997207459437,3.22767933399439,0,1.3456,0,0,0,5.6237276736,32.4782591064918,0.03343969322178,0.041584155,0.037953731,0.058939694,0,0,0,0,0,0.021714724,0.09,0.066814536,"121027A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773,0.442949869577862
"121128A",22.04029767,1.11058971,3.23392922,1.32,-9.617982957,1.54546584,1.367355921,0,0.9455,0,0,0,1.98504,-5.161150909,485.774721382207,1.23340950395788,10.4582981999698,1.7424,92.5055961611425,2.38846466260691,1.86966221469376,0,0.89397025,0,0,0,3.9403838016,26.6374787054715,0.0303933846890459,0.028690024,0.029795568,0.032445001,0.010337721,0,0,0,0,0.025176492,0.18,0.013466496,"121128A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.505149978319906
"121211A",21.66138196,0,4.20933518,2.36,-11.2823295,1.15615612,2.260071388,0,0.95,0,0,0,2.0682,-5.886056648,469.215468417013,0,17.7185026575856,5.5696,127.29095894657,1.33669697381345,5.10792267885625,0,0.9025,0,0,0,4.27745124,34.645662863465,0.0937486856135703,0.054250775,0.063247159,0.074602829,0.005,0,0,0,0,0.089197405,0.26,0.130288345,"121211A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,0.305995882770805
"121217A",21.6003032,0.255272505,3.64760619366726,1.53,-10.5689838964411,1.12333676343069,2.890979597,3.47558,0.924453074149486,-12.2295,0.775179,0.87,1.96847804960143,-5.207608311,466.57309833193,0.065164051808975,13.3050309440798,2.3409,111.703420603231,1.26188548407494,8.35776303027028,12.0796563364,0.854613486304435,149.56067025,0.600902482041,0.7569,3.87490583176265,27.1191843207963,0.378773543191014,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.1152,0.0991,0.028589,0.04,0.0302144713479088,0.08,0.0649371985063369,"121217A",1,5.4000758,0.06381812625,0.911901548416815,0.3825,-2.64224597411028,0.280834190857673,0.72274489925,0.868895,0.231113268537371,-3.057375,0.19379475,0.2175,0.492119512400358,-1.30190207775,3.1,0.612783856719735
"130215A",21.1575730258515,0.397940009,4.2096391857606,1.59,-11.0457499487813,1.38845069084527,1.81756537,5.96,0.891912958868021,-13.66,2.09,0.94,1.95045663425091,-5.26760624,447.642896344239,0.15835625076292,17.7210620742912,2.5281,122.008591931002,1.92779532090871,3.30354387422324,35.5216,0.795508726196708,186.5956,4.3681,0.8836,3.80428108209339,27.7476754996869,0.199990220376636,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.24,0.13,0.54,0.05,0.040212452,0.14,0.121602455,"130215A",1,5.28939325646288,0.09948500225,1.05240979644015,0.3975,-2.76143748719532,0.347112672711318,0.4543913425,1.49,0.222978239717005,-3.415,0.5225,0.235,0.487614158562727,-1.31690156,0.6,0.204119982655925
"130408A",20.06405721,0.69019608,3.58393,1.28,-10.32975415,1.39277,1.447158031,0,0.945,0,0,0,2.03183,-5.638272164,402.566391726153,0.476370628847366,12.8445542449,1.6384,106.703820799442,1.9398082729,2.0942663666878,0,0.893025,0,0,0,4.1283331489,31.7901129953372,0.202660966333188,0.077,0.070305,0.0643,0.117120218,0,0,0,0,0.075529475,0.26,0.088631527,"130408A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.757,0.677333151419902
"130418A",21.12149747,-0.22184875,2.59006,2.07,-9.247183569,1.28449,2.07200023240372,0,0.198,0,0,0,1.68684,-5.744727495,446.117655375216,0.0492168678765625,6.7084108036,4.2849,85.5104039587836,1.6499145601,4.29318496308107,0,0.039204,0,0,0,2.8454291856,33.001893991809,0.169579312058566,0.06047,0.06867,0.031625,0.003,0,0,0,0,0.048254942,0.17,0.144764827,"130418A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218,0.345961541813141
"130420A",20.79265849,0.531478917,3.56731,1.52,-10.8728952,0.914676,2.091666958,5.62,1.17,-12.9249,0.82,0.41,2.29559,-5.148741651,432.334647081769,0.282469839215493,12.7257006361,2.3104,118.219850030183,0.836632184976,4.37507066318897,31.5844,1.3689,167.05304001,0.6724,0.1681,5.2697334481,26.5095405887422,0.0412728533350444,0.05505,0.08535,0.0286905,0.005,0,0,0,0,0.018350471,0.25,0.025546734,"130420A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297,0.361160995195026
"130427A",20.99021494,2.519827994,4.11854040550086,1.21,-10.1792263077314,1.30995861728981,2.211734423,4.420737,0.979337627418907,-11.2664,1.271343,0.72,1.78644,-3.508638306,440.589123227399,6.34953311934606,16.9623750717432,1.4641,103.616648224011,1.71599157901183,4.89176915788314,19.542915623169,0.959102188478494,126.93176896,1.616313023649,0.5184,3.1913678736,12.3105427623305,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.006123,0.006768,0.007333,0.01,0.00420285,0.02,0.006035512,"130427A",1,5.247553735,0.6299569985,1.02963510137521,0.3025,-2.54480657693285,0.327489654322452,0.55293360575,1.10518425,0.244834406854727,-2.8166,0.31783575,0.18,0.44661,-0.8771595765,0.34,0.127104798364808
"130511A",21.01365445,0.113943352,2.65954,1.35,-10.51570016,1.16497,0.73479983,0,0.65,0,0,0,2.06879,-6.657577319,441.573673344005,0.0129830874649959,7.0731530116,1.8225,110.579949855024,1.3571551009,0.539930790168029,0,0.4225,0,0,0,4.2798920641,44.3233357584632,0.176931769551824,0.0838,0.089385,0.04916,0.01,0,0,0,0,0.078962633,0.31,0.066814536,"130511A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",21.19799139,0.447158031,3.68772,1.8,-10.7212464,1.17745,2.309630167,0,0.65,0,0,0,2.0604,-5.040958608,449.354838970514,0.199950304687797,13.5992787984,3.24,114.945124369513,1.3863885025,5.33439150831645,0,0.4225,0,0,0,4.24524816,25.4112636875693,0.0272768817014167,0.078,0.078365,0.04188,0.08,0,0,0,0,0.009544934,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",21.35024026,-0.096910013,2.071571247,1.51,-8.316052869,1.742079764,1.57634135,0,0.98,0,0,0,2.08823,-5.853871964,455.832759159725,0.00939155061966017,4.29140743139714,2.2801,69.1567353200031,3.0348419041383,2.48485205171982,0,0.9604,0,0,0,4.3607045329,34.2678169709052,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0,0,0,0,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.313867220369153
"130702A",21.1002489320261,0.697313985603386,4.29786688744009,1.7069931932884,-10.5073108844973,1.25520896469284,1.770852012,5.07,0.91207261143043,-12.13,1.33,0.44,1.95922507826468,-5.28621275756824,445.220504993469,0.486246794518079,18.471659782154,2.91382576193293,110.403582023475,1.57554954504527,3.13591684840445,25.7049,0.831876448521524,147.1369,1.7689,0.1936,3.83856290730124,27.9440453182772,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.02,0.01,0.02,0.09,0.0328032555071814,0.171786515728631,0.043879736569635,"130702A",1,5.27506223300653,0.174328496400846,1.07446672186002,0.4267482983221,-2.62682772112433,0.31380224117321,0.442713003,1.2675,0.228018152857607,-3.0325,0.3325,0.11,0.48980626956617,-1.32155318939206,0.15,0.0606978403536116
"130831A",21.12319546,1.133538908,3.31959,1.93,-9.89279003,1.28481,1.511883361,4.489641,1.01,-12.6,1.85,0.87,1.79449,-5.187086643,446.189386441365,1.28491045594983,11.0196777681,3.7249,97.8672945776674,1.6507367361,2.28579129726866,20.156876308881,1.0201,158.76,3.4225,0.7569,3.2201943601,26.905867841989,0.0249128885159663,0.054815,0.089045,0.06727,0.009011148,0,0,0,0,0.001336291,0.05,0.019160051,"130831A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4791,0.16999753706657
"131030A",20.84178667,1.44870632,2.84594,1.3,-9.294136288,1.11188,1.613841822,0,0.693,0,0,0,2.09466,-4.537602002,434.38007159779,2.09875000160794,8.0993744836,1.69,86.3809693399184,1.2362771344,2.60448542643628,0,0.480249,0,0,0,4.3876005156,20.5898319285544,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0,0,0,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",21.32749584,0.544068044,3.9488,1.45,-10.91009489,1.19347,2.050379756,0,0.94,0,0,0,2.24976,-5.148741651,454.862078805217,0.296010036501986,15.59302144,2.1025,119.030170508804,1.4243706409,4.20405714381462,0,0.8836,0,0,0,5.0614200576,26.5095405887422,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0,0,0,0,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",22.00531353,1.28780173,3.59073,1.04,-9.730487056,1.22509,1.971275849,0,0.672,0,0,0,1.88134,-4.795880017,484.233823553601,1.65843329579099,12.8933419329,1.0816,94.6823783469835,1.5008455081,3.88592847285067,0,0.451584,0,0,0,3.5394401956,23.0004651374599,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0,0,0,0,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",20.99187128,1.371067862,3.829176603,1.8,-10.12551818,1.108879519,1.77815125,0,0.83,0,0,0,1.96657,-4.920818754,440.658659836089,1.87982708220925,14.6625934569626,3.24,102.526118413511,1.22961378765767,3.16182186787656,0,0.6889,0,0,0,3.8673975649,24.2144572097181,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0,0,0,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",22.04094236,0.69019608,3.68383,1.21,-10.00568285,1.36898,1.976349979,0,0.678,0,0,0,1.87322,-4.795880017,485.803140116842,0.476370628847366,13.5706034689,1.4641,100.113689294784,1.8741062404,3.9059592394933,0,0.459684,0,0,0,3.5089531684,23.0004651374599,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0,0,0,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
