"","log10PeakFlux","log10NH","PhotonIndex","log10Ta","Gamma","log10Fa","log10T90","log10PeakFluxSqr","log10NHSqr","PhotonIndexSqr","log10TaSqr","GammaSqr","log10FaSqr","log10T90Sqr","Alpha","Beta","log10Fluence","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","Redshift_crosscheck","log10z"
"GRB120327A",0.591064607,22.16619025,1.52,3.48517215,1.75797,-10.15181088,1.79865064544527,0.349357369648064,491.339990199195,2.3104,12.1464249151356,3.0904585209,103.059264143286,3.23514414436068,1.44859414,0.63,-5.443697499,7.52171254966162,0.0436249200000001,0.051679097,0.058002882,0.02,6.06060606060606e-08,0.0363636363636364,0.121212121212121,0.0519338355291014,0.00731135491027843,0.0134978859962626,2.813,0.581266805273671
"GRB120404A",0.079181246,21.70983536,1.85,3.79948,1.89579,-11.02687215,1.58771096501891,0.00626966971811252,471.316951358306,3.4225,14.4360482704,3.5940197241,121.591909412446,2.52082610844128,1.90651,0.69,-5.795880017,16,0.11705,0.068285,0.121385,0.005,6.06060606060606e-08,0.0787878787878788,0.121212121212121,0.179553274171887,0.0164505485439082,0.0438681294899875,2.876,0.588383768378728
"GRB120422A",-0.22184875,20.920544366897,1.19,5.23266697,2.32199,-12.73992861,0.728353782021228,0.0492168678765625,437.669176607306,1.4161,27.380803618929,5.3916375601,162.305780987897,0.530499231784627,0.86153199,1.1,-6.638272164,2.23606797749979,0.11830242,0.217818621,0.2144519325,0.035,2.42424242424242e-08,0.145454545454545,0.121212121212121,0.181516258652098,0.0457754394646476,0.0877362590478575,0.283,0.108226656374928
"GRB120729A",0.462397998,21.34792103,1.62,3.52138487,1.8831,-10.29756946,1.85430604180108,0.213811908554408,455.733732303116,2.6244,12.4001514026649,3.54606561,106.039936783525,3.43845089665999,2.26312734,0.645,-5.619788758,36.7435331717259,0.0690683199999995,0.047294772,0.130088482,0.013331067,6.06060606060606e-08,0.0484848484848485,0.121212121212121,0.223182009819715,0.0109670323640116,0.0181523294379188,0.8,0.255272505103306
"GRB120802A",0.477121255,22.12127744,1.21,3.53838419,2.03526,-11.17198494,1.69897000433602,0.227644691972775,489.350915577453,1.4641,12.520162676042,4.1422832676,124.813247499587,2.88649907563353,0.54215516,0.91,-5.721246399,31.0246002714191,0.0780322099999999,0.220557212,0.11816229,0.055,1.81818181818182e-07,0.284848484848485,0.121212121212121,0.269476254022629,0.0415592805603905,0.017547251782744,3.796,0.680879174426811
"GRB120811C",0.612783857,21.91722026,1.4,3.15909591,1.92121,-10.14327111,1.42813479402879,0.375504055399796,480.364543925354,1.96,9.97988696857873,3.6910478641,102.885948810961,2.03956898991565,1.01613299,0.65,-5.522878745,3.69357928575403,0.0529468600000005,0.084200302,0.03800099,0.090734018,1.81818181818182e-07,0.181818181818182,0.121212121212121,0.0598545187416093,0.026320877674116,0.0128394525239612,2.671,0.564784384503987
"GRB120907A",0.462397998,21.0438101,1.73,3.2113827,1.82021,-10.37675071,1.22788670461367,0.213811908554408,442.841943524862,2.9929,10.3129788458593,3.3131644441,107.676955297485,1.50770575936703,1.05329104,0.78,-6.173925197,1.37043061304617,0.0413034100000003,0.062296694,0.0286472705,0.005,6.66666666666667e-08,0.151515151515152,0.242424242424242,0.0352171865726179,0.0432133812541372,0.0363046588758376,0.97,0.294466226161593
"GRB120922A",0.301029996,21.0163605,1.58,3.59799,2.06954,-10.59516628,2.2380461031288,0.09061905849176,441.68740866596,2.4964,12.9455320401,4.2829958116,112.257548500849,5.00885035972999,1.06622,1.17,-5.207608311,30.2400963128712,0.16365,0.133375,0.0356299999999999,0.00499999999999999,4.24242424242424e-07,0.218181818181818,0.121212121212121,0.0759139130688025,0.0297171200079232,0.0263208776707413,3.1,0.612783856719735
"GRB121024A",0.113943352,21.94617755,1.41,4.17178823,2.00683,-11.31158018,1.83884909073726,0.0129830874649959,481.634709056124,1.9881,17.4038170359665,4.0273666489,127.951846168569,3.38136597850523,1.30353551,0.87,-5.958607315,32.0624390837628,0.0633058950000001,0.065435085,0.06666149,0,6.06060606060606e-08,0.133333333333333,0.121212121212121,0.201804932904889,0.023928070636996,0.0404936580149266,2.298,0.5182506513085
"GRB121027A",0.113943352,22.07736427,1.82,5.40919042,2.37144,-11.92081875,1.79657433321043,0.0129830874649959,487.410013110273,3.3124,29.2593409998198,5.6237276736,142.105919670352,3.2276793347505,1.50995764,1.16,-5.698970004,4.82005846681452,0.0415841549999998,0.037953731,0.0589396935000001,0,6.06060606060606e-08,0.0545454545454545,0.121212121212121,0.0334396932042907,0.0131604388353707,0.0404936580149266,1.773,0.442949869577862
"GRB121128A",1.11058971,22.04029767,1.32,3.23392922,1.98504,-9.617982957,1.36735592102602,1.23340950395788,485.774721382207,1.7424,10.4582981999698,3.9403838016,92.5055961611425,1.86966221476491,1.54546584,0.9455,-5.161150909,1.630612160051,0.0286900235000003,0.029795568,0.0324450009999999,0.0103377205,2.42424242424242e-07,0.109090909090909,0.242424242424242,0.0303933846881756,0.0152584798116998,0.00816151246798215,2.2,0.505149978319906
"GRB121211A",0,21.66138196,2.36,4.20933518,2.0682,-11.2823295,2.26007138798507,0,469.215468417013,5.5696,17.7185026575856,4.27745124,127.29095894657,5.10792267878878,1.15615612,0.95,-5.886056648,39.28730733208,0.0542507750000008,0.063247159,0.0746028285,0.00499999999999999,1.61818181818182e-07,0.157575757575758,0.181818181818182,0.0937486856217556,0.0540590334499272,0.0789626330733186,1.023,0.305995882770805
"GRB121229A",-1,22.04094236,2.43,4.70907,2.18362,-12.35951856,2,1,485.803140116842,5.9049,22.1753402649,4.7681963044,152.757699034984,4,0.900754,0.99,-6.337242168,39.5546314794679,0.2624,0.38724,0.4243565,0.12,7.87878787878788e-08,0.278787878787879,0,0.171783581852496,0.0743850890724999,0,2.707,0.569022586029564
"GRB130408A",0.69019608,20.06405721,1.28,3.58393,2.03183,-10.32975415,1.44715803134222,0.476370628847366,402.566391726153,1.6384,12.8445542449,4.1283331489,106.703820799442,2.09426636767829,1.39277,0.945,-5.638272164,13.0660353517987,0.077,0.070305,0.0643,0.117120218,2.42424242424242e-07,0.157575757575758,0.606060606060606,0.202660966201392,0.0457754394646476,0.0537160769241516,3.757,0.677333151419902
"GRB130418A",-0.22184875,21.12149747,2.07,2.59006,1.68684,-9.247183569,2.47712125471966,0.0492168678765625,446.117655375216,4.2849,6.7084108036,2.8454291856,85.5104039587836,6.13612971058392,1.28449,0.198,-5.744727495,46.0880984824801,0.0604700000000005,0.06867,0.031625,0.003,1.21212121212121e-07,0.103030303030303,0.121212121212121,0.0667193561745158,0.0292454196637412,0.0877362590478575,1.218,0.345961541813141
"GRB130420A",0.531478917,20.79265849,1.52,3.56731,2.29559,-10.8728952,2.09166695759568,0.282469839215493,432.334647081769,2.3104,12.7257006361,5.2697334481,118.219850030183,4.37507066149759,0.914676,1.17,-5.148741651,11.7367307263019,0.0550499999999996,0.08535,0.0286905,0.00499999999999999,1.81818181818182e-07,0.151515151515152,0.121212121212121,0.0412728533604636,0.0111214976087664,0.0154828692315688,1.297,0.361160995195026
"GRB130505A",1.477121255,20.71960885,1.18,3.24559,1.92439,-8.91721463,1.94448267215017,2.18188720197277,429.302190896998,1.3924,10.5338544481,3.7032768721,79.516716757486,3.78101286229226,1.3304,0.724,-4.677780705,116.258229523501,0.0149749999999997,0.024355,0.0156499999999999,0,6.06060606060606e-07,0.0424242424242424,1.87878787878788,0.573753494976116,0.0125337512738,0.0271982402632532,2.27,0.514547752660286
"GRB130511A",0.113943352,21.01365445,1.35,2.65954,2.06879,-10.51570016,0.734799829588847,0.0129830874649959,441.573673344005,1.8225,7.0731530116,4.2798920641,110.579949855024,0.539930789563798,1.16497,0.65,-6.657577319,2.21218447342499,0.0838000000000001,0.089385,0.04916,0.01,2.42424242424242e-08,0.187878787878788,0.121212121212121,0.176931769753319,0.0478561412369649,0.0404936580149266,1.3033,0.362350507594848
"GRB130514A",0.447158031,21.19799139,1.8,3.68772,2.0604,-10.7212464,2.3096301674259,0.199950304687797,449.354838970514,3.24,13.5992787984,4.24524816,114.945124369513,5.33439151028379,1.17745,0.65,-5.040958608,12.8126975867004,0.0780000000000003,0.078365,0.04188,0.08,1.21212121212121e-07,0.0303030303030303,0.181818181818182,0.0272768816676426,0.00578480828803656,0.0282009404055501,3.6,0.662757831681574
"GRB130604A",-0.096910013,21.35024026,1.51,2.071571247,2.08823,-8.316052869,1.57634135020579,0.00939155061966017,455.832759159725,2.2801,4.29140743139714,4.3607045329,69.1567353200031,2.48485205236862,1.742079764,0.98,-5.853871964,4.55927186783047,0.166441725,0.100184013,0.041653571,0.015,6.06060606060606e-08,0.0727272727272727,0.121212121212121,0.0525216608407296,0.0188006269082896,0.0658021942265446,1.06,0.313867220369153
"GRB130606A",0.414973348,20.24962877,1.52,3.30222,1.86465,-10.18045606,2.44182077228928,0.172202879550329,410.047465322812,2.3104,10.9046569284,3.4769196225,103.641685589591,5.96248868398343,1.37571,0.44,-5.537602002,19.3109676637375,0.0681500000000002,0.07782,0.05186,0.045,1.21212121212121e-07,0.0727272727272727,0.121212121212121,0.0303226795016752,0.0181523294379188,0.0202468289917981,5.913,0.839666556882433
"GRB130831A",1.133538908,21.79728278,1.93,3.31959,1.79449,-9.89279003,1.51188336097887,1.28491045594983,475.121536591284,3.7249,11.0196777681,3.2201943601,97.8672945776674,2.28579129720478,1.28481,1.01,-5.187086643,1.86433148597529,0.0548150000000005,0.089045,0.0672699999999999,0.009011148,1.21212121212121e-08,0.0303030303030303,0.363636363636364,0.0249128885168479,0.000809873159060338,0.0116121519324457,0.4791,0.16999753706657
"GRB130925A",0.86332286,21.99154725,1.85,5.84588,2.69002,-10.62525165,2.25285303097989,0.74532636059858,483.628150448983,3.4225,34.1743129744,7.2362076004,112.895972625828,5.07534677919529,1.38344,1.5915,-4.387216143,3.54089256630188,0.0623499999999995,0.06424,0.12684,0.206936072,6.06060606060606e-07,0.0848484848484849,0.363636363636364,0.00859100615953715,0.00641972626198059,0.0216335981082794,0.347,0.129367595722986
"GRB131030A",1.44870632,20.84178667,1.3,2.84594,2.09466,-9.294136288,1.61384182187607,2.09875000160794,434.38007159779,1.69,8.0993744836,4.3876005156,86.3809693399184,2.60448542603627,1.11188,0.693,-4.537602002,4.04266247219712,0.0251749999999999,0.027575,0.00814999999999999,0.0075,0,0.0181818181818182,0.424242424242424,0.0427179076368021,0,0.00655680227037274,1.295,0.36078268987328
"GRB131105A",0.544068044,21.32749584,1.45,3.9488,2.24976,-10.91009489,2.05037975626146,0.296010036501986,454.862078805217,2.1025,15.59302144,5.0614200576,119.030170508804,4.2040571448868,1.19347,0.94,-5.148741651,4.08680221617042,0.0333499999999995,0.047885,0.0454399999999999,0.005,3.03030303030303e-07,0.0666666666666667,0.363636363636364,0.01580476982291,0.018535829347944,0.0451215046497172,1.686,0.429106008332697
"GRB131117A",-0.15490196,22.01669496,2.32,2.87134,2.15896,-10.838632,1.04139268515823,0.0239946172118416,484.734856961689,5.3824,8.2445933956,4.6611082816,117.475943631424,1.08449872470106,0.951056,0.86,-6.602059991,3.16227766016838,0.0823,0.12461,0.0362555000000001,0.025,2.42424242424242e-08,0.854545454545454,0.0606060606060606,0.124850885277914,0.0421134042739674,0.0376012538456717,4.042,0.702602841340427
"GRB140206A",1.28780173,22.00531353,1.04,3.59073,1.88134,-9.730487056,1.97127584873811,1.65843329579099,484.233823553601,1.0816,12.8933419329,3.5394401956,94.6823783469835,3.88592847181814,1.22509,0.672,-4.795880017,13.7528238777123,0.0129950000000001,0.021325,0.0155449999999999,0.0219023355,1.81818181818182e-07,0.0909090909090909,0.303030303030303,0.063811704280745,0.00493516456317247,0.00678373136259728,2.73,0.571708831808688
"GRB140213A",1.371067862,20.99187128,1.8,3.829176603,1.96657,-10.12551818,1.77815125038364,1.87982708220925,440.658659836089,3.24,14.6625934569626,3.8673975649,102.526118413511,3.16182186924092,1.108879519,0.83,-4.920818754,2.62312485984891,0.0630358199999996,0.068643889,0.021746292,0.005,0,0.0242424242424242,0.484848484848485,0.0189868108662604,0,0.0089602987940681,1.2076,0.343920385393226
"GRB140419A",0.69019608,22.04094236,1.21,3.68383,1.87322,-10.00568285,1.97634997900327,0.476370628847366,485.803140116842,1.4641,13.5706034689,3.5089531684,100.113689294784,3.90595923950624,1.36898,0.678,-4.795880017,3.81721576852457,0.0239850000000006,0.02442,0.017885,0.001,0,0.0242424242424242,0.121212121212121,0.0175057628775533,0,0.0107432153848303,3.956,0.695131297704026
"GRB140423A",0.322219295,21.81946365,1.33,3.90552,2.06486,-10.85078089,2.12710479836481,0.103825274070297,476.088993973671,1.7689,15.2530864704,4.2636468196,117.739445922789,4.52457482322659,1.18974,0.77,-5.026872146,23.0119829578041,0.0503499999999999,0.05495,0.045115,0.149849463,1.81818181818182e-07,0.0363636363636364,0.121212121212121,0.0745819195240745,0.00840028010644005,0.0250675025476,3.26,0.629409599102719
"GRB140430A",0.397940009,21.67796993,2,4.14388,2.15785,-11.36251027,2.23954972084047,0.15835625076292,469.934380285984,4,17.1717414544,4.6563166225,129.106639635855,5.01558295211664,0.875171,1.03,-5.958607315,3.69174647045451,0.0861000000000001,0.13071,0.0833725,0.035,1.21212121212121e-07,0.133333333333333,0.121212121212121,0.00923562857548503,0.0478561412739919,0.0210567021369837,1.6,0.414973347970818
"GRB140506A",1.037426498,21.81764402,1.68,3.30686,1.74751,-9.903089987,2.04571405894087,1.07625373875254,476.009590583442,2.8224,10.9353230596,3.0537912001,98.0711912906197,4.18494601094832,0.948932,0.9,-5.552841969,9.55670993835752,0.0551599999999999,0.06882,0.01557,0.047966029,1.81818181818182e-07,0.096969696969697,0.545454545454546,0.0373575732797357,0.0282009404055501,0.0217328347878503,0.889,0.276231957921834
"GRB140509A",0.204119983,20.90144742,1.59,3.58709,1.93407,-11.09770006,1.3654879848909,0.0416649674599203,436.870504251025,2.5281,12.8672146681,3.7406267649,123.158946621724,1.86455743688141,1.40649,0.86,-5.920818754,5.17115694874123,0.0839500000000006,0.088715,0.10418,0.22,1.21212121212121e-07,0.121212121212121,0.242424242424242,0.096801936547154,0.0438681294899875,0.0658021941756327,2.4,0.531478917042255
"GRB140512A",0.832508913,21.32824297,1.45,3.53686,1.84304,-9.504455662,2.18977095634687,0.693071090224441,454.893948187355,2.1025,12.5093786596,3.3967964416,90.3346774309239,4.7950968412603,1.25134,0.871,-4.853871964,4.78706592379787,0.0150399999999999,0.022285,0.0200600000000001,0.002482817,1.81818181818182e-07,0.0242424242424242,0.181818181818182,0.0134302087546028,0.00564018807248688,0.0116121519146922,0.725,0.236789099409293
"GRB140518A",0,22.46148952,0.92,3.77824,1.93772,-11.31158018,1.78175537465247,0,504.51851145707,0.8464,14.2750974976,3.7547587984,127.951846168569,3.17465221510296,1.64981,0.94,-6,2.42918916112475,0.0904500000000006,0.070125,0.18819,0,6.06060606060606e-08,0.36969696969697,0.0606060606060606,0.0174377429450524,0.0263208776911062,0.0263208776911062,4.707,0.756407872548958
"GRB140614A",-0.602059991,22.12570242,1.5,3.70006,1.77015,-10.9589,2.85733249643127,0.36247623276292,489.546707578394,2.25,13.6904440036,3.1334310225,120.09748921,8.16434899516215,1.35595,0.83,-5.886056648,160.05867252182,0.1129,0.098945,0.093145,0.05,2.42424242424242e-07,0.278787878787879,0.303030303030303,0.0965452753569251,0.0809873160298533,0.526417553424593,4.233,0.718750734739665
"GRB140629A",0.62324929,21.74269921,1.86,2.85608,1.95996,-9.847711656,1.6232492903979,0.388439677485504,472.744968936535,3.4596,8.1571929664,3.8414432016,96.9774248597183,2.63493825877729,1.16056,0.815,-5.619788758,11.5414884203924,0.0427850000000003,0.06161,0.03501,0.0016785515,1.21212121212121e-07,0.0666666666666667,0.242424242424242,0.119342969855398,0.0219340647280231,0.0250675025859251,2.275,0.515211304327802
"GRB141004A",0.785329835,21.49730845,1.86,3.30337,1.79496,-10.61083392,0.593286067020457,0.616742949741127,462.134270594441,3.4596,10.9122533569,3.2218814016,112.589796477823,0.351988357320603,1.54959,1.08,-6.173925197,1.07337229135984,0.0852999999999993,0.081935,0.0977399999999999,0.00499999999999999,1.81818181818182e-08,0.0484848484848485,0.181818181818182,0.118918281419752,0.0117854676147647,0.0129446939467666,0.573,0.196728722623287
"GRB141121A",-0.045757491,21.59590717,1.73,5.76634,1.93447,-12.65757732,2.74028371968188,0.00209374798261508,466.383206495257,2.9929,33.2506769956,3.7421741809,160.214263611778,7.50915486435356,2.33322,0.82,-5.27572413,37.8222135391303,0.1675,0.090095,0.2969,0.01,2.42424242424242e-07,0.0787878787878788,0.181818181818182,0.0298708467601577,0.0198648133335181,0.0877362590591065,1.47,0.392696953259666
"GRB141220A",0.949390007,21.48574413,0.62,2.77561,1.80565,-9.872830386,0.857935264719429,0.90134138539146,461.63720081983,0.3844,7.7040108721,3.2603719225,97.4727798307249,0.736052918449197,1.42066,1.1,-5.585026652,0.473776347689343,0.0424549999999995,0.057375,0.050735,0.07,6.06060606060606e-08,0.23030303030303,0.424242424242424,0.0285379269705628,0.0101234144958991,0.020701813897427,1.3195,0.365394376854778
"GRB150120B",0.079181246,21.52664292,2.2,3.39431,2.01678,-10.79048499,1.38560627359831,0.00626966971811252,463.396355405186,4.84,11.5213403761,4.0674015684,116.434566319415,1.919904745435,1.17705,0.92,-6.26760624,3.38828572567676,0.0710999999999995,0.090535,0.057705,0.005,4.84848484848485e-08,0.151515151515152,0.121212121212121,0.0605561232005338,0.0389938928598178,0.0438681294899875,3.5,0.653212513775344
"GRB150314A",1.58546073,22.01715025,1.08,2.49217,1.84772,-8.609064893,1.16996817399689,2.51368572637213,484.754905131075,1.1664,6.2109113089,3.4140691984,74.1159983318851,1.36882552816562,1.19079,0.73,-4.657577319,2.63134115747024,0.0150249999999996,0.015855,0.00992499999999996,0,1.81818181818182e-07,0.0181818181818182,0.545454545454546,0.077266865767021,0.00358921059277238,0.00615293244030819,1.758,0.440594261839831
"GRB150403A",1.245512668,21.79039707,1.23,3.19694,1.70996,-8.821023053,1.61172330800734,1.55130180614848,474.821404468265,1.5129,10.2204253636,2.9239632016,77.8104477015574,2.59765202157413,1.24471,0.679,-4.769551079,12.0135891154935,0.00510500000000036,0.006975,0.00458000000000003,0,1.81818181818182e-07,0.0242424242424242,-0.363636363636364,0.127565659186107,0.00464486077306445,-0.00897302648176451,2.06,0.48572142648158
"GRB150821A",-0.15490196,22.340573,2.1,2.95174,2.21622,-8.853871964,2.23578087032756,0.0239946172118416,499.101201968329,4.41,8.7127690276,4.9116310884,78.3910487549052,4.99871610012266,1.82628,0.848,-6.102372909,99.043754395434,0.0211049999999995,0.015485,0.027365,5e-04,1.15151515151515e-07,0.224242424242424,0.2,0.249936990127356,0.0633033767677802,0.124084137690717,0.755,0.244277120801843
"GRB150910A",0.041392685,20.842422,1.42,3.85419,1.78547,-9.970616222,2.04999285692014,0.00171335437150922,434.406554826084,2.0164,14.8547805561,3.1879031209,99.4131878464096,4.20247071342361,2.03808,0.6645,-5.318758763,38.5494757277456,0.703965,0.02868,0.06663,0.0024587915,2.42424242424242e-07,0.0727272727272727,0.242424242424242,0.149214122895038,0.0219340647615575,0.0957122825479837,1.359,0.372727940885595
"GRB151021A",0.986771734,22.33647975,1.57,3.15765,1.96079,-9.642065153,2.04218159451577,0.973718455021367,498.91832762216,2.4649,9.9707535225,3.8446974241,92.9694204146969,4.17050566497896,1.33346,1.27,-4.552841969,3.64878062317384,0.0628200000000003,0.05208,0.02141,0.04,6.06060606060606e-07,0.0242424242424242,0.484848484848485,0.0143797213277669,0.00940031346851669,0.021707940377107,2.33,0.52244423350632
"GRB151027A",0.832508913,21.65076489,1.72,3.99907,2.00612,-9.935542011,2.11290649025331,0.693071090224441,468.755620322057,2.9584,15.9925608649,4.0245174544,98.7149950523459,4.46437383655458,1.74508,0.9235,-5.107905397,5.47526252023579,0.0222100000000003,0.01731,0.0249900000000001,0.0024409705,1.21212121212121e-07,0.0303030303030303,0.363636363636364,0.018335078259774,0.00674894299290958,0.0232243038293844,0.81,0.257678574869184
"GRB151029A",0.255272505,21.55195354,0.49,2.7098,2.307153,-10.76639985,0.951823035315912,0.065164051808975,464.486701390319,0.2401,7.34301604,5.322954965409,115.91536573008,0.905967090557996,1.23481,1.25,-6.408935393,80.3451669908966,0.0973500000000005,0.12415,0.0730099999999999,0.33,3.63636363636364e-08,0.654545454545455,0.181818181818182,3.89871091304376,0.040493657988788,0.0438681294956119,1.423,0.384353414137506
"GRB151031A",0.230448921,21.98623592,2.41,3.69323,2.12551,-11.5214335,0.698970004336019,0.0531067051900642,483.394569929898,5.8081,13.6399478329,4.5177927601,132.743429894922,0.488559066961494,0.897942,1.24,-6.494850022,2.23606797749979,1.01707,0.166825,0.1244685,0.01,1.81818181818182e-08,0.109090909090909,0.121212121212121,0.194222396757745,0.0246758228535885,0.0309657384870962,1.167,0.335858911319818
"GRB151112A",0.278753601,21.0151543,1.77,4.43227,2.17922,-11.6171,1.28600712207947,0.0777035700704672,441.636710252808,3.1329,19.6450173529,4.7489998084,134.95701241,1.65381431803913,1.1526,1.24,-6.026872146,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.00499999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.543566918273972,0.0336011204257601,0.0277061870402603,4.1,0.707570176097936
"GRB151215A",0.204119983,21.44930866,1.99,3.06337,2.20942,-10.72815839,1.25042000230889,0.0416649674599203,460.072841991951,3.9601,9.3842357569,4.8815367364,115.093382440927,1.56355018217417,1.07478,1.015,-6.508638306,1.00345011433835,0.093,0.11588,0.071395,0.3543597095,4.24242424242424e-08,0.2,0.121212121212121,0.0244827442428277,0.0594342399249789,0.0329010970878163,2.59,0.555094448578319
"GRB160117B",-0.301029996,20.95374423,1.73,4.10299,1.83834,-11.74958,1.77815125038364,0.09061905849176,439.059397256258,2.9929,16.8345269401,3.3794939556,138.0526301764,3.16182186924092,0.973333,0.64,-6.4710833,2.4614955105327,0.12265,0.162075,0.093958,0.015,NA,0.0363636363636364,0.121212121212121,0.017816898624233,NA,0.105283510845884,0.87,0.271841606536499
"GRB160121A",0.079181246,20.89722339,1.77,3.8244,2.2054,-11.17263073,1.07918124604762,0.00626966971811252,436.693945411563,3.1329,14.62603536,4.86378916,124.82767742894,1.1646321618209,0.798663,1.02,-6.214670165,2.38388672767792,0.0694000000000008,0.120385,0.106048,0.03,3.03030303030303e-08,0.0787878787878788,0.121212121212121,0.08627573760941,0.0215744899112776,0.0438681294899875,1.96,0.471291711058939
"GRB160203A",0.113943352,22.0158332,1.93,3.66139836,1.75592,-11.36754271,1.30535136944662,0.0129830874649959,484.696911490222,3.7249,13.4058379506107,3.0832550464,129.221027263674,1.70394219771618,1.146279559,0.61,-5.920818754,3.23612604894565,0.0845867900000004,0.087010427,0.0601908999999999,0.25,6.06060606060606e-08,0.121212121212121,0.242424242424242,0.0695758260297262,0.0219340647449938,0.0809873160298532,3.52,0.655138434811382
"GRB160227A",-0.22184875,21.4198963,0.75,4.47751,1.72551,-10.99567863,2.50037371435337,0.0492168678765625,458.811957502754,0.5625,20.0480958001,2.9773847601,120.904948534239,6.25186871142929,1.10229,0.679,-5.508638306,75.3682152632844,0.0305500000000007,0.03885,0.03434,0.001,1.21212121212121e-07,0.309090909090909,0.0606060606060606,0.103418641389387,0.0169812114071368,0.0438681295239288,2.38,0.528916700277655
"GRB160327A",0.255272505,20.72655851,1.84,3.76407,1.93554,-11.22402567,1.44715803134222,0.065164051808975,429.590227668453,3.3856,14.1682229649,3.7463150916,125.978752240819,2.09426636767829,1.49693,0.78,-5.853871964,9.22542076482328,0.0673000000000004,0.06033,0.1004,0.02,6.06060606060606e-08,0.0666666666666667,0.121212121212121,0.143091047549944,0.0188006269082896,0.0292454196637412,4.99,0.777426822389311
"GRB160804A",0.462397998,21.30214687,1.4,4.38419,1.87827,-11.5214335,2.15896526038341,0.213811908554408,453.781461271051,1.96,19.2211219561,3.5278981929,132.743429894922,4.66113099554241,0.948229,0.92,-4.943095149,19.2297524738119,0.0587499999999999,0.095375,0.070062,0.00499999999999999,1.81818181818182e-07,0.139393939393939,0.181818181818182,0.0579152246029259,0.00692654676618381,0.0272284941568783,0.736,0.239549720840473
"GRB161108A",-0.22184875,21.16074757,1.85,4.69106,2.00325,-11.81247928,2.02160271602824,0.0492168678765625,447.777237721261,3.4225,22.0060439236,4.0130105625,139.534666740429,4.08687754145277,0.883711,0.84,-5.958607315,11.8942948022011,0.133550000000001,0.18179,0.0812555,0.00499999999999999,6.06060606060606e-08,0.103030303030303,0.0606060606060606,0.0491496346215649,0.023928070636996,0.0438681295239288,1.159,0.334252642334231
"GRB161117A",0.832508913,21.87736847,1.19,4.08464,1.92624,-10.74958,2.09933527768596,0.693071090224441,478.61925117215,1.4161,16.6842839296,3.7104005376,115.5534701764,4.40720860813678,1.141,1.375,-4.698970004,1.09562770301324,0.0383499999999994,0.04019,0.0236499999999999,0.674290141,0,0.0727272727272727,0.181818181818182,0.00378540227238651,0,0.0116121519146922,1.549,0.406369835469268
"GRB161129A",0.531478917,21.51361441,1.57,3.70506,1.74506,-10.43651891,1.55059520748933,0.282469839215493,462.83560498216,2.4649,13.7274696036,3.0452344036,108.920926958788,2.40434549748887,2.32574,0.71,-5.443697499,2.09357115934511,0.106249999999999,0.050725,0.10628,0.005,6.06060606060606e-08,0.0363636363636364,0.121212121212121,0.0255903856452399,0.00731135491027843,0.0154828692315688,0.645,0.216165902285993
"GRB161219B",0.72427587,21.16590877,1.29,4.0135,1.86204,-10.13667714,0.841359470454855,0.524575535864257,447.995694059963,1.6641,16.10818225,3.4671929616,102.752223440599,0.707885758524074,0.871656,0.73,-5.823908741,0.791979781306962,0.0276999999999994,0.03841,0.00866800000000001,0,6.06060606060606e-08,0.212121212121212,0.242424242424242,0.0495608715850948,0.0175472517963205,0.0198648133335181,0.1475,0.0597526942092988
"GRB170202A",0.672097858,21.7153121,1.68,3.77629,1.99768,-10.65364703,1.66464197555613,0.451715530728188,471.554779600406,2.8224,14.2603661641,3.9907253824,113.500195039828,2.7710329067834,1.1958,1.04,-5.48148606,11.4483053739976,0.0448500000000003,0.068655,0.059155,0,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.10761765911408,0.00797602354051679,0.0168005602258789,3.645,0.666985718329661
"GRB170405A",0.204119983,21.67796993,1.59,3.6300738,1.8473,-10.31069114,2.21669359916975,0.0416649674599203,469.934380285984,2.5281,13.1774357934464,3.41251729,106.310351784474,4.91373051260016,1.81152426,0.612,-5.431798276,35.3909366653105,0.0482553450000003,0.035670699,0.072401387,0.0475,1.81818181818182e-07,0.0727272727272727,0.193939393939394,0.0933217274021361,0.0213412521852701,0.0526417553405063,3.51,0.65417654187796
"GRB170519A",-0.15490196,21.33992622,1.94,4.1513,1.97351,-11.06348626,2.33525725643453,0.0239946172118416,455.392451075043,3.7636,17.23329169,3.8947417201,122.400728225209,5.45342645373014,1.37345,0.975,-5.958607315,49.4043300783148,0.0529999999999999,0.052235,0.0667449999999999,0.2244236125,1.21212121212121e-07,0.157575757575758,0.0606060606060606,0.0991498518259657,0.0478561412739919,0.0376012538456717,0.818,0.259593878885949
"GRB170531B",-0.096910013,21.49730845,1.95,3.80257,2.06685,-11.39577395,2.21518796949713,0.00939155061966017,462.134270594441,3.8025,14.4595386049,4.2718689225,129.863663919499,4.90705774020483,1.02082,0.99,-5.698970004,8.82050386393155,0.0841500000000002,0.11435,0.107427,0.035,1.21212121212121e-07,0.0848484848484849,0.121212121212121,0.0233394026424894,0.0263208776707414,0.0658021942265446,2.366,0.527114111639805
