"","log10NH","log10PeakFlux","PhotonIndex","log10Fa","log10Ta","Beta","Alpha","log10T90","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","log10TaSqr","BetaSqr","AlphaSqr","log10T90Sqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"150403A",21.79039707,1.245512668,1.23,-8.821023053,3.19694,0.679,1.24471,1.611723308,1.70996,-4.769551079,474.821404468265,1.55130180614848,1.5129,77.8104477015574,10.2204253636,0.461041,1.5493029841,2.59765202155046,2.9239632016,22.7486174951901,0.127565659236116,0.005105,0.006975,0.00458,0,0.00766401999999999,0.04,0.014805494,"150403A",2.06,0.48572142648158
"150821A",22.340573,-1.49776679460977,2.1,-8.853871964,2.95174,0.848,1.82628,2.23578087,2.21622,-6.102372909,499.101201968329,2.24330537103562,4.41,78.3910487549052,8.7127690276,0.719104,3.3352986384,4.99871609865796,4.9116310884,37.2389551204971,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0.104450572,0.37,0.188398851647284,"150821A",0.755,0.244277120801843
"151021A",22.33647975,0.986771734,1.57,-9.642065153,3.15765,1.27,1.33346,2.042181595,1.96079,-4.552841969,498.91832762216,0.973718455021367,2.4649,92.9694204146969,9.9707535225,1.6129,1.7781155716,4.17050566695674,3.8446974241,20.7283699946878,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,"151021A",2.33,0.52244423350632
"151027A",21.65076489,0.832508913,1.72,-9.935542011,3.99907,0.9235,1.74508,2.11290649,2.00612,-5.107905397,468.755620322057,0.693071090224441,2.9584,98.7149950523459,15.9925608649,0.85285225,3.0453042064,4.46437383548412,4.0245174544,26.0906975447017,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,"151027A",0.81,0.257678574869184
"160117B",20.95374423,-0.705929807788426,1.73,-11.74958,4.10299,0.64,0.973333,0.697062187810827,1.83834,-6.4710833,439.059397256258,0.498336893524204,2.9929,138.0526301764,16.8345269401,0.4096,0.947377128889,0.485895693675617,3.3794939556,41.8749190755389,0.214744065864423,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0.87,0.271841606536499
"160203A",22.0158332,0.113943352,1.93,-11.36754271,3.66139836,0.61,1.146279559,1.305351369,1.75592,-5.920818754,484.696911490222,0.0129830874649959,3.7249,129.221027263674,13.4058379506107,0.3721,1.31395682738123,1.70394219655017,3.0832550464,35.0560947177181,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,"160203A",3.52,0.655138434811382
"160227A",21.4198963,-0.22184875,0.75,-10.99567863,4.47751,0.679,1.10229,2.500373714,1.72551,-5.508638306,458.811957502754,0.0492168678765625,0.5625,120.904948534239,20.0480958001,0.461041,1.2150432441,6.25186870966215,2.9773847601,30.3450959863305,0.103418641469029,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.0723824140000001,"160227A",2.38,0.528916700277655
"160327A",20.72655851,0.255272505,1.84,-11.22402567,3.76407,0.78,1.49693,1.447158031,1.93554,-5.853871964,429.590227668453,0.065164051808975,3.3856,125.978752240819,14.1682229649,0.6084,2.2407994249,2.0942663666878,3.7463150916,34.2678169709052,0.143091047665439,0.0673,0.06033,0.1004,0.02,0.031021034,0.11,0.048254942,"160327A",4.99,0.777426822389311
"160804A",21.30214687,0.462397998,1.4,-11.5214335,4.38419,0.92,0.948229,2.15896526,1.87827,-4.943095149,453.781461271051,0.213811908554408,1.96,132.743429894922,19.2211219561,0.8464,0.899138236441,4.66113099388687,3.5278981929,24.4341896520673,0.057915224642575,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.0449270149999999,"160804A",0.736,0.239549720840473
"161108A",21.16074757,-0.22184875,1.85,-11.81247928,4.69106,0.84,0.883711,2.021602716,2.00325,-5.958607315,447.777237721261,0.0492168678765625,3.4225,139.534666740429,22.0060439236,0.7056,0.780945131521,4.08687754133858,4.0130105625,35.5050011343715,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.0723824140000001,"161108A",1.159,0.334252642334231
"161117A",21.87736847,0.832508913,1.19,-10.74958,4.08464,1.375,1.141,2.099335278,1.92624,-4.698970004,478.61925117215,0.693071090224441,1.4161,115.5534701764,16.6842839296,1.890625,1.301881,4.40720860945534,3.7104005376,22.0803190984918,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,"161117A",1.549,0.406369835469268
"161219B",21.16590877,0.72427587,1.29,-10.13667714,4.0135,0.73,0.871656,0.84135947,1.86204,-5.823908741,447.995694059963,0.524575535864257,1.6641,102.752223440599,16.10818225,0.5329,0.759784182336,0.707885757758681,3.4671929616,33.9179130234962,0.0495608716177928,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,"161219B",0.1475,0.0597526942092988
"170202A",21.7153121,0.672097858,1.68,-10.65364703,3.77629,1.04,1.1958,1.664641976,1.99768,-5.48148606,471.554779600406,0.451715530728188,2.8224,113.500195039828,14.2603661641,1.0816,1.42993764,2.77103290826118,3.9907253824,30.0466894259743,0.10761765896651,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,"170202A",3.645,0.666985718329661
"170519A",21.33992622,-0.15490196,1.94,-11.06348626,4.1513,0.975,1.37345,2.335257256,1.97351,-5.958607315,455.392451075043,0.0239946172118416,3.7636,122.400728225209,17.23329169,0.950625,1.8863649025,5.45342645170065,3.8947417201,35.5050011343715,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0.0789626329999999,0.26,0.0620420690000001,"170519A",0.818,0.259593878885949
"170705A",21.08891889,1.1430148,1.65,-10.18641901,3.63746,0.66,0.774169,2.337059726,1.89159,-5.022276395,444.742499948999,1.30648283301904,2.7225,103.763132247289,13.2311152516,0.4356,0.599337640561,5.4618481628912,3.5781127281,25.2232601877742,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,"170705A",2.01,0.478566495593843
"170903A",21.73970839,0.591064607,1.94,-11.26042766,4.41384,1.14,0.971187,1.465382851,2.20256,-5.619788758,472.614920882236,0.349357369648064,3.7636,126.797231086093,19.4819835456,1.2996,0.943204188969,2.14734690000489,4.8512705536,31.5820256845432,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0.0361912069999999,0.12,0.05567878,"170903A",0.886,0.27554168840131
"171222A",20.02880298,-0.15490196,2.07,-12.10957898,4.78231,1.34,0.718496,2.242541428,1.99001,-5.721246399,401.152948811657,0.0239946172118416,4.2849,146.641903072858,22.8704889361,1.7956,0.516236502016,5.02899205629628,3.9601398001,32.7326603580705,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,"171222A",2.409,0.532627001228891
"180205A",21.4933967,0.531478917,2.04,-10.30627305,3.21372,1.03,1.09633,1.190331698,1.88733,-6,461.966101703571,0.282469839215493,4.1616,106.219264181156,10.3279962384,1.0609,1.2019394689,1.41688955126356,3.5620145289,36,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.0383201009999999,"180205A",1.409,0.381836799998343
"180329B",21.41988474,0.146128036,0.97,-11.14935376,4.02296,0.77,1.50063,2.322219295,1.86768,-5.48148606,458.811462274885,0.0213534029052173,0.9409,124.308089265626,16.1842071616,0.5929,2.2518903969,5.3927024540703,3.4882285824,30.0466894259743,0.091090048181127,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,"180329B",1.998,0.476831628512261
"180620B",21.21643247,0.556302501,1.3,-10.98296666,4.6659,0.9,1.09835,2.29841638,1.99236,-5,450.13700675407,0.309472472618855,1.69,120.625556654672,21.77062281,0.81,1.2063727225,5.2827178558523,3.9694983696,25,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,"180620B",1.1175,0.325823419002744
"180624A",21.1034582,0.146128036,1.91,-11.54363397,4.171185481,0.95,1.243849338,2.686993566,2.06008,-5.236572006,445.355947999147,0.0213534029052173,3.6481,133.255485233338,17.3987883169052,0.9025,1.54716117564304,7.2199344237254,4.2439296064,27.4216863740229,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,"180624A",2.855,0.586024382386976
"180720B",21.24271531,1.831869774,1.36,-8.847711656,3.62033,0.729,1.34127,3.06444019010425,1.8461,-4.065501549,451.252953741708,3.35574686889481,1.8496,78.2820015477183,13.1067893089,0.531441,1.7990052129,9.39079367872617,3.40808521,16.5283028449214,0.00138098327707093,0.004975,0.00614,0.005375,0,0.00504993600000002,0.03,0.016629833,"180720B",0.654,0.218535505216528
"180728A",21.58733599,2.120573931,1.97,-9.42365865,3.8695,0.8595,1.1986,0.938519725,1.70111,-4.528708289,466.013075145149,4.49683379683679,3.8809,88.8053423517198,14.97303025,0.73874025,1.43664196,0.880819274214076,2.8937752321,20.5091987668573,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,"180728A",0.117,0.0480531731156091
"181010A",22.27837171,0.146128036,1.52,-9.928117993,3.15711,1.115,1.07011,1.214843848,1.76613,-6.161150909,496.325846048928,0.0213534029052173,2.3104,98.5675268829304,9.9673435521,1.243225,1.1451354121,1.47584557502345,3.1192151769,37.9597805234715,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,"181010A",1.39,0.378397900948138
"181020A",20.65703194,0.886490725,1.25,-10.42365865,4.29043,1.228,2.64643,2.376576957,1.93674,-5.091514981,426.71296857018,0.785865805511026,1.5625,108.65265965172,18.4077895849,1.507984,7.0035917449,5.64811803254338,3.7509618276,25.9235248017474,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,"181020A",2.938,0.595275711802099
"190114A",21.6447605,-0.301029996,2.06,-10.75202673,3.74534,0.86,1.18375,1.823474229,1.83214,-6.096910013,468.49565710236,0.09061905849176,4.2436,115.606078802635,14.0275717156,0.7396,1.4012640625,3.32505826382714,3.3567369796,37.1723117066197,0.0664080102705681,0.03365,0.042215,0.04616,0,0.0651441719999998,0.22,0.173717793,"190114A",3.3765,0.641126932803509
"190719C",20.95382587,0.740362689,1.64,-11.257,4.88123,0.915,1.55953,2.268811904,1.5415,-5.292429824,439.062818590281,0.548136911263311,2.6896,126.720049,23.8264063129,0.837225,2.4321338209,5.14750745573211,2.37622225,28.0098134419647,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,"190719C",2.469,0.54020429984206
"190829A",22.04910001,1.255272505,2.56,-9.56068,4.0838,1.16,1.03996,1.764922985,2.0913,-5.193820026,486.162811250982,1.57570906180898,6.5536,91.4066020624,16.67742244,1.3456,1.0815168016,3.11495314298131,4.37353569,26.9757664624786,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,"190829A",0.0785,0.0328201494385639
"191011A",21.65033473,0.255272505,1.94,-10.8132081,3.15321333,0.94,1.30602449,0.867467488,1.81479,-6.48148606,468.736993921044,0.065164051808975,3.7636,116.925469413906,9.94275430448969,0.8836,1.70569996847976,0.75249984273703,3.2934627441,42.0096615459743,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,"191011A",1.722,0.434888120867316
"200829A",21.08966848,1.994317153,0.83,-8.6381,2.97975,0.64,1.29833,1.115277591,1.88219,-4.292429824,444.774116596306,3.97730090675002,0.6889,74.61677161,8.8789100625,0.4096,1.6856607889,1.24384410498676,3.5426391961,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",1.25,0.352182518111362
"201104B",21.73058526,0.612783857,1.47,-9.38944702,2.72159651,0.605,1.19537497,0.937517892,1.55046,-5.744727495,472.218335742129,0.375504055399796,2.1609,88.1617153413869,7.40708756324418,0.366025,1.4289213189025,0.878939797820124,2.4039262116,33.001893991809,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,"201104B",1.954,0.470410490975931
"210210A",21.12319546,0.84509804,1.53,-10.1403778,3.72413045,0.965,1.5451851,0.819543936,1.85188,-6.008773924,446.189386441365,0.714190697211842,2.3409,102.827261926733,13.8691476086172,0.931225,2.38759699326201,0.671652263034372,3.4294595344,36.1053640697424,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,"210210A",0.715,0.234264124378789
"210411C",21.05996459,0.681241237,1.6,-9.72925773,2.93128506,1.21,1.16829405,1.10720997,1.88408,-5.920818754,443.522108532054,0.46408962298929,2.56,94.6584559767648,8.5924321029792,1.4641,1.3649109872654,1.2259139176674,3.5497574464,35.0560947177181,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,"210411C",2.826,0.582744965691277
"210517A",21.15768338,0.176091259,1.85,-10.8415194,3.057651,0.66,1.21043545,0.485721426,1.71079,-6.823908741,447.647566008328,0.0310081314962051,3.4225,117.538542900576,9.349229637801,0.4356,1.4651539786167,0.235925303675473,2.9268024241,46.5657305054962,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0.0868588960000001,0.25,0.0579059310000001,"210517A",2.486,0.542327382773974
"210610B",21.03780485,1.130333768,0.98,-9.19036,2.89514,0.78,1.05139,1.841234296,1.91684,-4.443697499,442.589232906684,1.27765442708108,0.9604,84.4627169296,8.3818356196,0.6084,1.1054209321,3.39014373276662,3.6742755856,19.7464474626189,0.015836913202155,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,"210610B",1.13,0.328379603438738
"210619B",21.83430305,2.06069784,1.41,-8.55006175,2.91049117,0.745,1.12578835,1.784617293,1.92306,-4.022276395,476.736789679239,4.24647558778067,1.9881,73.103555928813,8.47095885064797,0.555025,1.26739940899572,3.18485888247465,3.6981597636,16.1787073977742,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0.00457152099999999,0.02,0.00830824199999999,"210619B",1.937,0.4679039465228
"210722A",20.54058972,0.342422681,1.62,-10.3507,3.6504,0.81,1.43908,1.700703717,1.83712,-5.602059991,421.91582604537,0.117253292463228,2.6244,107.13699049,13.32542016,0.6561,2.0709512464,2.89239313301762,3.3750098944,31.3830761427629,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,"210722A",1.145,0.331427296520743
"210822A",21.53322281,1.442479769,1.3,-8.20842,2.4985,0.77,1.267456,2.257198426,1.70788,-4.698970004,463.679684585104,2.08074788397429,1.69,67.3781588964,6.24250225,0.5929,1.606444711936,5.09494473433688,2.9168540944,22.0803190984918,0.102616483810065,0.017735,0.01621,0.008455,0.026,0.00868588999999999,0.4,0.010974951,"210822A",1.736,0.437116093048079
"211024B",20.98677173,-0.045757491,1.63,-8.56429146,3.43921565,1.07,1.92622006,2.780677274,2.08,-5.167491087,440.444587647127,0.00209374798261508,2.6569,73.3470882118289,11.8282042872049,1.1449,3.7103237195464,7.73216610214007,4.3264,26.7029641342244,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.0965098849999999,"211024B",1.1137,0.325043347403704
"220117A",21.99532933,0.278753601,1.84,-10.1070569,3.43803362,1.2,1.68612083,1.697316542,1.78537,-5.795880017,483.794512335158,0.0777035700704672,3.3856,102.152599179838,11.8200751722503,1.44,2.84300345335989,2.88088344374684,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.0542868100000001,0.18,0.091430417,"220117A",4.961,0.775319121829478
"230325A",22.22918251,0.51851394,1.82,-10.9066853,3.7823081,1.025,0.931411844,1.580354661,2.0855,-5.886056648,494.13655506289,0.268856705974324,3.3124,118.955784233236,14.3058545633256,1.050625,0.86752802314348,2.49752085454443,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.0668145360000001,0.18,0.0526417549999999,"230325A",1.664,0.425534220498263
"230506C",20.96124782,0.380211242,1.89,-11.4531,4.25859,1.11,1.14181,1.491361694,2.08995,-5.769551079,439.373910171455,0.144560588543183,3.5721,131.17349961,18.1355887881,1.2321,1.3037300761,2.22415970233055,4.3678910025,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.0904780169999999,"230506C",3.7,0.672097857935718
"230818A",21.31377445,0.826074803,1.36,-11.0883,3.9564,1.02,1.39195,0.992111488,2.00403,-5.721246399,454.276981305473,0.682399580151489,1.8496,122.95039689,15.65310096,1.0404,1.9375248025,0.984285204621574,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",2.42,0.534026106056135
"231210B",21.82763844,0.591064607,1.08,-10.048,3.24045,0.84,1.60174,0.873320602,1.66432281,-5.853871964,476.445799867366,0.349357369648064,1.1664,100.962304,10.5005162025,0.7056,2.5655710276,0.762688873877642,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.0620420689999999,0.19,0.077950292,"231210B",3.13,0.615950051656401
"100508A",20.84356974,-0.397940009,1.23,-10.8355805169891,3.6764282257962,0.869327497250612,1.15131331680472,1.716003344,1.9368495003839,-6.15490196,434.454399506244,0.15835625076292,1.5129,117.409805140153,13.516124499431,0.755730297476013,1.32552235345188,2.94466747661918,3.75138598713737,37.8828181372118,0.043188556271497,0.81515079813283,0.614442293918395,0.31912424343179,0.211314181475378,1.45401293017719,0.353709834086147,2.68226524956791,"100508A",0.5201,0.181872159010334
"101225A",21.11770968,-0.338610804708651,1.82,-11.3770566408461,3.91414703622905,0.889262882237478,1.04581876564141,3.036628895,1.81612,-5.721246399,445.957662128766,0.11465727706544,3.3124,129.43741780902,15.3205470212207,0.790788473725307,1.09373689056772,9.22111504594892,3.2982918544,32.7326603580705,0.00206415894290363,0.82508211377356,0.653584889909425,0.285730089969694,0.196040325100106,0.490406961571327,0.374296277724446,1.88534500508123,"101225A",0.33,0.123851640967086
"110205A",21.37042981,0.556302501,1.8,-10.9077861876628,3.81098390190069,0.89192093356906,1.7976799938492,2.409933123,1.93577,-4.769551079,456.695270264137,0.309472472618855,3.24,118.979799515768,14.5235983005462,0.795522951738704,3.23165336028567,5.80777765733253,3.7472054929,22.7486174951901,0.00873854058256627,0.798032714305524,0.611202736546655,0.28589749268112,0.20650247328241,0.059252946168424,0.366606887714674,0.205157877607274,"110205A",2.21,0.506505032404872
"110801A",21.39050236,0.041392685,1.84,-10.3685678744767,3.67922324732541,0.909198267224344,1.5840371221315,2.58546073,2.04784,-5.327902142,457.553591213166,0.00171335437150922,3.3856,107.507199767631,13.5366837036598,0.826641489123749,2.50917360429065,6.68460718637213,4.1936486656,28.3865412347282,0.00583325954666165,0.807034545502624,0.599455755164074,0.27932125100504,0.206518484544174,0.396248737913833,0.302080989228599,1.77020342238095,"110801A",1.858,0.456062224454951
"111107A",21.56675205,0.079181246,1.49,-10.6801900178689,3.53129518107319,0.909198267224344,1.06619661088177,1.424881637,2.11569,-6.055517328,465.124793986179,0.00626966971811252,2.2201,114.066458817787,12.4700456558707,0.826641489123749,1.13677521305577,2.0302876794598,4.4761441761,36.6692901097083,0.0844287566202461,0.809228212922907,0.628116158111643,0.279557198210047,0.196522388748652,0.708237821908334,0.440546081659401,0.728083714262163,"111107A",2.893,0.590284403718162
"011211A",20.9997109050585,0.00995400525492585,1.73074257586597,-11.1202860155194,3.88791912072184,0.869992010083508,1.81572466332619,2.431363764,1.91703135792151,-5.54501519311092,440.987858096031,9.90822206150914e-05,2.99546986391516,123.660761066956,15.1159150892745,0.756886097609142,3.29685605301101,5.91152975289225,3.67500922725438,30.7471934918309,0.00831779603269816,0.826123645809832,0.622806332825651,0.278031585151224,0.191045324330728,0.277983390940132,0.409370475487351,0.525193193159099,"011211A",2.14,0.496929648073215
"120119A",22.02202812,1.012837225,1.38,-10.4473698939736,3.57493266233578,0.901888626062493,1.53302484152006,2.404491618,1.61077,-4.769551079,484.969722518071,1.0258392443457,1.9044,109.147537701505,12.7801435402352,0.813403093820891,2.3501651647176,5.78157994103226,2.5945799929,22.7486174951901,0.00884871917556533,0.773657891883282,0.616359914257558,0.289342011216123,0.210875572178401,0.0660028804305628,0.35020660307913,0.15558740525803,"120119A",3.1,0.612783856719735
"120711A",20.8890204759374,0.15298088503652,1.73945067928945,-10.8568304997747,3.74174535231151,0.877966164078254,1.29063320239162,2.06069784,1.96823823014476,-5.59956740196432,436.351176444131,0.0234031511865569,3.02568866568052,117.870768500838,14.0006582815448,0.770824585266283,1.66573406311565,4.24647558778067,3.87396173060337,31.3551550891415,0.0195287385203038,0.80457310881246,0.608752994545842,0.296102100763354,0.197277493767505,0.418685175937623,0.344156004238501,0.707367078983978,"120711A",1.405,0.381115080709851
"120815A",21.77242733,0.342422681,2.29,-10.594127587587,3.54456126073674,0.894578984900642,1.01905250591721,0.986771734,1.84293,-6.30980392,474.038591840131,0.117253292463228,5.2441,112.235539342072,12.5639145311156,0.800271560225863,1.03846800981614,0.973718455021367,3.3963909849,39.8136255088474,0.231526281379706,0.80821831239611,0.617044740351842,0.277681425775773,0.195441996535333,1.33688349378195,0.467626940066282,0.451461020665397,"120815A",2.36,0.526339277389844
"121217A",21.6003032,0.255272505,1.53,-10.5489713741675,3.58115392389409,0.900559600396702,1.09103810586175,2.890979597,1.96847804960143,-5.207608311,466.57309833193,0.065164051808975,2.3409,111.280797053005,12.824663426622,0.811007593866667,1.1903641484424,8.35776303027028,3.87490583176264,27.1191843207963,0.00288663872487537,0.773537482798418,0.622264045418378,0.284619501584912,0.201646041360637,0.135410981981206,0.405179562810604,0.633509593605379,"121217A",3.1,0.612783856719735
"130215A",21.1575730258515,0.397940009,1.59,-11.1822651319776,4.01556164285694,0.905211190226971,1.88188845140848,1.81756537,1.95045663425091,-5.26760624,447.642896344238,0.15835625076292,2.5281,125.043053481841,16.1247353075839,0.819407298912129,3.54150414354459,3.30354387422324,3.80428108209337,27.7476754996869,0.0341827233748845,0.800929701589408,0.627984681943515,0.378805751736233,0.196679868285468,0.162285186818651,0.377780061479005,0.237511393616022,"130215A",0.6,0.204119982655925
"130427A",20.99021494,2.519827994,1.21,-10.1225993237328,3.74641724347442,0.890591907903269,1.38947528540775,2.211734423,1.78644,-3.508638306,440.589123227399,6.34953311934606,1.4641,102.467017068835,14.0356421622025,0.793153946422785,1.93064156875894,4.89176915788314,3.1913678736,12.3105427623305,0.0137923289772479,0.816756473079868,0.631802938630171,0.283242517032827,0.195471130082047,0.00963634136790286,0.298544643711293,0.0105214039562621,"130427A",0.34,0.127104798364808
"140801A",20.8744034307407,0.574153872694756,1.83370502309806,-10.7989685674813,3.708674923354,0.887269343738791,1.14323531976885,0.84509804,2.01128440967262,-6.05905855564194,435.740718589319,0.329652669530387,3.36247411173506,116.617722121448,13.7542696871148,0.787246888338665,1.30698699636699,0.714190697211842,4.04526497659215,36.7121905806978,0.320829275440011,0.800137243527483,0.61267336485722,0.282262059698191,0.198715940684679,1.15690334409839,0.348665803323885,0.283979877417985,"140801A",1.32,0.3654879848909
"140907A",21.4811071,0.397940009,1.72,-10.6382213018673,3.70812029036741,0.909198267224344,1.21726357629819,1.898725182,2.00735,-5.366531544,461.43796224167,0.15835625076292,2.9584,113.171752467502,13.7501560878345,0.826641489123749,1.48173061418226,3.60515731676093,4.0294540225,28.799660812747,0.0283561228015601,0.763096706116417,0.624835157834815,0.280729062684967,0.195977225038515,0.276601812343073,0.34404461860485,0.526198464341766,"140907A",1.21,0.344392273685111
"141221A",21.46788768,0.491361694,1.74,-10.1779378205704,3.46532777710607,0.860024317590075,1.37578599765352,1.567026366,2.22288,-5.677780705,460.870201441096,0.24143631433055,3.0276,103.590418279398,12.0084966027829,0.739641826846274,1.8927871113395,2.45557163173917,4.9411954944,32.2371937340703,0.0608619221904846,0.801091351777214,0.604279841144782,0.272077793165615,0.211803629827628,0.739221356635911,0.356332671250677,0.704288611736573,"141221A",1.45,0.389166084364532
"150323A",21.69269626,0.73239376,1.85,-10.9226169048153,3.61613846612531,0.915843395553299,0.962712837387178,2.174931594,2.0639,-5.214670165,470.573071028618,0.536400619686938,3.4225,119.303560049357,13.0764574061911,0.838769125178596,0.926816007270071,4.73032743857938,4.25968321,27.1927849297411,0.0150120650104803,0.765237810642944,0.604093620818257,0.274043610049834,0.204643814384701,0.094557242649815,0.413569710630253,0.135116840437254,"150323A",0.593,0.202215775801131
"150910A",20.842422,0.041392685,1.42,-9.95153696230821,3.49624891581414,0.877966164078254,1.37002132724461,2.049992857,1.78547,-5.318758763,434.406554826084,0.00171335437150922,2.0164,99.0330879121865,12.2237564813316,0.770824585266283,1.87695843710508,4.20247071375102,3.1879031209,28.2891947789893,0.0200160866986934,0.810280784310446,0.603247016480165,0.270760231119373,0.202577627381776,0.468894098472901,0.324835824603813,2.42436329365775,"150910A",1.3585,0.372635880581721
"160131A",21.680967,0.806179974,1.24,-10.0813832112881,3.67316599766541,0.907204728725657,1.39916406993893,2.511883361,2.02332,-4.690369833,470.064330055089,0.649926150478641,1.5376,101.634287452841,13.4921484464053,0.823020419822193,1.95766009460806,6.30955801926866,4.0938238224,21.9995691703164,0.00691016900891419,0.809636022245126,0.619278285423217,0.274276126954305,0.20871344919984,0.129464673666657,0.29652307921478,0.47434532093173,"160131A",0.972,0.294906910605192
"160425A",22.05510681,0.447158031,2.2,-10.6590285766782,3.60698300023282,0.94242390886912,1.14167445585909,2.483701382,2.51113,-5.677780705,486.427736400508,0.199950304687797,4.84,113.614890198443,13.0103263639686,0.888162824008152,1.30342056316116,6.16877255494871,6.3057738769,32.2371937340703,0.00737344845282604,0.785953438105391,0.610519804840431,0.284329991952957,0.215421361612123,0.398868109865283,0.368171247985576,0.379453019427912,"160425A",0.555,0.191730393362856
"161014A",22.18657496,0.462397998,1.47,-10.74894256634,3.67174322067553,0.895908010566433,1.44326824958559,1.26245109,1.83236,-5.721246399,492.244108455699,0.213811908554408,2.1609,115.539766294477,13.4816982785767,0.802651163397104,2.08302324026187,1.59378275464219,3.3575431696,32.7326603580705,0.1227215806892,0.803891406636418,0.617736276802437,0.281284763663469,0.188195533941402,0.468973369000971,0.35147967447397,0.355735249014942,"161014A",2.823,0.582404298019028
"161023A",21.1872488303853,0.588209791507229,1.48429488273099,-10.4075261762505,3.76901923708915,0.886604830905896,1.44280149413512,1.643452676,1.95429741445854,-5.42056598348586,448.899513000661,0.345990758824977,2.2031312989014,108.316601109338,14.2055060095481,0.786068126185672,2.08167615147854,2.70093669825156,3.81927838415934,29.382535581324,0.0510410211481933,0.805849554808949,0.6317923096631,0.274867544689739,0.189852052320395,0.507629720434045,0.315237726964531,0.529252710440992,"161023A",2.71,0.569373909615046
"170113A",21.4429483,0.041392685,0.75,-10.669653568071,3.65090636577444,0.895908010566433,1.28381051286237,1.315130317,1.81917,-6.173925197,459.800031796473,0.00171335437150922,0.5625,113.841507262651,13.3291172916523,0.802651163397104,1.64816943293595,1.72956775069252,3.3093794889,38.1173523381515,0.108703045932032,0.751159263505695,0.600874301927367,0.254101264471883,0.185786291823817,1.47382655681185,0.350830562054316,1.03337736683455,"170113A",1.968,0.472463896606989
