"","log10PeakFlux","PhotonIndex","log10Ta","log10NH","log10Fa","log10T90","Alpha","Beta","log10Fluence","Gamma","log10PeakFluxSqr","PhotonIndexSqr","log10TaSqr","log10NHSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","log10FluenceSqr","GammaSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"050904A",0.427404873403226,1.62023358695216,4.34819637148309,21.6641783441578,-11.4141427314807,2.259044094,1.86582572424239,0.926554085547202,-5.90932893404897,1.96297922595096,0.182674925808828,2.62515687628787,18.9068116849787,469.336623327475,130.282654294613,5.10328021863628,3.48130563324462,0.858502473444211,34.9201684507884,3.85328744151504,0.0123688105183115,0.878640498443869,0.616789116525615,0.291521574494943,0.210993899275735,0.288912363625158,0.446476691713173,0.304572949426867,"050904A",6.295,0.86302529622947
"050908A",0.257584955400428,1.57422442771089,3.52620642563177,20.7921627180783,-10.7987875402066,1.239799818,1.12886369581263,0.988397344695032,-5.70079014935753,2.0097003233924,0.0663500092486404,2.47818254880167,12.4341317561668,432.314030495045,116.613812338521,1.53710358871283,1.27433324372375,0.97692931100019,32.4990083270118,4.0388953898435,0.129292166397143,0.793120118461833,0.648863903961896,0.279105249806342,0.220475336596593,0.464979842591246,0.456244859831429,0.390591074246941,"050908A",3.34,0.637489729512511
"051028A",0.20160328158057,1.56480394131119,3.78929851504016,20.6893776933104,-10.9208140571457,1.204119983,1.22617340379997,0.934325012549839,-5.69307205253842,1.9975551181035,0.0406438831440547,2.44861137474303,14.3587832360856,428.050349336451,119.264179670751,1.44990493345992,1.5035012161864,0.872963229076256,32.411069395394,3.99022644986149,0.140362807889193,0.767005469333688,0.668055659117682,0.292946021139731,0.203493319236535,0.445864146450351,0.446869643951609,0.417706160963145,"051028A",3.6,0.662757831681574
"051111A",0.689960908729986,1.55441716459714,3.36870224701627,21.4144902204782,-9.99915091150366,1.776555911,1.23032638259351,0.896712722568867,-5.51941454812139,1.97487809384127,0.476046055575507,2.41621272159422,11.3481548290525,458.580391402958,99.9830189510245,3.15615090490904,1.51370300770562,0.804093706816869,30.4639369540141,3.90014348553412,0.0375678308208745,0.84167006435997,0.592177227843515,0.274979853078917,0.201523011414935,0.666405300365731,0.371516938334707,0.505643144373603,"051111A",1.55,0.406540180433955
"060512A",0.704019369374164,1.69808559707586,3.64897866076983,21.3445219371544,-10.6758325451871,0.92890769,1.10954659990307,0.892770570057967,-5.63015987468755,1.96483917792309,0.495643272453996,2.88349469499646,13.3150452667535,455.588616725667,113.973400532876,0.862869496541136,1.23109365735647,0.797039290761628,31.6987002145417,3.86059299510147,0.264523548794802,0.793423562686926,0.610439681840417,0.288936716080171,0.208274777232724,0.652510557925915,0.466458582968065,0.547599103617797,"060512A",0.44,0.15836249209525
"060607A",0.341180989372089,1.5659745031947,3.62054379973058,20.8899041039207,-10.4188106089101,2.009450896,1.33679614564696,0.904692753092901,-5.63221737825573,1.98791248626412,0.116404467508918,2.45227614465588,13.1083374057675,436.388093471003,108.551614504338,4.0378929034352,1.78702393501657,0.818468977498812,31.7218725959259,3.95179605304481,0.0219746078959429,0.804928981322599,0.600366002881621,0.277395610771954,0.204116646546746,0.49941600254195,0.393398553107418,0.423039206387259,"060607A",3.07,0.60959440922522
"060904B",0.68299509565356,1.68081985667635,3.7590325669501,21.358919688821,-10.5883534453498,2.234264124,1.30953280753281,0.925945240139644,-5.5992213582106,1.97257400944858,0.466482300686815,2.82515539059752,14.1303258393915,456.203450273506,112.113228683651,4.99193617579349,1.71487617400476,0.857374587737264,31.3512798182418,3.89104822275205,0.0130950724779308,0.775256271187084,0.60612567257617,0.282871268195849,0.196814314741617,0.653143698394433,0.425688661347906,0.5414924191185,"060904B",0.7,0.230448921378274
"061007A",0.819830475677497,1.46937663638548,3.13344227804525,21.5037205985128,-9.06316736281652,1.876852648,1.57334794819469,0.943646757745928,-5.33038599785052,1.94737814287173,0.672122008849591,2.1590676995555,9.81846050984139,462.409999578903,82.1410026464226,3.52257586230461,2.47542376608844,0.890469203404402,28.4130148860808,3.79228163133456,0.0298208063463662,0.890368040482369,0.64774535592478,0.279463885936541,0.19926753083088,0.708235250895369,0.374189960322899,0.667680298073868,"061007A",1.26,0.354108439147401
"061126A",0.61288963015897,1.66268636524495,3.64132019364013,21.3485318827145,-10.6429787860363,2.281033367,1.18575908719508,0.915190937975956,-5.62913873020515,1.99160442358147,0.375633698756399,2.76452594917148,13.2592127526114,455.759813547279,113.272997440019,5.20311322136736,1.40602461286571,0.83757445295331,31.6872028438957,3.96648818002928,0.0117581409910335,0.782289455778941,0.628222359538955,0.274005538608674,0.201378810356391,0.637458674015794,0.397930158528898,0.503125985004029,"061126A",1.1588,0.334212409393176
"070125A",0.47275901012391,1.65119644240203,4.25845963241837,21.2202495015134,-10.9015023731412,1.77815125,1.59147961738547,0.886656876010672,-5.58783723859183,2.00113040462121,0.223501081653339,2.72644969140114,18.1344784409368,450.29898890648,118.842753991602,3.16182186787656,2.5328073725534,0.786160415777005,31.2239250049935,4.00452289629947,0.0374300821665039,0.79625834004854,0.632386001143638,0.26180008590973,0.193472988629488,0.615658798683372,0.361589257235828,0.463374598640396,"070125A",1.55,0.406540180433955
"070411A",0.333342131863407,1.58304895578404,3.54512517275081,20.8450026677469,-10.6614707977792,2.089021501,1.39074047916452,0.939257089700753,-5.65991854022543,1.9967780165241,0.111116976875241,2.50604399640894,12.5679124904715,434.514136218375,113.666959571899,4.36401083164029,1.93415908038676,0.882203880553129,32.0346778819875,3.98712244727393,0.018295763152312,0.830512100630995,0.622020566589438,0.30017096914321,0.202638283921516,0.509604803936629,0.390128969497918,0.413470868888772,"070411A",2.95,0.59659709562646
"070612A",0.608963708388075,1.66342611356892,4.29490176167059,21.3170435912602,-10.6643135460757,2.566790912,2.01750384753001,0.928442991651922,-5.55046250342212,1.96817644350902,0.370836798133757,2.76698643530302,18.4461811424011,454.416347471686,113.727583409015,6.58841558592579,4.07032177479839,0.86200638874757,30.807634001895,3.87371851278381,0.00608949276024844,0.80727012502061,0.584321630046158,0.400005002855116,0.214388055509574,0.627049434141358,0.353543746094159,0.51672042737886,"070612A",0.671,0.222976449893391
"071010A",0.538371024643409,1.67185529449205,4.22728014498134,21.2864967487123,-11.0097517059946,0.77815125,1.81234833830586,0.884516372529736,-5.59670596200742,1.98409608261087,0.289843360175594,2.79510012572111,17.8698974241534,453.11494383294,121.214632627651,0.605519367876562,3.28460649936003,0.782369213273164,31.3231176251694,3.93663726503179,0.37430082166504,0.796969627900217,0.594489190334362,0.275953286103564,0.195304338134514,0.631435487767826,0.367837719592715,0.492512717903332,"071010A",0.99,0.298853076409707
"071010B",0.707366199227373,1.66180045168344,3.50251949809925,21.3773772290715,-10.3620156458001,1.552668216,1.03680484017768,0.906188744008195,-5.58940133994236,1.97380261914233,0.50036693980938,2.7615807412153,12.2676428345654,456.992257194024,107.371368243807,2.41077858897662,1.07496427661587,0.82117803976715,31.2414073389494,3.89589677933312,0.062907701080855,0.841972921086861,0.593402161458891,0.280450720047944,0.215986767651673,0.655070929008592,0.42717730664205,0.522128528505821,"071010B",0.947,0.289365951520032
"071025A",0.159999248503704,1.54582857571447,3.57160081672478,21.0512242826928,-10.7844281981506,2.376832349,1.39399863015596,0.921537869560161,-5.86314147398916,1.9582406955191,0.02559975952175,2.38958598549543,12.7563323940291,443.154043800234,116.303891561065,5.64933201525286,1.94323218087668,0.84923204503348,34.3764279440118,3.83470662158715,0.00943060774968575,0.797931933012949,0.622375377666814,0.274894386498469,0.198654774729186,0.437569483948683,0.48694521063803,0.525934393587684,"071025A",5,0.778151250383644
"071112C",0.735313269463276,1.64774093833838,3.25373237661387,21.3839156913562,-10.4032286685627,1.176091259,1.17533084295455,0.879913657174972,-5.60158894536904,1.96414462124419,0.540685604248773,2.71505019987626,10.5867743786253,457.271850295031,108.227166730406,1.38319064949621,1.38140259040025,0.774248044083033,31.3777987128807,3.85786409316248,0.149720328552953,0.812424930997323,0.613956477483681,0.266866321274483,0.19167345663978,0.670499116210816,0.439856514715441,0.528400176434617,"071112C",0.82,0.260071387985075
"080319C",0.496984698392122,1.57916096485791,3.53623804698494,21.2470139557076,-10.6684390703431,1.531478917,1.69701999520679,0.913754040542593,-5.58612467232102,1.99659555826699,0.246993790435908,2.49374935293095,12.5049795249439,451.435602034032,113.815592197622,2.34542767321549,2.87987686413166,0.834946446607914,31.2047888547136,3.98639382329146,0.0660530861242607,0.767351691255829,0.590954141048344,0.397323455738987,0.207004899718235,0.607728980389723,0.357910075395484,0.44097739679969,"080319C",1.95,0.469822015978163
"080330A",0.583589680724958,1.61768404781508,3.64042465182194,21.3212193470713,-10.5274185472066,1.783188691,1.26531718071842,0.877907083627025,-5.59822047508325,1.99404847634344,0.340576915448658,2.61690167855537,13.2526916455929,454.594394445926,110.826541268069,3.17976190771029,1.60102756782122,0.770720847482508,31.3400724876413,3.97622932600761,0.0369984337462195,0.784901545370465,0.599984472469636,0.272340103751185,0.211109545451254,0.636954531921963,0.37098455186728,0.486867442886362,"080330A",1.51,0.399673721481038
"080413B",0.489343391872016,1.67625548647819,4.43526683966263,21.2367026933052,-11.1393181743893,0.903089987,1.8391472998556,0.907784505325222,-5.5895691165367,1.99105310944555,0.23945695516881,2.80983245594825,19.6715919390109,450.997541283838,124.08440939028,0.81557152461966,3.38246279056616,0.824072708108559,31.2432829085409,3.96429248463279,0.280725615995587,0.844904696161984,0.620293351732969,0.277349693055528,0.192306703165898,0.626376663605402,0.362510349958861,0.474983618921994,"080413B",1.1,0.322219294733919
"080603A",0.509708507198432,1.6288769945111,3.73852616692566,21.2083208449833,-10.695921119596,1.77815125,1.20604909239641,0.90574028184772,-5.63392248033568,2.00889200777732,0.259802762310454,2.65324026324753,13.9765779007879,449.792873063754,114.402728596619,3.16182186787656,1.4545544132702,0.820365458161587,31.7410825144317,4.03564709891159,0.0374300821665039,0.764855445129845,0.649598016777649,0.283762204668398,0.196920393366508,0.611764289078652,0.364478171651671,0.468709717050896,"080603A",1.69,0.429752280002408
"080603B",0.343860136864028,1.59060377181465,3.91194960677745,20.8800059148837,-10.6233813083771,1.77815125,1.34507228609575,0.882738443144279,-5.64111824697691,1.9969083340665,0.118239793724148,2.530020358911,15.3033497259662,435.974647005578,112.856230423175,3.16182186787656,1.80921945482284,0.779227159004785,31.8222150763758,3.98764289466424,0.0374300821665039,0.744368919529571,0.605201623334486,0.264628858424407,0.197817305138437,0.518336227149709,0.369862522299848,0.419245793226374,"080603B",2.6893,0.566943971856554
"081228A",0.238984207855359,1.55877817932796,3.38118395973577,20.7270337338631,-10.8750132016766,0.477121255,1.30027915398102,0.941183330074743,-5.70617220064067,1.99208900129447,0.0571134516042533,2.42978941234899,11.4324049695744,429.609927404697,118.26591213664,0.227644691972775,1.6907258782776,0.885826060810583,32.5604011833644,3.96841858907842,0.748601642185562,0.762888972612087,0.638676195187086,0.27786112002877,0.210147621136552,0.473002917368413,0.463487939050789,0.415558435828787,"081228A",3.44,0.64738297011462
"090313A",0.303855256913627,1.55040569224355,3.63482091771727,20.8765613064458,-10.2916980617426,1.893872679,1.18251337653882,0.923633879357445,-5.63993803306182,1.99222388760099,0.0923280171540462,2.4037578105412,13.211923103875,435.830811981789,105.919048994076,3.58675372426264,1.39833788569325,0.853099543096884,31.8089010167772,3.968956018328,0.0286747309365001,0.793718806105817,0.605438514527348,0.282073717746858,0.195389757887318,0.476075618291836,0.434006289151463,0.423254875308299,"090313A",3.38,0.6414741105041
"090726A",0.366609740095392,1.59067992088671,3.56856366633087,20.8634907910114,-10.6153586557152,1.773054693,1.25086987324864,0.95537769672947,-5.66296047803373,2.00629434724194,0.134402701532811,2.53026261071214,12.7346466406568,435.285247986618,112.685839389467,3.14372294436932,1.56467543980106,0.912746543408107,32.069121375772,4.02521700777495,0.0378719212460373,0.777195177129161,0.625659349945523,0.287859866692389,0.206002744299082,0.528498836908056,0.378294887590033,0.41470707684335,"090726A",2.71,0.569373909615046
"091024A",0.696495527003988,1.62223113530136,3.80119318627547,21.4034378764218,-10.2048321049238,1.995196292,1.51753718130589,0.892041451449135,-5.49878187182568,1.96934511286159,0.485106019136563,2.63163385634116,14.4490696393871,458.107152929849,104.138598289684,3.98080824361055,2.30291909664583,0.795737951103479,30.2366020739188,3.87832017355183,0.022707835449174,0.801362715979047,0.61216342663035,0.277009331144064,0.185978328458134,0.663396282659547,0.376979326420426,0.535796318975364,"091024A",1.09,0.320146286111054
"000926A",0.403548639453081,1.62418018047486,4.23118097454324,21.0558704467765,-10.8605261040488,1.397940009,1.75943237017218,0.916599497951259,-5.58939065239684,2.00165963900721,0.162851504404433,2.63796125864736,17.9028924393367,443.349680271434,117.951027256724,1.95423626876292,3.09560226520971,0.8401546396445,31.2412878651012,4.00664131043049,0.0898321970524164,0.827660020283902,0.65389439792829,0.293384266877723,0.19416267362819,0.580405838074215,0.356067339281043,0.425645122589635,"000926A",2.04,0.482873583608754
"970508A",0.466247539709315,1.7142648768763,4.62003633362784,21.1841628833345,-11.2915218298013,1.120573931,1.46015725712989,0.868082342816862,-5.66861456165221,1.98790345008045,0.217386768284989,2.93870406809171,21.3447357240414,448.768757067648,127.49846523288,1.25568593483679,2.13205921554907,0.753566953910413,32.1331910485755,3.95176012684176,0.170136737050821,0.80752163501987,0.652792575964957,0.293291217842421,0.210423580194429,0.668978070440646,0.415605886023209,0.534971649576913,"970508A",0.83,0.262451089730429
