"formula_idx","wins","formula"
1531,1,"Response ~  (log10TaSqr+log10Fa+log10Ta+log10PeakFlux+log10NH)^2+PhotonIndex+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
2027,1,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+Alpha+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
2040,1,"Response ~  (log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
2257,1,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
2356,1,"Response ~  (log10FaSqr+log10T90+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
2368,1,"Response ~  (log10TaSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
2532,1,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
2549,1,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10T90Sqr"
2552,1,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10T90Sqr"
2742,1,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
