"","log10Ta","PhotonIndex","log10PeakFlux","log10Fa","log10NH","Alpha","log10T90","Gamma","Beta","log10Fluence","log10TaSqr","PhotonIndexSqr","log10PeakFluxSqr","log10FaSqr","log10NHSqr","AlphaSqr","log10T90Sqr","GammaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10Ta_opt","PhotonIndex_opt","log10PeakFlux_opt","log10Fa_opt","log10NH_opt","Alpha_opt","log10T90_opt","Gamma_opt","Beta_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"090618A",3.67275453,1.42,1.589949601,-9.640164518,21.39200012,1.30942861,2.05388479,1.82831,0.8945,-3.978810701,13.4891258376355,2.0164,2.52793973372006,92.9327719341062,457.61766913408,1.71460328468653,4.21844273059334,3.3427174561,0.80013025,15.8309345943921,0.00227692361547263,0.009695255,0.014245613,0.010591616,0.002482662,0.004136138,0.08,0.008931506,"090618A",0,0,0,0,0,0,0,0,0,0,0,0.54,0.187520720836463
"090726A",3.56533160944221,2.25,-0.15490196,-10.5914459251334,22.02689264,1.26283515561348,1.773054693,2.4288,0.953317422847414,-6.065501549,12.7115894852878,5.0625,0.0239946172118416,112.178726785025,485.183999374086,1.59475263025332,3.14372294436932,5.89906944,0.908814108704435,36.7903090409214,0.00811616012140756,0.787032003881453,0.608746961750064,0.286636068520873,0.206737486990445,0.050499358,0.19,0.124084138,"090726A",1,0.891332902360553,0.5625,-0.03872549,-2.64786148128335,5.50672316,0.31570878890337,0.44326367325,0.6072,0.238329355711854,-1.51637538725,2.71,0.569373909615046
"090809A",4.56066,1.34,0.041392685,-11.8559,21.91952315,1.6367,0.73239376,1.94644,0.96,-6.468521083,20.7996196356,1.7956,0.00171335437150922,140.56236481,480.465495123386,2.67878689,0.536400619686938,3.7886286736,0.9216,41.8417650012155,0.0978170519448906,0.338,0.237865,0.319405,0.01,0.063866836,0.24,0.078962633,"090809A",0,0,0,0,0,0,0,0,0,0,0,2.737,0.572523097849638
"090812A",3.52924,1.24,0.556302501,-10.16730017,21.77771022,1.37252,1.824125834,1.88559,0.53,-5.236572006,12.4555349776,1.5376,0.309472472618855,103.373992746882,474.268662426292,1.8838111504,3.3274350582662,3.5554496481,0.2809,27.4216863740229,0.0954430381608785,0.10615,0.13258,0.08412,0.015,0.014975672,0.05,0.024127471,"090812A",0,0,0,0,0,0,0,0,0,0,0,2.452,0.538070787043172
"090927A",4.20121889,1.8,0.301029996,-11.6716204,21.01785522,1.13087741,0.342422681,2.06549,0.92,-6.698970004,17.6502401616928,3.24,0.09061905849176,136.226722761696,441.750238048881,1.27888371644831,0.117253292463228,4.2662489401,0.8464,44.8761991144918,0.0791400972158072,0.076268475,0.093241949,0.074843971,0.01,0.065144172,0.2,0.043429448,"090927A",0,0,0,0,0,0,0,0,0,0,0,1.37,0.374748346010104
"091018A",2.89655535,1.77,1.012837225,-9.627087997,21.19187281,1.18074867,0.639486489,1.98015,0.91,-5.853871964,8.39003289561362,3.1329,1.0258392443457,92.6808233019815,449.095473195217,1.39416742170677,0.408942969613547,3.9209940225,0.8281,34.2678169709052,0.0598714492362227,0.024288603,0.034497878,0.016335114,0.002061639,0.031021034,0.24,0.016865805,"091018A",0,0,0,0,0,0,0,0,0,0,0,0.971,0.294686624279443
"091020A",2.95265011,1.53,0.62324929,-9.71219827,21.70587483,1.17417264,1.590061231,2.08587,0.895,-5.431798276,8.71814267208301,2.3409,0.388439677485504,94.326795235791,471.145002135627,1.37868138852457,2.52829471832924,4.3508536569,0.801025,29.5044325111566,0.0544128110188212,0.034480687,0.045271255,0.018244861,0.002182887,0.011737689,0.07,0.031021034,"091020A",0,0,0,0,0,0,0,0,0,0,0,1.71,0.432969290874406
"091024A",3.79420173278937,1.2,0.301029996,-10.1641599753581,22.23512426,1.52125637829585,1.995196292,1.49013,0.894638177333763,-5.214670165,14.3959667891019,1.44,0.09061905849176,103.310148004672,494.40075085764,2.31422096850581,3.98080824361055,2.2204874169,0.800377468343078,27.1927849297411,0.378773543191014,0.79423341347492,0.600003972747112,0.276206069672875,0.200922151738284,0.021358745,0.08,0.065144172,"091024A",1,0.948550433197342,0.3,0.075257499,-2.54103999383952,5.558781065,0.380314094573962,0.498799073,0.3725325,0.223659544333441,-1.30366754125,1.09,0.320146286111054
"091029A",4.30368998,1.46,0.255272505,-11.34678749,21.45058625,1.12123368,1.593286067,2.11535,1.064,-5.619788758,18.5217474439524,2.1316,0.065164051808975,128.74958634322,460.127650468689,1.25716496516634,2.53856049129633,4.4747056225,1.132096,31.5820256845432,0.0535069670717355,0.02563352,0.034224003,0.026782025,0.002,0.018095603,0.27,0.024127471,"091029A",0,0,0,0,0,0,0,0,0,0,0,2.752,0.574262829707027
"091109A",3.37933883,1.31,0.113943352,-11.14630179,21.89596701,1.06152816,1.681241237,1.96352,0.89,-5.795880017,11.4199309279458,1.7161,0.0129830874649959,124.240043593757,479.433371303008,1.12684203447299,2.82657209698929,3.8554107904,0.7921,33.5922251714599,0.15117163716416,0.05941034,0.074268877,0.033719571,0.03,0.05428681,0.25,0.133629071,"091109A",0,0,0,0,0,0,0,0,0,0,0,3.076,0.610234175334389
"091127A",3.98466812,2.05,1.667452953,-9.844663963,20.87872913,1.39581701,0.84260924,1.80187,0.758,-5.045757491,15.8775800265443,4.2025,2.78039935046842,96.9174085443909,435.921330083911,1.94830512540534,0.709990331333378,3.2467354969,0.574564,25.4596686579826,0.0093822306004846,0.018562516,0.021935207,0.013587309,0.00244132,0.014476483,0.07,0.025217099,"091127A",0,0,0,0,0,0,0,0,0,0,0,0.49,0.173186268412274
"091208B",3.31388094,1.74,1.181843588,-10.18045606,21.91211094,1.1606541,1.173186268,2.03333,0.86,-5.48148606,10.9818068844953,3.0276,1.39675426649671,103.641685589591,480.140605846868,1.34711793984681,1.37636601942377,4.1344308889,0.7396,30.0466894259743,0.0844607534610546,0.036806415,0.052928177,0.030502454,0.034663611,0.026320878,0.11,0.028572005,"091208B",0,0,0,0,0,0,0,0,0,0,0,1.063,0.314499227973151
"100219A",3.57904633378434,1.34,-0.397940009,-10.8901436479531,20.53466438,1.53758127913373,1.274157849,1.58721,0.95188933509596,-6.431798276,12.8095726593751,1.7956,0.15835625076292,118.595228673053,421.672441199241,2.36415618994252,1.62347822416831,2.5192355841,0.906093306269429,41.3680290631566,0.0664080102705681,0.797165293333524,0.60450112787215,0.288778538796813,0.205133110560952,0.070426132,0.25,0.10857362,"100219A",1,0.894761583446085,0.335,-0.09948500225,-2.72253591198827,5.133666095,0.384395319783432,0.31853946225,0.3968025,0.23797233377399,-1.607949569,4.67,0.753583058892907
"100316B",3.5543767,2.23,0.113943352,-11.1481304,21.41315218,1.36246063,0.579783597,2.23535,1.08,-6.698970004,12.6335937255029,4.9729,0.0129830874649959,124.280811415404,458.523086283839,1.8562989683,0.336149019350258,4.9967896225,1.1664,44.8761991144918,0.0508837165764397,0.10431242,0.207348761,0.13322096,0.02,0.043429448,0.18,0.033407268,"100316B",0,0,0,0,0,0,0,0,0,0,0,1.18,0.338456493604605
"100316D",4.66754766224549,2.29,-1,-10.901989967454,21.60728985,1.75922124454362,2.717570654,2.49431,0.91830617143679,-6.522878745,21.7860011793333,5.2441,1,118.853385250468,466.874974661913,3.0948593872536,7.38519025948199,6.2215823761,0.843286224498895,42.5479471219728,0.204728382319217,0.800007833735108,0.64087315370868,0.296680646894324,0.198179514265322,0.115811862,0.41,0,"100316D",1,1.16688691556137,0.5725,-0.25,-2.7254974918635,5.4018224625,0.439805311135905,0.6793926635,0.6235775,0.229576542859198,-1.63071968625,0.06,0.0253058652647703
"100418A",5.54363,2.16,0,-12.48811664,22.04910001,1.81145,0.84509804,2.26662,0.84,-6.468521083,30.7318335769,4.6656,0,155.953057214245,486.162811250982,3.2813511025,0.714190697211842,5.1375662244,0.7056,41.8417650012155,0.059763875267383,0.10745,0.075475,0.16786,0.01,0.063866836,0.25,0.086858896,"100418A",0,0,0,0,0,0,0,0,0,0,0,0.6235,0.21045229296202
"100425A",3.60199415,2.42,0.146128036,-11.50168945,20.53466438,0.86819371,1.568201724,2.17077,1.46,-6.327902142,12.9743618566342,5.8564,0.0213534029052173,132.288860204241,421.672441199241,0.753760318083564,2.45925664715657,4.7122423929,2.1316,40.0423455187282,0.0442926372724909,0.070859065,0.115125536,0.055076895,0.035,0.083162773,0.32,0.062042069,"100425A",0,0,0,0,0,0,0,0,0,0,0,1.755,0.440121603187804
"100513A",3.74522911,1.62,-0.22184875,-11.57186521,22.05240534,0.96306136,1.924279286,2.25722,1.36,-5.853871964,14.0267410863914,2.6244,0.0492168678765625,133.908064438408,486.30858127966,0.92748718312505,3.70285077052867,5.0950421284,1.8496,34.2678169709052,0.0768849139302361,0.09817689,0.128616618,0.061569437,0.025,0.031021034,0.14,0.072382414,"100513A",0,0,0,0,0,0,0,0,0,0,0,4.772,0.761326322421457
"100621A",3.64164386,1.9,1.10720997,-9.804100348,22.28454803,0.94079321,1.803457116,2.3024,0.27,-4.677780705,13.2615700030757,3.61,1.2259139176674,96.1203836336537,496.601080901377,0.885091863982104,3.25245756925104,5.30104576,0.0729,21.8816323240703,0.0114965181711467,0.041282476,0.060455075,0.024177265,0.150679792,0,0.03,0.010178777,"100621A",0,0,0,0,0,0,0,0,0,0,0,0.542,0.188084373714938
"100704A",3.62503495,1.73,0.633468456,-10.35163999,21.52730245,1.01294211,2.2955671,2.11575,1.29,-5.22184875,13.1408783887215,2.9929,0.401282284747024,107.156450482567,463.424750773776,1.02605171821125,5.26962831060241,4.4763980625,1.6641,27.2677043678766,0.0511462884983093,0.04763446,0.053639373,0.01813996,0.01,0.014476483,0.06,0.020199743,"100704A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"100728A",4.03148606,1.18,0.707570176,-10.17587417,21.52592288,1.5588143,2.297760511,1.90402,0.96,-4.420216403,16.2528798519743,1.3924,0.500655553964671,103.548415123673,463.365355835707,2.42990202188449,5.27970336591098,3.6252921604,0.9216,19.5383130493503,0.0276692267863542,0.0760751,0.053762484,0.034265796,0.005,0,0.02,0.017031156,"100728A",0,0,0,0,0,0,0,0,0,0,0,1.567,0.409425868671443
"100814A",5.22729477,1.47,0.397940009,-11.49349497,20.89608288,1.76532941,2.241795431,1.89414,1.1425,-5.045757491,27.3246106124694,2.1609,0.15835625076292,132.100426625415,436.646279727829,3.11638792581095,5.02564675445248,3.5877663396,1.30530625,25.4596686579826,0.0235643330529017,0.04362636,0.035347138,0.084015169,0.01745135,0.009650988,0.04,0.034743559,"100814A",0,0,0,0,0,0,0,0,0,0,0,1.44,0.387389826338729
"100816A",3.97801299,0.73,1.037426498,-11.5559552,21.34783526,1.04455013,0.462397998,1.91138,1.09,-5.698970004,15.8245873486087,0.5329,1.07625373875254,133.540100584407,455.730070288099,1.09108497408302,0.213811908554408,3.6533735044,1.1881,32.4782591064918,0.0930248425840856,0.08674922,0.112014005,0.047175154,0.015,0.021714724,0.24,0.015937412,"100816A",0,0,0,0,0,0,0,0,0,0,0,0.804,0.256236533205923
"100901A",4.91124,1.52,-0.096910013,-11.34103516,21.53188109,1.50754,2.64246452,1.98285,1.075,-5.677780705,24.1202783376,2.3104,0.00939155061966017,128.619078500356,463.6219032739,2.2726768516,6.98261873945883,3.9316941225,1.155625,32.2371937340703,0.0223211438768381,0.0283,0.02425,0.036255,5e-04,0.062042069,0.21,0.10857362,"100901A",0,0,0,0,0,0,0,0,0,0,0,1.408,0.381656482585787
"100906A",3.94074768,1.78,1.004321374,-10.4698003,21.96198081,1.71220056,2.058426024,2.02817,0.87,-4.920818754,15.5294922774254,3.1684,1.00866142227325,109.61671832188,482.328601098808,2.93163075766431,4.23711769628045,4.1134735489,0.7569,24.2144572097181,0.00604043448603348,0.048743085,0.039933316,0.059340084,0,0,0.03,0.017199781,"100906A",0,0,0,0,0,0,0,0,0,0,0,1.727,0.43568513794163
"101219B",4.42003952,1.56,-0.22184875,-11.99567863,20.49692965,0.66918137,1.531478917,1.85684,0.94,-5.677780705,19.5367493583618,2.4336,0.0492168678765625,143.896305794239,420.124125077049,0.447803705955077,2.34542767321549,3.4478547856,0.8836,32.2371937340703,0.0692396240032236,0.089446275,0.166829365,0.039390628,0.105,0.082722758,0.16,0.217147241,"101219B",0,0,0,0,0,0,0,0,0,0,0,0.55,0.190331698170291
"110205A",4.09329050362447,1.8,0.556302501,-10.9334918288581,21.37042981,1.677361694159,2.409933123,1.93577,0.902067638105306,-4.769551079,16.7550271470623,3.24,0.309472472618855,119.541243571707,456.695270264137,2.81354225303195,5.80777765733253,3.7472054929,0.813726023716885,22.7486174951901,0.378773543191014,0.803969136819031,0.60692224061538,0.283808950208438,0.197746055056293,0,0.04,0.024127471,"110205A",1,1.02332262590612,0.45,0.13907562525,-2.73337295721453,5.3426074525,0.41934042353975,0.60248328075,0.4839425,0.225516909526326,-1.19238776975,2.21,0.506505032404872
"110213A",3.84089,1.83,0.204119983,-9.896196279,21.56708403,1.8412,1.681241237,1.96436,1.1905,-5.229147988,14.7524359921,3.3489,0.0416649674599203,97.9347007924934,465.139113557081,3.39001744,2.82657209698929,3.8587102096,1.41729025,27.3439886804045,0.14476482742628,0.03588,0.023515,0.02785,0.226362665,0.029443694,0.12,0.162860431,"110213A",0,0,0,0,0,0,0,0,0,0,0,1.46,0.390935107103379
"110422A",3.50066971,0.86,1.487138375,-9.681936665,22.02088312,1.42239886,1.413299764,1.89199,0.778,-4.387216143,12.2546884185115,0.7396,2.21158054639764,93.7398975850713,484.919293384701,2.0232185169293,1.99741622292246,3.5796261601,0.605284,19.2476654853998,0.00950159657676303,0.024137407,0.029472713,0.022779716,0.005,0.010592548,0.1,0.0141464,"110422A",0,0,0,0,0,0,0,0,0,0,0,1.77,0.442479769064449
"110503A",2.54166555,0.88,0.130333768,-9.08249449,21.13638759,1.14649063,1,1.90907,0.687,-5,6.4600637680568,0.7744,0.0169868910810778,82.4917061608804,446.746880354706,1.3144407646778,1,3.6445482649,0.471969,25,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0.017371779,0.25,0.019301977,"110503A",0,0,0,0,0,0,0,0,0,0,0,1.613,0.417139409727326
"110715A",2.61109719,1.25,1.731588765,-9.075720714,22.0746007,0.95853538,1.113943352,1.85342,0.755,-4.928117993,6.8178285356259,1.5625,2.99839965107422,82.3687064785287,487.287996064441,0.918790074711744,1.240869791465,3.4351656964,0.570025,24.2863469529303,0.133629071449258,0.02377653,0.035600881,0.009554076,0.0015,0.007360923,0.12,0.008863153,"110715A",0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"110731A",5.08952072,1.15,1.041392685,-12.08512818,21.95954126,1.42351927,1.588831726,1.85145,0.39,-5.22184875,25.9032211593093,1.3225,1.08449872437151,146.05032312703,482.221452349642,2.02640711206133,2.52438625354414,3.4278671025,0.1521,27.2677043678766,0.130539784388153,0.097418495,0.090702815,0.110855301,0.13,0.007238241,0.05,0.011844395,"110731A",0,0,0,0,0,0,0,0,0,0,0,2.83,0.583198773968623
"110801A",3.81096754783741,1.84,0.041392685,-10.4235574034406,21.39050236,1.5029767819805,2.58546073,2.04784,0.923439087970032,-5.327902142,14.5234736506699,3.3856,0.00171335437150922,108.650548942821,457.553591213166,2.25893920717246,6.68460718637213,4.1936486656,0.852739749190925,28.3865412347282,0.378773543191014,0.7935323936223,0.607880535075107,0.274438147126599,0.198983630685066,0.027720924,0.1,0.078962633,"110801A",1,0.952741886959352,0.46,0.01034817125,-2.60588935086015,5.34762559,0.375744195495125,0.6463651825,0.51196,0.230859771992508,-1.3319755355,1.858,0.456062224454951
"110808A",4.50711,2.32,-0.397940009,-12.08440021,20.86562801,0.807091,1.681241237,2.33721,1.4,-6.48148606,20.3140405521,5.3824,0.15835625076292,146.032728435448,435.374432251696,0.651395882281,2.82657209698929,5.4625505841,1.96,42.0096615459743,0.204728382319217,0.0837,0.155655,0.0776,0.025,0.105283511,0.43,0.217147241,"110808A",0,0,0,0,0,0,0,0,0,0,0,1.348,0.370698092575577
"110818A",3.84627415,1.58,0.204119983,-11.28316228,22.06812647,1.37167718,2.012837225,1.95985,0.83,-5.397940009,14.7938248369582,2.4964,0.0416649674599203,127.309751036815,487.002205895915,1.88149828613275,4.0515136943457,3.8410120225,0.6889,29.1377563407629,0.0761271870594219,0.05514905,0.059648416,0.067338189,0.01,0.021714724,0.11,0.081430215,"110818A",0,0,0,0,0,0,0,0,0,0,0,3.36,0.639486489268586
"111107A",3.51715788458,1.49,0.079181246,-10.7388588060321,21.56675205,1.09102217193607,1.424881637,2.11569,0.921709326216517,-6.055517328,12.3703995850633,2.2201,0.00626966971811252,115.323088455893,465.124793986179,1.1903293796561,2.0302876794598,4.4761441761,0.849548082034506,36.6692901097083,0.0207895824764161,0.79424882159486,0.622604201138288,0.279235077553934,0.200752262521171,0.039481317,0.14,0.072382414,"111107A",1,0.879289471145,0.3725,0.0197953115,-2.68471470150803,5.3916880125,0.272755542984017,0.35622040925,0.5289225,0.230427331554129,-1.513879332,2.893,0.590284403718162
"111123A",4.42202873,1.68,-0.045757491,-11.60730305,21.35034301,1.46723371,2.462397998,2.55463,1.25,-5.13667714,19.5543380889454,2.8224,0.00209374798261508,134.729484094539,455.837146644656,2.15277475976036,6.06340390055441,6.5261344369,1.5625,26.3854520405986,0.131921983937837,0.07308827,0.070655771,0.105884147,0.005,0.017847718,0.07,0.048254942,"111123A",0,0,0,0,0,0,0,0,0,0,0,3.1516,0.618215503279417
"111209A",4.13326,1.48,-0.301029996,-9.057000407,21.14009932,2.77382,2.505149978,1.81212,0.2529,-4.443697499,17.0838382276,2.1904,0.09061905849176,82.0292563723982,446.903799259465,7.6940773924,6.2757764122734,3.2837788944,0.06395841,19.7464474626189,0.0401068361866461,0.02099,0.010455,0.04435,5e-05,0.012063736,0.03,0.086858896,"111209A",0,0,0,0,0,0,0,0,0,0,0,0.677,0.224533062606086
"111228A",4.10627835,2.27,1.093421685,-10.65757732,21.41342718,1.15297662,2.005180513,2.03824,0.99,-5.070581074,16.8615218876787,5.1529,1.19557098122824,113.583954331778,458.534863593163,1.32935508626662,4.02074888971494,4.1544222976,0.9801,25.710792428007,0.023242060897345,0.030118345,0.037264425,0.023299272,0,0.010218694,0.06,0.017511874,"111228A",0,0,0,0,0,0,0,0,0,0,0,0.714,0.234010817587179
"120118B",3.68307,2.08,0.342422681,-10.95467702,21.451745,1.0241,1.36660971,2.20884,1.01,-5.744727495,13.5650046249,4.3264,0.117253292463228,120.004948612516,460.177363545025,1.04878081,1.86762209946628,4.8789741456,1.0201,33.001893991809,0.366834332492466,0.1172,0.131765,0.077156,0.005,0.024127471,0.11,0.059221975,"120118B",0,0,0,0,0,0,0,0,0,0,0,2.943,0.595826777073223
"120119A",3.59840068107317,1.38,1.012837225,-10.5085926404812,22.02202812,1.45922327520398,2.404491618,1.61077,0.913859080283161,-4.769551079,12.9484874615479,1.9044,1.0258392443457,110.430519283576,484.969722518071,2.12933256689703,5.78157994103226,2.5945799929,0.835138418615985,22.7486174951901,0.0148761559757772,0.791376575871713,0.611894830892293,0.276122850867138,0.198266567975399,0,0.04,0.012649354,"120119A",1,0.899600170268293,0.345,0.25320930625,-2.6271481601203,5.50550703,0.364805818800995,0.6011229045,0.4026925,0.22846477007079,-1.19238776975,3.1,0.612783856719735
"120327A",3.48517215,1.52,0.591064607,-10.15181088,22.16619025,1.44859414,1.798650645,1.75797,0.63,-5.443697499,12.1464249151356,2.3104,0.349357369648064,103.059264143286,491.339990199195,2.09842498244234,3.23514414275892,3.0904585209,0.3969,29.6338424606189,0.051933835584684,0.04362492,0.051679097,0.058002882,0.02,0.012063736,0.06,0.022271512,"120327A",0,0,0,0,0,0,0,0,0,0,0,2.813,0.581266805273671
"120404A",3.79948,1.85,0.079181246,-11.02687215,21.70983536,1.90651,1.587710965,1.89579,0.69,-5.795880017,14.4360482704,3.4225,0.00626966971811252,121.591909412446,471.316951358306,3.6347803801,2.52082610838123,3.5940197241,0.4761,33.5922251714599,0.179553274179706,0.11705,0.068285,0.121385,0.005,0.027143405,0.13,0.072382414,"120404A",0,0,0,0,0,0,0,0,0,0,0,2.876,0.588383768378728
"120422A",5.23266697,1.19,-0.22184875,-12.73992861,22.0158332,0.86153199,0.728353782,2.32199,1.1,-6.638272164,27.380803618929,1.4161,0.0492168678765625,162.305780987897,484.696911490222,0.74223736979336,0.530499231753704,5.3916375601,1.21,44.0666573233372,0.181516258620399,0.11830242,0.217818621,0.214451933,0.035,0.075529475,0.24,0.144764827,"120422A",0,0,0,0,0,0,0,0,0,0,0,0.283,0.108226656374928
"120711A",3.94663870160439,1.73945067928945,0.15298088503652,-10.8969410366972,20.8890204759374,1.26811290162594,2.06069784,1.96823823014476,0.880627543419624,-5.59956740196432,15.5759570410016,3.02568866568053,0.0234031511865569,118.743323957255,436.351176444132,1.60811033127016,4.24647558778067,3.87396173060338,0.775504870229282,31.3551550891414,0.204728382319217,0.790577039716506,0.614198772477759,0.291177310735877,0.201922066223031,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1,0.986659675401097,0.434862669822362,0.03824522125913,-2.7242352591743,5.22225511898435,0.317028225406485,0.51517446,0.49205955753619,0.220156885854906,-1.39989185049108,1.405,0.381115080709851
"120802A",3.53838419,1.21,0.477121255,-11.17198494,22.12127744,0.54215516,1.698970004,2.03526,0.91,-5.721246399,12.520162676042,1.4641,0.227644691972775,124.813247499587,489.350915577453,0.293932217514626,2.88649907449176,4.1422832676,0.8281,32.7326603580705,0.2694762542188,0.07803221,0.220557212,0.11816229,0.055,0.068572813,0.47,0.028952965,"120802A",0,0,0,0,0,0,0,0,0,0,0,3.796,0.680879174426811
"120811C",3.15909591,1.4,0.612783857,-10.14327111,21.91722026,1.01613299,1.428134794,1.92121,0.65,-5.522878745,9.97988696857873,1.96,0.375504055399796,102.885948810961,480.364543925354,1.03252625336634,2.03956898983342,3.6910478641,0.4225,30.5021896319728,0.0598545187495629,0.05294686,0.084200302,0.03800099,0.090734018,0.043429448,0.3,0.021185097,"120811C",0,0,0,0,0,0,0,0,0,0,0,2.671,0.564784384503987
"120815A",3.53999880211616,2.29,0.342422681,-10.6400428222567,21.77242733,1.05131115947608,0.986771734,1.84293,0.905845932328608,-6.30980392,12.5315915189838,5.2441,0.117253292463228,113.210511259456,474.038591840131,1.10525515403894,0.973718455021367,3.3963909849,0.820556853116285,39.8136255088474,0.378773543191014,0.780437588948845,0.606111934840363,0.282071169071167,0.198454569473617,0.062042069,0.23,0.059221975,"120815A",1,0.88499970052904,0.5725,0.08560567025,-2.66001070556417,5.4431068325,0.26282778986902,0.2466929335,0.4607325,0.226461483082152,-1.57745098,2.36,0.526339277389844
"120907A",3.2113827,1.73,0.462397998,-10.37675071,21.0438101,1.05329104,1.227886705,1.82021,0.78,-6.173925197,10.3129788458593,2.9929,0.213811908554408,107.676955297485,442.841943524862,1.10942201494428,1.50770576031576,3.3131644441,0.6084,38.1173523381515,0.035217186540104,0.04130341,0.062296694,0.028647271,0.005,0.071302079,0.25,0.059902687,"120907A",0,0,0,0,0,0,0,0,0,0,0,0.97,0.294466226161593
"120922A",3.59799,1.58,0.301029996,-10.59516628,21.0163605,1.06622,2.238046103,2.06954,1.17,-5.207608311,12.9455320401,2.4964,0.09061905849176,112.257548500849,441.68740866596,1.1368250884,5.00885035915349,4.2829958116,1.3689,27.1191843207963,0.075913913084108,0.16365,0.133375,0.03563,0.005,0.049033248,0.36,0.043429448,"120922A",0,0,0,0,0,0,0,0,0,0,0,3.1,0.612783856719735
"121024A",4.17178823,1.41,0.113943352,-11.31158018,21.94617755,1.30353551,1.838849091,2.00683,0.87,-5.958607315,17.4038170359665,1.9881,0.0129830874649959,127.951846168569,481.634709056124,1.69920482583096,3.38136597947153,4.0273666489,0.7569,35.5050011343715,0.201804932759115,0.063305895,0.065435085,0.06666149,0,0.039481317,0.22,0.066814536,"121024A",0,0,0,0,0,0,0,0,0,0,0,2.298,0.5182506513085
"121027A",5.40919042,1.82,0.113943352,-11.92081875,22.07736427,1.50995764,1.796574333,2.37144,1.16,-5.698970004,29.2593409998198,3.3124,0.0129830874649959,142.105919670352,487.410013110273,2.27997207459437,3.22767933399439,5.6237276736,1.3456,32.4782591064918,0.03343969322178,0.041584155,0.037953731,0.058939694,0,0.021714724,0.09,0.066814536,"121027A",0,0,0,0,0,0,0,0,0,0,0,1.773,0.442949869577862
"121128A",3.23392922,1.32,1.11058971,-9.617982957,22.04029767,1.54546584,1.367355921,1.98504,0.9455,-5.161150909,10.4582981999698,1.7424,1.23340950395788,92.5055961611425,485.774721382207,2.38846466260691,1.86966221469376,3.9403838016,0.89397025,26.6374787054715,0.0303933846890459,0.028690024,0.029795568,0.032445001,0.010337721,0.025176492,0.18,0.013466496,"121128A",0,0,0,0,0,0,0,0,0,0,0,2.2,0.505149978319906
"121211A",4.20933518,2.36,0,-11.2823295,21.66138196,1.15615612,2.260071388,2.0682,0.95,-5.886056648,17.7185026575856,5.5696,0,127.29095894657,469.215468417013,1.33669697381345,5.10792267885625,4.27745124,0.9025,34.645662863465,0.0937486856135703,0.054250775,0.063247159,0.074602829,0.005,0.089197405,0.26,0.130288345,"121211A",0,0,0,0,0,0,0,0,0,0,0,1.023,0.305995882770805
"121217A",3.61592144269764,1.53,0.255272505,-10.590625359868,21.6003032,1.10756854313289,2.890979597,1.96847804960143,0.913870749264119,-5.207608311,13.0748878797606,2.3409,0.065164051808975,112.161345513079,466.57309833193,1.22670807773751,8.35776303027028,3.87490583176265,0.835159746360562,27.1191843207963,0.127565659236116,0.792124922796507,0.608741292026064,0.274784882169675,0.199465933296373,0.0302144713479088,0.08,0.0649371985063369,"121217A",1,0.90398036067441,0.3825,0.06381812625,-2.647656339967,5.4000758,0.276892135783223,0.72274489925,0.492119512400358,0.22846768731603,-1.30190207775,3.1,0.612783856719735
"130215A",4.51074372351642,1.59,0.397940009,-11.2079117325064,21.1575730258515,1.735922240661,1.81756537,1.95045663425091,0.919032714448553,-5.26760624,20.3468089392428,2.5281,0.15835625076292,125.617285403655,447.642896344239,3.01342602562151,3.30354387422324,3.80428108209339,0.844621130226676,27.7476754996869,0.378773543191014,0.814155411515258,0.631007319244516,0.387423308835225,0.197941112218197,0.040212452,0.14,0.121602455,"130215A",1,1.1276859308791,0.3975,0.09948500225,-2.8019779331266,5.28939325646288,0.43398056016525,0.4543913425,0.487614158562727,0.229758178612138,-1.31690156,0.6,0.204119982655925
"130408A",3.58393,1.28,0.69019608,-10.32975415,20.06405721,1.39277,1.447158031,2.03183,0.945,-5.638272164,12.8445542449,1.6384,0.476370628847366,106.703820799442,402.566391726153,1.9398082729,2.0942663666878,4.1283331489,0.893025,31.7901129953372,0.202660966333188,0.077,0.070305,0.0643,0.117120218,0.075529475,0.26,0.088631527,"130408A",0,0,0,0,0,0,0,0,0,0,0,3.757,0.677333151419902
"130418A",2.59006,2.07,-0.22184875,-9.247183569,21.12149747,1.28449,2.07200023240372,1.68684,0.198,-5.744727495,6.7084108036,4.2849,0.0492168678765625,85.5104039587836,446.117655375216,1.6499145601,4.29318496308107,2.8454291856,0.039204,33.001893991809,0.169579312058566,0.06047,0.06867,0.031625,0.003,0.048254942,0.17,0.144764827,"130418A",0,0,0,0,0,0,0,0,0,0,0,1.218,0.345961541813141
