"","log10NH","log10PeakFlux","PhotonIndex","log10Ta","log10Fa","log10T90","Beta","Alpha","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10TaSqr","log10FaSqr","log10T90Sqr","BetaSqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","PhotonIndex_opt","log10Ta_opt","log10Fa_opt","log10T90_opt","Beta_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"130427A",20.99021494,2.519827994,1.21,3.97188596219001,-10.1244464594679,2.211734423,0.894118313122697,1.31400229376294,1.78644,-3.508638306,440.589123227399,6.34953311934606,1.4641,15.7758780966421,102.504416110632,4.89176915788314,0.799447557861377,1.72660202801427,3.1913678736,12.3105427623305,0.038778433249538,0.880367112681647,0.497875261093644,0.250384052681783,0.187045419372587,0.00420285,0.02,0.006035512,"130427A",1,5.247553735,0.6299569985,0.3025,0.992971490547503,-2.53111161486697,0.55293360575,0.223529578280674,0.328500573440735,0.44661,-0.8771595765,0.34,0.127104798364808
"130511A",21.01365445,0.113943352,1.35,2.65954,-10.51570016,0.73479983,0.65,1.16497,2.06879,-6.657577319,441.573673344005,0.0129830874649959,1.8225,7.0731530116,110.579949855024,0.539930790168029,0.4225,1.3571551009,4.2798920641,44.3233357584632,0.176931769551824,0.0838,0.089385,0.04916,0.01,0.078962633,0.31,0.066814536,"130511A",0,0,0,0,0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",21.19799139,0.447158031,1.8,3.68772,-10.7212464,2.309630167,0.65,1.17745,2.0604,-5.040958608,449.354838970514,0.199950304687797,3.24,13.5992787984,114.945124369513,5.33439150831645,0.4225,1.3863885025,4.24524816,25.4112636875693,0.0272768817014167,0.078,0.078365,0.04188,0.08,0.009544934,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",21.35024026,-0.096910013,1.51,2.071571247,-8.316052869,1.57634135,0.98,1.742079764,2.08823,-5.853871964,455.832759159725,0.00939155061966017,2.2801,4.29140743139714,69.1567353200031,2.48485205171982,0.9604,3.0348419041383,4.3607045329,34.2678169709052,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,0,0,0,0,1.06,0.313867220369153
"130702A",21.1002489320261,0.697313985603386,1.7069931932884,4.15573773871293,-10.4762346490241,1.770852012,0.871806633092792,1.40679002767476,1.95922507826468,-5.28621275756824,445.220504993469,0.486246794518079,2.91382576193293,17.2701561529629,109.751492421413,3.13591684840445,0.76004680550459,1.97905818196515,3.83856290730124,27.9440453182772,0.0249377639674928,0.814397881201069,0.517880073925525,0.271686771166078,0.18159495697948,0.0328032555071814,0.171786515728631,0.043879736569635,"130702A",1,5.27506223300653,0.174328496400846,0.4267482983221,1.03893443467823,-2.61905866225603,0.442713003,0.217951658273198,0.35169750691869,0.48980626956617,-1.32155318939206,0.15,0.0606978403536116
"130831A",21.77242733,1.133538908,1.93,3.31959,-9.89279003,1.511883361,1.01,1.28481,1.79449,-5.187086643,474.038591840131,1.28491045594983,3.7249,11.0196777681,97.8672945776674,2.28579129726866,1.0201,1.6507367361,3.2201943601,26.905867841989,0.0249128885159663,0.054815,0.089045,0.06727,0.009011148,0.001336291,0.05,0.019160051,"130831A",0,0,0,0,0,0,0,0,0,0,0,0.4791,0.16999753706657
"131030A",20.84178667,1.44870632,1.3,2.84594,-9.294136288,1.613841822,0.693,1.11188,2.09466,-4.537602002,434.38007159779,2.09875000160794,1.69,8.0993744836,86.3809693399184,2.60448542643628,0.480249,1.2362771344,4.3876005156,20.5898319285544,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",21.32749584,0.544068044,1.45,3.9488,-10.91009489,2.050379756,0.94,1.19347,2.24976,-5.148741651,454.862078805217,0.296010036501986,2.1025,15.59302144,119.030170508804,4.20405714381462,0.8836,1.4243706409,5.0614200576,26.5095405887422,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",22.00531353,1.28780173,1.04,3.59073,-9.730487056,1.971275849,0.672,1.22509,1.88134,-4.795880017,484.233823553601,1.65843329579099,1.0816,12.8933419329,94.6823783469835,3.88592847285067,0.451584,1.5008455081,3.5394401956,23.0004651374599,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",20.99187128,1.371067862,1.8,3.829176603,-10.12551818,1.77815125,0.83,1.108879519,1.96657,-4.920818754,440.658659836089,1.87982708220925,3.24,14.6625934569626,102.526118413511,3.16182186787656,0.6889,1.22961378765767,3.8673975649,24.2144572097181,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",22.04094236,0.69019608,1.21,3.68383,-10.00568285,1.976349979,0.678,1.36898,1.87322,-4.795880017,485.803140116842,0.476370628847366,1.4641,13.5706034689,100.113689294784,3.9059592394933,0.459684,1.8741062404,3.5089531684,23.0004651374599,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",21.81946365,0.322219295,1.33,3.90552,-10.85078089,2.127104798,0.77,1.18974,2.06486,-5.026872146,476.088993973671,0.103825274070297,1.7689,15.2530864704,117.739445922789,4.52457482167462,0.5929,1.4154812676,4.2636468196,25.2694435722306,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",21.67796993,0.397940009,2,4.14388,-11.36251027,2.239549721,1.03,0.875171,2.15785,-5.958607315,469.934380285984,0.15835625076292,4,17.1717414544,129.106639635855,5.01558295283118,1.0609,0.765924279241,4.6563166225,35.5050011343715,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",21.81764402,1.037426498,1.68,3.30686,-9.903089987,2.045714059,0.9,0.948932,1.74751,-5.552841969,476.009590583442,1.07625373875254,2.8224,10.9353230596,98.0711912906197,4.18494601119025,0.81,0.900471940624,3.0537912001,30.8340539326878,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",20.90144742,0.204119983,1.59,3.58709,-11.09770006,1.17092730333444,0.86,1.40649,1.93407,-5.920818754,436.870504251025,0.0416649674599203,2.5281,12.8672146681,123.158946621724,1.37107074969406,0.7396,1.9782141201,3.7406267649,35.0560947177181,0.151511196244019,0.08395,0.088715,0.10418,0.22,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",21.32824297,0.832508913,1.45,3.53686,-9.504455662,2.189770956,0.871,1.25134,1.84304,-4.853871964,454.893948187355,0.693071090224441,2.1025,12.5093786596,90.3346774309239,4.79509683974115,0.758641,1.5658517956,3.3967964416,23.5600730429052,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",22.46148952,0,0.92,3.77824,-11.31158018,1.781755375,0.94,1.64981,1.93772,-6,504.51851145707,0,0.8464,14.2750974976,127.951846168569,3.17465221634139,0.8836,2.7218730361,3.7547587984,36,0.0174377429302028,0.09045,0.070125,0.18819,0,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140614A",21.41315218,-1.4317581319867,1.5,3.70006,-10.9589,2.857332496,0.83,1.35595,1.77015,-5.886056648,458.523086283839,2.04993134851004,2.25,13.6904440036,120.09748921,8.16434899269759,0.6889,1.8386004025,3.1334310225,34.645662863465,0.0965452754396361,0.1129,0.098945,0.093145,0.05,0.133629071,0.46,0.163321606984505,"140614A",0,0,0,0,0,0,0,0,0,0,0,4.233,0.718750734739665
"140629A",21.74269921,0.62324929,1.86,2.85608,-9.847711656,1.62324929,0.815,1.16056,1.95996,-5.619788758,472.744968936535,0.388439677485504,3.4596,8.1571929664,96.9774248597183,2.6349382574855,0.664225,1.3468995136,3.8414432016,31.5820256845432,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",20.8744034307407,0.574153872694756,1.83370502309806,3.87228261972414,-10.8620383431697,0.84509804,0.886640515719006,1.16645598571669,2.01128440967262,-6.05905855564194,435.740718589319,0.329652669530386,3.36247411173506,14.9945726870176,117.983876968489,0.714190697211842,0.786131404114465,1.3606195666143,4.04526497659214,36.7121905806978,0.038778433249538,0.91190650873744,0.470304600656835,0.271027605941784,0.187743491206528,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,5.21860085768517,0.143538468173689,0.458426255774515,0.968070654931035,-2.71550958579243,0.21127451,0.221660128929752,0.291613996429173,0.502821102418155,-1.51476463891048,1.32,0.3654879848909
"140907A",21.4811071,0.397940009,1.72,3.88797059352679,-10.693177248983,1.898725182,0.991388739038812,1.20860374302872,2.00735,-5.366531544,461.43796224167,0.15835625076292,2.9584,15.1163153361291,114.344039678168,3.60515731676093,0.982851631892966,1.46072300766303,4.0294540225,28.799660812747,0.038778433249538,0.916867796079355,0.517347832944523,0.270810207272367,0.173986177643916,0.020199743,0.07,0.034743559,"140907A",1,5.370276775,0.09948500225,0.43,0.971992648381698,-2.67329431224575,0.4746812955,0.247847184759703,0.30215093575718,0.5018375,-1.341632886,1.21,0.344392273685111
"141004A",21.49730845,0.785329835,1.86,3.30337,-10.61083392,0.593286067,1.08,1.54959,1.79496,-6.173925197,462.134270594441,0.616742949741127,3.4596,10.9122533569,112.589796477823,0.351988357296328,1.1664,2.4012291681,3.2218814016,38.1173523381515,0.118918281385487,0.0853,0.081935,0.09774,0.005,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",21.59590717,-0.045757491,1.73,5.76634,-12.65757732,2.74028372,0.82,2.33322,1.93447,-5.27572413,466.383206495257,0.00209374798261508,2.9929,33.2506769956,160.214263611778,7.50915486609704,0.6724,5.4439155684,3.7421741809,27.8332650958643,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",21.48574413,0.949390007,0.62,2.77561,-9.872830386,0.857935265,1.1,1.42066,1.80565,-5.585026652,461.63720081983,0.90134138539146,0.3844,7.7040108721,97.4727798307249,0.73605291893062,1.21,2.0182748356,3.2603719225,31.1925227035503,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",21.46788768,0.491361694,1.74,3.33342492745527,-10.1552877183051,1.567026366,0.835662048157606,1.35028767009492,2.22288,-5.677780705,460.870201441096,0.24143631433055,3.0276,11.1117217469802,103.129868641558,2.45557163173917,0.698331058730965,1.82327679201037,4.9411954944,32.2371937340703,0.038778433249538,0.85107997743659,0.507880271285933,0.270649566657754,0.183413730505718,0.02068069,0.08,0.028018999,"141221A",1,5.36697192,0.1228404235,0.435,0.833356231863817,-2.53882192957628,0.3917565915,0.208915512039402,0.33757191752373,0.55572,-1.41944517625,1.45,0.389166084364532
"150120B",21.52664292,0.079181246,2.2,3.39431,-10.79048499,2.01762288488796,0.92,1.17705,2.01678,-6.26760624,463.396355405186,0.00626966971811252,4.84,11.5213403761,116.434566319415,4.07080210562361,0.8464,1.3854467025,4.0674015684,39.2828879796869,0.0141299769251024,0.0711,0.090535,0.057705,0.005,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",22.01715025,1.58546073,1.08,2.49217,-8.609064893,1.169968174,0.73,1.19079,1.84772,-4.657577319,484.754905131075,2.51368572637213,1.1664,6.2109113089,74.1159983318851,1.36882552817289,0.5329,1.4179808241,3.4140691984,21.6930264824632,0.07726686575266,0.015025,0.015855,0.009925,0,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150323A",21.69269626,0.73239376,1.85,3.7070165991278,-11.015282908306,2.174931594,1.00618467178001,1.02058337749885,2.0639,-5.214670165,470.573071028618,0.536400619686938,3.4225,13.741972066209,121.336457550018,4.73032743857938,1.01240759372505,1.04159043042696,4.25968321,27.1927849297411,0.038778433249538,0.838197454618842,0.474336196255946,0.266644584048326,0.200665025290232,0.014239163,0.07,0.024127471,"150323A",1,5.423174065,0.18309844,0.4625,0.92675414978195,-2.7538207270765,0.5437328985,0.251546167945003,0.255145844374712,0.515975,-1.30366754125,0.593,0.202215775801131
"150403A",21.79039707,1.245512668,1.23,3.19694,-8.821023053,1.611723308,0.679,1.24471,1.70996,-4.769551079,474.821404468265,1.55130180614848,1.5129,10.2204253636,77.8104477015574,2.59765202155046,0.461041,1.5493029841,2.9239632016,22.7486174951901,0.127565659236116,0.005105,0.006975,0.00458,0,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",22.340573,-1.49776679460977,2.1,2.95174,-8.853871964,2.23578087,0.848,1.82628,2.21622,-6.102372909,499.101201968329,2.24330537103562,4.41,8.7127690276,78.3910487549052,4.99871609865796,0.719104,3.3352986384,4.9116310884,37.2389551204971,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0.104450572,0.37,0.188398851647283,"150821A",0,0,0,0,0,0,0,0,0,0,0,0.755,0.244277120801843
"150910A",20.842422,0.041392685,1.42,3.44699554298133,-10.0004190105394,2.049992857,0.874138629359738,1.32763307883473,1.78547,-5.318758763,434.406554826084,0.00171335437150922,2.0164,11.8817782733332,100.008380386358,4.20247071375102,0.764118343338921,1.76260959201618,3.1879031209,28.2891947789893,0.0158047698317659,0.900816699424201,0.502970981866368,0.245042190223691,0.177636774107675,0.036191207,0.12,0.157925266,"150910A",1,5.2106055,0.01034817125,0.355,0.861748885745332,-2.50010475263485,0.51249821425,0.218534657339934,0.331908269708682,0.4463675,-1.32968969075,1.3585,0.372635880581721
"151021A",22.33647975,0.986771734,1.57,3.15765,-9.642065153,2.042181595,1.27,1.33346,1.96079,-4.552841969,498.91832762216,0.973718455021367,2.4649,9.9707535225,92.9694204146969,4.17050566695674,1.6129,1.7781155716,3.8446974241,20.7283699946878,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",21.65076489,0.832508913,1.72,3.99907,-9.935542011,2.11290649,0.9235,1.74508,2.00612,-5.107905397,468.755620322057,0.693071090224441,2.9584,15.9925608649,98.7149950523459,4.46437383548412,0.85285225,3.0453042064,4.0245174544,26.0906975447017,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"151215A",21.70587483,0.204119983,1.99,3.06337,-10.72815839,1.250420002,1.015,1.07478,2.20942,-6.508638306,471.145002135627,0.0416649674599203,3.9601,9.3842357569,115.093382440927,1.56355018140168,1.030225,1.1551520484,4.8815367364,42.3623725983306,0.0244827442519859,0.093,0.11588,0.071395,0.35435971,0.098066496,0.33,0.05428681,"151215A",0,0,0,0,0,0,0,0,0,0,0,2.59,0.555094448578319
"160117B",20.95374423,-0.705929807788426,1.73,4.10299,-11.74958,0.697062187810827,0.64,0.973333,1.83834,-6.4710833,439.059397256258,0.498336893524204,2.9929,16.8345269401,138.0526301764,0.485895693675617,0.4096,0.947377128889,3.3794939556,41.8749190755389,0.214744065864423,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160121A",20.9938049880807,0.079181246,1.77,3.8244,-11.17263073,1.079181246,1.02,0.798663,2.2054,-6.214670165,440.739847877562,0.00626966971811252,3.1329,14.62603536,124.82767742894,1.16463216171811,1.0404,0.637862587569,4.86378916,38.6221252597411,0.0862757376305275,0.0694,0.120385,0.106048,0.03,0.035597908,0.13,0.072382414,"160121A",0,0,0,0,0,0,0,0,0,0,0,1.96,0.471291711058939
"160131A",21.680967,0.806179974,1.24,3.79922262540907,-10.2181932516371,2.511883361,0.955331664044044,1.31359308149124,2.02332,-4.690369833,470.064330055089,0.649926150478641,1.5376,14.4340925574202,104.411473327802,6.30955801926866,0.912658588325162,1.72552678374165,4.0938238224,21.9995691703164,0.038778433249538,0.846311834354623,0.503447016734789,0.269168020060068,0.188029510506013,0.010644473,0.05,0.020357554,"160131A",1,5.42024175,0.2015449935,0.31,0.949805656352268,-2.55454831290927,0.62797084025,0.238832916011011,0.32839827037281,0.50583,-1.17259245825,0.972,0.294906910605192
"160203A",22.0158332,0.113943352,1.93,3.66139836,-11.36754271,1.305351369,0.61,1.146279559,1.75592,-5.920818754,484.696911490222,0.0129830874649959,3.7249,13.4058379506107,129.221027263674,1.70394219655017,0.3721,1.31395682738123,3.0832550464,35.0560947177181,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",21.4198963,-0.22184875,0.75,4.47751,-10.99567863,2.500373714,0.679,1.10229,1.72551,-5.508638306,458.811957502754,0.0492168678765625,0.5625,20.0480958001,120.904948534239,6.25186870966215,0.461041,1.2150432441,2.9773847601,30.3450959863305,0.103418641469029,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160314A",21.0347201497492,-0.045757491,1.53,3.34657564663249,-10.7856795345807,0.941014244,0.95852847816495,1.02734540006649,1.95129,-6.552841969,442.459451778265,0.00209374798261508,2.3409,11.1995685586337,116.330883022673,0.885507807410892,0.918776843453215,1.05543857103778,3.8075326641,42.9397378706878,0.0303933846890459,0.865386416060544,0.540966227307515,0.26827275612876,0.178719576138073,0.062042069,0.22,0.096509885,"160314A",1,5.2586800374373,-0.01143937275,0.3825,0.836643911658122,-2.69641988364517,0.235253561,0.239632119541238,0.256836350016623,0.4878225,-1.63821049225,0.726,0.237040791379191
"160327A",20.72655851,0.255272505,1.84,3.76407,-11.22402567,1.447158031,0.78,1.49693,1.93554,-5.853871964,429.590227668453,0.065164051808975,3.3856,14.1682229649,125.978752240819,2.0942663666878,0.6084,2.2407994249,3.7463150916,34.2678169709052,0.143091047665439,0.0673,0.06033,0.1004,0.02,0.031021034,0.11,0.048254942,"160327A",0,0,0,0,0,0,0,0,0,0,0,4.99,0.777426822389311
"160804A",21.30214687,0.462397998,1.4,4.38419,-11.5214335,2.15896526,0.92,0.948229,1.87827,-4.943095149,453.781461271051,0.213811908554408,1.96,19.2211219561,132.743429894922,4.66113099388687,0.8464,0.899138236441,3.5278981929,24.4341896520673,0.057915224642575,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",22.18657496,0.462397998,1.47,3.81190177278319,-10.8216414882829,1.26245109,0.908966196310998,1.38005230155273,1.83236,-5.721246399,492.244108455699,0.213811908554408,2.1609,14.5305951253476,117.107924500926,1.59378275464219,0.826219546036084,1.90454435502099,3.3575431696,32.7326603580705,0.134263479640872,0.945612946211964,0.530905966747419,0.250351058994982,0.170774745357052,0.045715209,0.15,0.089854031,"161014A",1,5.54664374,0.1155994995,0.3675,0.952975443195798,-2.70541037207072,0.3156127725,0.22724154907775,0.345013075388182,0.45809,-1.43031159975,2.823,0.582404298019028
"161023A",21.1872488303853,0.588209791507229,1.48429488273099,3.99599570316985,-10.5076806333757,1.643452676,0.87819065040857,1.38676924425403,1.95429741445854,-5.42056598348586,448.899513000663,0.345990758824978,2.2031312989014,15.9679816597519,110.411352293019,2.70093669825156,0.771218818465027,1.92312893680889,3.81927838415933,29.382535581324,0.0226602223323686,0.856782455774185,0.51108536741444,0.273058461231815,0.178962769803975,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",1,5.29681220759633,0.147052447876807,0.371073720682748,0.998998925792463,-2.62692015834392,0.410863169,0.219547662602143,0.346692311063508,0.488574353614635,-1.35514149587146,2.71,0.569373909615046
"161108A",21.16074757,-0.22184875,1.85,4.69106,-11.81247928,2.021602716,0.84,0.883711,2.00325,-5.958607315,447.777237721261,0.0492168678765625,3.4225,22.0060439236,139.534666740429,4.08687754133858,0.7056,0.780945131521,4.0130105625,35.5050011343715,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",21.87736847,0.832508913,1.19,4.08464,-10.74958,2.099335278,1.375,1.141,1.92624,-4.698970004,478.61925117215,0.693071090224441,1.4161,16.6842839296,115.5534701764,4.40720860945534,1.890625,1.301881,3.7104005376,22.0803190984918,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161219B",21.16590877,0.72427587,1.29,4.0135,-10.13667714,0.84135947,0.73,0.871656,1.86204,-5.823908741,447.995694059963,0.524575535864257,1.6641,16.10818225,102.752223440599,0.707885757758681,0.5329,0.759784182336,3.4671929616,33.9179130234962,0.0495608716177928,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,"161219B",0,0,0,0,0,0,0,0,0,0,0,0.1475,0.0597526942092988
"170113A",21.4429483,0.041392685,0.75,3.76765738163518,-10.6222751057857,1.315130317,0.929038253083636,1.24885331009117,1.81917,-6.173925197,459.800031796473,0.00171335437150922,0.5625,14.1952421453901,112.832728422995,1.72956775069252,0.863112075692694,1.55963459012567,3.3093794889,38.1173523381515,0.0601790285006581,0.948978080493168,0.486801783478848,0.269596612758919,0.183772347160234,0.04537405,0.59,0.039481317,"170113A",1,5.360737075,0.01034817125,0.1875,0.941914345408795,-2.65556877644643,0.32878257925,0.232259563270909,0.312213327522793,0.4547925,-1.54348129925,1.968,0.472463896606989
"170202A",21.7153121,0.672097858,1.68,3.77629,-10.65364703,1.664641976,1.04,1.1958,1.99768,-5.48148606,471.554779600406,0.451715530728188,2.8224,14.2603661641,113.500195039828,2.77103290826118,1.0816,1.42993764,3.9907253824,30.0466894259743,0.10761765896651,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170405A",21.91722026,-0.0335186812736592,1.59,3.6300738,-10.31069114,2.216693599,0.612,1.81152426,1.8473,-5.431798276,480.364543925354,0.00112350199432515,2.5281,13.1774357934464,106.310351784474,4.91373051184757,0.374544,3.28162014456855,3.41251729,29.5044325111566,0.0933217274509788,0.048255345,0.035670699,0.072401387,0.0475,0.035213066,0.12,0.153952769308304,"170405A",0,0,0,0,0,0,0,0,0,0,0,3.51,0.65417654187796
"170519A",21.33992622,-0.15490196,1.94,4.1513,-11.06348626,2.335257256,0.975,1.37345,1.97351,-5.958607315,455.392451075043,0.0239946172118416,3.7636,17.23329169,122.400728225209,5.45342645170065,0.950625,1.8863649025,3.8947417201,35.5050011343715,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170531B",21.9172644,-0.096910013,1.95,3.80257,-11.39577395,2.215187969,0.99,1.02082,2.06685,-5.698970004,480.366478779507,0.00939155061966017,3.8025,14.4595386049,129.863663919499,4.90705773800235,0.9801,1.0420734724,4.2718689225,32.4782591064918,0.0233394026693868,0.08415,0.11435,0.107427,0.035,0.043429448,0.14,0.10857362,"170531B",0,0,0,0,0,0,0,0,0,0,0,2.366,0.527114111639805
"170607A",20.90203663,1.08334542328181,1.61,3.88826731514519,-10.507941251145,1.361727836,0.959618771768483,1.18414247712036,1.94001,-5.124938737,436.895135281862,1.17363730614564,2.5921,15.1186227140264,110.416829337515,1.85430269933724,0.920868187130452,1.40219340612074,3.7636388001,26.2649970580032,0.0226602223323686,0.819465570374393,0.545391810206056,0.251408998775411,0.180489300754994,0.017371779,0.07,0.0231184496675564,"170607A",1,5.2255091575,0.270836355820453,0.4025,0.972066828786297,-2.62698531278625,0.340431959,0.239904692942121,0.29603561928009,0.4850025,-1.28123468425,0.557,0.19228861256812
"170705A",21.08891889,1.1430148,1.65,3.63746,-10.18641901,2.337059726,0.66,0.774169,1.89159,-5.022276395,444.742499948999,1.30648283301904,2.7225,13.2311152516,103.763132247289,5.4618481628912,0.4356,0.599337640561,3.5781127281,25.2232601877742,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170714A",21.06857952,-0.397940009,1.76,3.92789802643723,-11.128223052782,3,0.970857378330603,1.62616553507121,1.84715,-5.552841969,443.885042990563,0.15835625076292,3.0976,15.4283829060895,123.837348312469,9,0.942564049058972,2.64441434745344,3.4119631225,30.8340539326878,0.0794726286723922,0.919494952829987,0.552120410924703,0.355022822510944,0.165645263774324,0.046531552,0.17,0.217147241,"170714A",1,5.26714488,-0.09948500225,0.44,0.981974506609308,-2.7820557631955,0.75,0.242714344582651,0.406541383767803,0.4617875,-1.38821049225,0.793,0.253580289562183
"170903A",21.73970839,0.591064607,1.94,4.41384,-11.26042766,1.465382851,1.14,0.971187,2.20256,-5.619788758,472.614920882236,0.349357369648064,3.7636,19.4819835456,126.797231086093,2.14734690000489,1.2996,0.943204188969,4.8512705536,31.5820256845432,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
"171222A",20.02880298,-0.15490196,2.07,4.78231,-12.10957898,2.242541428,1.34,0.718496,1.99001,-5.721246399,401.152948811657,0.0239946172118416,4.2849,22.8704889361,146.641903072858,5.02899205629628,1.7956,0.516236502016,3.9601398001,32.7326603580705,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",20.61397389,-0.22184875,1.66,3.3949856562197,-10.3736899463362,1.611723308,0.957025037945795,1.20447382072764,1.9512,-6.119186408,424.935919537602,0.0492168678765625,2.7556,11.5259276059375,107.613443102717,2.59765202155046,0.91589692325515,1.45075718481824,3.80718144,37.4444422958519,0.0875106835560367,0.85307382077943,0.48193727960157,0.294309385136866,0.173768506844718,0.062858412,0.22,0.144764827,"180115A",1,5.1534934725,-0.0554621875,0.415,0.848746414054925,-2.59342248658405,0.402930827,0.239256259486449,0.30111845518191,0.4878,-1.529796602,2.487,0.542451947375977
