"formula_idx","wins","formula"
241,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
250,1,"Response ~  (log10Fa+log10NH+PhotonIndex)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
328,1,"Response ~  (log10T90Sqr+log10T90+log10NH)^2+log10PeakFlux+log10Ta+PhotonIndex+log10Fa+Alpha+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+AlphaSqr"
368,1,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
377,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
378,1,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
391,1,"Response ~  (AlphaSqr+log10T90+Alpha)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
405,1,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
426,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+Alpha+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
435,1,"Response ~  (PhotonIndexSqr+log10TaSqr+log10PeakFluxSqr)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+Alpha+log10T90+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
