"","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","log10T90Err","Redshift_crosscheck","log10z"
"150120B",2.01762288488796,-10.79048499,3.39431,1.17705,0.92,2.01678,-6.26760624,2.2,21.52664292,0.079181246,3.388285726,0.0711,0.090535,0.057705,0.005,0.039006078,0.151515152,0.0542106768002651,0.0141299769251025,3.5,0.653212513775344
"150314A",1.169968174,-8.609064893,2.49217,1.19079,0.73,1.84772,-4.657577319,1.08,22.01715025,1.58546073,2.631341157,0.015025,0.015855,0.009925,0,0.005922197,0.03,0.010152339,0.07726686575266,1.758,0.440594261839831
"150323A",2.174931594,-11.015282908306,3.7070165991278,1.02058337749885,1.00618467178001,2.0639,-5.214670165,1.85,21.69269626,0.73239376,0.179108908,0.838197454618842,0.474336196255946,0.266644584048326,0.200665025290232,0.014239163,0.07,0.024127471,0.000519959962029793,0.593,0.202215775801131
"150403A",1.611723308,-8.821023053,3.19694,1.24471,0.679,1.70996,-4.769551079,1.23,21.79039707,1.245512668,12.01358912,0.005105,0.006975,0.00458,0,0.00766402,0.04,0.014805494,0.127565659236116,2.06,0.48572142648158
"150821A",2.23578087,-8.853871964,2.95174,1.82628,0.848,2.21622,-6.102372909,2.1,22.340573,-1.49776679460977,99.0437544,0.021105,0.015485,0.027365,5e-04,0.104450572,0.37,0.188398851647283,0.249936990327389,0.755,0.244277120801843
"150910A",2.049992857,-10.0004190105394,3.44699554298133,1.32763307883473,0.874138629359738,1.78547,-5.318758763,1.42,20.842422,0.041392685,4.070927175,0.900816699424201,0.502970981866368,0.245042190223691,0.177636774107675,0.036191207,0.12,0.157925266,0.0157574082710107,1.3585,0.372635880581721
"151021A",2.042181595,-9.642065153,3.15765,1.33346,1.27,1.96079,-4.552841969,1.57,22.33647975,0.986771734,3.648780623,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,0.0143797213110485,2.33,0.52244423350632
"151027A",2.11290649,-9.935542011,3.99907,1.74508,0.9235,2.00612,-5.107905397,1.72,21.65076489,0.832508913,5.47526252,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,0.0183350782696789,0.81,0.257678574869184
"151215A",1.250420002,-10.72815839,3.06337,1.07478,1.015,2.20942,-6.508638306,1.99,21.56675205,0.204119983,1.003450114,0.093,0.11588,0.071395,0.35435971,0.098066496,0.33,0.05428681,0.0244827442519859,2.59,0.555094448578319
"160117B",0.697062187810827,-11.74958,4.10299,0.973333,0.64,1.83834,-6.4710833,1.73,20.95374423,-0.705929807788426,2.461495511,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,0.214744065864423,0.87,0.271841606536499
"160121A",1.079181246,-11.17263073,3.8244,0.798663,1.02,2.2054,-6.214670165,1.77,21.32824297,0.079181246,2.383886728,0.0694,0.120385,0.106048,0.03,0.035597908,0.13,0.072382414,0.0862757376305275,1.96,0.471291711058939
"160131A",2.511883361,-10.2181932516371,3.79922262540907,1.31359308149124,0.955331664044044,2.02332,-4.690369833,1.24,21.680967,0.806179974,33.90346061,0.846311834354623,0.503447016734789,0.269168020060068,0.188029510506013,0.010644473,0.05,0.020357554,0.0453048795680954,0.972,0.294906910605192
"160203A",1.305351369,-11.36754271,3.66139836,1.146279559,0.61,1.75592,-5.920818754,1.93,22.0158332,0.113943352,3.236126049,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,0.0695758261024457,3.52,0.655138434811382
"160227A",2.500373714,-10.99567863,4.47751,1.10229,0.679,1.72551,-5.508638306,0.75,21.4198963,-0.22184875,75.36821526,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.072382414,0.103418641469029,2.38,0.528916700277655
"160314A",0.941014244,-10.7856795345807,3.34657564663249,1.02734540006649,0.95852847816495,1.95129,-6.552841969,1.53,20.99187128,-0.045757491,4.559271868,0.865386416060544,0.540966227307515,0.26827275612876,0.178719576138073,0.062042069,0.22,0.096509885,0.226811754000772,0.726,0.237040791379191
"160327A",1.447158031,-11.22402567,3.76407,1.49693,0.78,1.93554,-5.853871964,1.84,20.72655851,0.255272505,9.225420765,0.0673,0.06033,0.1004,0.02,0.031021034,0.11,0.048254942,0.143091047665439,4.99,0.777426822389311
"160425A",2.483701382,-10.8426885399614,3.66967092082775,1.16405996054013,1.07019800585692,2.51113,-5.677780705,2.2,22.05510681,0.447158031,1.409113169,0.790988113409965,0.518356592809459,0.288576356895029,0.197046831001577,0.041361379,0.18,0.031021034,0.00200922606261817,0.555,0.191730393362856
"160804A",2.15896526,-11.5214335,4.38419,0.948229,0.92,1.87827,-4.943095149,1.4,21.30214687,0.462397998,19.22975247,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.044927015,0.057915224642575,0.736,0.239549720840473
"161014A",1.26245109,-10.8216414882829,3.81190177278319,1.38005230155273,0.908966196310998,1.83236,-5.721246399,1.47,22.18657496,0.462397998,2.36485691,0.945612946211964,0.530905966747419,0.250351058994982,0.170774745357052,0.045715209,0.15,0.089854031,0.056122639664824,2.823,0.582404298019028
"161023A",1.643452676,-10.5076806333757,3.99599570316985,1.38676924425403,0.87819065040857,1.95429741445854,-5.42056598348586,1.48429488273099,21.1872488303853,0.588209791507229,5.415902489,0.856782455774185,0.51108536741444,0.273058461231815,0.178962769803975,0.0255406174190192,0.159030747217934,0.0451456901736497,0.0534567401848166,2.71,0.569373909615046
"161108A",2.021602716,-11.81247928,4.69106,0.883711,0.84,2.00325,-5.958607315,1.85,21.16074757,-0.22184875,11.8942948,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.072382414,0.0491496346156657,1.159,0.334252642334231
"161117A",2.099335278,-10.74958,4.08464,1.141,1.375,1.92624,-4.698970004,1.19,21.87736847,0.832508913,1.095627703,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,0.00378540226960351,1.549,0.406369835469268
"161129A",1.550595207,-10.43651891,3.70506,2.32574,0.71,1.74506,-5.443697499,1.57,21.51361441,0.531478917,2.093571159,0.10625,0.050725,0.10628,0.005,0.012063736,0.06,0.025546734,0.0255903856698547,0.645,0.216165902285993
"161219B",0.84135947,-10.13667714,4.0135,0.871656,0.73,1.86204,-5.823908741,1.29,21.16590877,0.72427587,0.791979781,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,0.0495608716177928,0.1475,0.0597526942092988
"170113A",1.315130317,-10.6222751057857,3.76765738163518,1.24885331009117,0.929038253083636,1.81917,-6.173925197,0.75,21.4429483,0.041392685,2.429189161,0.948978080493168,0.486801783478848,0.269596612758919,0.183772347160234,0.04537405,0.59,0.039481317,0.0510640584979426,1.968,0.472463896606989
"170202A",1.664641976,-10.65364703,3.77629,1.1958,1.04,1.99768,-5.48148606,1.68,21.7153121,0.672097858,11.44830537,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,0.10761765896651,3.645,0.666985718329661
"170405A",2.216693599,-10.31069114,3.6300738,1.81152426,0.612,1.8473,-5.431798276,1.59,21.0438101,-0.0335186812736592,35.39093667,0.048255345,0.035670699,0.072401387,0.0475,0.035213066,0.12,0.153952769308304,0.0933217274509788,3.51,0.65417654187796
"170519A",2.335257256,-11.06348626,4.1513,1.37345,0.975,1.97351,-5.958607315,1.94,21.33992622,-0.15490196,49.40433008,0.053,0.052235,0.066745,0.224423613,0.078962633,0.26,0.062042069,0.0991498519285518,0.818,0.259593878885949
"170531B",2.215187969,-11.39577395,3.80257,1.02082,0.99,2.06685,-5.698970004,1.95,21.8647258,-0.096910013,8.820503864,0.08415,0.11435,0.107427,0.035,0.043429448,0.14,0.10857362,0.0233394026693868,2.366,0.527114111639805
"170607A",1.361727836,-10.507941251145,3.88826731514519,1.18414247712036,0.959618771768483,1.94001,-5.124938737,1.61,20.90203663,1.08334542328181,1.409113169,0.819465570374393,0.545391810206056,0.251408998775411,0.180489300754994,0.017371779,0.07,0.0231184496675564,0.0266073945086389,0.557,0.19228861256812
"170705A",2.337059726,-10.18641901,3.63746,0.774169,0.66,1.89159,-5.022276395,1.65,21.08891889,1.1430148,18.07805176,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,0.0361306862803674,2.01,0.478566495593843
"170714A",3,-11.128223052782,3.92789802643723,1.62616553507121,0.970857378330603,1.84715,-5.552841969,1.76,21.06857952,-0.397940009,75.36821526,0.919494952829987,0.552120410924703,0.355022822510944,0.165645263774324,0.046531552,0.17,0.217147241,0.0327319999983145,0.793,0.253580289562183
"170903A",1.465382851,-11.26042766,4.41384,0.971187,1.14,2.20256,-5.619788758,1.94,21.73970839,0.591064607,3.59505881,0.04095,0.065935,0.051271,0.005,0.036191207,0.12,0.05567878,0.0534696645518069,0.886,0.27554168840131
"171205A",2.277379975,-12.42945706,5.48376,1.13263,0.67,1.66173,-5.443697499,1.41,21.97057233,0,35.1681973,0.0719,0.109545,0.115455,0.01,0.036191207,0.14,0.130288345,0.0806407286915141,0.0368,0.0156949885265181
"171222A",2.242541428,-12.10957898,4.78231,0.718496,1.34,1.99001,-5.721246399,2.07,20.02880298,-0.15490196,22.66456934,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,0.0563106258915239,2.409,0.532627001228891
"180115A",1.611723308,-10.3736899463362,3.3949856562197,1.20447382072764,0.957025037945795,1.9512,-6.119186408,1.66,20.61397389,-0.22184875,2.236067977,0.85307382077943,0.48193727960157,0.294309385136866,0.173768506844718,0.062858412,0.22,0.144764827,0.0237435692808823,2.487,0.542451947375977
"180205A",1.190331698,-10.30627305,3.21372,1.09633,1.03,1.88733,-6,2.04,21.4933967,0.531478917,3.123262328,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.038320101,0.0875106835560367,1.409,0.381836799998343
"180325A",1.973589623,-10.869935302335,3.76652342638718,1.41552121200435,0.993749390196923,1.85846,-5.187086643,1.18,22.14319598,0.973127854,1.409113169,0.797878700726583,0.494707868630446,0.269052371618408,0.171867374264458,0.013362907,0.05,0.013860462,0.0065034014269496,2.248,0.511616020569138
"180329B",2.322219295,-11.14935376,4.02296,1.50063,0.77,1.86768,-5.48148606,0.97,21.41988474,0.146128036,44.04594331,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,0.091090048181127,1.998,0.476831628512261
"180620B",2.29841638,-10.98296666,4.6659,1.09835,0.9,1.99236,-5,1.3,21.21643247,0.556302501,27.4443118,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,0.0599542916300528,1.1175,0.325823419002744
"180624A",2.686993566,-11.54363397,4.171185481,1.243849338,0.95,2.06008,-5.236572006,1.91,21.1034582,0.146128036,38.50431688,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,0.0343795484387942,2.855,0.586024382386976
"180720B",3.06444019010425,-8.847711656,3.62033,1.34127,0.729,1.8461,-4.065501549,1.36,21.24271531,1.831869774,3.688453378,0.004975,0.00614,0.005375,0,0.005049936,0.03,0.016629833,0.00138098327707093,0.654,0.218535505216528
"180728A",0.938519725,-9.42365865,3.8695,1.1986,0.8595,1.70111,-4.528708289,1.97,21.58733599,2.120573931,0.297321378,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,0.0148761559757772,0.117,0.0480531731156091
"181010A",1.214843848,-9.928117993,3.15711,1.07011,1.115,1.76613,-6.161150909,1.52,22.27837171,0.146128036,2.192792779,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,0.0580681587793652,1.39,0.378397900948138
"181020A",2.376576957,-10.42365865,4.29043,2.64643,1.228,1.93674,-5.091514981,1.25,20.65703194,0.886490725,11.5888181,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,0.0211468897196027,2.938,0.595275711802099
"181201A",1.283301229,-10.4363826587414,4.03996804148587,1.28741503220433,0.887904598343983,1.97913612783146,-5.37153011911936,1.62357778401957,21.1468434832998,0.899550776141651,3.773539953,0.885685031656866,0.493337667894705,0.271212847726525,0.168424123685421,0.0288230416508681,0.178235765696061,0.0293124960699646,0.085355603005765,0.45,0.161368002234975
"190114A",1.823474229,-10.75202673,3.74534,1.18375,0.86,1.83214,-6.096910013,2.06,21.6447605,-0.301029996,10.18381229,0.03365,0.042215,0.04616,0,0.065144172,0.22,0.173717793,0.0664080102705681,3.3765,0.641126932803509
"190719C",2.268811904,-11.257,4.88123,1.55953,0.915,1.5415,-5.292429824,1.64,20.95382587,0.740362689,9.689285646,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,0.0226602223323686,2.469,0.54020429984206
"190829A",1.764922985,-9.56068,4.0838,1.03996,1.16,2.0913,-5.193820026,2.56,22.04910001,1.255272505,8.854522046,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,0.0660733687520347,0.0785,0.0328201494385639
"191011A",0.867467488,-10.8132081,3.15321333,1.30602449,0.94,1.81479,-6.48148606,1.94,21.65033473,0.255272505,0.950286355,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,0.0559978453284278,1.722,0.434888120867316
"191221B",1.681241237,-8.11145684,1.95518066,1.15734724,1.39,1.843,-4.721246399,1.24,22.02365981,0.681241237,16,0.06184721,0.05366691,0.00551831,0.175,0.022857604,0.05,0.063334612,0.14476482742628,1.148,0.332034277027518
"200205B",2.660865478,-11.7337376,4.53640048,1.56884903,0.516,1.90881,-5.26760624,1.36,21.61973178,0.301029996,5.385164807,0.10035241,0.08886983,0.19267266,0.18,0.016084981,0.22,0.043429448,0.0051064352834946,1.465,0.391816923613249
"200613A",2.580924976,-10.8441009881058,4.19028912864223,1.18188977251157,0.947679008414683,2.00996423348564,-5.23247535249562,1.74656725545063,20.9938049880807,0.228369899911643,9.827838,0.970753116217478,0.511608725489791,0.269408567853443,0.197634471534988,0.041388018888279,0.176273323751351,0.0694499683839808,0.0112025611791368,1.2255,0.347427598618541
"200829A",1.115277591,-8.6381,2.97975,1.29833,0.64,1.88219,-4.292429824,0.83,21.08966848,1.994317153,2.91,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,0.0969169435192129,1.25,0.352182518111362
"201014A",1.558708571,-11.3966234965025,4.20044070636733,1.22833427107511,0.960099609052374,1.97336,-6.508638306,2.55,22.1524657,-0.522878745,16.70810678,0.998656172107323,0.513972122958971,0.27800349792259,0.169631399623066,0.098066496,0.37,0.289529655,0.200448579276364,4.56,0.745074791582057
"201015A",0.990338855,-10.982777283469,3.8544339046389,0.969978761672632,0.98562804904793,2.1574,-6.698970004,3.03,21.35536147,0.255272505,0.597059548,0.889111907047862,0.491785649887835,0.262350119926237,0.194548294564257,0.130288345,0.68,0.096509885,0.0265132583780404,0.426,0.154119525515847
"201020A",1.15136985,-10.5603461984664,3.73351468397012,1.05914007756723,0.982434227333151,2.0761,-6.036212173,2.25,20.93258486,0.322219295,3.123262328,0.843918151104493,0.502095658801522,0.254456154624834,0.173051774228252,0.033044145,0.14,0.041361379,0.0957244597995475,2.903,0.591398551281249
"201021C",1.387033701,-10.2249462793744,3.42585420763981,1.21766975855657,0.884745891279881,1.6168,-6,1.63,20.75199541,0,1.370430613,0.856807223241559,0.490181181317404,0.270675172390129,0.183520183906406,0.043429448,0.15,0.086858896,0.0244122417327379,1.07,0.315970345456918
"201104B",0.937517892,-9.38944702,2.72159651,1.19537497,0.605,1.55046,-5.744727495,1.47,21.73058526,0.612783857,0.161839373,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,0.00811616012140756,1.954,0.470410490975931
"210204A",2.301029996,-10.501362494314,3.91773674130315,1.2324592975534,0.888886757555172,1.98957333119557,-5.18451228666849,1.71047871175346,21.0584880674433,0.493025576197725,1.591145486,0.887764451181095,0.474710152735092,0.271085226372707,0.187094442532469,0.0338538542545085,0.143781575971085,0.0534933364415772,0.00345512851970206,0.876,0.273232834043046
"210210A",0.819543936,-10.1403778,3.72413045,1.5451851,0.965,1.85188,-6.008773924,1.53,21.12319546,0.84509804,0.58931824,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,0.038778433249538,0.715,0.234264124378789
"210411C",1.10720997,-9.72925773,2.93128506,1.16829405,1.21,1.88408,-5.920818754,1.6,21.05996459,0.681241237,0.597059548,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,0.0202577864729536,2.826,0.582744965691277
"210517A",0.485721426,-10.8415194,3.057651,1.21043545,0.66,1.71079,-6.823908741,1.85,21.15768338,0.176091259,1.409113169,0.25872455,0.32132806,0.08060357,0.22,0.086858896,0.25,0.057905931,0.199990220376636,2.486,0.542327382773974
"210610B",1.841234296,-9.19036,2.89514,1.05139,0.78,1.91684,-4.443697499,0.98,21.03780485,1.130333768,2.53,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,0.015836913202155,1.13,0.328379603438738
"210619B",1.784617293,-8.55006175,2.91049117,1.12578835,0.745,1.92306,-4.022276395,1.41,21.83430305,2.06069784,0.277416677,0.01027813,0.01099582,0.00437126,0.07,0.004571521,0.02,0.008308242,0.00197833385726092,1.937,0.4679039465228
"210722A",1.700703717,-10.3507,3.6504,1.43908,0.81,1.83712,-5.602059991,1.62,20.54058972,0.342422681,10.53830531,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,0.0911698774157967,1.145,0.331427296520743
"210822A",2.257198426,-8.20842,2.4985,1.267456,0.77,1.70788,-4.698970004,1.3,21.53322281,1.442479769,42.72,0.017735,0.01621,0.008455,0.026,0.00868589,0.4,0.010974951,0.102616483810065,1.736,0.437116093048079
"211024B",2.780677274,-8.56429146,3.43921565,1.92622006,1.07,2.08,-5.167491087,1.63,20.98677173,-0.045757491,20.65497765,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.096509885,0.014863865494915,1.1137,0.325043347403704
"220101A",2.238948898,-8.69262974,3.04134881,1.20052929,0.491,1.62241,-4.602059991,1.13,21.90370028,0.86332286,12.50116167,0.01431841,0.02317526,0.01255481,0.016,0,0.13,0.017847718,0.0313174061753508,4.618,0.749581734865559
"220117A",1.697316542,-10.1070569,3.43803362,1.68612083,1.2,1.78537,-5.795880017,1.84,21.99532933,0.278753601,3.431095393,0.05084186,0.04500955,0.06200239,0.55,0.05428681,0.18,0.091430417,0.0299157959274313,4.961,0.775319121829478
"220521A",1.131939295,-10.6276115,3.30131796,1.71067512,1.1,2.02179,-6.091514981,1.97,21.85427081,0.672097858,2.691501432,0.16334814,0.13206168,0.12291833,0.4,0.042893282,0.18,0.036961232,0.0862659941342183,5.57,0.817565369559781
"230116D",1.612783857,-11.1278,3.79761,1.57289,0.84,1.76412,-6.090443971,1.38,21.4429483,-0.22184875,11.18033989,0.1014,0.13824,0.23491,0.22,0.064181451,0.22,0.144764827,0.118428290656009,3.81,0.682145076373832
"230325A",1.580354661,-10.9066853,3.7823081,0.931411844,1.025,2.0855,-5.886056648,1.82,22.22918251,0.51851394,11.56039866,0.1875455,0.20042492,0.05714513,0.18,0.066814536,0.18,0.052641755,0.131947893505177,1.664,0.425534220498263
"230506C",1.491361694,-11.4531,4.25859,1.14181,1.11,2.08995,-5.769551079,1.89,20.96124782,0.380211242,6.32455532,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.090478017,0.0886038540296678,3.7,0.672097857935718
"230818A",0.992111488,-11.0883,3.9564,1.39195,1.02,2.00403,-5.721246399,1.36,21.31377445,0.826074803,1.249953617,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,0.0552798328138297,2.42,0.534026106056135
"231210B",0.873320602,-10.048,3.24045,1.60174,0.84,1.66432281,-5.853871964,1.08,21.82763844,0.591064607,0.647,0.05243,0.04808,0.060675,0.362,0.062042069,0.19,0.077950292,0.037615599688349,3.13,0.615950051656401
"970508A",1.120573931,-11.2918320537687,4.6687733204265,1.46001876558124,0.829873836001698,1.95905288678887,-6.01308853019273,1.89125935641635,20.9147184367958,0.329125184024259,4.337190332,0.863238170791544,0.590912771130131,0.283032296711227,0.189480076440245,0.0513926781795972,0.291747439511379,0.0729767332031779,0.142698320382162,0.83,0.262451089730429
