"","log10Ta","PhotonIndex","log10Fa","log10PeakFlux","Alpha","log10NH","Beta","log10T90","Gamma","log10Fluence","log10TaSqr","PhotonIndexSqr","log10FaSqr","log10PeakFluxSqr","AlphaSqr","log10NHSqr","BetaSqr","log10T90Sqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10Ta_opt","PhotonIndex_opt","log10Fa_opt","log10PeakFlux_opt","Alpha_opt","log10NH_opt","Beta_opt","log10T90_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"201015A",3.88039248441792,1.77599846054812,-10.8655587991714,0.356198409479542,0.976532651648902,20.7413964112292,0.933817427984439,0.990338855,2.05370810269247,-5.7046548935947,15.0574458331271,3.15417053186929,118.060368018251,0.126877306915755,0.953616019736436,430.205525087752,0.872014988807473,0.980771047722711,4.2177169710647,32.543087455014,0.229632405614316,0.766135018915008,0.605642426199961,0.280119718732519,0.211247933545009,0.372274651224627,0.378845114578097,0.389845144980803,"201015A",1,0.97009812110448,0.44399961513703,-2.71638969979285,0.0890496023698855,0.244133162912226,5.1853491028073,0.23345435699611,0.24758471375,0.513427025673117,-1.42616372339868,0.426,0.154119525515847
"201020A",3.75593029696764,1.74312428958019,-10.4804952279857,0.497132163837798,1.07918139653344,21.3254971818573,0.932025837381191,1.15136985,2.0136016444725,-5.59415788932424,14.1070123956794,3.03848228892444,109.840780223831,0.247140388322051,1.16463248662387,454.776830053404,0.86867216154611,1.32565253148902,4.05459158262236,31.2946024906886,0.15849011498137,0.822948588515045,0.593607297376165,0.270500596229736,0.203660958888115,0.427028863521253,0.392501040597385,0.458434628062608,"201020A",1,0.93898257424191,0.435781072395047,-2.62012380699643,0.12428304095945,0.26979534913336,5.33137429546433,0.233006459345298,0.2878424625,0.503400411118125,-1.39853947233106,2.903,0.591398551281249
"201021C",3.40402574899258,1.55069992986063,-10.1564830567932,0.731211260629526,1.23448420869758,21.3471598939246,0.892386720562065,1.387033701,1.94602497110973,-5.49026665690219,11.5873912998045,2.40467027246976,103.154148082927,0.534669907671421,1.52395126152369,455.701235536783,0.796354059035517,1.92386248770976,3.78701318818263,30.1430279638919,0.0921166911183962,0.78269346394678,0.655423398098723,0.286939385841884,0.191246790468046,0.506895671703655,0.362386366480849,0.449137087853805,"201021C",1,0.851006437248145,0.387674982465158,-2.5391207641983,0.182802815157382,0.308621052174395,5.33678997348115,0.223096680140516,0.34675842525,0.486506242777432,-1.37256666422555,1.07,0.315970345456918
"020124A",3.95394050404649,1.56065238793682,-10.8116557489076,0.353639183060402,1.66539153188309,20.6875114310181,0.951242192473503,1.661907293,1.98934465784273,-5.59872633908787,15.6336455095394,2.4356358759729,116.891900032887,0.125060671795629,2.77352895446791,427.973129208504,0.904861708741797,2.76193585052659,3.95749216768741,31.3457366199963,0.0489175544934962,0.828306293153429,0.592160536407981,0.27988124394349,0.210119913749478,0.4808205987247,0.333148978904854,0.447511130387054,"020124A",1,0.988485126011623,0.390163096984205,-2.7029139372269,0.0884097957651005,0.416347882970773,5.17187785775452,0.237810548118376,0.41547682325,0.497336164460683,-1.39968158477197,3.198,0.623042434246382
"021004A",4.33453869409484,1.66339463796879,-10.8450253946623,0.352117083151299,1.36132395455444,21.2800347650566,0.900122657992635,2,2.0157077057858,-5.55195990204078,18.7882256906054,2.76688172162332,117.61457581087,0.123986440246979,1.85320290924374,452.839879602018,0.810220799431726,4,4.06307755516425,30.8242587538687,0.0224580492800636,0.773766905723275,0.632156135262011,0.271847328370819,0.205778467732394,0.51624776629495,0.338524419877309,0.457010002676432,"021004A",1,1.08363467352371,0.415848659492198,-2.71125634866558,0.0880292707878248,0.34033098863861,5.32000869126415,0.225030664498159,0.5,0.50392692644645,-1.3879899755102,2.34,0.523746466811564
"210204A",3.99894174465861,1.65819552123194,-10.5017070733535,0.563752313256837,1.25497942598938,21.3641368733319,0.904138443095752,2.301029996,1.99695854679741,-5.4030701372577,15.9915350771732,2.74961238663367,110.285851454523,0.317816670702435,1.57497335965663,456.42634434246,0.81746632428361,5.29473904249176,3.98784343762722,29.1931669081259,0.0112290246313437,0.746355919763999,0.621104174366375,0.265340482962129,0.201080325042164,0.460872353644865,0.326015846327773,0.547806344428087,"210204A",1,0.999735436164653,0.414548880307985,-2.62542676833838,0.140938078314209,0.313744856497345,5.34103421833298,0.226034610773938,0.575257499,0.499239636699353,-1.35076753431442,0.876,0.273232834043046
"030226A",4.1616511319056,1.63364207627197,-10.909583592052,0.296599171494664,1.7493366111692,20.3953838182082,0.885795196068289,1.344195716,1.99968051470753,-5.61247641379006,17.3193401436912,2.66878643336619,119.01901415197,0.0879710685313211,3.06017857917694,415.971681092029,0.784633129377659,1.80686212291275,3.99872216090097,31.4998914953497,0.101666135235017,0.829669729060408,0.590867924608257,0.280897241011139,0.201080327035607,0.449693966757068,0.334879482475559,0.385274318570946,"030226A",1,1.0404127829764,0.408410519067992,-2.727395898013,0.074149792873666,0.4373341527923,5.09884595455205,0.221448799017072,0.336048929,0.499920128676883,-1.40311910344752,1.99,0.47567118832443
"030329A",4.38638024747637,1.62500403690718,-10.3769070394185,0.692502772238858,1.45334137100399,21.5255547616158,0.869491939781929,1.798650645,1.97758016647808,-5.25184709481854,19.2403316754509,2.64063811996463,107.680199704733,0.479560089558504,2.11220114067176,463.349507795321,0.756016233345742,3.23514414275892,3.91082331484747,27.5818979073539,0.0357043709111115,0.843812823877593,0.617441991588503,0.291756156850866,0.201993387027851,0.608864220684277,0.292054914315937,0.59882162351336,"030329A",1,1.09659506186909,0.406251009226795,-2.59422675985462,0.173125693059715,0.363335342750997,5.38138869040395,0.217372984945482,0.44966266125,0.49439504161952,-1.31296177370464,0.17,0.0681858617461616
"050502B",3.63902228073033,1.61209752389786,-10.7589107851109,0.283696886805751,1.3873342117071,20.67174174929,0.911549244903408,1.243038049,1.9810994745243,-5.74613903331649,13.2424831596518,2.59885842655761,115.754161281976,0.0804839235832751,1.92469621497296,427.320906949339,0.830922025883973,1.54514359126173,3.92475512796046,33.0181137902034,0.128331710079093,0.785912445151185,0.570435866304558,0.285336686304387,0.20697156081879,0.438993474104619,0.370497260179914,0.556424102536446,"050502B",1,0.909755570182582,0.403024380974465,-2.68972769627772,0.0709242217014378,0.346833552926775,5.1679354373225,0.227887311225852,0.31075951225,0.495274868631075,-1.43653475832912,3.793,0.680607428991788
"050502A",3.70362704846122,1.58103778311639,-10.7344659069434,0.303896856983563,1.42261538238257,20.6310279446664,0.908719495116474,1.301029996,1.97571551757064,-5.69751553295576,13.7168533140936,2.49968047164159,115.22875830733,0.0923532996844881,2.02383452619151,425.639314053606,0.825771120804739,1.69267905049176,3.90345180636942,32.4616832482722,0.112290246313437,0.781885242618921,0.609601440357893,0.269538286407044,0.195195728197728,0.445199103215174,0.357289374857417,0.562743873280569,"050502A",1,0.925906762115305,0.395259445779097,-2.68361647673585,0.0759742142458908,0.355653845595643,5.1577569861666,0.227179873779118,0.325257499,0.49392887939266,-1.42437888323894,3.79,0.680335513414563
"050525A",3.56245845764704,1.5973671412004,-10.3760415909494,0.572690384867505,1.24415448865088,21.2245567960275,0.888048687456292,0.944482672,1.9660836831124,-5.57109253545886,12.6911102624609,2.55158178378674,107.662239097112,0.327974276919691,1.54792039163013,450.481811187797,0.788630471292843,0.89204751770826,3.86548504900082,31.0370720386454,0.255205105543512,0.803038241875949,0.6057799533664,0.269420715955144,0.194897227949951,0.475304473207138,0.381548613455289,0.51274441565378,"050525A",1,0.89061461441176,0.3993417853001,-2.59401039773735,0.143172596216876,0.31103862216272,5.30613919900687,0.222012171864073,0.236120668,0.4915209207781,-1.39277313386471,0.61,0.20682587603185
"050603A",3.9641491852441,1.52446444061459,-10.4850664836851,0.587719063770433,1.62838979422007,21.1010818909246,0.909632587897292,1.322219295,1.9668814304171,-5.35567131067267,15.7144787628715,2.32399183069835,109.936619167297,0.345413697919194,2.65165332192008,445.255656967506,0.827431444964725,1.7482638640703,3.86862256131962,28.6832151879623,0.106943091744305,0.78604826784619,0.570545547751781,0.281696490385147,0.202318931733535,0.543408219313975,0.294736640395315,0.467362153316699,"050603A",1,0.991037296311025,0.381116110153647,-2.62126662092128,0.146929765942608,0.407097448555018,5.27527047273115,0.227408146974323,0.33055482375,0.491720357604275,-1.33891782766817,2.82,0.582063362911709
"050801A",3.33840234233804,1.51653792363653,-10.1304962310544,0.737380019899251,1.31065162213524,21.3491279278843,0.91382553369863,1.28780173,1.94556336080522,-5.475875607485,11.1449301993281,2.2998872738278,102.626953887407,0.54372929374662,1.71780767460574,455.785263281169,0.835077106039586,1.65843329579099,3.7852167909077,29.9852136686492,0.115763140600286,0.773168460844289,0.636704922975012,0.271503432364501,0.197343877380165,0.511383941562611,0.350710252171973,0.421765516793826,"050801A",1,0.83460058558451,0.379134480909132,-2.5326240577636,0.184345004974813,0.32766290553381,5.33728198197108,0.228456383424657,0.3219504325,0.486390840201305,-1.36896890187125,1.56,0.40823996531185
"050908A",3.52625232528275,1.8016005588355,-10.8064742097149,0.300852179555407,1.1187626729259,20.9100052137815,0.989848956273969,1.239799818,2.04975598416379,-5.85232311110883,12.434455461562,3.24576457359639,116.779884845233,0.0905120339432389,1.2516299183323,437.228318040369,0.979800956236666,1.53710358871283,4.20149959461527,34.2496857968185,0.129292166397143,0.81853314603648,0.644840110347003,0.283543562350254,0.229180926408742,0.412013963586915,0.4034059391769,0.374642139386329,"050908A",1,0.881563081320688,0.450400139708875,-2.70161855242872,0.0752130448888517,0.279690668231475,5.22750130344537,0.247462239068492,0.3099499545,0.512438996040947,-1.46308077777721,3.34,0.637489729512511
"051028A",3.7902263467143,1.7289068152404,-10.9164090431764,0.288951896412512,1.23792431932642,20.8736898787767,0.935815653333112,1.204119983,2.021996608651,-5.69958910206383,14.3658157593272,2.9891187757847,119.167986397943,0.0834931984403871,1.53245662037978,435.710929155345,0.875750937023279,1.44990493345992,4.08847028539614,32.4853159323648,0.140362807889193,0.797035611713985,0.643115841010784,0.298198543037818,0.205845895598924,0.441066752948523,0.345448420595814,0.502620769350562,"051028A",1,0.947556586678575,0.4322267038101,-2.7291022607941,0.072237974103128,0.309481079831605,5.21842246969417,0.233953913333278,0.30102999575,0.50549915216275,-1.42489727551596,3.6,0.662757831681574
"051111A",3.36765116661053,1.5222837210691,-9.98541402077053,0.833578377984697,1.2313766299037,21.4068322993553,0.896105564840325,1.776555911,1.93338174051267,-5.37004756516419,11.3410743799733,2.31734772743199,99.7084931662007,0.694852912243598,1.51628840467299,458.252469092721,0.803005183337798,3.15615090490904,3.7379649545478,28.8374108521258,0.0375678308208745,0.832627838578294,0.61934935245345,0.271951448784473,0.200800115924756,0.519918162776125,0.330867729885049,0.424231388385675,"051111A",1,0.841912791652633,0.380570930267275,-2.49635350519263,0.208394594496174,0.307844157475925,5.35170807483883,0.224026391210081,0.44413897775,0.483345435128168,-1.34251189129105,1.55,0.406540180433955
"060512A",3.64851526284313,1.75411573961996,-10.6944471172895,0.35695535578177,1.10566576301722,21.1227928446373,0.894708677792945,0.92890769,2.01321433026108,-5.7022948116725,13.3116636231993,3.07692202798248,114.371199144502,0.12741712602129,1.22249677950845,446.172377557461,0.800503618118,0.862869496541136,4.05303193956857,32.5161661192271,0.264523548794802,0.785094030594891,0.608560814234777,0.281207139587193,0.207358485794085,0.409593564088929,0.400844319616513,0.46628866901573,"060512A",1,0.912128815710783,0.43852893490499,-2.67361177932237,0.0892388389454425,0.276416440754305,5.28069821115932,0.223677169448236,0.2322269225,0.50330358256527,-1.42557370291813,0.44,0.15836249209525
"060607A",3.6112118990289,1.54980230662564,-10.4054213025645,0.562726363040289,1.33533293586463,21.1556006404493,0.911092196827099,2.009450896,1.96612759598277,-5.56122024971521,13.0408513796879,2.40188718962215,108.272792483863,0.316660959660551,1.78311404960485,447.559438458179,0.830088991119229,4.0378929034352,3.86565772368499,30.9271706658425,0.0219746078959429,0.797126280842564,0.600083084081418,0.269080935201787,0.200186231845533,0.481448211749576,0.358983822487142,0.511493242644299,"060607A",1,0.902802974757225,0.38745057665641,-2.60135532564113,0.140681590760072,0.333833233966157,5.28890016011233,0.227773049206775,0.502362724,0.491531898995692,-1.3903050624288,3.07,0.60959440922522
"060904B",3.76443762227298,1.64487663233999,-10.6001660525314,0.431907142880968,1.30713994666399,21.0863918569445,0.930637510498955,2.234264124,1.99441909736846,-5.58997379840801,14.1709906119842,2.70561913561815,112.363520341239,0.186543780071601,1.70861484016474,444.635921544615,0.866086175947693,4.99193617579349,3.97770753594802,31.2478070668881,0.0130950724779308,0.770026555936738,0.620603970382766,0.284972201514146,0.205309078408315,0.457444940204081,0.348521423749439,0.534151543053562,"060904B",1,0.941109405568245,0.411219158084997,-2.65004151313285,0.107976785720242,0.326784986665997,5.27159796423612,0.232659377624739,0.558566031,0.498604774342115,-1.397493449602,0.7,0.230448921378274
"061007A",3.13782600802288,1.43758663217299,-9.07267251750113,0.753631040971767,1.56439905419699,21.8169408220083,0.940993389020433,1.876852648,2.01524023507615,-5.17864660757496,9.8459520566248,2.06665532500248,82.3133866098203,0.567959745916189,2.44734440077244,475.978906831012,0.88546855818016,3.52257586230461,4.06119320506978,26.8183806861476,0.0298208063463662,0.870296008074084,0.629044848054299,0.266398765835288,0.197593376835157,0.552655661011444,0.341435163527136,0.940794790971074,"061007A",1,0.78445650200572,0.359396658043247,-2.26816812937528,0.188407760242942,0.391099763549248,5.45423520550207,0.235248347255108,0.469213162,0.503810058769038,-1.29466165189374,1.26,0.354108439147401
"061126A",3.6253319264729,1.73118508699664,-10.6418997524016,0.375873670285397,1.1834904161911,21.1079701137901,0.917120123525602,2.281033367,2.00533341495188,-5.70095553618195,13.1430315771037,2.99700180543956,113.250030340165,0.141281016013815,1.40064956521618,445.546402324656,0.841109320975616,5.20311322136736,4.02136210512257,32.5008940255236,0.0117581409910335,0.792965791233459,0.640659751277831,0.281256615694346,0.199760408198862,0.432121335871494,0.389098970417842,0.491848296599015,"061126A",1,0.906332981618225,0.43279627174916,-2.6604749381004,0.0939684175713492,0.295872604047775,5.27699252844752,0.2292800308814,0.57025834175,0.50133335373797,-1.42523888404549,1.1588,0.334212409393176
"070125A",4.26784787466452,1.6295847125124,-10.8971366682715,0.269638278708959,1.5929649603626,20.2460058814296,0.886610399889002,1.77815125,1.98922461250345,-5.62838813901079,18.2145254812785,2.65554633525412,118.747587566987,0.0727048013451303,2.53753736494302,409.900754150882,0.786078001191336,3.16182186787656,3.9570145589895,31.6787530433573,0.0374300821665039,0.781623563383327,0.636547558586652,0.269161271203559,0.194415631712248,0.472698637824509,0.380799706209866,0.400052308491089,"070125A",1,1.06696196866613,0.4073961781281,-2.72428416706788,0.0674095696772398,0.39824124009065,5.0615014703574,0.22165259997225,0.4445378125,0.497306153125863,-1.4070970347527,1.55,0.406540180433955
"070411A",3.5307607301438,1.61130862565991,-10.6374789500098,0.391936126996028,1.38225037038517,20.9656645793766,0.938125809752877,2.089021501,1.98731419069106,-5.77277174800357,12.4662713335256,2.59631548712603,113.155958411902,0.153613927644647,1.91061608642994,439.559091254927,0.880080034924491,4.36401083164029,3.94941769252206,33.3248936545482,0.018295763152312,0.839495863597214,0.62259380419967,0.30254084949429,0.2015165237087,0.457826904774321,0.386525818675174,0.502137439164207,"070411A",1,0.88269018253595,0.402827156414978,-2.65936973750245,0.097984031749007,0.345562592596293,5.24141614484415,0.234531452438219,0.52225537525,0.496828547672765,-1.44319293700089,2.95,0.59659709562646
"070612A",4.2892988142141,1.69205314310821,-10.6591157337684,0.391479889491618,2.01973497891355,21.3305653397569,0.924539796068431,2.566790912,2.03085112226025,-5.55605595501194,18.3980843176185,2.86304383910237,113.616748225869,0.153256503876369,4.07932938504692,454.993017713638,0.854773834514256,6.58841558592579,4.12435628078572,30.8697577752236,0.00608949276024844,0.804315641938307,0.618308808868932,0.410051142111583,0.212072522170063,0.460444171868969,0.204698163393765,0.36993333843678,"070612A",1,1.07232470355353,0.423013285777052,-2.6647789334421,0.0978699723729045,0.504933744728387,5.33264133493923,0.231134949017108,0.641697728,0.507712780565063,-1.38901398875299,0.671,0.222976449893391
"071010A",4.22551117276557,1.68533653053762,-11.0248918037654,0.267654050379295,1.81486621526384,20.4305899490093,0.893533543397813,0.77815125,2.01299742277465,-5.68631420128111,17.8549446711667,2.84035922116458,121.548239284733,0.0716386906844422,3.29373937930609,417.40900566456,0.798402193177051,0.605519367876562,4.05215862409738,32.3341691956912,0.37430082166504,0.799238900557279,0.587729385417598,0.287365363168706,0.199106856373265,0.426814669334561,0.319445670629682,0.350935800210029,"071010A",1,1.05637779319139,0.421334132634405,-2.75622295094135,0.0669135125948238,0.45371655381596,5.10764748725232,0.223383385849453,0.1945378125,0.503249355693662,-1.42157855032028,0.99,0.298853076409707
"071010B",3.50805565963352,1.72133054576265,-10.3429871321893,0.559282897260947,1.04300075435078,21.3151469233901,0.909492110480104,1.552668216,1.98377322285804,-5.67133348581429,12.3064545110868,2.96297884777554,106.977382816633,0.312797359168599,1.0878505735763,454.335488365706,0.827175899025554,2.41077858897662,3.93535619972858,32.1640235073185,0.062907701080855,0.848152925274808,0.582847861846565,0.273571268743523,0.220295562045611,0.436760021083485,0.441350739931111,0.435158672183293,"071010B",1,0.87701391490838,0.430332636440662,-2.58574678304733,0.139820724315237,0.260750188587695,5.32878673084752,0.227373027620026,0.388167054,0.49594330571451,-1.41783337145357,0.947,0.289365951520032
"071025A",3.57981414524269,1.615762171161,-10.7839216299003,0.279964397317397,1.40456237053489,20.6919158962775,0.923522954670132,2.376832349,1.9847073648934,-5.80527047168464,12.8150693144797,2.61068739375491,116.292965719832,0.0783800637652933,1.97279545272259,428.155383458621,0.852894647802651,5.64933201525286,3.9390633242621,33.7011652494136,0.00943060774968575,0.801466302731555,0.632730136139162,0.277072705353369,0.197514344672053,0.437874317362925,0.381817470898565,0.537714726189881,"071025A",1,0.894953536310673,0.40394054279025,-2.69598040747508,0.0699910993293492,0.351140592633722,5.17297897406938,0.230880738667533,0.59420808725,0.49617684122335,-1.45131761792116,5,0.778151250383644
"071112C",3.23890334049535,1.66662055683642,-10.4165065141448,0.513572945822722,1.18244586438882,21.1864009635143,0.885635635845512,1.176091259,1.97049095636464,-5.83237377341078,10.4904948490719,2.77762408046974,108.503607959221,0.263757170681028,1.39817822221022,448.8635857868,0.784350479479484,1.38319064949621,3.88283460911483,34.0165838327699,0.149720328552953,0.826269873120458,0.618574417642269,0.262958901679169,0.196382506841301,0.479163532486303,0.469296821453233,0.423674913967834,"071112C",1,0.809725835123837,0.416655139209105,-2.6041266285362,0.12839323645568,0.295611466097205,5.29660024087857,0.221408908961378,0.29402281475,0.49262273909116,-1.4580934433527,0.82,0.260071387985075
"080319C",3.5438039037361,1.45365968226492,-10.6624264396472,0.475397469145,1.69361957034308,20.8928422083152,0.912018228526586,1.531478917,1.97847592687905,-5.74022158299161,12.5585461081352,2.11312647184255,113.687337580888,0.226002753669471,2.86834724904908,436.510855541557,0.831777249164772,2.34542767321549,3.91436699323992,32.9501438218427,0.0660530861242607,0.764841353487853,0.596711854900861,0.385723113920348,0.212090152616283,0.485442680095059,0.347707306393186,0.447690850306252,"080319C",1,0.885950975934025,0.36341492056623,-2.6656066099118,0.11884936728625,0.42340489258577,5.2232105520788,0.228004557131646,0.38286972925,0.494618981719762,-1.4350553957479,1.95,0.469822015978163
"080330A",3.62220263079714,1.6243286943229,-10.5155918660485,0.451652894746199,1.26221829396355,21.0777800451883,0.875174624939337,1.783188691,1.97381314627186,-5.61665467010188,13.1203518985537,2.63844370720074,110.577672293305,0.203990337332621,1.59319502161625,444.272811633338,0.765930624137709,3.17976190771029,3.89593833639562,31.5468096831773,0.0369984337462195,0.792458148637627,0.601230925056799,0.27562591659176,0.214176148792954,0.452526313887598,0.379138945931649,0.549511064136832,"080330A",1,0.905550657699285,0.406082173580725,-2.62889796651212,0.11291322368655,0.315554573490888,5.26944501129708,0.218793656234834,0.44579717275,0.493453286567965,-1.40416366752547,1.51,0.399673721481038
"080413B",4.40781606669498,1.74922693328655,-11.1594501189712,0.283010577077793,1.85211742440941,20.303450704255,0.912073213306206,0.903089987,2.01431771556497,-5.73486771273017,19.4288424778144,3.05979486413507,124.533326957806,0.0800949867379054,3.43033895380095,412.230110500113,0.831877546430708,0.81557152461966,4.05747585923888,32.888707682515,0.280725615995587,0.830901583392384,0.652482657625977,0.285098648223558,0.192058834512894,0.459192630901794,0.326073497968751,0.335730865520858,"080413B",1,1.10195401667374,0.437306733321637,-2.7898625297428,0.0707526442694482,0.463029356102353,5.07586267606375,0.228018303326552,0.22577249675,0.503579428891243,-1.43371692818254,1.1,0.322219294733919
"080603A",3.74282198462309,1.71567363167448,-10.6921563268712,0.361920823887714,1.20311740595055,21.0658748731465,0.905052202379033,1.77815125,2.00552807475685,-5.63651059538777,14.0087164085779,2.9435360104231,114.322206918252,0.130986682763562,1.44749149250118,443.771084171065,0.819119489031138,3.16182186787656,4.02214285863792,31.7702516919186,0.0374300821665039,0.762457159228211,0.654174191065908,0.28350618022593,0.20279097773654,0.430671337751014,0.363506716652879,0.521561467412563,"080603A",1,0.935705496155772,0.42891840791862,-2.6730390817178,0.0904802059719285,0.300779351487638,5.26646871828663,0.226263050594758,0.4445378125,0.501382018689213,-1.40912764884694,1.69,0.429752280002408
"080603B",3.8993346372012,1.60986902199296,-10.5935956767991,0.430426347737493,1.34511879096381,21.0106448007696,0.882219401808471,1.77815125,1.97802608310279,-5.50379305184231,15.204810612877,2.59167826797257,112.224269363497,0.185266840826637,1.80934456180394,441.447194944107,0.778311072927296,3.16182186787656,3.91258718543497,30.2917379575077,0.0374300821665039,0.75049172165354,0.601181657229654,0.262543552230494,0.196243401576354,0.458314117120236,0.330911641006535,0.578251204254012,"080603B",1,0.9748336593003,0.40246725549824,-2.64839891919978,0.107606586934373,0.336279697740953,5.2526612001924,0.220554850452118,0.4445378125,0.494506520775698,-1.37594826296058,2.6893,0.566943971856554
"090313A",3.62285200831663,1.62172242420722,-10.2938303469149,0.64054609849645,1.18414132179847,21.327478811127,0.923522280620172,1.893872679,1.9705372171193,-5.50913692840095,13.1250566741638,2.62998362117654,105.962943211066,0.410299304299024,1.40219066999063,454.861352439071,0.852893402801884,3.58675372426264,3.88301692405228,30.350589695871,0.0286747309365001,0.817429492586385,0.610697327068997,0.275126587082243,0.20020168213695,0.477534388295488,0.379699701590416,0.488548336908484,"090313A",1,0.905713002079158,0.405430606051805,-2.57345758672873,0.160136524624112,0.296035330449617,5.33186970278175,0.230880570155043,0.47346816975,0.492634304279825,-1.37728423210024,3.38,0.6414741105041
"090726A",3.56600256444568,1.71408970583348,-10.6165945605549,0.398489119289349,1.25367063996193,21.1068114072372,0.959087531126716,1.773054693,2.0077916689533,-5.74754397856133,12.7163742896332,2.93810351964431,112.712080063204,0.158793578192001,1.57169007350255,445.497487780678,0.919848892362739,3.14372294436932,4.03122738591828,33.0342617854966,0.0378719212460373,0.754527864602363,0.606797234162253,0.293049228284172,0.204756181219982,0.454816214114662,0.38269092374416,0.470731935249251,"090726A",1,0.89150064111142,0.42852242645837,-2.65414864013872,0.0996222798223372,0.313417659990482,5.2767028518093,0.239771882781679,0.44326367325,0.501947917238325,-1.43688599464033,2.71,0.569373909615046
"091024A",3.79988388348875,1.44985565724927,-10.1627731457311,0.762604005896796,1.51501215952634,21.3617574815051,0.88699876058906,1.995196292,1.93561429655114,-5.31459190143786,14.4391175279975,2.10208142685771,103.281958011593,0.58156486980984,2.29526184351266,456.324682698639,0.786766801286529,3.98080824361055,3.74660270501316,28.2448870788289,0.022707835449174,0.807779536625159,0.611280776215285,0.271483510086178,0.191162283558335,0.536246571840992,0.285986375485297,0.452438890544621,"091024A",1,0.949970970872188,0.362463914312318,-2.54069328643277,0.190651001474199,0.378753039881585,5.34043937037628,0.221749690147265,0.498799073,0.483903574137785,-1.32864797535947,1.09,0.320146286111054
"000926A",4.21378986282668,1.66146970820486,-10.8676225516251,0.328489626721779,1.7514241854487,20.5254317252196,0.909749983095232,1.397940009,2.00824381564425,-5.60332519559973,17.7560250080609,2.76048159128234,118.10521992459,0.107905434863814,3.06748667737464,421.293347506651,0.827645031741775,1.95423626876292,4.03304322307338,31.3972532476428,0.0898321970524164,0.815651960345377,0.642225370298848,0.294980836972551,0.192631965972798,0.461120375217687,0.324225173893458,0.37465533103192,"000926A",1,1.05344746570667,0.415367427051215,-2.71690563790628,0.0821224066804448,0.437856046362175,5.1313579313049,0.227437495773808,0.34948500225,0.502060953911063,-1.40083129889993,2.04,0.482873583608754
"970508A",4.62155349129736,1.807972045512,-11.2654905920052,0.249591185232363,1.44805253988522,20.224268369557,0.869509541163488,1.120573931,1.94096707105511,-5.84105579153679,21.3587566729228,3.26876291735285,126.911278278558,0.0622957597456957,2.09685615826804,409.021031083864,0.75604684217434,1.25568593483679,3.76735317092025,34.1179327598455,0.170136737050821,0.788379986688113,0.626011084847951,0.295072563763011,0.205353677641477,0.62859468322292,0.424045040613271,0.331134850825909,"970508A",1,1.15538837282434,0.451993011378,-2.8163726480013,0.0623977963080908,0.362013134971305,5.05606709238925,0.217377385290872,0.28014348275,0.485241767763777,-1.4602639478842,0.83,0.262451089730429
