"","log10PeakFlux","log10Ta","log10NH","log10Fa","PhotonIndex","log10T90","Alpha","log10PeakFluxSqr","log10TaSqr","log10NHSqr","log10FaSqr","PhotonIndexSqr","log10T90Sqr","AlphaSqr","Beta","Gamma","log10Fluence","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"425",0.10720997,3.73449,22.0125926,-10.86012091,1.93,2.06069784035361,1.20488,0.0114939776674009,13.9464155601,484.554232973575,117.942226179819,3.7249,4.24647558923804,1.4517358144,0.87,2.04425,-5.548213564,9.12936538358046,0.0352000000000006,0.046765,0.0353049999999999,0.0049999999999999,1.01212121212121e-07,0.0666666666666667,0.0787878787878788,0.0344768087771092,0.0155321080197879,0.0267321413833549,"060714",2.711,0.569490954348783
"426",0,3.77824,22.46148952,-11.31158018,0.92,1.78175537465247,1.64981,0,14.2750974976,504.51851145707,127.951846168569,0.8464,3.17465221510296,2.7218730361,0.94,1.93772,-6,2.42918916112475,0.0904500000000006,0.070125,0.18819,0,6.06060606060606e-08,0.36969696969697,0.0606060606060606,0.0174377429450524,0.0263208776911062,0.0263208776911062,"140518A",4.707,0.756407872548958
"428",0.447158031,3.68772,21.19799139,-10.7212464,1.8,2.3096301674259,1.17745,0.199950304687797,13.5992787984,449.354838970514,114.945124369513,3.24,5.33439151028379,1.3863885025,0.65,2.0604,-5.040958608,12.8126975867004,0.0780000000000003,0.078365,0.04188,0.08,1.21212121212121e-07,0.0303030303030303,0.181818181818182,0.0272768816676426,0.00578480828803656,0.0282009404055501,"130514A",3.6,0.662757831681574
"429",-0.207608311,4.6841,22.39388568,-11.4544,1.25,2.24104815067164,1.3641,0.0431012107962727,21.94079281,501.486115848909,131.20327936,1.5625,5.0222968136288,1.86076881,0.848,1.90813,-5.316052869,10.7562158769084,0.29485,0.098475,0.624745,0,1.09090909090909e-07,0.0424242424242424,0.103030303030303,0.0268161033381255,0.00980902273641476,0.0721701485906705,"050904",6.29,0.862727528317975
"431",0.176091259,3.94739,21.89473409,-10.50863831,1.34,2.53147891704225,2.5054,0.0310081314962051,15.5818878121,479.379380871808,110.4314791304,1.7956,6.40838550742943,6.27702916,0.52,1.52512,-5.443697499,21.3202068350191,0.3648,0.10084,0.0914400000000002,0,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.02723308288672,0.0146227098205568,0.0526417553889616,"070721B",3.626,0.6652056284346
"434",0.10720997,3.73449,22.0125926,-10.86012091,1.93,2.06069784035361,1.20488,0.0114939776674009,13.9464155601,484.554232973575,117.942226179819,3.7249,4.24647558923804,1.4517358144,0.87,2.04425,-5.548213564,9.12936538358046,0.0352000000000006,0.046765,0.0353049999999999,0.0049999999999999,1.01212121212121e-07,0.0666666666666667,0.0787878787878788,0.0344768087771092,0.0155321080197879,0.0267321413833549,"060714",2.711,0.569490954348783
"435",0.301029996,3.59799,21.0163605,-10.59516628,1.58,2.2380461031288,1.06622,0.09061905849176,12.9455320401,441.68740866596,112.257548500849,2.4964,5.00885035972999,1.1368250884,1.17,2.06954,-5.207608311,30.2400963128712,0.16365,0.133375,0.0356299999999999,0.0049999999999999,4.24242424242424e-07,0.218181818181818,0.121212121212121,0.0759139130688025,0.0297171200079232,0.0263208776707413,"120922A",3.1,0.612783856719735
"436",0.447158031,3.68772,21.19799139,-10.7212464,1.8,2.3096301674259,1.17745,0.199950304687797,13.5992787984,449.354838970514,114.945124369513,3.24,5.33439151028379,1.3863885025,0.65,2.0604,-5.040958608,12.8126975867004,0.0780000000000003,0.078365,0.04188,0.08,1.21212121212121e-07,0.0303030303030303,0.181818181818182,0.0272768816676426,0.00578480828803656,0.0282009404055501,"130514A",3.6,0.662757831681574
"437",0.230448921,3.91521772,22.7516324,-11.2798407,0.8,1.01283722470517,1.43267533,0.0531067051900642,15.328929795002,517.63677686473,127.234806217376,0.64,1.02583924374848,2.05255860119061,0.77,1.8158,-6.229147988,1.06172876136085,0.08569564,0.077643595,0.064053366,0.005,2.42424242424242e-08,0.303030303030303,0.121212121212121,0.0447672759550477,0.017844662826724,0.0309657384870962,"090423",8.26,0.966610986681934
"438",0.886490725,4.29043,20.65703194,-10.42365865,1.25,2.37657695705651,2.64643,0.785865805511026,18.4077895849,426.71296857018,108.65265965172,1.5625,5.64811803281199,7.0035917449,1.228,1.93674,-5.091514981,11.58881809789,0.1418,0.047555,0.091985,0.029531206,1.81818181818182e-07,0.0363636363636364,0.181818181818182,0.0211468897130007,0.00974847321620432,0.0102548874161921,"181020A",2.938,0.595275711802099
"439",0.204119983,4.33113504,21.19589965,-11.27490548,1.84,2.32221929473392,1.76098314,0.0416649674599203,18.7587307347158,449.26616197287,127.123493582934,3.3856,5.3927024528345,3.10106161936426,0.502,2.09,-5.045757491,64,0.0377960499999999,0.029715315,0.0533515885,0.4790870845,3.63636363636364e-07,0.0666666666666667,0.121212121212121,0.13235641353242,0.0175472518118213,0.0329010970878163,"090516A",4.109,0.708335902682263
"440",-0.301029996,4.48156171,21.49704581,-11.86327943,1.43,2.43136376415899,2.51960373,0.09061905849176,20.0843953605381,462.122978557239,140.737398834261,2.0449,5.91152975366536,6.34840295622991,0.87,1.95818,-5.677780705,45.6827768024956,0.0832508050000005,0.04285341,0.169198521,0.001,1.21212121212121e-07,0.109090909090909,0.121212121212121,0.0734806588271915,0.0250675025476,0.105283510845884,"081029",3.8479,0.685553652846326
"443",0.222716471,3.8752,20.67248024,-11.3053948,2.01,2.47450763911698,1.05873,0.0496026264546938,15.01717504,427.35143927319,127.811951583867,4.0401,6.12318805604827,1.1209092129,0.93,1.90677,-5.899629455,23.0482186783306,0.06785,0.09216,0.0623145,0.0305,1e-07,0.145454545454545,0.109090909090909,0.0335671166656554,0.034467816033398,0.0283698082994557,"060526",3.221,0.625415352154408
"444",0.041392685,4.56066,21.91952315,-11.8559,1.34,0.732393759822969,1.6367,0.00171335437150922,20.7996196356,480.465495123386,140.56236481,1.7956,0.536400619427624,2.67878689,0.96,1.94644,-6.468521083,1.2162532625235,0.338,0.237865,0.319405,0.01,3.03030303030303e-08,0.145454545454545,0.121212121212121,0.0978170519464413,0.0387071730789222,0.0478561412739918,"090809",2.737,0.572523097849638
"445",0.204119983,3.19881,21.03292483,-10.92811799,0.47,0.740362689494244,1.4371,0.0416649674599203,10.2323854161,442.38392690443,119.423762803362,0.2209,0.54813691199515,2.06525641,0.74,2.00127,-6.508638306,1.01801767977434,0.169750000000001,0.148545,0.09107,0.005,1.81818181818182e-08,0.466666666666667,0.121212121212121,0.0803853565101723,0.0254718171107053,0.0329010970878163,"090429B",9.4,1.01703333929878
"447",0.69019608,3.58393,20.06405721,-10.32975415,1.28,1.44715803134222,1.39277,0.476370628847366,12.8445542449,402.566391726153,106.703820799442,1.6384,2.09426636767829,1.9398082729,0.945,2.03183,-5.638272164,13.0660353517987,0.077,0.070305,0.0643,0.117120218,2.42424242424242e-07,0.157575757575758,0.606060606060606,0.202660966201392,0.0457754394646476,0.0537160769241516,"130408A",3.757,0.677333151419902
"448",0.389166084,3.750945731,21.61964524,-10.01818139,1.25,1.41497334797082,1.136499703,0.151450240935895,14.0695938769071,467.409060303455,100.363958362942,1.5625,2.00214957546775,1.29163157491909,0.9,1.96878,-5.463441557,22.6761161724926,0.266741013,0.238477529,0.0125257010000001,0.0405,1.46666666666667e-07,0.0727272727272727,0.139393939393939,0.378773543258101,0.0185164313807078,0.0247093954042276,"050820A",2.6147,0.558072259099146
"449",0.004321374,3.5545,21.20847898,-10.9132,0.6,1.8208579894397,0.861995,1.8674273247876e-05,12.63447025,449.799580645102,119.09793424,0.36,3.31552381770639,0.743035380025,1.12,2.09345,-5.795880017,6.31420049148106,0.0769500000000001,0.127895,0.0364485,0.035,9.15151515151515e-08,0.3636363636,0.139393939393939,0.0414232995631575,0.0248403283013014,0.0599386323358868,"060707",3.425,0.645913275033844
"452",0.222716471,3.8752,20.67248024,-11.3053948,2.01,2.47450763911698,1.05873,0.0496026264546938,15.01717504,427.35143927319,127.811951583867,4.0401,6.12318805604827,1.1209092129,0.93,1.90677,-5.899629455,23.0482186783306,0.06785,0.09216,0.0623145,0.0305,1e-07,0.145454545454545,0.109090909090909,0.0335671166656554,0.034467816033398,0.0283698082994557,"060526",3.221,0.625415352154408
"453",1.041392685,5.08952072,21.95954126,-12.08512818,1.15,1.58883172559421,1.42351927,1.08449872437151,25.9032211593093,482.221452349642,146.05032312703,1.3225,2.52438625225467,2.02640711206133,0.39,1.85145,-5.22184875,11.6624637198907,0.0974184950000003,0.090702815,0.110855301,0.13,6.06060606060606e-08,0.0303030303030303,0.181818181818182,0.130539784508902,0.00438681295239289,0.0071784211910988,"110731A",2.83,0.583198773968623
"454",0.230448921,3.91521772,22.7516324,-11.2798407,0.8,1.01283722470517,1.43267533,0.0531067051900642,15.328929795002,517.63677686473,127.234806217376,0.64,1.02583924374848,2.05255860119061,0.77,1.8158,-6.229147988,1.06172876136085,0.08569564,0.077643595,0.064053366,0.005,2.42424242424242e-08,0.303030303030303,0.121212121212121,0.0447672759550477,0.017844662826724,0.0309657384870962,"090423",8.26,0.966610986681934
"455",-1,4.70907,22.13069392,-12.35951856,2.43,2,0.900754,1,22.1753402649,489.767613380725,152.757699034984,5.9049,4,0.811357768516,0.99,2.18362,-6.337242168,39.5546314794679,0.2624,0.38724,0.4243565,0.12,7.87878787878788e-08,0.278787878787879,0,0.171783581852496,0.0743850890724999,0,"121229A",2.707,0.569022586029564
"456",0.431363764,3.15198,22.10710478,-10.77728353,0.9,1.35218251811136,1.39098,0.186074696892248,9.9349779204,488.724081753899,116.149840286009,0.81,1.82839756228599,1.9348253604,0.83,1.94856,-5.946921557,1.29427663430184,0.0811500000000001,0.108435,0.118785,0.178498106,4.12121212121212e-08,0.2424242424,0.103030303030303,0.0249820977926045,0.0158391122565265,0.0165724044782448,"060927",5.47,0.8109042806687
"457",0.204119983,3.6300738,21.49704581,-10.31069114,1.59,2.21669359916975,1.81152426,0.0416649674599203,13.1774357934464,462.122978557239,106.310351784474,2.5281,4.91373051260016,3.28162014456855,0.612,1.8473,-5.431798276,35.3909366653105,0.0482553450000003,0.035670699,0.072401387,0.0475,1.81818181818182e-07,0.0727272727272727,0.163636363636364,0.0933217274021361,0.0213412521852701,0.0444164810685522,"170405A",3.51,0.65417654187796
