"","log10Ta","log10PeakFlux","log10NH","log10Fa","Alpha","PhotonIndex","log10T90","Gamma","Beta","log10Fluence","log10TaSqr","log10PeakFluxSqr","log10NHSqr","log10FaSqr","AlphaSqr","PhotonIndexSqr","log10T90Sqr","GammaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"120923A",4.36290209557562,-0.301029996,21.14580437,-11.7614697800619,1.91544859754525,1.2,1.46538285144842,1.88733,0.851378162228237,-6.161150909,19.0349146955782,0.09061905849176,447.145042454311,138.33217138731,3.66894332983806,1.44,2.1473469013191,3.5620145289,0.72484477511913,37.9597805234715,0.246407281884026,2.30190465219446,0.800070261521989,0.572835281614554,0.252790012868015,0.00974847321620432,0.036363636,0.0317776449968039,"120923A",7.8,0.944482672150169
"121024A",4.17178823,0.113943352,21.94617755,-11.31158018,1.30353551,1.41,1.83884909073726,2.00683,0.87,-5.958607315,17.4038170359665,0.0129830874649959,481.634709056124,127.951846168569,1.69920482583096,1.9881,3.38136597850523,4.0273666489,0.7569,35.5050011343715,0.201804932881205,0.063305895,0.065435085,0.06666149,0,0.023928070636996,0.133333333,0.0404936579440628,"121024A",2.298,0.5182506513085
"121027A",5.40919042,0.113943352,22.07736427,-11.92081875,1.50995764,1.82,1.79657433321043,2.37144,1.16,-5.698970004,29.2593409998198,0.0129830874649959,487.410013110273,142.105919670352,2.27997207459437,3.3124,3.2276793347505,5.6237276736,1.3456,32.4782591064918,0.0334396932055774,0.041584155,0.037953731,0.058939694,0,0.0131604388353707,0.054545455,0.0404936579440628,"121027A",1.773,0.442949869577862
"121128A",3.23392922,1.11058971,22.04029767,-9.617982957,1.54546584,1.32,1.36735592102602,1.98504,0.9455,-5.161150909,10.4582981999698,1.23340950395788,485.774721382207,92.5055961611425,2.38846466260691,1.7424,1.86966221476491,3.9403838016,0.89397025,26.6374787054715,0.030393384687225,0.028690024,0.029795568,0.032445001,0.010337721,0.0152584798116998,0.109090909,0.00816151245369952,"121128A",2.2,0.505149978319906
"121211A",4.20933518,0,21.66138196,-11.2823295,1.15615612,2.36,2.26007138798507,2.0682,0.95,-5.886056648,17.7185026575856,0,469.215468417013,127.29095894657,1.33669697381345,5.5696,5.10792267878878,4.27745124,0.9025,34.645662863465,0.0937486856167922,0.054250775,0.063247159,0.074602829,0.005,0.0540590334499272,0.157575758,0.0789626331522811,"121211A",1.023,0.305995882770805
"121217A",3.63605196401454,0.146128036,21.71466751,-10.6267013836812,1.19511079253338,2.41,1.61278385671974,1.98504,0.904153975995922,-6.229147988,13.220873885014,0.0213534029052173,471.52678506985,112.926782297931,1.42828980642977,5.8081,2.60107176849578,3.9403838016,0.817494412309235,38.8022846564045,0.0373575732783381,2.08370602648373,0.730458682483057,0.468669179015613,0.250918372953857,0.0228877197175498,0.018181818,0.105283510661638,"121217A",3.1,0.612783856719735
"130215A",4.55962277496091,0.531478917,21.35034301,-11.2015071052803,1.81152742894822,1.53,1.94448267215017,2.02817,0.915348845583007,-5.229147988,20.7901598499422,0.282469839215493,455.837146644656,125.473761429645,3.28163162583176,2.3409,3.78101286229226,4.1134735489,0.837863509110144,27.3439886804045,0.00916727683590926,2.192196107417,0.821919071236596,0.567233236562546,0.253613483411322,0.00366612225284185,0.036363636,0.0292454197184288,"130215A",0.6,0.204119982655925
"130408A",3.58393,0.69019608,20.06405721,-10.32975415,1.39277,1.28,1.44715803134222,2.03183,0.945,-5.638272164,12.8445542449,0.476370628847366,402.566391726153,106.703820799442,1.9398082729,1.6384,2.09426636767829,4.1283331489,0.893025,31.7901129953372,0.202660966173494,0.077,0.070305,0.0643,0.117120218,0.0457754394646476,0.157575758,0.05371607691878,"130408A",3.757,0.677333151419902
"130418A",2.59006,-0.22184875,21.12149747,-9.247183569,1.28449,2.07,2.47712125471966,1.68684,0.198,-5.744727495,6.7084108036,0.0492168678765625,446.117655375216,85.5104039587836,1.6499145601,4.2849,6.13612971058392,2.8454291856,0.039204,33.001893991809,0.0667193561709255,0.06047,0.06867,0.031625,0.003,0.0292454196637412,0.103030303,0.0877362588943192,"130418A",1.218,0.345961541813141
"130420A",3.56731,0.531478917,20.79265849,-10.8728952,0.914676,1.52,2.09166695759568,2.29559,1.17,-5.148741651,12.7257006361,0.282469839215493,432.334647081769,118.219850030183,0.836632184976,2.3104,4.37507066149759,5.2697334481,1.3689,26.5095405887422,0.0412728533734682,0.05505,0.08535,0.0286905,0.005,0.0111214976087664,0.151515152,0.0154828692044739,"130420A",1.297,0.361160995195026
"130427A",3.98740950552064,0.806179974,21.6447605,-10.2397203529907,1.42772342819136,1.85,2.0618293072947,2.102,0.880164969737883,-5.113509275,15.8994345647164,0.649926150478641,468.49565710236,104.851872907452,2.03839418740649,3.4225,4.25114009241934,4.418404,0.774690373953689,26.147977105511,0.366834332160994,2.01510073291085,0.75967782001308,0.479350459026804,0.245775034030795,0.0120881068052489,0.042424242,0.0125337513552694,"130427A",0.34,0.127104798364808
"130505A",3.24559,1.477121255,20.71960885,-8.91721463,1.3304,1.18,1.94448267215017,1.92439,0.724,-4.677780705,10.5338544481,2.18188720197277,429.302190896998,79.516716757486,1.76996416,1.3924,3.78101286229226,3.7032768721,0.524176,21.8816323240703,0.573753494860134,0.014975,0.024355,0.01565,0,0.0125337512738,0.042424242,0.027198240266324,"130505A",2.27,0.514547752660286
"130511A",2.65954,0.113943352,21.01365445,-10.51570016,1.16497,1.35,0.734799829588847,2.06879,0.65,-6.657577319,7.0731530116,0.0129830874649959,441.573673344005,110.579949855024,1.3571551009,1.8225,0.539930789563798,4.2798920641,0.4225,44.3233357584632,0.176931769719328,0.0838,0.089385,0.04916,0.01,0.0478561412369649,0.187878788,0.0404936579440628,"130511A",1.3033,0.362350507594848
"130514A",3.68772,0.447158031,21.19799139,-10.7212464,1.17745,1.8,2.3096301674259,2.0604,0.65,-5.040958608,13.5992787984,0.199950304687797,449.354838970514,114.945124369513,1.3863885025,3.24,5.33439151028379,4.24524816,0.4225,25.4112636875693,0.0272768816746671,0.078,0.078365,0.04188,0.08,0.00578480828803656,0.03030303,0.028200940433751,"130514A",3.6,0.662757831681574
"130604A",2.071571247,-0.096910013,21.35024026,-8.316052869,1.742079764,1.51,1.57634135020579,2.08823,0.98,-5.853871964,4.29140743139714,0.00939155061966017,455.832759159725,69.1567353200031,3.0348419041383,2.2801,2.48485205236862,4.3607045329,0.9604,34.2678169709052,0.0525216608426825,0.166441725,0.100184013,0.041653571,0.015,0.0188006269082896,0.072727273,0.0658021941113909,"130604A",1.06,0.313867220369153
"130606A",3.30222,0.414973348,20.24962877,-10.18045606,1.37571,1.52,2.44182077228928,1.86465,0.44,-5.537602002,10.9046569284,0.172202879550329,410.047465322812,103.641685589591,1.8925780041,2.3104,5.96248868398343,3.4769196225,0.1936,30.6650359325544,0.0303226794958065,0.06815,0.07782,0.05186,0.045,0.0181523294379188,0.072727273,0.0202468289563662,"130606A",5.913,0.839666556882433
"130702A",4.22876968983751,1.667452953,20.95382587,-10.586720139851,1.45522292538821,1.9,1.75587485567249,2.03526,0.835385491389544,-4.292429824,17.8824930896885,2.78039935046842,439.062818590281,112.078643319526,2.11767376257543,3.61,3.08309650878289,4.1422832676,0.69786891922415,18.4249537939647,0.0611908230548872,2.07602055413034,0.783697685646576,0.481040354930354,0.239130032961692,0.0482549424451731,0.084848485,0.0175472517520363,"130702A",0.15,0.0606978403536116
"130831A",3.31959,1.133538908,21.33992622,-9.89279003,1.28481,1.93,1.51188336097887,1.79449,1.01,-5.187086643,11.0196777681,1.28491045594983,455.392451075043,97.8672945776674,1.6507367361,3.7249,2.28579129720478,3.2201943601,1.0201,26.905867841989,0.0249128885171781,0.054815,0.089045,0.06727,0.009011148,0.000809873159060338,0.03030303,0.0116121519440579,"130831A",0.4791,0.16999753706657
"130925A",5.84588,0.86332286,21.99154725,-10.62525165,1.38344,1.85,2.25285303097989,2.69002,1.5915,-4.387216143,34.1743129744,0.74532636059858,483.628150448983,112.895972625828,1.9139062336,3.4225,5.07534677919529,7.2362076004,2.53287225,19.2476654853998,0.00859100615880472,0.06235,0.06424,0.12684,0.206936072,0.00641972626198059,0.084848485,0.0216335981299129,"130925A",0.347,0.129367595722986
"131030A",2.84594,1.44870632,20.84178667,-9.294136288,1.11188,1.3,1.61384182187607,2.09466,0.693,-4.537602002,8.0993744836,2.09875000160794,434.38007159779,86.3809693399184,1.2362771344,1.69,2.60448542603627,4.3876005156,0.480249,20.5898319285544,0.0427179076347192,0.025175,0.027575,0.00815,0.0075,0,0.018181818,0.006556802266626,"131030A",1.295,0.36078268987328
"131105A",3.9488,0.544068044,21.32749584,-10.91009489,1.19347,1.45,2.05037975626146,2.24976,0.94,-5.148741651,15.59302144,0.296010036501986,454.862078805217,119.030170508804,1.4243706409,2.1025,4.2040571448868,5.0614200576,0.8836,26.5095405887422,0.0158047698222509,0.03335,0.047885,0.04544,0.005,0.018535829347944,0.066666667,0.0451215046948386,"131105A",1.686,0.429106008332697
"131117A",2.87134,-0.15490196,22.01669496,-10.838632,0.951056,1.77,1.04139268515823,2.15896,0.86,-6.602059991,8.2445933956,0.0239946172118416,484.734856961689,117.475943631424,0.904507515136,3.1329,1.08449872470106,4.6611082816,0.7396,43.5871961247629,0.124850885271266,0.0823,0.12461,0.0362555,0.025,0.0421134042739674,0.854545455,0.0376012540900799,"131117A",4.042,0.702602841340427
"140206A",3.59073,1.28780173,22.00531353,-9.730487056,1.22509,1.04,1.97127584873811,1.88134,0.672,-4.795880017,12.8933419329,1.65843329579099,484.233823553601,94.6823783469835,1.5008455081,1.0816,3.88592847181814,3.5394401956,0.451584,23.0004651374599,0.0638117042913597,0.012995,0.021325,0.015545,0.021902336,0.00493516456317247,0.090909091,0.00678373136191891,"140206A",2.73,0.571708831808688
"140213A",3.829176603,1.371067862,20.99187128,-10.12551818,1.108879519,1.8,1.77815125038364,1.96657,0.83,-4.920818754,14.6625934569626,1.87982708220925,440.658659836089,102.526118413511,1.22961378765767,3.24,3.16182186924092,3.8673975649,0.6889,24.2144572097181,0.018986810867354,0.06303582,0.068643889,0.021746292,0.005,0,0.024242424,0.00896029879686819,"140213A",1.2076,0.343920385393226
"140419A",3.68383,0.69019608,22.04094236,-10.00568285,1.36898,1.21,1.97634997900327,1.87322,0.678,-4.795880017,13.5706034689,0.476370628847366,485.803140116842,100.113689294784,1.8741062404,1.4641,3.90595923950624,3.5089531684,0.459684,23.0004651374599,0.0175057628797337,0.023985,0.02442,0.017885,0.001,0,0.024242424,0.0107432153660297,"140419A",3.956,0.695131297704026
"140423A",3.90552,0.322219295,21.81946365,-10.85078089,1.18974,1.33,2.12710479836481,2.06486,0.77,-5.026872146,15.2530864704,0.103825274070297,476.088993973671,117.739445922789,1.4154812676,1.7689,4.52457482322659,4.2636468196,0.5929,25.2694435722306,0.0745819195311915,0.05035,0.05495,0.045115,0.149849463,0.00840028010644005,0.036363636,0.0250675025037319,"140423A",3.26,0.629409599102719
"140430A",4.14388,0.397940009,21.67796993,-11.36251027,0.875171,2,2.23954972084047,2.15785,1.03,-5.958607315,17.1717414544,0.15835625076292,469.934380285984,129.106639635855,0.765924279241,4,5.01558295211664,4.6563166225,1.0609,35.5050011343715,0.00923562857434798,0.0861,0.13071,0.0833725,0.035,0.0478561412739919,0.133333333,0.0210567021001345,"140430A",1.6,0.414973347970818
"140506A",3.30686,1.037426498,21.81764402,-9.903089987,0.948932,1.68,2.04571405894087,1.74751,0.9,-5.552841969,10.9353230596,1.07625373875254,476.009590583442,98.0711912906197,0.900471940624,2.8224,4.18494601094832,3.0537912001,0.81,30.8340539326878,0.0373575732783381,0.05516,0.06882,0.01557,0.047966029,0.0282009404055501,0.096969697,0.0217328347697396,"140506A",0.889,0.276231957921834
"140509A",3.58709,0.204119983,20.90144742,-11.09770006,1.40649,1.59,1.3654879848909,1.93407,0.86,-5.920818754,12.8672146681,0.0416649674599203,436.870504251025,123.158946621724,1.9782141201,2.5281,1.86455743688141,3.7406267649,0.7396,35.0560947177181,0.0968019365519981,0.08395,0.088715,0.10418,0.22,0.0438681294899875,0.121212121,0.065802194060479,"140509A",2.4,0.531478917042255
"140512A",3.53686,0.832508913,21.32824297,-9.504455662,1.25134,1.45,2.18977095634687,1.84304,0.871,-4.853871964,12.5093786596,0.693071090224441,454.893948187355,90.3346774309239,1.5658517956,2.1025,4.7950968412603,3.3967964416,0.758641,23.5600730429052,0.0134302087551698,0.01504,0.022285,0.02006,0.002482817,0.00564018807248688,0.024242424,0.0116121519263043,"140512A",0.725,0.236789099409293
"140518A",3.77824,0,22.46148952,-11.31158018,1.64981,0.92,1.78175537465247,1.93772,0.94,-6,14.2750974976,0,504.51851145707,127.951846168569,2.7218730361,0.8464,3.17465221510296,3.7547587984,0.8836,36,0.0174377429441569,0.09045,0.070125,0.18819,0,0.0263208776911062,0.36969697,0.0263208778621919,"140518A",4.707,0.756407872548958
"140614A",3.70006,-0.468521083,21.94617755,-10.9589,1.35595,1.5,2.85733249643127,1.77015,0.83,-5.886056648,13.6904440036,0.219512005215493,481.634709056124,120.09748921,1.8386004025,2.25,8.16434899516215,3.1334310225,0.6889,34.645662863465,0.0965452753437635,0.1129,0.098945,0.093145,0.05,0.0809873160298533,0.278787879,0.0579059309278577,"140614A",4.233,0.718750734739665
"140629A",2.85608,0.62324929,21.74269921,-9.847711656,1.16056,1.86,1.6232492903979,1.95996,0.815,-5.619788758,8.1571929664,0.388439677485504,472.744968936535,96.9774248597183,1.3468995136,3.4596,2.63493825877729,3.8414432016,0.664225,31.5820256845432,0.11934296985134,0.042785,0.06161,0.03501,0.001678552,0.0219340647280231,0.066666667,0.025067502542057,"140629A",2.275,0.515211304327802
"140801A",3.9071674982367,0.434568904,20.06405721,-10.8535972729826,1.23579521880376,0.73,1.20951501454263,1.88453,0.872168634318537,-5.744727495,15.2659578592772,0.188850132323761,402.566391726153,117.800573764095,1.52718982281823,0.5329,1.46292657040406,3.5514533209,0.760678126689062,33.001893991809,0.0178168986276154,2.12465528921768,0.752474654718491,0.470075025571857,0.245610074454373,0.00789626330733186,0.018181818,0.0329010970302395,"140801A",1.32,0.3654879848909
"140907A",3.90598828728399,0.041392685,20.06405721,-10.707701458956,1.29349533326022,0.8,1.15533603746506,1.98504,0.924944448086223,-5.744727495,15.2567445003997,0.00171335437150922,402.566391726153,114.654870534128,1.67313017716598,0.64,1.33480135946547,3.9403838016,0.855522232045527,33.001893991809,0.0180592945376601,2.09796104470098,0.752657169264855,0.472760044321992,0.256143051006889,0.0114438598573077,0.042424242,0.0202468289563662,"140907A",1.21,0.344392273685111
"141004A",3.30337,0.785329835,21.49730845,-10.61083392,1.54959,1.86,0.593286067020457,1.79496,1.08,-6.173925197,10.9122533569,0.616742949741127,462.134270594441,112.589796477823,2.4012291681,3.4596,0.351988357320603,3.2218814016,1.1664,38.1173523381515,0.118918281379886,0.0853,0.081935,0.09774,0.005,0.0117854676147647,0.048484848,0.0129446939597113,"141004A",0.573,0.196728722623287
"141121A",5.76634,-0.045757491,21.59590717,-12.65757732,2.33322,1.73,2.74028371968188,1.93447,0.82,-5.27572413,33.2506769956,0.00209374798261508,466.383206495257,160.214263611778,5.4439155684,2.9929,7.50915486435356,3.7421741809,0.6724,27.8332650958643,0.0298708467608446,0.1675,0.090095,0.2969,0.01,0.0198648133335181,0.078787879,0.0877362591468426,"141121A",1.47,0.392696953259666
"141220A",2.77561,0.949390007,21.48574413,-9.872830386,1.42066,0.62,0.857935264719429,1.80565,1.1,-5.585026652,7.7040108721,0.90134138539146,461.63720081983,97.4727798307249,2.0182748356,0.3844,0.736052918449197,3.2603719225,1.21,31.1925227035503,0.0285379269892753,0.042455,0.057375,0.050735,0.07,0.0101234144958991,0.23030303,0.0207018138855974,"141220A",1.3195,0.365394376854778
"141221A",3.38980024322744,0.204119983,21.53322281,-10.2899347459515,1.41705333662263,1.41,0.951823035315912,1.74506,0.806598683879897,-6.173925197,11.4907456889848,0.0416649674599203,463.679684585104,105.882757075941,2.00804015883333,1.9881,0.905967090557996,3.0452344036,0.650601436836783,38.1173523381515,0.190629725370006,2.02376063315147,0.712188578461104,0.478990547268578,0.236334102149976,0.0277061870402603,0.042424242,0.0413613792035401,"141221A",1.45,0.389166084364532
"150120B",3.39431,0.079181246,21.52664292,-10.79048499,1.17705,2.2,1.38560627359831,2.01678,0.92,-6.26760624,11.5213403761,0.00626966971811252,463.396355405186,116.434566319415,1.3854467025,4.84,1.919904745435,4.0674015684,0.8464,39.2828879796869,0.0605561232063109,0.0711,0.090535,0.057705,0.005,0.0389938928598178,0.151515152,0.0438681294132183,"150120B",3.5,0.653212513775344
"150314A",2.49217,1.58546073,22.01715025,-8.609064893,1.19079,1.08,1.16996817399689,1.84772,0.73,-4.657577319,6.2109113089,2.51368572637213,484.754905131075,74.1159983318851,1.4179808241,1.1664,1.36882552816562,3.4140691984,0.5329,21.6930264824632,0.0772668657532129,0.015025,0.015855,0.009925,0,0.00358921059277238,0.018181818,0.00615293243518074,"150314A",1.758,0.440594261839831
"150323A",3.71043087507841,0.814247596,21.03780485,-10.9658384229659,1.09508942923586,0.9,1.57863920996807,2.06584,0.940937118924916,-5.148741651,13.7672972787352,0.662999147591779,442.589232906684,120.249612318594,1.19922085802411,0.81,2.49210175524862,4.2676949056,0.885362661770721,26.5095405887422,0.0875106835217229,2.14559705691443,0.736850795842577,0.466141917408413,0.262349902728652,0.00382325157840621,0.23030303,0.0134978859726414,"150323A",0.593,0.202215775801131
"150403A",3.19694,1.245512668,21.79039707,-8.821023053,1.24471,1.23,1.61172330800734,1.70996,0.679,-4.769551079,10.2204253636,1.55130180614848,474.821404468265,77.8104477015574,1.5493029841,1.5129,2.59765202157413,2.9239632016,0.461041,22.7486174951901,0.127565659233959,0.005105,0.006975,0.00458,0,0.00464486077306445,0.024242424,-0.00897302649073752,"150403A",2.06,0.48572142648158
"150413A",4.01794020145252,0.301029996,20.8771334,-10.5503324745077,1.94371267404282,2.54,2.16226561429802,1.94053,0.972922460602301,-5.721246399,16.1438434624484,0.09061905849176,435.854699001396,111.309515322651,3.77801895923468,6.4516,4.6753925867756,3.7656566809,0.946578114344436,32.7326603580705,0.0965452753437635,2.06953988881946,0.76260316122285,0.520466982437087,0.326479375401709,0.0188006269082896,0.042424242,0.105283510661638,"150413A",3.139,0.61689542640076
"150821A",2.95174,0.255272505,22.340573,-8.853871964,1.82628,2.1,2.23578087032756,2.21622,0.848,-6.102372909,8.7127690276,0.065164051808975,499.101201968329,78.3910487549052,3.3352986384,4.41,4.99871610012266,4.9116310884,0.719104,37.2389551204971,0.249936990138878,0.021105,0.015485,0.027365,5e-04,0.0633033767677802,0.224242424,0.0329010970302395,"150821A",0.755,0.244277120801843
"150910A",3.85419,0.041392685,20.842422,-9.970616222,2.03808,1.42,2.04999285692014,1.78547,0.6645,-5.318758763,14.8547805561,0.00171335437150922,434.406554826084,99.4131878464096,4.1537700864,2.0164,4.20247071342361,3.1879031209,0.44156025,28.2891947789893,0.149214122903764,0.703965,0.02868,0.06663,0.002458792,0.0219340647615575,0.072727273,0.0957122823804874,"150910A",1.359,0.372727940885595
"151021A",3.15765,0.986771734,22.33647975,-9.642065153,1.33346,1.57,2.04218159451577,1.96079,1.27,-4.552841969,9.9707535225,0.973718455021367,498.91832762216,92.9694204146969,1.7781155716,2.4649,4.17050566497896,3.8446974241,1.6129,20.7283699946878,0.0143797213270818,0.06282,0.05208,0.02141,0.04,0.00940031346851669,0.024242424,0.0217079403838907,"151021A",2.33,0.52244423350632
"151027A",3.99907,0.832508913,21.65076489,-9.935542011,1.74508,1.72,2.11290649025331,2.00612,0.9235,-5.107905397,15.9925608649,0.693071090224441,468.755620322057,98.7149950523459,3.0453042064,2.9584,4.46437383655458,4.0245174544,0.85285225,26.0906975447017,0.0183350782589844,0.02221,0.01731,0.02499,0.002440971,0.00674894299290958,0.03030303,0.0232243038526087,"151027A",0.81,0.257678574869184
"151029A",2.7098,0.255272505,21.55195354,-10.76639985,1.23481,0.49,0.951823035315912,2.307153,1.25,-6.408935393,7.34301604,0.065164051808975,464.486701390319,115.91536573008,1.5247557361,0.2401,0.905967090557996,5.322954965409,1.5625,41.0744528716481,3.89871091300026,0.09735,0.12415,0.07301,0.33,0.040493657988788,0.654545455,0.04386812953948,"151029A",1.423,0.384353414137506
"151031A",3.69323,0.230448921,21.98623592,-11.5214335,0.897942,2.41,0.698970004336019,2.12551,1.24,-6.494850022,13.6399478329,0.0531067051900642,483.394569929898,132.743429894922,0.806299835364,5.8081,0.488559066961494,4.5177927601,1.5376,42.1830768082734,0.194222396714333,1.01707,0.166825,0.1244685,0.01,0.0246758228535885,0.109090909,0.0309657384329063,"151031A",1.167,0.335858911319818
"151112A",4.43227,0.278753601,21.0151543,-11.6171,1.1526,1.77,1.28600712207947,2.17922,1.24,-6.026872146,19.6450173529,0.0777035700704672,441.636710252808,134.95701241,1.32848676,3.1329,1.65381431803913,4.7489998084,1.5376,36.3231878642306,0.543566918166863,0.0472,0.063015,0.06854,0.005,0.0336011204257601,0.127272727,0.0277061869917745,"151112A",4.1,0.707570176097936
"151215A",3.06337,0.204119983,21.57331844,-10.72815839,1.07478,1.99,1.25042000230889,2.20942,1.015,-6.508638306,9.3842357569,0.0416649674599203,465.408068513644,115.093382440927,1.1551520484,3.9601,1.56355018217417,4.8815367364,1.030225,42.3623725983306,0.0244827442345724,0.093,0.11588,0.071395,0.35435971,0.0594342399249789,0.2,0.0329010970302395,"151215A",2.59,0.555094448578319
"160117B",4.10299,-0.420216403,20.95374423,-11.74958,0.973333,1.73,1.77815125038364,1.83834,0.64,-6.4710833,16.8345269401,0.176581825350258,439.059397256258,138.0526301764,0.947377128889,2.9929,3.16182186924092,3.3794939556,0.4096,41.8749190755389,0.0178168986276154,0.12265,0.162075,0.093958,0.015,0.018535829347944,0.29,0.0451215046948386,"160117B",0.87,0.271841606536499
"160121A",3.8244,0.079181246,21.49704581,-11.17263073,0.798663,1.77,1.07918124604762,2.2054,1.02,-6.214670165,14.62603536,0.00626966971811252,462.122978557239,124.82767742894,0.637862587569,3.1329,1.1646321618209,4.86378916,1.0404,38.6221252597411,0.0862757376210665,0.0694,0.120385,0.106048,0.03,0.0215744899112776,0.078787879,0.0438681294132183,"160121A",1.96,0.471291711058939
"160131A",3.83167386915178,0.814247596,21.73850309,-10.2022974667619,1.43527503022772,1.17,2.10720996964787,2.00325,0.920146646834615,-4.920818754,14.6817246395406,0.662999147591779,472.562516593939,104.086873600296,2.06001441239518,1.3689,4.44033385618337,4.0130105625,0.846669851680986,24.2144572097181,0.201804932881205,2.0087622873823,0.745812131333479,0.480120124766364,0.254757383703039,0.0188715726956945,0.042424242,0.105283510661638,"160131A",0.972,0.294906910605192
"160203A",3.66139836,0.113943352,22.0158332,-11.36754271,1.146279559,1.93,1.30535136944662,1.75592,0.61,-5.920818754,13.4058379506107,0.0129830874649959,484.696911490222,129.221027263674,1.31395682738123,3.7249,1.70394219771618,3.0832550464,0.3721,35.0560947177181,0.0695758260308947,0.08458679,0.087010427,0.0601909,0.25,0.0219340647449938,0.121212121,0.0809873158881255,"160203A",3.52,0.655138434811382
"160227A",4.47751,-0.22184875,21.4198963,-10.99567863,1.10229,0.75,2.50037371435337,1.72551,0.679,-5.508638306,20.0480958001,0.0492168678765625,458.811957502754,120.904948534239,1.2150432441,0.5625,6.25186871142929,2.9773847601,0.461041,30.3450959863305,0.10341864138488,0.03055,0.03885,0.03434,0.001,0.0169812114071368,0.309090909,0.0438681298090717,"160227A",2.38,0.528916700277655
"160314A",3.38745157405314,-0.045757491,21.34792103,-10.7701641240462,1.11647968675189,0.73,1.2148438480477,2.00022,0.90895177724753,-5.744727495,11.4748281665551,0.00209374798261508,455.733732303116,115.996435258891,1.2465268909296,0.5329,1.47584557513934,4.0008800484,0.826193333361444,33.001893991809,0.0782292570058625,2.11018934116987,0.726168342828924,0.466626281108415,0.252361862795021,0.0104343479500535,0.018181818,0.0438681298090717,"160314A",0.726,0.237040791379191
"160327A",3.76407,0.255272505,20.72655851,-11.22402567,1.49693,1.84,1.44715803134222,1.93554,0.78,-5.853871964,14.1682229649,0.065164051808975,429.590227668453,125.978752240819,2.2407994249,3.3856,2.09426636767829,3.7463150916,0.6084,34.2678169709052,0.143091047552685,0.0673,0.06033,0.1004,0.02,0.0188006269082896,0.066666667,0.0292454196125618,"160327A",4.99,0.777426822389311
"160425A",3.69096574942497,0.113943352,21.94617755,-10.7265829489304,1.23457875584758,1.65,0.819543935541869,1.94053,1.00490780227969,-6.435333936,13.6232281634282,0.0129830874649959,481.634709056124,115.059581760285,1.52418470439016,2.7225,0.671652262283455,3.7656566809,1.00983969108259,41.4135228678333,0.018986810867354,2.10383669041578,0.751183541056922,0.47962756068332,0.280854500859572,0.00731135491027843,0.024242424,0.0451215046948386,"160425A",0.555,0.191730393362856
"160804A",4.38419,0.462397998,21.30214687,-11.5214335,0.948229,1.4,2.15896526038341,1.87827,0.92,-4.943095149,19.2211219561,0.213811908554408,453.781461271051,132.743429894922,0.899138236441,1.96,4.66113099554241,3.5278981929,0.8464,24.4341896520673,0.0579152245914454,0.05875,0.095375,0.070062,0.005,0.00692654676618381,0.139393939,0.0272284941841067,"160804A",0.736,0.239549720840473
"161014A",3.82864915708804,0.222716471,21.91722026,-10.8082103520211,1.4696511982486,1.52,1.2148438480477,1.98504,0.892959106408838,-6.657577319,14.658554368071,0.0496026264546938,480.364543925354,116.817411013536,2.15987464451354,2.3104,1.47584557513934,3.9403838016,0.79737596571847,44.3233357584632,0.204728382142163,2.116992120073,0.747749579961861,0.48628569374199,0.248551459151861,0,0.042424242,0.0154828692044739,"161014A",2.823,0.582404298019028
"161023A",4.03546226931598,-0.22184875,21.21643247,-10.4983193997239,1.46928757684453,2.2,2.78067727443337,2.01678,0.870569367234668,-5.508638306,16.2849557270729,0.0492168678765625,450.13700675407,110.214710218618,2.15880598346967,4.84,7.73216610455018,4.0674015684,0.75789102316737,30.3450959863305,0.0944541322659323,2.06033394166517,0.764395205082483,0.481889957377866,0.244321339697037,0.00382325157840621,0.018181818,0.0267321414553261,"161023A",2.71,0.569373909615046
"161108A",4.69106,-0.22184875,21.16074757,-11.81247928,0.883711,1.85,2.02160271602824,2.00325,0.84,-5.958607315,22.0060439236,0.0492168678765625,447.777237721261,139.534666740429,0.780945131521,3.4225,4.08687754145277,4.0130105625,0.7056,35.5050011343715,0.0491496346124695,0.13355,0.18179,0.0812555,0.005,0.023928070636996,0.103030303,0.0438681298090717,"161108A",1.159,0.334252642334231
"161117A",4.08464,0.832508913,21.87736847,-10.74958,1.141,1.19,2.09933527768596,1.92624,1.375,-4.698970004,16.6842839296,0.693071090224441,478.61925117215,115.5534701764,1.301881,1.4161,4.40720860813678,3.7104005376,1.890625,22.0803190984918,0.00378540227234077,0.03835,0.04019,0.02365,0.674290141,0,0.072727273,0.0116121519263043,"161117A",1.549,0.406369835469268
"161129A",3.70506,0.531478917,21.51361441,-10.43651891,2.32574,1.57,1.55059520748933,1.74506,0.71,-5.443697499,13.7274696036,0.282469839215493,462.83560498216,108.920926958788,5.4090665476,2.4649,2.40434549748887,3.0452344036,0.5041,29.6338424606189,0.0255903856410215,0.10625,0.050725,0.10628,0.005,0.00731135491027843,0.036363636,0.0154828692044739,"161129A",0.645,0.216165902285993
