"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_mad_idx","best_mad_val","n_candidates","minutes","best_r_formula"
69,597,0.6775,597,0.1593,6300,0.1167,16,5.1,"Response ~  (log10FaSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
70,30,0.5587,30,0.1391,882,0.0877,17,5.1,"Response ~  (log10Fa+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
71,497,0.5469,1437,0.1746,6174,0.0997,17,5.1,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
72,145,0.656,145,0.1383,1008,0.0969,15,5.1,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
73,659,0.4961,847,0.1466,666,0.0947,17,5.1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
74,2610,0.4676,1054,0.1636,9266,0.0919,14,5.2,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr"
75,2704,0.4126,2704,0.1759,497,0.1213,17,5.2,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10NH+log10Ta)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
76,768,0.4656,1759,0.1699,1532,0.1139,17,5.2,"Response ~  (log10PeakFluxSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
77,145,0.6041,145,0.1565,6023,0.0973,17,5.2,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
78,371,0.5341,371,0.1618,1339,0.1088,17,5.2,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
