"formula_idx","wins","formula"
8066,2,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+Alpha+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10TaSqr+log10T90Sqr"
9381,2,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+Alpha+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr"
9416,2,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10PeakFluxSqr+log10TaSqr+AlphaSqr"
9802,2,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+Alpha+log10T90+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10PeakFluxSqr+log10TaSqr+log10T90Sqr"
10850,2,"Response ~  (log10T90Sqr+log10FaSqr+Alpha+log10T90+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
10901,2,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+Alpha+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr"
75,1,"Response ~  (log10FaSqr+log10T90)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
264,1,"Response ~  (PhotonIndexSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
543,1,"Response ~  (log10FaSqr+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
651,1,"Response ~  (log10PeakFluxSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+Alpha+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
652,1,"Response ~  (PhotonIndexSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
817,1,"Response ~  (log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
