"formula_idx","wins","formula","r","rmse","bias"
1741,0,"Response ~  (log10FaSqr+Alpha+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.54,0.17,-0.28
1748,0,"Response ~  (log10FaSqr+log10T90+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.47,0.19,-0.13
1758,0,"Response ~  (log10TaSqr+log10NHSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.49,0.2,0.11
1759,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.45,0.17,0.11
1762,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.64,0.14,-0.11
1763,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.52,0.16,-0.1
1764,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.37,0.18,-0.25
1769,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.55,0.15,-0.11
1770,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.44,0.18,-0.27
1859,0,"Response ~  (PhotonIndexSqr+Alpha+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.37,0.18,-0.21
1861,0,"Response ~  (log10FaSqr+Alpha+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.39,0.19,-0.35
1868,0,"Response ~  (log10FaSqr+log10T90+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.17,-0.16
1882,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.41,0.18,-0.17
1884,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.43,0.17,-0.28
1886,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.23
1889,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.35,0.19,-0.29
1890,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.43,0.18,-0.16
1948,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.28,0.22,-0.31
1966,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr",0.34,0.19,-0.2
1969,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.44,0.17,-0.45
1981,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.35,0.24,0.25
1995,0,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.54,0.17,-0.25
2002,0,"Response ~  (log10T90Sqr+log10FaSqr+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.48,0.16,-0.15
2012,0,"Response ~  (log10FaSqr+log10NHSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.55,0.17,-0.14
2019,0,"Response ~  (log10FaSqr+log10TaSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.5,0.17,-0.099
2023,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.44,0.19,-0.17
2031,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.41,0.18,-0.084
2034,0,"Response ~  (log10FaSqr+log10TaSqr+log10PeakFluxSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.44,0.18,-0.15
2040,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.6,0.17,-0.39
2041,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.28,0.18,-0.093
2044,0,"Response ~  (log10FaSqr+log10TaSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.46,0.17,-0.11
2048,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.54,0.17,-0.19
2051,0,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+log10T90Sqr",0.54,0.17,-0.21
2054,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.59,0.16,-0.14
2056,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10T90Sqr",0.44,0.17,-0.14
2164,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10T90Sqr",0.26,0.22,-0.2
2187,0,"Response ~  (log10T90+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.44,0.18,0.015
2189,0,"Response ~  (log10NHSqr+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.46,0.18,-0.072
2192,0,"Response ~  (log10FaSqr+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.57,0.16,-0.31
2207,0,"Response ~  (log10FaSqr+log10T90+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.18,0.19
2229,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.5,0.18,0.062
2233,0,"Response ~  (log10NHSqr+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.26,0.18,0.23
2234,0,"Response ~  (PhotonIndexSqr+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.64,0.12,-0.26
2236,0,"Response ~  (log10FaSqr+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.38,0.19,-0.16
2245,0,"Response ~  (log10T90Sqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.53,0.16,-0.22
2249,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.55,0.16,-0.15
2250,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.45,0.16,-0.13
2251,0,"Response ~  (log10T90Sqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.42,0.18,-0.19
2255,0,"Response ~  (AlphaSqr+log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.25,0.21,0.012
2256,0,"Response ~  (log10T90Sqr+log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.55,0.16,-0.2
2259,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.64,0.15,-0.18
2260,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.54,0.17,0.066
2264,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.61,0.16,-0.15
2265,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.48,0.17,-0.33
2272,0,"Response ~  (AlphaSqr+log10T90+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.38,0.17,-0.25
2282,0,"Response ~  (log10FaSqr+log10NHSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.32,0.17,0.18
2288,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.43,0.18,-0.36
2294,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.3,0.19,-0.14
2300,0,"Response ~  (log10T90Sqr+log10PeakFluxSqr+log10T90+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.51,0.2,-0.26
2329,0,"Response ~  (log10T90Sqr+log10FaSqr+log10PeakFluxSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.32,0.2,-0.12
2338,0,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.39,0.18,-0.14
2344,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.64,0.12,-0.26
2345,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.53,0.17,-0.23
2363,0,"Response ~  (log10FaSqr+log10T90+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.096
2430,0,"Response ~  (log10FaSqr+log10TaSqr+log10T90+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.44,0.19,-0.16
2465,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.6,0.17,-0.16
2492,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+Alpha+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.35,0.17,-0.0049
2513,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10T90+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.6,0.17,-0.21
2533,0,"Response ~  (log10T90Sqr+log10FaSqr+log10PeakFluxSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.49,0.17,-0.3
2538,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.47,0.18,-0.37
2552,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.61,0.17,-0.073
2559,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.24,0.2,-0.21
2568,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.43,0.18,-0.23
2590,0,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.22,0.21,-0.26
2600,0,"Response ~  (log10T90Sqr+AlphaSqr+log10NHSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.45,0.2,-0.22
2605,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.31,0.17,0.19
2606,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr",0.45,0.17,-0.21
2638,0,"Response ~  (log10T90Sqr+log10TaSqr+PhotonIndexSqr+log10T90+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr",0.44,0.2,0.059
2640,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.55,0.17,-0.28
2669,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10T90Sqr",0.42,0.17,-0.09
2684,0,"Response ~  (PhotonIndexSqr+Alpha+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.5,0.18,-0.25
2686,0,"Response ~  (log10FaSqr+Alpha+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.41,0.18,-0.22
2687,0,"Response ~  (AlphaSqr+Alpha+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.17,0.2,-0.25
2691,0,"Response ~  (PhotonIndexSqr+log10T90+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.54,0.16,-0.25
2695,0,"Response ~  (log10T90Sqr+log10T90+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.55,0.16,-0.26
2696,0,"Response ~  (log10NHSqr+log10PeakFluxSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.52,0.17,-0.26
2699,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.44,0.17,-0.29
2708,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.58,0.14,-0.031
2709,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.43,0.17,-0.27
2714,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.58,0.15,-0.17
2715,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.5,0.19,-0.31
2722,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.37,0.17,0.19
2728,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+Alpha+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.42,0.19,-0.078
2736,0,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.35,0.18,-0.24
2742,0,"Response ~  (AlphaSqr+log10FaSqr+Alpha+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.19,0.2,-0.25
2744,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.51,0.19,-0.49
2760,0,"Response ~  (log10FaSqr+log10TaSqr+log10T90+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.41,0.2,-0.11
2764,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.51,0.16,-0.21
2773,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.41,0.18,-0.063
2775,0,"Response ~  (log10FaSqr+log10TaSqr+log10PeakFluxSqr+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.39,0.17,-0.13
2784,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.37,0.19,-0.39
2789,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.39,0.19,0.015
