"formula_idx","wins","formula","r","rmse","bias"
3420,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10T90)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+Alpha+log10TaSqr+log10FaSqr+AlphaSqr",0.49,0.19,-0.28
3439,0,"Response ~  (log10T90Sqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10T90)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10FaSqr+AlphaSqr",0.45,0.2,0.061
3448,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10T90)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+AlphaSqr",0.51,0.19,-0.14
3450,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+log10T90)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr",0.5,0.16,-0.15
3462,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10NHSqr+log10T90Sqr",0.67,0.15,-0.16
3478,0,"Response ~  (log10TaSqr+log10Fa+log10Ta+PhotonIndex+log10NH+log10PeakFlux)^2+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.25,0.2,0.1
3479,0,"Response ~  (log10FaSqr+log10Fa+log10Ta+PhotonIndex+log10NH+log10PeakFlux)^2+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.4,0.18,-0.11
3512,0,"Response ~  (log10FaSqr+log10TaSqr+log10Ta+PhotonIndex+log10NH+log10PeakFlux)^2+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.23,0.2,0.11
3523,0,"Response ~  (log10FaSqr+Alpha+log10Fa+PhotonIndex+log10NH+log10PeakFlux)^2+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.38,0.19,-0.091
3530,0,"Response ~  (log10FaSqr+log10T90+log10Fa+PhotonIndex+log10NH+log10PeakFlux)^2+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.14
3541,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+PhotonIndex+log10NH+log10PeakFlux)^2+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.47,0.14,-0.00061
3548,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+PhotonIndex+log10NH+log10PeakFlux)^2+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.36,0.18,-0.12
3551,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+PhotonIndex+log10NH+log10PeakFlux)^2+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.42,0.18,-0.13
3552,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+PhotonIndex+log10NH+log10PeakFlux)^2+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.44,0.17,-0.0067
3602,0,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+PhotonIndex+log10NH+log10PeakFlux)^2+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.39,0.18,0.0092
3650,0,"Response ~  (log10FaSqr+log10T90+log10Fa+log10Ta+log10NH+log10PeakFlux)^2+PhotonIndex+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.35,0.19,-0.38
3661,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10Ta+log10NH+log10PeakFlux)^2+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.45,0.17,-0.32
3664,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10NH+log10PeakFlux)^2+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.42,0.19,-0.21
3665,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10NH+log10PeakFlux)^2+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,0.02
3668,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10Ta+log10NH+log10PeakFlux)^2+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.35,0.19,-0.32
3672,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10Ta+log10NH+log10PeakFlux)^2+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.49,0.19,-0.34
3750,0,"Response ~  (log10T90Sqr+log10TaSqr+PhotonIndexSqr+log10Ta+log10NH+log10PeakFlux)^2+PhotonIndex+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr",0.44,0.19,-0.094
3777,0,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.27,0.2,0.17
3798,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.45,0.18,-0.01
3823,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.39,0.18,-0.36
3830,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.5,0.14,-0.05
3832,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr",0.54,0.17,-0.23
3927,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.57,0.18,-0.2
3973,0,"Response ~  (log10FaSqr+Alpha+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.31,0.19,0.13
3990,0,"Response ~  (log10TaSqr+log10NHSqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.3,0.19,0.049
3991,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.55,0.18,-0.093
3994,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.3,0.17,0.12
3998,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.25,0.19,-0.0083
3999,0,"Response ~  (AlphaSqr+log10TaSqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr",0.3,0.2,-0.2
4001,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.38,0.18,-0.2
4018,0,"Response ~  (log10TaSqr+log10NHSqr+Alpha+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.14,0.22,0.24
4051,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.53,0.18,-0.17
4084,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10T90Sqr",0.3,0.2,-0.22
4103,0,"Response ~  (log10FaSqr+log10NHSqr+Alpha+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.37,0.18,-0.24
4115,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.34,0.19,-0.23
4119,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10T90+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.26,0.2,0.021
4124,0,"Response ~  (log10FaSqr+log10NHSqr+log10T90+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.55,0.17,-0.089
4128,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.33,0.16,-0.3
4135,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.46,0.17,0.0033
4139,0,"Response ~  (log10FaSqr+log10NHSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.41,0.19,0.11
4146,0,"Response ~  (log10FaSqr+log10TaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.42,0.18,-0.15
4149,0,"Response ~  (AlphaSqr+log10FaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.31,0.2,0.14
4153,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.2,0.21,0.21
4160,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.52,0.17,-0.31
4162,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr",0.41,0.17,-0.17
4165,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.47,0.18,-0.35
4171,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr",0.49,0.2,-0.32
4181,0,"Response ~  (AlphaSqr+log10NHSqr+log10T90+Alpha+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.4,0.19,-0.21
4199,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.25,0.23,-0.12
4338,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.19,-0.35
4353,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.18,0.092
4362,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.25,0.2,0.096
4363,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.21,0.15
4367,0,"Response ~  (AlphaSqr+log10TaSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr",0.18,0.21,0.065
4375,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.44,0.18,-0.18
4495,0,"Response ~  (log10T90Sqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10FaSqr+AlphaSqr",0.44,0.19,-0.094
4521,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.4,0.25,0.16
4544,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10NHSqr+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.59,0.18,-0.56
4545,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.31,0.18,0.18
4554,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr",0.51,0.17,0.065
4557,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.44,0.2,-0.42
4587,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.52,0.17,0.11
4593,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.47,0.19,-0.17
4596,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.48,0.17,-0.18
4619,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+AlphaSqr+log10T90Sqr",0.56,0.16,-0.26
4623,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.46,0.17,-0.23
4629,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10T90Sqr",0.51,0.19,-0.31
4632,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr",0.49,0.2,-0.32
4694,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10NHSqr+Alpha+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr",0.37,0.2,-0.21
4765,0,"Response ~  (log10FaSqr+Alpha+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.3,0.21,0.23
4772,0,"Response ~  (log10FaSqr+log10T90+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.37,0.2,0.15
4794,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.23,0.19,-0.16
4801,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.48,0.2,0.099
4847,0,"Response ~  (log10FaSqr+log10NHSqr+log10PeakFluxSqr+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.26
4856,0,"Response ~  (log10T90Sqr+log10TaSqr+log10PeakFluxSqr+log10Ta+PhotonIndex+log10NH)^2+log10PeakFlux+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr",0.43,0.16,-0.052
4885,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.51,0.17,-0.14
4886,0,"Response ~  (log10T90Sqr+log10T90+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.33,0.18,-0.23
4891,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.32,0.2,-0.13
4897,0,"Response ~  (log10T90Sqr+log10NHSqr+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.42,0.19,-0.3
4898,0,"Response ~  (log10TaSqr+PhotonIndexSqr+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.35,0.16,0.15
4907,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.55,0.18,-0.069
4911,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.16,-0.15
4913,0,"Response ~  (log10T90Sqr+log10PeakFluxSqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.45,0.17,0.034
4916,0,"Response ~  (log10FaSqr+log10NHSqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.47,0.16,-0.4
4918,0,"Response ~  (log10T90Sqr+log10NHSqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.54,0.16,-0.22
4922,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.46,0.21,-0.46
4928,0,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.32,0.17,0.21
4931,0,"Response ~  (log10FaSqr+log10NHSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.18,0.054
4942,0,"Response ~  (log10T90Sqr+log10FaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.48,0.18,-0.33
4948,0,"Response ~  (log10FaSqr+log10TaSqr+log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.38,0.18,-0.36
4950,0,"Response ~  (log10T90Sqr+log10TaSqr+log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr",0.41,0.2,-0.086
4951,0,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.48,0.18,0.048
4959,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr",0.46,0.19,0.038
4960,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10T90Sqr",0.15,0.2,-0.34
4961,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.35,0.2,0.16
4968,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10T90+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.54,0.17,-0.34
4982,0,"Response ~  (AlphaSqr+log10FaSqr+log10T90+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.5,0.19,0.047
