"","log10Ta","log10NH","log10PeakFlux","log10Fa","PhotonIndex","Gamma","log10T90","Alpha","Beta","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","log10FaSqr","PhotonIndexSqr","GammaSqr","log10T90Sqr","AlphaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"091127A",3.98466812,20.87872913,1.667452953,-9.844663963,2.05,1.80187,0.851258348719075,1.39581701,0.758,-5.045757491,15.8775800265443,435.921330083911,2.78039935046842,96.9174085443909,4.2025,3.2467354969,0.724640776263927,1.94830512540534,0.574564,25.4596686579826,0.00919722887858148,0.018562516,0.021935207,0.013587309,0.00244132,0.00877362590591064,0.042424242,0.0152830902649864,"091127A",0.49,0.173186268412274
"091208B",3.31388094,21.91211094,1.181843588,-10.18045606,1.74,2.03333,1.17318626841227,1.1606541,0.86,-5.48148606,10.9818068844953,480.140605846868,1.39675426649671,103.641685589591,3.0276,4.1344308889,1.37636602039112,1.34711793984681,0.7396,30.0466894259743,0.0844607533808763,0.036806415,0.052928177,0.030502454,0.034663611,0.0159520470810336,0.066666667,0.0173163668981098,"091208B",1.063,0.314499227973151
"100219A",4.7218991,21.87736847,-0.397940009,-12.13548892,1.34,1.58721,1.27415784926368,1.35481,0.46,-6.431798276,22.2963311105808,478.61925117215,0.15835625076292,147.270091327443,1.7956,2.5192355841,1.62347822484025,1.8355101361,0.2116,41.3680290631566,0.153567256521456,0.326395625,0.103773463,0.730853403,0.005,0.0426825043705403,0.151515152,0.065802194705171,"100219A",4.6667,0.753330221324521
"100316B",3.5543767,21.41315218,0.113943352,-11.1481304,2.23,2.23535,0.57978359661681,1.36246063,1.08,-6.698970004,12.6335937255029,458.523086283839,0.0129830874649959,124.280811415404,4.9729,4.9967896225,0.336149018905924,1.8562989683,1.1664,44.8761991144918,0.0508837166213357,0.10431242,0.207348761,0.13322096,0.02,0.0263208776707414,0.109090909,0.0202468291390677,"100316B",1.18,0.338456493604605
"100418A",5.54363,21.01365445,0,-12.48811664,2.16,2.26662,0.845098040014257,1.81145,0.84,-6.468521083,30.7318335769,441.573673344005,0,155.953057214245,4.6656,5.1375662244,0.714190697235938,3.2813511025,0.7056,41.8417650012155,0.0597638752654211,0.10745,0.075475,0.16786,0.01,0.0387071730789222,0.151515152,0.0526417552900893,"100418A",0.6235,0.21045229296202
"100425A",3.60199415,20.53466438,0.146128036,-11.50168945,2.42,2.17077,1.568201724067,0.86819371,1.46,-6.327902142,12.9743618566342,421.672441199241,0.0213534029052173,132.288860204241,5.8564,4.7122423929,2.4592566473667,0.753760318083564,2.1316,40.0423455187282,0.0442926372656583,0.070859065,0.115125536,0.055076895,0.035,0.0504016806776366,0.193939394,0.037601253750777,"100425A",1.755,0.440121603187804
"100508A",3.84204974523716,21.4933967,0.004321374,-10.8512367412788,1.94,1.78711,1.05307844348342,1.17874733240817,0.833168201309511,-6.468521083,14.7613462448769,461.966101703571,1.8674273247876e-05,117.749338815278,3.7636,3.1937621521,1.10897420812946,1.38944527365937,0.694169251673326,41.8417650012155,0.033597137016063,0.79073662279907,0.620084524422958,0.366996659888425,0.226618688052812,0.0501350050952,0.066666667,0.144764827428965,"100508A",0.5201,0.181872159010334
"100513A",3.74522911,22.05240534,-0.22184875,-11.57186521,1.62,2.25722,1.92427928606188,0.96306136,1.36,-5.853871964,14.0267410863914,486.30858127966,0.0492168678765625,133.908064438408,2.6244,5.0950421284,3.70285077076682,0.92748718312505,1.8496,34.2678169709052,0.0768849139192809,0.09817689,0.128616618,0.061569437,0.025,0.0188006269082896,0.084848485,0.0438681298090717,"100513A",4.772,0.761326322421457
"100621A",3.64164386,22.28454803,1.10720997,-9.804100348,1.9,2.3024,1.80345711564841,0.94079321,0.27,-4.677780705,13.2615700030757,496.601080901377,1.2259139176674,96.1203836336537,3.61,5.30104576,3.2524575679829,0.885091863982104,0.0729,21.8816323240703,0.0114965181804537,0.041282476,0.060455075,0.024177265,0.150679792,0,0.018181818,0.00616895571002009,"100621A",0.542,0.188084373714938
"100704A",3.62503495,21.52730245,0.633468456,-10.35163999,1.73,2.11575,2.29556709996248,1.01294211,1.29,-5.22184875,13.1408783887215,463.424750773776,0.401282284747024,107.156450482567,2.9929,4.4763980625,5.26962831043015,1.02605171821125,1.6641,27.2677043678766,0.0511462885027281,0.04763446,0.053639373,0.01813996,0.01,0.00877362590478576,0.036363636,0.0122422686602628,"100704A",3.6,0.662757831681574
"100728A",4.03148606,21.52592288,0.707570176,-10.17587417,1.18,1.90402,2.29776051109913,1.5588143,0.96,-4.420216403,16.2528798519743,463.365355835707,0.500655553964671,103.548415123673,1.3924,3.6252921604,5.27970336636655,2.42990202188449,0.9216,19.5383130493503,0.0276692267800383,0.0760751,0.053762484,0.034265796,0.005,0,0.012121212,0.0103219128043059,"100728A",1.567,0.409425868671443
"100814A",5.22729477,20.89608288,0.397940009,-11.49349497,1.47,1.89414,2.2417954312952,1.76532941,1.1425,-5.045757491,27.3246106124694,436.646279727829,0.15835625076292,132.100426625415,2.1609,3.5877663396,5.02564675577603,3.11638792581095,1.30530625,25.4596686579826,0.0235643330368845,0.04362636,0.035347138,0.084015169,0.01745135,0.00584908393727375,0.024242424,0.0210567021001345,"100814A",1.44,0.387389826338729
"100816A",3.97801299,21.34783526,1.037426498,-11.5559552,0.73,1.91138,0.462397997898956,1.04455013,1.09,-5.698970004,15.8245873486087,455.730070288099,1.07625373875254,133.540100584407,0.5329,3.6533735044,0.213811908460963,1.09108497408302,1.1881,32.4782591064918,0.093024842605729,0.08674922,0.112014005,0.047175154,0.015,0.0131604388353707,0.145454545,0.00965903766658571,"100816A",0.804,0.256236533205923
"100901A",4.91124,21.53188109,-0.096910013,-11.34103516,1.52,1.98285,2.64246452024212,1.50754,1.075,-5.677780705,24.1202783376,463.6219032739,0.00939155061966017,128.619078500356,2.3104,3.9316941225,6.98261874073842,2.2726768516,1.155625,32.2371937340703,0.0223211438643939,0.0283,0.02425,0.036255,5e-04,0.0376012538214001,0.127272727,0.0658021941113909,"100901A",1.408,0.381656482585787
"100906A",3.94074768,21.96198081,1.004321374,-10.4698003,1.78,2.02817,2.05842602445701,1.71220056,0.87,-4.920818754,15.5294922774254,482.328601098808,1.00866142227325,109.61671832188,3.1684,4.1134735489,4.23711769816187,2.93163075766431,0.7569,24.2144572097181,0.00604043447967716,0.048743085,0.039933316,0.059340084,0,0,0.018181818,0.0104241099532164,"100906A",1.727,0.43568513794163
"101219B",4.42003952,20.49692965,-0.22184875,-11.99567863,1.56,1.85684,1.53147891704226,0.66918137,0.94,-5.677780705,19.5367493583618,420.124125077049,0.0492168678765625,143.896305794239,2.4336,3.4478547856,2.34542767334492,0.447803705955077,0.8836,32.2371937340703,0.0692396239964869,0.089446275,0.166829365,0.039390628,0.105,0.0501350050952,0.096969697,0.131604388703391,"101219B",0.55,0.190331698170291
"110106B",3.87203946,21.29748256,0.322219295,-10.81530857,1.76,2.05121,1.39445168082622,1.22519883,1.03,-5.698970004,14.9926895797971,453.582763393504,0.103825274070297,116.970899464315,3.0976,4.2074624641,1.94449549015906,1.50111217303337,1.0609,32.4782591064918,0.2911632385275,0.045543555,0.058714404,0.049891228,0.005,0.0131604388353707,0.066666667,0.0376012538590013,"110106B",0.618,0.208978517276253
"110205A",4.09228429813162,21.72376179,0.113943352,-10.9493931237441,1.29,2.307153,1.79865064544527,1.75737485240026,0.890909901132149,-5.698970004,16.7467907767346,471.921826308664,0.0129830874649959,119.889209778294,1.6641,5.322954965409,3.23514414436068,3.08836637184883,0.793720451935295,32.4782591064918,0.0660733688053005,0.787330007460895,0.602441488061176,0.339998430218159,0.226104143688694,0.0421134042739674,0.05,0.065802194705171,"110205A",2.21,0.506505032404872
"110213A",3.84089,21.56708403,0.204119983,-9.896196279,1.83,1.96436,1.68124123737559,1.8412,1.1905,-5.229147988,14.7524359921,465.139113557081,0.0416649674599203,97.9347007924934,3.3489,3.8587102096,2.8265720982522,3.39001744,1.41729025,27.3439886804045,0.144764827301084,0.03588,0.023515,0.02785,0.226362665,0.017844662826724,0.072727273,0.0987032913621525,"110213A",1.46,0.390935107103379
"110422A",3.50066971,22.02088312,1.487138375,-9.681936665,0.86,1.89199,1.41329976408125,1.42239886,0.778,-4.387216143,12.2546884185115,484.919293384701,2.21158054639764,93.7398975850713,0.7396,3.5796261601,1.99741622315212,2.0232185169293,0.605284,19.2476654853998,0.00950159657498538,0.024137407,0.029472713,0.022779716,0.005,0.00641972626198059,0.060606061,0.00857357580371156,"110422A",1.77,0.442479769064449
"110503A",2.54166555,21.13638759,0.130333768,-9.08249449,0.88,1.90907,1,1.14649063,0.687,-5,6.4600637680568,446.746880354706,0.0169868910810778,82.4917061608804,0.7744,3.6445482649,1,1.3144407646778,0.471969,25,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0.0105283510764424,0.151515152,0.0116981677590657,"110503A",1.613,0.417139409727326
"110715A",2.61109719,22.0746007,1.731588765,-9.075720714,1.25,1.85342,1.11394335230684,0.95853538,0.755,-4.928117993,6.8178285356259,487.287996064441,2.99839965107422,82.3687064785287,1.5625,3.4351656964,1.24086979214859,0.918790074711744,0.570025,24.2863469529303,0.133629071354847,0.02377653,0.035600881,0.009554076,0.0015,0.00446116571350155,0.072727273,0.00537160769705798,"110715A",0.82,0.260071387985075
"110726A",3.57839415521169,21.79614607,0.924279286,-10.7379102240443,2.02,2.24976,1.94694327069783,1.08985955648301,0.847978611262653,-5,12.8049047300532,475.071983504776,0.85429219852867,115.302715979635,4.0804,5.0614200576,3.79058809931555,1.18779385285734,0.719067725158937,25,0.120079755769867,0.78246652629229,0.592530332084254,0.327054290605933,0.22257055077105,0.0501350050952,0.4,0.065802194705171,"110726A",1.036,0.308777773664721
"110731A",5.08952072,21.95954126,1.041392685,-12.08512818,1.15,1.85145,1.58883172559421,1.42351927,0.39,-5.22184875,25.9032211593093,482.221452349642,1.08449872437151,146.05032312703,1.3225,3.4278671025,2.52438625225467,2.02640711206133,0.1521,27.2677043678766,0.130539784510126,0.097418495,0.090702815,0.110855301,0.13,0.00438681295239289,0.03030303,0.00717842119827721,"110731A",2.83,0.583198773968623
"110801A",3.85251764890071,21.51361441,0.62324929,-10.4151944364348,1.31,1.89331,1.27875360095283,1.56880998098559,0.937019059794902,-5.431798276,14.8418922350914,462.83560498216,0.388439677485504,108.476275148742,1.7161,3.5846227561,1.63521077194983,2.46116475644002,0.878004718418921,29.5044325111566,0.0942443169455569,0.786775359002476,0.610063831131359,0.326830144393898,0.228742709548544,0.0668145357246291,0.17,0.0579059309278577,"110801A",1.858,0.456062224454951
"110808A",4.50711,21.74269921,-0.397940009,-12.08440021,2.32,2.33721,1.68124123737559,0.807091,1.4,-6.48148606,20.3140405521,472.744968936535,0.15835625076292,146.032728435448,5.3824,5.4625505841,2.8265720982522,0.651395882281,1.96,42.0096615459743,0.204728382142163,0.0837,0.155655,0.0776,0.025,0.0638081883241343,0.260606061,0.131604388324606,"110808A",1.348,0.370698092575577
"110818A",3.84627415,22.06812647,0.204119983,-11.28316228,1.58,1.95985,2.01283722470517,1.37167718,0.83,-5.397940009,14.7938248369582,487.002205895915,0.0416649674599203,127.309751036815,2.4964,3.8410120225,4.05151369315882,1.88149828613275,0.6889,29.1377563407629,0.0761271871111022,0.05514905,0.059648416,0.067338189,0.01,0.0131604388554913,0.066666667,0.0493516456810763,"110818A",3.36,0.639486489268586
"111107A",3.55172669204957,21.70173804,0.294466226,-10.7415737745072,1.77,1.97351,2.06069784035361,1.10562754213887,0.929630509717894,-5.602059991,12.6147624950174,470.965433956783,0.0867103582546831,115.381407153181,3.1329,3.8947417201,4.24647558923804,1.22241226193605,0.864212884598351,31.3830761427629,3.89871091300026,0.806178198480431,0.611396494584044,0.33098502954564,0.21725596999891,0.0421134042739674,0.33,0.131604388324606,"111107A",2.893,0.590284403718162
"111123A",4.42202873,21.35034301,-0.045757491,-11.60730305,1.68,2.55463,2.46239799789896,1.46723371,1.25,-5.13667714,19.5543380889454,455.837146644656,0.00209374798261508,134.729484094539,2.8224,6.5261344369,6.06340390005679,2.15277475976036,1.5625,26.3854520405986,0.131921983968531,0.07308827,0.070655771,0.105884147,0.005,0.0108167990541397,0.042424242,0.029245419876464,"111123A",3.1516,0.618215503279417
"111209A",4.13326,21.14009932,-0.301029996,-9.057000407,1.48,1.81212,3.14612803567824,2.77382,0.2529,-4.443697499,17.0838382276,446.903799259465,0.09061905849176,82.0292563723982,2.1904,3.2837788944,9.89812161688061,7.6940773924,0.06395841,19.7464474626189,0.00916727683590926,0.02099,0.010455,0.04435,4.99999999999997e-05,0.00731135491027843,0.018181818,0.0526417557651133,"111209A",0.677,0.224533062606086
"111228A",4.10627835,21.41342718,1.093421685,-10.65757732,2.27,2.03824,2.00518051250378,1.15297662,0.99,-5.070581074,16.8615218876787,458.534863593163,1.19557098122824,113.583954331778,5.1529,4.1544222976,4.02074888772492,1.32935508626662,0.9801,25.710792428007,0.023242060923901,0.030118345,0.037264425,0.023299272,0,0.00619314768795071,0.036363636,0.0106132571364139,"111228A",0.714,0.234010817587179
"120118B",3.68307,21.451745,0.342422681,-10.95467702,2.08,2.20884,1.36660971039243,1.0241,1.01,-5.744727495,13.5650046249,460.177363545025,0.117253292463228,120.004948612516,4.3264,4.8789741456,1.86762210053888,1.04878081,1.0201,33.001893991809,0.366834332160994,0.1172,0.131765,0.077156,0.005,0.0146227098318706,0.066666667,0.0358921059636159,"120118B",2.943,0.595826777073223
"120119A",3.65171908554846,21.70173804,0.380211242,-10.4954403686548,1.24,1.90402,2.00945089579869,1.52072320763266,0.914533111901766,-5.397940009,13.3350522797588,470.965433956783,0.144560588543183,110.154268531989,1.5376,3.6252921604,4.03789290262617,2.31259907423258,0.836370812764729,29.1377563407629,0.0942443169455569,0.787072300787851,0.601638094760794,0.328959728190338,0.225244143111697,0.0415592805603905,0.121212121,0.065802194705171,"120119A",3.1,0.612783856719735
"120327A",3.48517215,22.16619025,0.591064607,-10.15181088,1.52,1.75797,1.79865064544527,1.44859414,0.63,-5.443697499,12.1464249151356,491.339990199195,0.349357369648064,103.059264143286,2.3104,3.0904585209,3.23514414436068,2.09842498244234,0.3969,29.6338424606189,0.0519338355314378,0.04362492,0.051679097,0.058002882,0.02,0.00731135491027843,0.036363636,0.0134978859726414,"120327A",2.813,0.581266805273671
"120404A",3.79948,21.70983536,0.079181246,-11.02687215,1.85,1.89579,1.58771096501891,1.90651,0.69,-5.795880017,14.4360482704,471.316951358306,0.00626966971811252,121.591909412446,3.4225,3.5940197241,2.52082610844128,3.6347803801,0.4761,33.5922251714599,0.179553274171887,0.11705,0.068285,0.121385,0.005,0.0164505485439082,0.078787879,0.0438681294132183,"120404A",2.876,0.588383768378728
"120422A",5.23266697,21.64321572,-0.22184875,-12.73992861,1.19,2.32199,0.728353782021228,0.86153199,1.1,-6.638272164,27.380803618929,468.428786702455,0.0492168678765625,162.305780987897,1.4161,5.3916375601,0.530499231784627,0.74223736979336,1.21,44.0666573233372,0.181516258611527,0.11830242,0.217818621,0.214451933,0.035,0.0457754394646476,0.145454545,0.0877362588943192,"120422A",0.283,0.108226656374928
"120711A",3.96963222940976,22.22918251,0.814913181,-10.8818610313751,1.45,2.03408,1.61384182187607,1.29873916177355,0.855665953728902,-5.045757491,15.7579800367687,494.13655506289,0.664083492567539,118.41489950616,2.1025,4.1374814464,2.60448542603627,1.68672341032425,0.732164224370792,25.4596686579826,0.100484314152503,0.791738750861601,0.60253708193899,0.345442696776168,0.224135122007791,0.0526417553674108,0.145454545,0.144764827428965,"120711A",1.405,0.381115080709851
"120729A",3.52138487,21.34792103,0.462397998,-10.29756946,1.62,1.8831,1.85430604180108,2.26312734,0.645,-5.619788758,12.4001514026649,455.733732303116,0.213811908554408,106.039936783525,2.6244,3.54606561,3.43845089665999,5.12174535705548,0.416025,31.5820256845432,0.223182009809232,0.06906832,0.047294772,0.130088482,0.013331067,0.0109670323640116,0.048484848,0.0181523294061522,"120729A",0.8,0.255272505103306
"120802A",3.53838419,22.12127744,0.477121255,-11.17198494,1.21,2.03526,1.69897000433602,0.54215516,0.91,-5.721246399,12.520162676042,489.350915577453,0.227644691972775,124.813247499587,1.4641,4.1422832676,2.88649907563353,0.293932217514626,0.8281,32.7326603580705,0.269476254010303,0.07803221,0.220557212,0.11816229,0.055,0.0415592805603905,0.284848485,0.0175472517520363,"120802A",3.796,0.680879174426811
"120811C",3.15909591,21.91722026,0.612783857,-10.14327111,1.4,1.92121,1.42813479402879,1.01613299,0.65,-5.522878745,9.97988696857873,480.364543925354,0.375504055399796,102.885948810961,1.96,3.6910478641,2.03956898991565,1.03252625336634,0.4225,30.5021896319728,0.0598545187455953,0.05294686,0.084200302,0.03800099,0.090734018,0.026320877674116,0.181818182,0.0128394525014921,"120811C",2.671,0.564784384503987
"120815A",3.60202196299105,21.16074757,0,-10.639548958481,2.05,1.90813,0.937517892017347,1.0551226269089,0.893895388263743,-6.721246399,12.9745622218699,447.777237721261,0,113.200002039913,4.2025,3.6409600969,0.87893979785265,1.11328375781513,0.799048965159189,45.1751531560705,0.131947893472792,0.781723423059958,0.592545793671334,0.333767293811717,0.223466143096701,0.0658021941832558,0.17,0.0579059309278577,"120815A",2.36,0.526339277389844
"120907A",3.2113827,21.0438101,0.462397998,-10.37675071,1.73,1.82021,1.22788670461367,1.05329104,0.78,-6.173925197,10.3129788458593,442.841943524862,0.213811908554408,107.676955297485,2.9929,3.3131644441,1.50770575936703,1.10942201494428,0.6084,38.1173523381515,0.0352171865714314,0.04130341,0.062296694,0.028647271,0.005,0.0432133812541372,0.151515152,0.0363046588123045,"120907A",0.97,0.294466226161593
"120922A",3.59799,21.0163605,0.301029996,-10.59516628,1.58,2.06954,2.2380461031288,1.06622,1.17,-5.207608311,12.9455320401,441.68740866596,0.09061905849176,112.257548500849,2.4964,4.2829958116,5.00885035972999,1.1368250884,1.3689,27.1191843207963,0.0759139130615947,0.16365,0.133375,0.03563,0.005,0.0297171200079232,0.218181818,0.0263208776246799,"120922A",3.1,0.612783856719735
"121024A",4.17178823,21.94617755,0.113943352,-11.31158018,1.41,2.00683,1.83884909073726,1.30353551,0.87,-5.958607315,17.4038170359665,481.634709056124,0.0129830874649959,127.951846168569,1.9881,4.0273666489,3.38136597850523,1.69920482583096,0.7569,35.5050011343715,0.201804932881205,0.063305895,0.065435085,0.06666149,0,0.023928070636996,0.133333333,0.0404936579440628,"121024A",2.298,0.5182506513085
"121027A",5.40919042,22.07736427,0.113943352,-11.92081875,1.82,2.37144,1.79657433321043,1.50995764,1.16,-5.698970004,29.2593409998198,487.410013110273,0.0129830874649959,142.105919670352,3.3124,5.6237276736,3.2276793347505,2.27997207459437,1.3456,32.4782591064918,0.0334396932055774,0.041584155,0.037953731,0.058939694,0,0.0131604388353707,0.054545455,0.0404936579440628,"121027A",1.773,0.442949869577862
"121128A",3.23392922,22.04029767,1.11058971,-9.617982957,1.32,1.98504,1.36735592102602,1.54546584,0.9455,-5.161150909,10.4582981999698,485.774721382207,1.23340950395788,92.5055961611425,1.7424,3.9403838016,1.86966221476491,2.38846466260691,0.89397025,26.6374787054715,0.030393384687225,0.028690024,0.029795568,0.032445001,0.010337721,0.0152584798116998,0.109090909,0.00816151245369952,"121128A",2.2,0.505149978319906
"121211A",4.20933518,21.66138196,0,-11.2823295,2.36,2.0682,2.26007138798507,1.15615612,0.95,-5.886056648,17.7185026575856,469.215468417013,0,127.29095894657,5.5696,4.27745124,5.10792267878878,1.33669697381345,0.9025,34.645662863465,0.0937486856167922,0.054250775,0.063247159,0.074602829,0.005,0.0540590334499272,0.157575758,0.0789626331522811,"121211A",1.023,0.305995882770805
"121217A",3.65075475600834,21.91722026,0.595496222,-10.5893986702474,2.15,2.00403,1.28397928423848,1.11666766628966,0.90519276601781,-5.966576245,13.3280102885175,480.364543925354,0.354615750416273,112.135364197436,4.6225,4.0161362409,1.64860280235356,1.24694667693679,0.819373943650973,35.6000320873983,0.0421049044034134,0.804154566088008,0.607409678401926,0.32829386178267,0.225311350839658,0.0438681294899875,0.218181818,0.065802194705171,"121217A",3.1,0.612783856719735
"130215A",4.46273919454507,21.45058625,0.079181246,-11.206076335057,1.21,2.01015,2.04999285692014,1.82770907306845,0.919815477301242,-5.397940009,19.9160411185288,460.127650468689,0.00626966971811252,125.576146827123,1.4641,4.0407030225,4.20247071342361,3.34052045577675,0.846060512282912,29.1377563407629,0.0664080102445273,0.803770513499697,0.613112162150016,0.438427093399438,0.226989406929982,0.0421134042739674,0.103030303,0.144764827428965,"130215A",0.6,0.204119982655925
"130408A",3.58393,20.06405721,0.69019608,-10.32975415,1.28,2.03183,1.44715803134222,1.39277,0.945,-5.638272164,12.8445542449,402.566391726153,0.476370628847366,106.703820799442,1.6384,4.1283331489,2.09426636767829,1.9398082729,0.893025,31.7901129953372,0.202660966173494,0.077,0.070305,0.0643,0.117120218,0.0457754394646476,0.157575758,0.05371607691878,"130408A",3.757,0.677333151419902
"130418A",2.59006,21.12149747,-0.22184875,-9.247183569,2.07,1.68684,2.47712125471966,1.28449,0.198,-5.744727495,6.7084108036,446.117655375216,0.0492168678765625,85.5104039587836,4.2849,2.8454291856,6.13612971058392,1.6499145601,0.039204,33.001893991809,0.0667193561709255,0.06047,0.06867,0.031625,0.003,0.0292454196637412,0.103030303,0.0877362588943192,"130418A",1.218,0.345961541813141
"130420A",3.56731,20.79265849,0.531478917,-10.8728952,1.52,2.29559,2.09166695759568,0.914676,1.17,-5.148741651,12.7257006361,432.334647081769,0.282469839215493,118.219850030183,2.3104,5.2697334481,4.37507066149759,0.836632184976,1.3689,26.5095405887422,0.0412728533734682,0.05505,0.08535,0.0286905,0.005,0.0111214976087664,0.151515152,0.0154828692044739,"130420A",1.297,0.361160995195026
"130505A",3.24559,20.71960885,1.477121255,-8.91721463,1.18,1.92439,1.94448267215017,1.3304,0.724,-4.677780705,10.5338544481,429.302190896998,2.18188720197277,79.516716757486,1.3924,3.7032768721,3.78101286229226,1.76996416,0.524176,21.8816323240703,0.573753494860134,0.014975,0.024355,0.01565,0,0.0125337512738,0.042424242,0.027198240266324,"130505A",2.27,0.514547752660286
"130511A",2.65954,21.01365445,0.113943352,-10.51570016,1.35,2.06879,0.734799829588847,1.16497,0.65,-6.657577319,7.0731530116,441.573673344005,0.0129830874649959,110.579949855024,1.8225,4.2798920641,0.539930789563798,1.3571551009,0.4225,44.3233357584632,0.176931769719328,0.0838,0.089385,0.04916,0.01,0.0478561412369649,0.187878788,0.0404936579440628,"130511A",1.3033,0.362350507594848
"130514A",3.68772,21.19799139,0.447158031,-10.7212464,1.8,2.0604,2.3096301674259,1.17745,0.65,-5.040958608,13.5992787984,449.354838970514,0.199950304687797,114.945124369513,3.24,4.24524816,5.33439151028379,1.3863885025,0.4225,25.4112636875693,0.0272768816746671,0.078,0.078365,0.04188,0.08,0.00578480828803656,0.03030303,0.028200940433751,"130514A",3.6,0.662757831681574
"130604A",2.071571247,21.35024026,-0.096910013,-8.316052869,1.51,2.08823,1.57634135020579,1.742079764,0.98,-5.853871964,4.29140743139714,455.832759159725,0.00939155061966017,69.1567353200031,2.2801,4.3607045329,2.48485205236862,3.0348419041383,0.9604,34.2678169709052,0.0525216608426825,0.166441725,0.100184013,0.041653571,0.015,0.0188006269082896,0.072727273,0.0658021941113909,"130604A",1.06,0.313867220369153
"130606A",3.30222,20.24962877,0.414973348,-10.18045606,1.52,1.86465,2.44182077228928,1.37571,0.44,-5.537602002,10.9046569284,410.047465322812,0.172202879550329,103.641685589591,2.3104,3.4769196225,5.96248868398343,1.8925780041,0.1936,30.6650359325544,0.0303226794958065,0.06815,0.07782,0.05186,0.045,0.0181523294379188,0.072727273,0.0202468289563662,"130606A",5.913,0.839666556882433
"130702A",4.16589750715653,20.842422,0.462397998,-10.5310012551275,2.1,2.15896,1.92427928606188,1.42311634215788,0.837007299778716,-5.790484985,17.354702040133,434.406554826084,0.213811908554408,110.901987435497,4.41,4.6611082816,3.70285077076682,2.02526012331682,0.700581219882857,33.5297163615105,0.00776276208179474,0.802322244618069,0.615493253137567,0.32851050984106,0.225985498665813,0.0594342399249789,0.121212121,0.0579059309278577,"130702A",0.15,0.0606978403536116
"130831A",3.31959,21.89596701,1.133538908,-9.89279003,1.93,1.79449,1.51188336097887,1.28481,1.01,-5.187086643,11.0196777681,479.433371303008,1.28491045594983,97.8672945776674,3.7249,3.2201943601,2.28579129720478,1.6507367361,1.0201,26.905867841989,0.0249128885171781,0.054815,0.089045,0.06727,0.009011148,0.000809873159060338,0.03030303,0.0116121519440579,"130831A",0.4791,0.16999753706657
"130925A",5.84588,21.99154725,0.86332286,-10.62525165,1.85,2.69002,2.25285303097989,1.38344,1.5915,-4.387216143,34.1743129744,483.628150448983,0.74532636059858,112.895972625828,3.4225,7.2362076004,5.07534677919529,1.9139062336,2.53287225,19.2476654853998,0.00859100615880472,0.06235,0.06424,0.12684,0.206936072,0.00641972626198059,0.084848485,0.0216335981299129,"130925A",0.347,0.129367595722986
"131030A",2.84594,20.84178667,1.44870632,-9.294136288,1.3,2.09466,1.61384182187607,1.11188,0.693,-4.537602002,8.0993744836,434.38007159779,2.09875000160794,86.3809693399184,1.69,4.3876005156,2.60448542603627,1.2362771344,0.480249,20.5898319285544,0.0427179076347192,0.025175,0.027575,0.00815,0.0075,0,0.018181818,0.006556802266626,"131030A",1.295,0.36078268987328
"131105A",3.9488,21.32749584,0.544068044,-10.91009489,1.45,2.24976,2.05037975626146,1.19347,0.94,-5.148741651,15.59302144,454.862078805217,0.296010036501986,119.030170508804,2.1025,5.0614200576,4.2040571448868,1.4243706409,0.8836,26.5095405887422,0.0158047698222509,0.03335,0.047885,0.04544,0.005,0.018535829347944,0.066666667,0.0451215046948386,"131105A",1.686,0.429106008332697
"131117A",2.87134,22.01669496,-0.15490196,-10.838632,1.53,2.15896,1.04139268515823,0.951056,0.86,-6.602059991,8.2445933956,484.734856961689,0.0239946172118416,117.475943631424,2.3409,4.6611082816,1.08449872470106,0.904507515136,0.7396,43.5871961247629,0.124850885271266,0.0823,0.12461,0.0362555,0.025,0.0421134042739674,0.854545455,0.0376012540900799,"131117A",4.042,0.702602841340427
"140206A",3.59073,22.00531353,1.28780173,-9.730487056,1.04,1.88134,1.97127584873811,1.22509,0.672,-4.795880017,12.8933419329,484.233823553601,1.65843329579099,94.6823783469835,1.0816,3.5394401956,3.88592847181814,1.5008455081,0.451584,23.0004651374599,0.0638117042913597,0.012995,0.021325,0.015545,0.021902336,0.00493516456317247,0.090909091,0.00678373136191891,"140206A",2.73,0.571708831808688
"140213A",3.829176603,20.99187128,1.371067862,-10.12551818,1.8,1.96657,1.77815125038364,1.108879519,0.83,-4.920818754,14.6625934569626,440.658659836089,1.87982708220925,102.526118413511,3.24,3.8673975649,3.16182186924092,1.22961378765767,0.6889,24.2144572097181,0.018986810867354,0.06303582,0.068643889,0.021746292,0.005,0,0.024242424,0.00896029879686819,"140213A",1.2076,0.343920385393226
"140419A",3.68383,22.04094236,0.69019608,-10.00568285,1.21,1.87322,1.97634997900327,1.36898,0.678,-4.795880017,13.5706034689,485.803140116842,0.476370628847366,100.113689294784,1.4641,3.5089531684,3.90595923950624,1.8741062404,0.459684,23.0004651374599,0.0175057628797337,0.023985,0.02442,0.017885,0.001,0,0.024242424,0.0107432153660297,"140419A",3.956,0.695131297704026
