"GRB","Redshift_crosscheck","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","is_optical"
"081007A",0.5295,0.958563883,-10.58502665,3.58176278,1.00469263,0.92,2.102,-6.148741651,2.51,21.69605744,0.414973348,2.937133306,0.053161115,0.084284398,0.039134851,0.005,0.048934589,0.2,0.066814536,0
"081008A",1.9685,2.268297087,-10.79317412,3.85550833,1.47398467,0.84,1.98207,-5.366531544,1.69,21.1376737,0.113943352,40.34414957,0.06052989,0.056285684,0.063988679,0.025,0.020199743,0.07,0.033407268,0
"081028A",3.038,2.414973348,-11.3994,4.75426,2.20023,0.945,2.51,-5.431798276,1.25,20.90308999,-0.301029996,32.58849643,0.0572,0.03025,0.054715,5e-04,0.023475377,0.38,0.086858896,0
"081029A",3.8479,2.431283332,-11.86327943,4.48156171,2.51960373,0.87,1.95818,-5.677780705,1.43,21.49704581,-0.301029996,45.6827768,0.083250805,0.04285341,0.169198521,0.001,0.041361379,0.18,0.173717793,0
"081203A",2.1,2.46834733,-10.9243983,4.02089,1.86904,0.82,2.03508,-5.113509275,1.54,21.66176916,0.462397998,82.96987405,0.05695,0.03932,0.064395,0.0325,0.016920564,0.06,0.029951344,0
"081221A",2.26,1.531478917,-9.354577731,2.93195749,1.23586126,0.991,2.4947,-4.742321425,1.21,21.57331844,1.260071388,0.8019177,0.0249855,0.031176651,0.012861856,5e-04,0.007198251,0.13,0.011931167,0
"081228A",3.44,0.477121255,-10.9265341850558,3.37145690541835,1.30627017284479,0.948812901759482,2.11824052948599,-7.050609993,2.1,21.16936021,-0.22184875,NA,0.803766733946937,0.61153959091333,0.275029492627108,0.21058051978834,0.0674679414874554,0.31,0.103319586082909,1
"081230A",2.1,0.907209226455443,-11.32975415,3.66959365,0.99376498,1.02,2.08621,-6.086186148,1.97,20.67248024,-0.15490196,13.77430841,0.0701444,0.08735027,0.040381418,0.02,0.02568693,0.096969697,0.142225970771007,0
"090102A",1.547,1.432006687,-9.457174573,3.15380077,1.42487631,0.667,1.76997,-7.167491087,1.36,21.72376179,0.740362689,2.240000004,0.036239983,0.041590346,0.021786596,0.002673458,0.019160051,0.08,0.063170107,0
"090205A",4.6497,0.944482672,-11.3419886,3.70655,1.29089,1.01,2.03416,-6.721246399,2.15,21.81792086,-0.301029996,1.794079127,0.13445,0.114585,0.084185,0.025,0.068572813,0.23,0.086858896,0
"090313A",3.38,1.893872679,-10.2750974013515,3.61735205955917,1.18760574958508,0.923746981702793,2.07619,-5.853871964,1.91,22.44115763,-0.096910013,NA,0.805742234111561,0.609346134235955,0.273610213696231,0.20178099399181,0.062042069,0.29,0.162860431,1
"090418A",1.608,1.748188027,-10.04720756,3.52813657,1.52909667,0.98,2.03408,-5.337242168,1.48,22.02365981,0.278753601,4.129211073,0.028659405,0.030759021,0.042154514,0.003531332,0.018882369,0.07,0.068572813,0
