"formula_idx","wins","formula"
3809,1,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10TaSqr+log10Fa+log10PeakFlux+log10Ta)^2+PhotonIndex+log10NH+Alpha+log10T90+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
4372,1,"Response ~  (log10FaSqr+log10NHSqr+PhotonIndexSqr+log10Fa+log10NH+log10Ta)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+AlphaSqr+log10T90Sqr"
4402,1,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+Alpha+log10NH+log10Ta)^2+log10PeakFlux+PhotonIndex+log10Fa+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr"
4658,1,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+log10T90+Alpha+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+log10Fa+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr"
4667,1,"Response ~  (log10T90Sqr+AlphaSqr+log10NHSqr+log10T90+Alpha+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+log10Fa+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr"
4790,1,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10NH+PhotonIndex+log10PeakFlux)^2+log10Ta+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
5133,1,"Response ~  (log10FaSqr+log10NHSqr+log10T90+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
5137,1,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr"
5141,1,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10TaSqr+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10T90+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
5145,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10TaSqr+log10Fa+log10NH+log10PeakFlux)^2+log10Ta+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
5388,1,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10T90+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr"
6445,1,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+log10Fa+log10T90+log10TaSqr+log10NHSqr"
6499,1,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10NH+PhotonIndex+log10PeakFlux+log10Ta)^2+Alpha+log10T90+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
6510,1,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10NH+PhotonIndex+log10PeakFlux+log10Ta)^2+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr"
7104,1,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10T90+log10Fa+log10PeakFlux+log10Ta)^2+PhotonIndex+log10NH+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr"
7815,1,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+log10NH+log10Ta)^2+log10PeakFlux+PhotonIndex+Alpha+log10TaSqr+log10PeakFluxSqr+log10NHSqr+AlphaSqr"
