"","log10NH","PhotonIndex","log10PeakFlux","Beta","Beta_opt","log10Fluence","Alpha_opt","log10Ta_opt","Gamma","log10Ta","log10Fa","log10T90","Alpha","log10Fa_opt","log10NHSqr","PhotonIndexSqr","log10PeakFluxSqr","BetaSqr","Beta_optSqr","log10FluenceSqr","Alpha_optSqr","log10Ta_optSqr","GammaSqr","log10TaSqr","log10FaSqr","log10T90Sqr","AlphaSqr","log10Fa_optSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","PhotonIndex_opt","log10PeakFlux_opt","Beta_opt","Beta_opt_opt","log10Fluence_opt","Alpha_opt_opt","log10Ta_opt_opt","Gamma_opt","log10Ta_opt","log10Fa_opt","log10T90_opt","Alpha_opt","log10Fa_opt_opt","Redshift_crosscheck","log10z"
"111107A",21.56675205,1.49,0.079181246,0,1,-6.055517328,0.733879,3.190433,2.11569,0,0,1.424881637,0,-12.5259,465.124793986179,2.2201,0.00626966971811252,0,1,36.6692901097083,0.538578386641,10.178862727489,4.4761441761,0,0,2.0302876794598,0,156.89817081,0.153333382237578,0,0,0,0,0.238146,0.380189,0.082265,0.09,0.039481317,0.14,0.072382414,"111107A",1,5.3916880125,0.3725,0.0197953115,0,0.25,-1.513879332,0.18346975,0.79760825,0.5289225,0,0,0.35622040925,0,-3.131475,2.893,0.590284403718162
"111123A",21.35034301,1.68,-0.045757491,1.25,0,-5.13667714,0,0,2.55463,4.42202873,-11.60730305,2.462397998,1.46723371,0,455.837146644656,2.8224,0.00209374798261508,1.5625,0,26.3854520405986,0,0,6.5261344369,19.5543380889454,134.729484094539,6.06340390055441,2.15277475976036,0,0.131921983937837,0.07308827,0.070655771,0.105884147,0.005,0,0,0,0,0.017847718,0.07,0.048254942,"111123A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1516,0.618215503279417
"111209A",21.14009932,1.48,-0.301029996,0.2529,0,-4.443697499,0,0,1.81212,4.13326,-9.057000407,2.505149978,2.77382,0,446.903799259465,2.1904,0.09061905849176,0.06395841,0,19.7464474626189,0,0,3.2837788944,17.0838382276,82.0292563723982,6.2757764122734,7.6940773924,0,0.0401068361866461,0.02099,0.010455,0.04435,5e-05,0,0,0.03,0,0.012063736,0.03,0.086858896,"111209A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0.224533062606086
"111228A",21.41342718,2.27,1.093421685,0.99,0,-5.070581074,0,0,2.03824,4.10627835,-10.65757732,2.005180513,1.15297662,0,458.534863593163,5.1529,1.19557098122824,0.9801,0,25.710792428007,0,0,4.1544222976,16.8615218876787,113.583954331778,4.02074888971494,1.32935508626662,0,0.023242060897345,0.030118345,0.037264425,0.023299272,0,0,0,0.028803,0,0.010218694,0.06,0.017511874,"111228A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0.234010817587179
"120118B",21.451745,2.08,0.342422681,1.01,0,-5.744727495,0,0,2.20884,3.68307,-10.95467702,1.36660971,1.0241,0,460.177363545025,4.3264,0.117253292463228,1.0201,0,33.001893991809,0,0,4.8789741456,13.5650046249,120.004948612516,1.86762209946628,1.04878081,0,0.366834332492466,0.1172,0.131765,0.077156,0.005,0,0,0,0,0.024127471,0.11,0.059221975,"120118B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.943,0.595826777073223
"120119A",22.02202812,1.38,1.012837225,0,0.89,-4.769551079,1.51,3.44,1.61077,0,0,2.404491618,0,-12,484.969722518071,1.9044,1.0258392443457,0,0.7921,22.7486174951901,2.2801,11.8336,2.5945799929,0,0,5.78157994103226,0,144,0.0692396240032236,0,0,0,0,0.06,0.05,0.08,0.01,0,0.04,0.012649354,"120119A",1,5.50550703,0.345,0.25320930625,0,0.2225,-1.19238776975,0.3775,0.86,0.4026925,0,0,0.6011229045,0,-3,3.1,0.612783856719735
"120327A",22.16619025,1.52,0.591064607,0.63,0,-5.443697499,0,0,1.75797,3.48517215,-10.15181088,1.798650645,1.44859414,0,491.339990199195,2.3104,0.349357369648064,0.3969,0,29.6338424606189,0,0,3.0904585209,12.1464249151356,103.059264143286,3.23514414275892,2.09842498244234,0,0.051933835584684,0.04362492,0.051679097,0.058002882,0.02,0,0,0,0,0.012063736,0.06,0.022271512,"120327A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.813,0.581266805273671
"120404A",21.70983536,1.85,0.079181246,0.69,0,-5.795880017,0,0,1.89579,3.79948,-11.02687215,1.587710965,1.90651,0,471.316951358306,3.4225,0.00626966971811252,0.4761,0,33.5922251714599,0,0,3.5940197241,14.4360482704,121.591909412446,2.52082610838123,3.6347803801,0,0.179553274179706,0.11705,0.068285,0.121385,0.005,0,0,0,0,0.027143405,0.13,0.072382414,"120404A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.876,0.588383768378728
"120711A",20.8890204759374,1.73945067928945,0.15298088503652,0,0.53,-5.59956740196432,1.107014,4.394018,1.96823823014476,0,0,2.06069784,0,-12.9249,436.351176444132,3.02568866568053,0.0234031511865569,0,0.2809,31.3551550891414,1.225479996196,19.307394184324,3.87396173060338,0,0,4.24647558778067,0,167.05304001,0.0563106258915239,0,0,0,0,0.108379,0.116386,0.197821,0.02,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1,5.22225511898435,0.434862669822362,0.03824522125913,0,0.1325,-1.39989185049108,0.2767535,1.0985045,0.49205955753619,0,0,0.51517446,0,-3.231225,1.405,0.381115080709851
"120729A",21.34792103,1.62,0.462397998,0.645,0,-5.619788758,0,0,1.8831,3.52138487,-10.29756946,1.854306042,2.26312734,0,455.733732303116,2.6244,0.213811908554408,0.416025,0,31.5820256845432,0,0,3.54606561,12.4001514026649,106.039936783525,3.43845089739771,5.12174535705548,0,0.223182009707008,0.06906832,0.047294772,0.130088482,0.013331067,0.01515,0,0,0,0.018095603,0.08,0.029951344,"120729A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.255272505103306
"120802A",22.12127744,1.21,0.477121255,0.91,0,-5.721246399,0,0,2.03526,3.53838419,-11.17198494,1.698970004,0.54215516,0,489.350915577453,1.4641,0.227644691972775,0.8281,0,32.7326603580705,0,0,4.1422832676,12.520162676042,124.813247499587,2.88649907449176,0.293932217514626,0,0.2694762542188,0.07803221,0.220557212,0.11816229,0.055,0,0,0,0,0.068572813,0.47,0.028952965,"120802A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.796,0.680879174426811
"120811C",21.91722026,1.4,0.612783857,0.65,0,-5.522878745,0,0,1.92121,3.15909591,-10.14327111,1.428134794,1.01613299,0,480.364543925354,1.96,0.375504055399796,0.4225,0,30.5021896319728,0,0,3.6910478641,9.97988696857873,102.885948810961,2.03956898983342,1.03252625336634,0,0.0598545187495629,0.05294686,0.084200302,0.03800099,0.090734018,0,0,0,0,0.043429448,0.3,0.021185097,"120811C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.671,0.564784384503987
"120815A",21.77242733,2.29,0.342422681,0,0.78,-6.30980392,0.6555,3.266303,1.84293,0,0,0.986771734,0,-12.3315,474.038591840131,5.2441,0.117253292463228,0,0.6084,39.8136255088474,0.42968025,10.668735287809,3.3963909849,0,0,0.973718455021367,0,152.06589225,0.00378540226960351,0,0,0,0,0.015728,0.033134,0.020651,0.01,0.062042069,0.23,0.059221975,"120815A",1,5.4431068325,0.5725,0.08560567025,0,0.195,-1.57745098,0.163875,0.81657575,0.4607325,0,0,0.2466929335,0,-3.082875,2.36,0.526339277389844
"120907A",21.0438101,1.73,0.462397998,0.78,0,-6.173925197,0,0,1.82021,3.2113827,-10.37675071,1.227886705,1.05329104,0,442.841943524862,2.9929,0.213811908554408,0.6084,0,38.1173523381515,0,0,3.3131644441,10.3129788458593,107.676955297485,1.50770576031576,1.10942201494428,0,0.035217186540104,0.04130341,0.062296694,0.028647271,0.005,0,0,0,0.14,0.071302079,0.25,0.059902687,"120907A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.294466226161593
"120922A",21.0163605,1.58,0.301029996,1.17,0,-5.207608311,0,0,2.06954,3.59799,-10.59516628,2.238046103,1.06622,0,441.68740866596,2.4964,0.09061905849176,1.3689,0,27.1191843207963,0,0,4.2829958116,12.9455320401,112.257548500849,5.00885035915349,1.1368250884,0,0.075913913084108,0.16365,0.133375,0.03563,0.005,0,0,0,0,0.049033248,0.36,0.043429448,"120922A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.612783856719735
"121024A",21.94617755,1.41,0.113943352,0.87,0,-5.958607315,0,0,2.00683,4.17178823,-11.31158018,1.838849091,1.30353551,0,481.634709056124,1.9881,0.0129830874649959,0.7569,0,35.5050011343715,0,0,4.0273666489,17.4038170359665,127.951846168569,3.38136597947153,1.69920482583096,0,0.201804932759115,0.063305895,0.065435085,0.06666149,0,0,0,0,0,0.039481317,0.22,0.066814536,"121024A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.298,0.5182506513085
"121027A",22.07736427,1.82,0.113943352,1.16,0,-5.698970004,0,0,2.37144,5.40919042,-11.92081875,1.796574333,1.50995764,0,487.410013110273,3.3124,0.0129830874649959,1.3456,0,32.4782591064918,0,0,5.6237276736,29.2593409998198,142.105919670352,3.22767933399439,2.27997207459437,0,0.03343969322178,0.041584155,0.037953731,0.058939694,0,0,0,0,0,0.021714724,0.09,0.066814536,"121027A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773,0.442949869577862
"121128A",22.04029767,1.32,1.11058971,0.9455,0,-5.161150909,0,0,1.98504,3.23392922,-9.617982957,1.367355921,1.54546584,0,485.774721382207,1.7424,1.23340950395788,0.89397025,0,26.6374787054715,0,0,3.9403838016,10.4582981999698,92.5055961611425,1.86966221469376,2.38846466260691,0,0.0303933846890459,0.028690024,0.029795568,0.032445001,0.010337721,0,0,0.028803,0,0.025176492,0.18,0.013466496,"121128A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.505149978319906
"121211A",21.66138196,2.36,0,0.95,0,-5.886056648,0,0,2.0682,4.20933518,-11.2823295,2.260071388,1.15615612,0,469.215468417013,5.5696,0,0.9025,0,34.645662863465,0,0,4.27745124,17.7185026575856,127.29095894657,5.10792267885625,1.33669697381345,0,0.0937486856135703,0.054250775,0.063247159,0.074602829,0.005,0,0,0,0,0.089197405,0.26,0.130288345,"121211A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,0.305995882770805
"121217A",21.6003032,1.53,0.255272505,0,0.87,-5.207608311,0.775179,3.47558,1.96847804960143,0,0,2.890979597,0,-12.2295,466.57309833193,2.3409,0.065164051808975,0,0.7569,27.1191843207963,0.600902482041,12.0796563364,3.87490583176265,0,0,8.35776303027028,0,149.56067025,0.246558916936231,0,0,0,0,0.1152,0.0991,0.028589,0.04,0.0302144713479088,0.08,0.0649371985063369,"121217A",1,5.4000758,0.3825,0.06381812625,0,0.2175,-1.30190207775,0.19379475,0.868895,0.492119512400358,0,0,0.72274489925,0,-3.057375,3.1,0.612783856719735
"130215A",21.1575730258515,1.59,0.397940009,0,0.94,-5.26760624,2.09,5.96,1.95045663425091,0,0,1.81756537,0,-13.66,447.642896344239,2.5281,0.15835625076292,0,0.8836,27.7476754996869,4.3681,35.5216,3.80428108209339,0,0,3.30354387422324,0,186.5956,0.0344798070207195,0,0,0,0,0.24,0.13,0.54,0.05,0.040212452,0.14,0.121602455,"130215A",1,5.28939325646288,0.3975,0.09948500225,0,0.235,-1.31690156,0.5225,1.49,0.487614158562727,0,0,0.4543913425,0,-3.415,0.6,0.204119982655925
"130408A",20.06405721,1.28,0.69019608,0.945,0,-5.638272164,0,0,2.03183,3.58393,-10.32975415,1.447158031,1.39277,0,402.566391726153,1.6384,0.476370628847366,0.893025,0,31.7901129953372,0,0,4.1283331489,12.8445542449,106.703820799442,2.0942663666878,1.9398082729,0,0.202660966333188,0.077,0.070305,0.0643,0.117120218,0,0,0,0,0.075529475,0.26,0.088631527,"130408A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.757,0.677333151419902
"130418A",21.12149747,2.07,-0.22184875,0.198,0,-5.744727495,0,0,1.68684,2.59006,-9.247183569,2.07200023240372,1.28449,0,446.117655375216,4.2849,0.0492168678765625,0.039204,0,33.001893991809,0,0,2.8454291856,6.7084108036,85.5104039587836,4.29318496308107,1.6499145601,0,0.169579312058566,0.06047,0.06867,0.031625,0.003,0,0,0,0,0.048254942,0.17,0.144764827,"130418A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218,0.345961541813141
"130420A",20.79265849,1.52,0.531478917,1.17,0,-5.148741651,0,0,2.29559,3.56731,-10.8728952,2.091666958,0.914676,0,432.334647081769,2.3104,0.282469839215493,1.3689,0,26.5095405887422,0,0,5.2697334481,12.7257006361,118.219850030183,4.37507066318897,0.836632184976,0,0.0412728533350444,0.05505,0.08535,0.0286905,0.005,0,0,0,0,0.018350471,0.25,0.025546734,"130420A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297,0.361160995195026
"130427A",20.99021494,1.21,2.519827994,0,0.72,-3.508638306,1.271343,4.420737,1.78644,0,0,2.211734423,0,-11.2664,440.589123227399,1.4641,6.34953311934606,0,0.5184,12.3105427623305,1.616313023649,19.542915623169,3.1913678736,0,0,4.89176915788314,0,126.93176896,0.0148761559757772,0,0,0,0,0.006123,0.006768,0.007333,0.01,0.00420285,0.02,0.006035512,"130427A",1,5.247553735,0.3025,0.6299569985,0,0.18,-0.8771595765,0.31783575,1.10518425,0.44661,0,0,0.55293360575,0,-2.8166,0.34,0.127104798364808
"130511A",21.01365445,1.35,0.113943352,0.65,0,-6.657577319,0,0,2.06879,2.65954,-10.51570016,0.73479983,1.16497,0,441.573673344005,1.8225,0.0129830874649959,0.4225,0,44.3233357584632,0,0,4.2798920641,7.0731530116,110.579949855024,0.539930790168029,1.3571551009,0,0.176931769551824,0.0838,0.089385,0.04916,0.01,0,0,0,0,0.078962633,0.31,0.066814536,"130511A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",21.19799139,1.8,0.447158031,0.65,0,-5.040958608,0,0,2.0604,3.68772,-10.7212464,2.309630167,1.17745,0,449.354838970514,3.24,0.199950304687797,0.4225,0,25.4112636875693,0,0,4.24524816,13.5992787984,114.945124369513,5.33439150831645,1.3863885025,0,0.0272768817014167,0.078,0.078365,0.04188,0.08,0,0,0,0,0.009544934,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",21.35024026,1.51,-0.096910013,0.98,0,-5.853871964,0,0,2.08823,2.071571247,-8.316052869,1.57634135,1.742079764,0,455.832759159725,2.2801,0.00939155061966017,0.9604,0,34.2678169709052,0,0,4.3607045329,4.29140743139714,69.1567353200031,2.48485205171982,3.0348419041383,0,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0,0,0,0,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.313867220369153
"130702A",21.1002489320261,1.7069931932884,0.697313985603386,0,0.44,-5.28621275756824,1.33,5.07,1.95922507826468,0,0,1.770852012,0,-12.13,445.220504993469,2.91382576193293,0.486246794518079,0,0.1936,27.9440453182772,1.7689,25.7049,3.83856290730124,0,0,3.13591684840445,0,147.1369,0.0552798328138297,0,0,0,0,0.02,0.01,0.02,0.09,0.0328032555071814,0.171786515728631,0.043879736569635,"130702A",1,5.27506223300653,0.4267482983221,0.174328496400846,0,0.11,-1.32155318939206,0.3325,1.2675,0.48980626956617,0,0,0.442713003,0,-3.0325,0.15,0.0606978403536116
"130831A",21.34755638,1.93,1.133538908,1.01,0,-5.187086643,0,0,1.79449,3.31959,-9.89279003,1.511883361,1.28481,0,455.718163397279,3.7249,1.28491045594983,1.0201,0,26.905867841989,0,0,3.2201943601,11.0196777681,97.8672945776674,2.28579129726866,1.6507367361,0,0.0249128885159663,0.054815,0.089045,0.06727,0.009011148,0,0,0.028803,0,0.001336291,0.05,0.019160051,"130831A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4791,0.16999753706657
"131030A",20.84178667,1.3,1.44870632,0.693,0,-4.537602002,0,0,2.09466,2.84594,-9.294136288,1.613841822,1.11188,0,434.38007159779,1.69,2.09875000160794,0.480249,0,20.5898319285544,0,0,4.3876005156,8.0993744836,86.3809693399184,2.60448542643628,1.2362771344,0,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0,0,0,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",21.32749584,1.45,0.544068044,0.94,0,-5.148741651,0,0,2.24976,3.9488,-10.91009489,2.050379756,1.19347,0,454.862078805217,2.1025,0.296010036501986,0.8836,0,26.5095405887422,0,0,5.0614200576,15.59302144,119.030170508804,4.20405714381462,1.4243706409,0,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0,0,0,0,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",22.00531353,1.04,1.28780173,0.672,0,-4.795880017,0,0,1.88134,3.59073,-9.730487056,1.971275849,1.22509,0,484.233823553601,1.0816,1.65843329579099,0.451584,0,23.0004651374599,0,0,3.5394401956,12.8933419329,94.6823783469835,3.88592847285067,1.5008455081,0,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0.110788,0.166694,0.122333,0.01,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",20.99187128,1.8,1.371067862,0.83,0,-4.920818754,0,0,1.96657,3.829176603,-10.12551818,1.77815125,1.108879519,0,440.658659836089,3.24,1.87982708220925,0.6889,0,24.2144572097181,0,0,3.8673975649,14.6625934569626,102.526118413511,3.16182186787656,1.22961378765767,0,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0,0,0,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",22.04094236,1.21,0.69019608,0.678,0,-4.795880017,0,0,1.87322,3.68383,-10.00568285,1.976349979,1.36898,0,485.803140116842,1.4641,0.476370628847366,0.459684,0,23.0004651374599,0,0,3.5089531684,13.5706034689,100.113689294784,3.9059592394933,1.8741062404,0,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0,0,0,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",21.81946365,1.33,0.322219295,0.77,0,-5.026872146,0,0,2.06486,3.90552,-10.85078089,2.127104798,1.18974,0,476.088993973671,1.7689,0.103825274070297,0.5929,0,25.2694435722306,0,0,4.2636468196,15.2530864704,117.739445922789,4.52457482167462,1.4154812676,0,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0,0,0,0,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",21.67796993,2,0.397940009,1.03,0,-5.958607315,0,0,2.15785,4.14388,-11.36251027,2.239549721,0.875171,0,469.934380285984,4,0.15835625076292,1.0609,0,35.5050011343715,0,0,4.6563166225,17.1717414544,129.106639635855,5.01558295283118,0.765924279241,0,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0.03,0.025,0,0.15,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",21.81764402,1.68,1.037426498,0.9,0,-5.552841969,0,0,1.74751,3.30686,-9.903089987,2.045714059,0.948932,0,476.009590583442,2.8224,1.07625373875254,0.81,0,30.8340539326878,0,0,3.0537912001,10.9353230596,98.0711912906197,4.18494601119025,0.900471940624,0,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0,0,0,0,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",20.90144742,1.59,0.204119983,0.86,0,-5.920818754,0,0,1.93407,3.58709,-11.09770006,1.17092730333444,1.40649,0,436.870504251025,2.5281,0.0416649674599203,0.7396,0,35.0560947177181,0,0,3.7406267649,12.8672146681,123.158946621724,1.37107074969406,1.9782141201,0,0.151511196244019,0.08395,0.088715,0.10418,0.22,0,0,0,0,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",21.32824297,1.45,0.832508913,0.871,0,-4.853871964,0,0,1.84304,3.53686,-9.504455662,2.189770956,1.25134,0,454.893948187355,2.1025,0.693071090224441,0.758641,0,23.5600730429052,0,0,3.3967964416,12.5093786596,90.3346774309239,4.79509683974115,1.5658517956,0,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0,0,0,0,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",22.46148952,0.92,0,0.94,0,-6,0,0,1.93772,3.77824,-11.31158018,1.781755375,1.64981,0,504.51851145707,0.8464,0,0.8836,0,36,0,0,3.7547587984,14.2750974976,127.951846168569,3.17465221634139,2.7218730361,0,0.0174377429302028,0.09045,0.070125,0.18819,0,0,0,0,0,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140614A",21.39050236,1.5,-1.4317581319867,0.83,0,-5.886056648,0,0,1.77015,3.70006,-10.9589,2.857332496,1.35595,0,457.553591213166,2.25,2.04993134851004,0.6889,0,34.645662863465,0,0,3.1334310225,13.6904440036,120.09748921,8.16434899269759,1.8386004025,0,0.0965452754396361,0.1129,0.098945,0.093145,0.05,0,0,0,0,0.133629071,0.46,0.163321606984505,"140614A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233,0.718750734739665
"140629A",21.74269921,1.86,0.62324929,0.815,0,-5.619788758,0,0,1.95996,2.85608,-9.847711656,1.62324929,1.16056,0,472.744968936535,3.4596,0.388439677485504,0.664225,0,31.5820256845432,0,0,3.8414432016,8.1571929664,96.9774248597183,2.6349382574855,1.3468995136,0,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0,0,0,0,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",20.8744034307407,1.83370502309806,0.574153872694756,0,0.67,-6.05905855564194,0.861959,4.204885,2.01128440967262,0,0,0.84509804,0,-12.7942,435.740718589319,3.36247411173506,0.329652669530386,0,0.4489,36.7121905806978,0.742973317681,17.681057863225,4.04526497659214,0,0,0.714190697211842,0,163.69155364,0.131921983937837,0,0,0,0,0.036239,0.047598,0.016398,0.16,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,5.21860085768517,0.458426255774515,0.143538468173689,0,0.1675,-1.51476463891048,0.21548975,1.05122125,0.502821102418155,0,0,0.21127451,0,-3.19855,1.32,0.3654879848909
"140907A",21.4811071,1.72,0.397940009,0,1,-5.366531544,0.985034,4.201713,2.00735,0,0,1.898725182,0,-12.4311,461.43796224167,2.9584,0.15835625076292,0,1,28.799660812747,0.970291981156,17.654392134369,4.0294540225,0,0,3.60515731676093,0,154.53224721,0.130539784388153,0,0,0,0,0.052537,0.073581,0.036083,0.07,0.020199743,0.07,0.034743559,"140907A",1,5.370276775,0.43,0.09948500225,0,0.25,-1.341632886,0.2462585,1.05042825,0.5018375,0,0,0.4746812955,0,-3.107775,1.21,0.344392273685111
"141004A",21.49730845,1.86,0.785329835,1.08,0,-6.173925197,0,0,1.79496,3.30337,-10.61083392,0.593286067,1.54959,0,462.134270594441,3.4596,0.616742949741127,1.1664,0,38.1173523381515,0,0,3.2218814016,10.9122533569,112.589796477823,0.351988357296328,2.4012291681,0,0.118918281385487,0.0853,0.081935,0.09774,0.005,0,0,0,0,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",21.59590717,1.73,-0.045757491,0.82,0,-5.27572413,0,0,1.93447,5.76634,-12.65757732,2.74028372,2.33322,0,466.383206495257,2.9929,0.00209374798261508,0.6724,0,27.8332650958643,0,0,3.7421741809,33.2506769956,160.214263611778,7.50915486609704,5.4439155684,0,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0,0,0,0,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",21.48574413,0.62,0.949390007,1.1,0,-5.585026652,0,0,1.80565,2.77561,-9.872830386,0.857935265,1.42066,0,461.63720081983,0.3844,0.90134138539146,1.21,0,31.1925227035503,0,0,3.2603719225,7.7040108721,97.4727798307249,0.73605291893062,2.0182748356,0,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0,0,0,0,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",21.46788768,1.74,0.491361694,0,0.26,-5.677780705,1.248584,2.813159,2.22288,0,0,1.567026366,0,-11.3914,460.870201441096,3.0276,0.24143631433055,0,0.0676,32.2371937340703,1.558962005056,7.913863559281,4.9411954944,0,0,2.45557163173917,0,129.76399396,0.102616483810065,0,0,0,0,0.019721,0.020312,0.033612,0.09,0.02068069,0.08,0.028018999,"141221A",1,5.36697192,0.435,0.1228404235,0,0.065,-1.41944517625,0.312146,0.70328975,0.55572,0,0,0.3917565915,0,-2.84785,1.45,0.389166084364532
"150120B",21.52664292,2.2,0.079181246,0.92,0,-6.26760624,0,0,2.01678,3.39431,-10.79048499,2.01762288488796,1.17705,0,463.396355405186,4.84,0.00626966971811252,0.8464,0,39.2828879796869,0,0,4.0674015684,11.5213403761,116.434566319415,4.07080210562361,1.3854467025,0,0.0141299769251024,0.0711,0.090535,0.057705,0.005,0,0,0,0,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",22.01715025,1.08,1.58546073,0.73,0,-4.657577319,0,0,1.84772,2.49217,-8.609064893,1.169968174,1.19079,0,484.754905131075,1.1664,2.51368572637213,0.5329,0,21.6930264824632,0,0,3.4140691984,6.2109113089,74.1159983318851,1.36882552817289,1.4179808241,0,0.07726686575266,0.015025,0.015855,0.009925,0,0,0,0,0,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150323A",21.69269626,1.85,0.73239376,0,1.1,-5.214670165,0.561833,3.67566,2.0639,0,0,2.174931594,0,-13.0735,470.573071028618,3.4225,0.536400619686938,0,1.21,27.1927849297411,0.315656319889,13.5104764356,4.25968321,0,0,4.73032743857938,0,170.91640225,0.0361306862803674,0,0,0,0,0.057188,0.12415,0.05679,0.21,0.014239163,0.07,0.024127471,"150323A",1,5.423174065,0.4625,0.18309844,0,0.275,-1.30366754125,0.14045825,0.918915,0.515975,0,0,0.5437328985,0,-3.268375,0.593,0.202215775801131
