"row","GRB","y","z","pred","z_pred"
251,"201021C",0.315970345456918,1.07,0.399051615198539,1.50640711777382
253,"210204A",0.273232834043046,0.876,0.329734577432999,1.13665585596716
254,"210210A",0.234264124378789,0.715,0.357290258663552,1.27661848962245
255,"210411C",0.582744965691277,2.826,0.379994850845629,1.39880447774681
256,"210517A",0.542327382773974,2.486,0.440730442031992,1.75886495195591
257,"210610B",0.328379603438738,1.13,0.343262013358617,1.20425590732226
258,"210619B",0.4679039465228,1.937,0.266565062954389,0.847417541322561
259,"210722A",0.331427296520743,1.145,0.381800213587704,1.40879706638112
260,"210822A",0.437116093048079,1.736,0.334269297889857,1.15908280103856
264,"230116D",0.682145076373832,3.81,0.608865269131988,3.06317258096972
265,"230325A",0.425534220498263,1.664,0.53386883066387,2.41876170552136
268,"230818A",0.534026106056135,2.42,0.403543060221207,1.53246271606452
269,"231210B",0.615950051656401,3.13,0.522371364632227,2.32944131688298
