"","log10PeakFlux","log10NH","log10Ta","PhotonIndex","log10Fa","Alpha","log10T90","Beta","Gamma","log10Fluence","log10PeakFluxSqr","log10NHSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"130604A",-0.096910013,21.35024026,2.071571247,1.51,-8.316052869,1.742079764,1.57634135020579,0.98,2.08823,-5.853871964,0.00939155061966017,455.832759159725,4.29140743139714,2.2801,69.1567353200031,3.0348419041383,2.48485205236862,0.9604,4.3607045329,34.2678169709052,0.0525216608426825,0.166441725,0.100184013,0.041653571,0.015,0.0188006269082896,0.072727273,0.0658021941113909,"130604A",1.06,0.313867220369153
"130606A",0.414973348,20.24962877,3.30222,1.52,-10.18045606,1.37571,2.44182077228928,0.44,1.86465,-5.537602002,0.172202879550329,410.047465322812,10.9046569284,2.3104,103.641685589591,1.8925780041,5.96248868398343,0.1936,3.4769196225,30.6650359325544,0.0303226794958065,0.06815,0.07782,0.05186,0.045,0.0181523294379188,0.072727273,0.0202468289563662,"130606A",5.913,0.839666556882433
"130831A",1.133538908,21.89596701,3.31959,1.93,-9.89279003,1.28481,1.51188336097887,1.01,1.79449,-5.187086643,1.28491045594983,479.433371303008,11.0196777681,3.7249,97.8672945776674,1.6507367361,2.28579129720478,1.0201,3.2201943601,26.905867841989,0.0249128885171781,0.054815,0.089045,0.06727,0.009011148,0.000809873159060338,0.03030303,0.0116121519440579,"130831A",0.4791,0.16999753706657
"130925A",0.86332286,21.99154725,5.84588,1.85,-10.62525165,1.38344,2.25285303097989,1.5915,2.69002,-4.387216143,0.74532636059858,483.628150448983,34.1743129744,3.4225,112.895972625828,1.9139062336,5.07534677919529,2.53287225,7.2362076004,19.2476654853998,0.00859100615880472,0.06235,0.06424,0.12684,0.206936072,0.00641972626198059,0.084848485,0.0216335981299129,"130925A",0.347,0.129367595722986
"131030A",1.44870632,20.84178667,2.84594,1.3,-9.294136288,1.11188,1.61384182187607,0.693,2.09466,-4.537602002,2.09875000160794,434.38007159779,8.0993744836,1.69,86.3809693399184,1.2362771344,2.60448542603627,0.480249,4.3876005156,20.5898319285544,0.0427179076347192,0.025175,0.027575,0.00815,0.0075,0,0.018181818,0.006556802266626,"131030A",1.295,0.36078268987328
"131105A",0.544068044,21.32749584,3.9488,1.45,-10.91009489,1.19347,2.05037975626146,0.94,2.24976,-5.148741651,0.296010036501986,454.862078805217,15.59302144,2.1025,119.030170508804,1.4243706409,4.2040571448868,0.8836,5.0614200576,26.5095405887422,0.0158047698222509,0.03335,0.047885,0.04544,0.005,0.018535829347944,0.066666667,0.0451215046948386,"131105A",1.686,0.429106008332697
"131117A",-0.15490196,22.01669496,2.87134,1.6,-10.838632,0.951056,1.04139268515823,0.86,2.15896,-6.602059991,0.0239946172118416,484.734856961689,8.2445933956,2.56,117.475943631424,0.904507515136,1.08449872470106,0.7396,4.6611082816,43.5871961247629,0.124850885271266,0.0823,0.12461,0.0362555,0.025,0.0421134042739674,0.854545455,0.0376012540900799,"131117A",4.042,0.702602841340427
"140206A",1.28780173,22.00531353,3.59073,1.04,-9.730487056,1.22509,1.97127584873811,0.672,1.88134,-4.795880017,1.65843329579099,484.233823553601,12.8933419329,1.0816,94.6823783469835,1.5008455081,3.88592847181814,0.451584,3.5394401956,23.0004651374599,0.0638117042913597,0.012995,0.021325,0.015545,0.021902336,0.00493516456317247,0.090909091,0.00678373136191891,"140206A",2.73,0.571708831808688
"140213A",1.371067862,20.99187128,3.829176603,1.8,-10.12551818,1.108879519,1.77815125038364,0.83,1.96657,-4.920818754,1.87982708220925,440.658659836089,14.6625934569626,3.24,102.526118413511,1.22961378765767,3.16182186924092,0.6889,3.8673975649,24.2144572097181,0.018986810867354,0.06303582,0.068643889,0.021746292,0.005,0,0.024242424,0.00896029879686819,"140213A",1.2076,0.343920385393226
"140419A",0.69019608,22.04094236,3.68383,1.21,-10.00568285,1.36898,1.97634997900327,0.678,1.87322,-4.795880017,0.476370628847366,485.803140116842,13.5706034689,1.4641,100.113689294784,1.8741062404,3.90595923950624,0.459684,3.5089531684,23.0004651374599,0.0175057628797337,0.023985,0.02442,0.017885,0.001,0,0.024242424,0.0107432153660297,"140419A",3.956,0.695131297704026
"140423A",0.322219295,21.81946365,3.90552,1.33,-10.85078089,1.18974,2.12710479836481,0.77,2.06486,-5.026872146,0.103825274070297,476.088993973671,15.2530864704,1.7689,117.739445922789,1.4154812676,4.52457482322659,0.5929,4.2636468196,25.2694435722306,0.0745819195311915,0.05035,0.05495,0.045115,0.149849463,0.00840028010644005,0.036363636,0.0250675025037319,"140423A",3.26,0.629409599102719
"140430A",0.397940009,21.67796993,4.14388,2,-11.36251027,0.875171,2.23954972084047,1.03,2.15785,-5.958607315,0.15835625076292,469.934380285984,17.1717414544,4,129.106639635855,0.765924279241,5.01558295211664,1.0609,4.6563166225,35.5050011343715,0.00923562857434798,0.0861,0.13071,0.0833725,0.035,0.0478561412739919,0.133333333,0.0210567021001345,"140430A",1.6,0.414973347970818
"140506A",1.037426498,21.81764402,3.30686,1.68,-9.903089987,0.948932,2.04571405894087,0.9,1.74751,-5.552841969,1.07625373875254,476.009590583442,10.9353230596,2.8224,98.0711912906197,0.900471940624,4.18494601094832,0.81,3.0537912001,30.8340539326878,0.0373575732783381,0.05516,0.06882,0.01557,0.047966029,0.0282009404055501,0.096969697,0.0217328347697396,"140506A",0.889,0.276231957921834
"140509A",0.204119983,20.90144742,3.58709,1.59,-11.09770006,1.40649,1.3654879848909,0.86,1.93407,-5.920818754,0.0416649674599203,436.870504251025,12.8672146681,2.5281,123.158946621724,1.9782141201,1.86455743688141,0.7396,3.7406267649,35.0560947177181,0.0968019365519981,0.08395,0.088715,0.10418,0.22,0.0438681294899875,0.121212121,0.065802194060479,"140509A",2.4,0.531478917042255
"140512A",0.832508913,21.32824297,3.53686,1.45,-9.504455662,1.25134,2.18977095634687,0.871,1.84304,-4.853871964,0.693071090224441,454.893948187355,12.5093786596,2.1025,90.3346774309239,1.5658517956,4.7950968412603,0.758641,3.3967964416,23.5600730429052,0.0134302087551698,0.01504,0.022285,0.02006,0.002482817,0.00564018807248688,0.024242424,0.0116121519263043,"140512A",0.725,0.236789099409293
"140518A",0,22.46148952,3.77824,0.92,-11.31158018,1.64981,1.78175537465247,0.94,1.93772,-6,0,504.51851145707,14.2750974976,0.8464,127.951846168569,2.7218730361,3.17465221510296,0.8836,3.7547587984,36,0.0174377429441569,0.09045,0.070125,0.18819,0,0.0263208776911062,0.36969697,0.0263208778621919,"140518A",4.707,0.756407872548958
"140614A",-0.420216403,21.30214687,3.70006,1.5,-10.9589,1.35595,2.85733249643127,0.83,1.77015,-5.886056648,0.176581825350258,453.781461271051,13.6904440036,2.25,120.09748921,1.8386004025,8.16434899516215,0.6889,3.1334310225,34.645662863465,0.0965452753437635,0.1129,0.098945,0.093145,0.05,0.0809873160298533,0.278787879,0.144764827428965,"140614A",4.233,0.718750734739665
"140629A",0.62324929,21.74269921,2.85608,1.86,-9.847711656,1.16056,1.6232492903979,0.815,1.95996,-5.619788758,0.388439677485504,472.744968936535,8.1571929664,3.4596,96.9774248597183,1.3468995136,2.63493825877729,0.664225,3.8414432016,31.5820256845432,0.11934296985134,0.042785,0.06161,0.03501,0.001678552,0.0219340647280231,0.066666667,0.025067502542057,"140629A",2.275,0.515211304327802
"140801A",0.204119983,21.14580437,3.90789982126202,1.38,-10.8566216524654,1.17019655364445,1.55059520748933,0.878292732976771,2.03416,-5.619788758,0.0416649674599203,447.145042454311,15.2716810130198,1.9044,117.866233704781,1.36935997416135,2.40434549748887,0.771398124799805,4.1378069056,31.5820256845432,0.0299157959458657,0.785055310427206,0.595332865854818,0.287853682940942,0.207461178697057,0.0354526107425099,0.060606061,0.131604388324606,"140801A",1.32,0.3654879848909
"140907A",0.924279286,20.48730103,3.91346075253354,0.98,-10.6637124143786,1.23278231808771,2.12710479836481,0.899956621324261,1.5415,-4.721246399,0.85429219852867,419.729503493839,15.3151750616204,0.9604,113.714762456571,1.51975224378972,4.52457482322659,0.809921920265379,2.37622225,22.2901675600705,0.00919722887858148,0.804057777489994,0.590184082516883,0.278990182000263,0.210480109680311,0.0421134042739674,0.084848485,0.0478561411902437,"140907A",1.21,0.344392273685111
"141004A",0.785329835,21.49730845,3.30337,1.86,-10.61083392,1.54959,0.593286067020457,1.08,1.79496,-6.173925197,0.616742949741127,462.134270594441,10.9122533569,3.4596,112.589796477823,2.4012291681,0.351988357320603,1.1664,3.2218814016,38.1173523381515,0.118918281379886,0.0853,0.081935,0.09774,0.005,0.0117854676147647,0.048484848,0.0129446939597113,"141004A",0.573,0.196728722623287
"141121A",-0.045757491,21.59590717,5.76634,1.73,-12.65757732,2.33322,2.74028371968188,0.82,1.93447,-5.27572413,0.00209374798261508,466.383206495257,33.2506769956,2.9929,160.214263611778,5.4439155684,7.50915486435356,0.6724,3.7421741809,27.8332650958643,0.0298708467608446,0.1675,0.090095,0.2969,0.01,0.0198648133335181,0.078787879,0.0877362591468426,"141121A",1.47,0.392696953259666
"141220A",0.949390007,21.48574413,2.77561,0.62,-9.872830386,1.42066,0.857935264719429,1.1,1.80565,-5.585026652,0.90134138539146,461.63720081983,7.7040108721,0.3844,97.4727798307249,2.0182748356,0.736052918449197,1.21,3.2603719225,31.1925227035503,0.0285379269892753,0.042455,0.057375,0.050735,0.07,0.0101234144958991,0.23030303,0.0207018138855974,"141220A",1.3195,0.365394376854778
"141221A",0.204119983,21.45058625,3.4056147166378,1.36,-10.2498942226753,1.35305948188261,1.27415784926368,0.861318583763983,1.46604,-5.869666232,0.0416649674599203,460.127650468689,11.5982115981799,1.8496,105.060331576032,1.83076996151243,1.62347822484025,0.741869702737194,2.1492732816,34.4529816750811,0.0815374132522222,0.787218718173173,0.604803704452244,0.283040300524705,0.214775568252201,0.0668145357246291,0.17,0.0579059309278577,"141221A",1.45,0.389166084364532
"150120B",0.079181246,21.52664292,3.39431,2.2,-10.79048499,1.17705,1.38560627359831,0.92,2.01678,-6.26760624,0.00626966971811252,463.396355405186,11.5213403761,4.84,116.434566319415,1.3854467025,1.919904745435,0.8464,4.0674015684,39.2828879796869,0.0605561232063109,0.0711,0.090535,0.057705,0.005,0.0389938928598178,0.151515152,0.0438681294132183,"150120B",3.5,0.653212513775344
"150314A",1.58546073,22.01715025,2.49217,1.08,-8.609064893,1.19079,1.16996817399689,0.73,1.84772,-4.657577319,2.51368572637213,484.754905131075,6.2109113089,1.1664,74.1159983318851,1.4179808241,1.36882552816562,0.5329,3.4140691984,21.6930264824632,0.0772668657532129,0.015025,0.015855,0.009925,0,0.00358921059277238,0.018181818,0.00615293243518074,"150314A",1.758,0.440594261839831
"150323A",0.342422681,20.99642367,3.73031713099396,2.37,-10.9494362575308,1.04141388615192,1.16996817399689,0.898616931557568,2.06183,-6,0.117253292463228,440.849806930136,13.915265897787,5.6169,119.890154357729,1.08454288227004,1.36882552816562,0.807512389681939,4.2511429489,36,0.0322625499166263,0.804963407200813,0.615266729201873,0.290336692466603,0.210369767881412,0.0394813165204961,0.309090909,0.131604388324606,"150323A",0.593,0.202215775801131
"150403A",1.245512668,21.79039707,3.19694,1.23,-8.821023053,1.24471,1.61172330800734,0.679,1.70996,-4.769551079,1.55130180614848,474.821404468265,10.2204253636,1.5129,77.8104477015574,1.5493029841,2.59765202157413,0.461041,2.9239632016,22.7486174951901,0.127565659233959,0.005105,0.006975,0.00458,0,0.00464486077306445,0.024242424,-0.00897302649073752,"150403A",2.06,0.48572142648158
"150821A",0.041392685,22.340573,2.95174,2.1,-8.853871964,1.82628,2.23578087032756,0.848,2.21622,-6.102372909,0.00171335437150922,499.101201968329,8.7127690276,4.41,78.3910487549052,3.3352986384,4.99871610012266,0.719104,4.9116310884,37.2389551204971,0.249936990138878,0.021105,0.015485,0.027365,5e-04,0.0633033767677802,0.224242424,0.0904780170030954,"150821A",0.755,0.244277120801843
"150910A",0.041392685,20.842422,3.85419,1.42,-9.970616222,2.03808,2.04999285692014,0.6645,1.78547,-5.318758763,0.00171335437150922,434.406554826084,14.8547805561,2.0164,99.4131878464096,4.1537700864,4.20247071342361,0.44156025,3.1879031209,28.2891947789893,0.149214122903764,0.703965,0.02868,0.06663,0.002458792,0.0219340647615575,0.072727273,0.0957122823804874,"150910A",1.359,0.372727940885595
"151021A",0.986771734,22.33647975,3.15765,1.57,-9.642065153,1.33346,2.04218159451577,1.27,1.96079,-4.552841969,0.973718455021367,498.91832762216,9.9707535225,2.4649,92.9694204146969,1.7781155716,4.17050566497896,1.6129,3.8446974241,20.7283699946878,0.0143797213270818,0.06282,0.05208,0.02141,0.04,0.00940031346851669,0.024242424,0.0217079403838907,"151021A",2.33,0.52244423350632
"151027A",0.832508913,21.65076489,3.99907,1.72,-9.935542011,1.74508,2.11290649025331,0.9235,2.00612,-5.107905397,0.693071090224441,468.755620322057,15.9925608649,2.9584,98.7149950523459,3.0453042064,4.46437383655458,0.85285225,4.0245174544,26.0906975447017,0.0183350782589844,0.02221,0.01731,0.02499,0.002440971,0.00674894299290958,0.03030303,0.0232243038526087,"151027A",0.81,0.257678574869184
"151029A",0.255272505,21.55195354,2.7098,0.49,-10.76639985,1.23481,0.951823035315912,1.25,2.307153,-6.408935393,0.065164051808975,464.486701390319,7.34301604,0.2401,115.91536573008,1.5247557361,0.905967090557996,1.5625,5.322954965409,41.0744528716481,3.89871091300026,0.09735,0.12415,0.07301,0.33,0.040493657988788,0.654545455,0.04386812953948,"151029A",1.423,0.384353414137506
"151031A",0.230448921,21.98623592,3.69323,2.41,-11.5214335,0.897942,0.698970004336019,1.24,2.12551,-6.494850022,0.0531067051900642,483.394569929898,13.6399478329,5.8081,132.743429894922,0.806299835364,0.488559066961494,1.5376,4.5177927601,42.1830768082734,0.194222396714333,1.01707,0.166825,0.1244685,0.01,0.0246758228535885,0.109090909,0.0309657384329063,"151031A",1.167,0.335858911319818
"151215A",0.204119983,22.10710478,3.06337,1.99,-10.72815839,1.07478,1.25042000230889,1.015,2.20942,-6.508638306,0.0416649674599203,488.724081753899,9.3842357569,3.9601,115.093382440927,1.1551520484,1.56355018217417,1.030225,4.8815367364,42.3623725983306,0.0244827442345724,0.093,0.11588,0.071395,0.35435971,0.0594342399249789,0.2,0.0329010970302395,"151215A",2.59,0.555094448578319
"160117B",-0.420216403,20.95374423,4.10299,1.73,-11.74958,0.973333,1.77815125038364,0.64,1.83834,-6.4710833,0.176581825350258,439.059397256258,16.8345269401,2.9929,138.0526301764,0.947377128889,3.16182186924092,0.4096,3.3794939556,41.8749190755389,0.0178168986276154,0.12265,0.162075,0.093958,0.015,0.00980902273641476,0.048484848,0.013580796821018,"160117B",0.87,0.271841606536499
"160121A",0.079181246,21.96198081,3.8244,1.77,-11.17263073,0.798663,1.07918124604762,1.02,2.2054,-6.214670165,0.00626966971811252,482.328601098808,14.62603536,3.1329,124.82767742894,0.637862587569,1.1646321618209,1.0404,4.86378916,38.6221252597411,0.0862757376210665,0.0694,0.120385,0.106048,0.03,0.0215744899112776,0.078787879,0.0438681294132183,"160121A",1.96,0.471291711058939
"160131A",0.380211242,20.87141063,3.83643691490573,1.43,-10.1697039552282,1.37263712049045,1.53907609879278,0.889033987415111,2.2119,-5.76700389,0.144560588543183,435.615781686077,14.7182482020514,2.0449,103.422878536984,1.88413266454831,2.36875523787519,0.790381430779212,4.89250161,33.2583338672751,0.00916727683590926,0.792495972081055,0.593427324292867,0.281706823573831,0.20535456526663,0.0394813165204961,0.054545455,0.100638650276148,"160131A",0.972,0.294906910605192
"160203A",0.113943352,22.0158332,3.66139836,1.93,-11.36754271,1.146279559,1.30535136944662,0.61,1.75592,-5.920818754,0.0129830874649959,484.696911490222,13.4058379506107,3.7249,129.221027263674,1.31395682738123,1.70394219771618,0.3721,3.0832550464,35.0560947177181,0.0695758260308947,0.08458679,0.087010427,0.0601909,0.25,0.0219340647449938,0.121212121,0.0809873158881255,"160203A",3.52,0.655138434811382
"160227A",-0.22184875,21.4198963,4.47751,0.75,-10.99567863,1.10229,2.50037371435337,0.679,1.72551,-5.508638306,0.0492168678765625,458.811957502754,20.0480958001,0.5625,120.904948534239,1.2150432441,6.25186871142929,0.461041,2.9773847601,30.3450959863305,0.10341864138488,0.03055,0.03885,0.03434,0.001,0.0169812114071368,0.309090909,0.0438681298090717,"160227A",2.38,0.528916700277655
"160314A",0.591064607,20.86974084,3.41159467926286,0.97,-10.7435632065077,1.05796560994956,1.05307844348342,0.885277215173639,2.02179,-5.698970004,0.349357369648064,435.546082728764,11.6389782555746,0.9409,115.424150372225,1.11929123183595,1.10897420812946,0.783715747705593,4.0876348041,32.4782591064918,0.0051064352834491,0.792225540076408,0.62190546273202,0.286708782802851,0.203930816961994,0.0620420687973556,0.145454545,0.0579059309278577,"160314A",0.726,0.237040791379191
"160327A",0.255272505,20.72655851,3.76407,1.84,-11.22402567,1.49693,1.44715803134222,0.78,1.93554,-5.853871964,0.065164051808975,429.590227668453,14.1682229649,3.3856,125.978752240819,2.2407994249,2.09426636767829,0.6084,3.7463150916,34.2678169709052,0.143091047552685,0.0673,0.06033,0.1004,0.02,0.0188006269082896,0.066666667,0.0292454196125618,"160327A",4.99,0.777426822389311
"160425A",0.86332286,21.08966848,3.708892723604,1.68,-10.7262145696738,1.17507550516593,0.99211148778695,0.916263742546815,2.15896,-5.080921908,0.74532636059858,444.774116596306,13.7558852352027,2.8224,115.051678994682,1.38080244284096,0.984285204198835,0.839539245905896,4.6611082816,25.8157674351944,0.079140097248206,0.803348619258497,0.622853017172009,0.29976878649983,0.21671209594259,0.0394813165204961,0.072727273,0.0478561411902437,"160425A",0.555,0.191730393362856
"160804A",0.462397998,21.30214687,4.38419,1.4,-11.5214335,0.948229,2.15896526038341,0.92,1.87827,-4.943095149,0.213811908554408,453.781461271051,19.2211219561,1.96,132.743429894922,0.899138236441,4.66113099554241,0.8464,3.5278981929,24.4341896520673,0.0579152245914454,0.05875,0.095375,0.070062,0.005,0.00692654676618381,0.139393939,0.0272284941841067,"160804A",0.736,0.239549720840473
"161014A",0.146128036,21.75037415,3.84394987895032,1.63,-10.7981191735495,1.406364560268,2.33525725643453,0.886667841984876,1.70111,-5.337242168,0.0213534029052173,473.078775664988,14.7759506718821,2.6569,116.599377686177,1.97786127637781,5.45342645373014,0.786179862010118,2.8937752321,28.4861539598773,0.00950159657498538,0.809131856259275,0.608026324740073,0.291807885196638,0.211716433710498,0.0510934685037089,0.145454545,0.065802194705171,"161014A",2.823,0.582404298019028
"161023A",-0.22184875,22.12570242,4.03823424984158,1.58,-10.4672414640627,1.40629105784343,2.18977095634687,0.877042373835492,1.84715,-5.431798276,0.0492168678765625,489.546707578394,16.3073358565936,2.4964,109.563143866994,1.9776545393704,4.7950968412603,0.769203325502994,3.4119631225,29.5044325111566,0.0442926372656583,0.776944021135742,0.583177610264765,0.278211804061917,0.206207313188607,0.0354526107425099,0.066666667,0.131604388324606,"161023A",2.71,0.569373909615046
"161108A",-0.22184875,21.16074757,4.69106,1.85,-11.81247928,0.883711,2.02160271602824,0.84,2.00325,-5.958607315,0.0492168678765625,447.777237721261,22.0060439236,3.4225,139.534666740429,0.780945131521,4.08687754145277,0.7056,4.0130105625,35.5050011343715,0.0491496346124695,0.13355,0.18179,0.0812555,0.005,0.023928070636996,0.103030303,0.0438681298090717,"161108A",1.159,0.334252642334231
"161117A",0.832508913,21.87736847,4.08464,1.19,-10.74958,1.141,2.09933527768596,1.375,1.92624,-4.698970004,0.693071090224441,478.61925117215,16.6842839296,1.4161,115.5534701764,1.301881,4.40720860813678,1.890625,3.7104005376,22.0803190984918,0.00378540227234077,0.03835,0.04019,0.02365,0.674290141,0,0.072727273,0.0116121519263043,"161117A",1.549,0.406369835469268
"161129A",0.531478917,21.51361441,3.70506,1.57,-10.43651891,2.32574,1.55059520748933,0.71,1.74506,-5.443697499,0.282469839215493,462.83560498216,13.7274696036,2.4649,108.920926958788,5.4090665476,2.40434549748887,0.5041,3.0452344036,29.6338424606189,0.0255903856410215,0.10625,0.050725,0.10628,0.005,0.00731135491027843,0.036363636,0.0154828692044739,"161129A",0.645,0.216165902285993
"161219B",0.72427587,21.16590877,4.0135,1.29,-10.13667714,0.871656,0.841359470454855,0.73,1.86204,-5.823908741,0.524575535864257,447.995694059963,16.10818225,1.6641,102.752223440599,0.759784182336,0.707885758524074,0.5329,3.4671929616,33.9179130234962,0.0495608715658856,0.0277,0.03841,0.008668,0,0.0175472517963205,0.212121212,0.0198648132987547,"161219B",0.1475,0.0597526942092988
"170113A",-0.207608311,22.04094236,3.78788979057697,1.74,-10.7082544986416,1.28165187779849,2.18977095634687,0.882132087337089,1.94468,-5.548213564,0.0431012107962727,485.803140116842,14.3481090655572,3.0276,114.666714407677,1.64263153586441,4.7950968412603,0.778157019509689,3.7817803024,30.7826737517536,0.0177699795108654,0.785687716095657,0.591542974140681,0.282799169555657,0.202850941934302,0.0594342399249789,0.121212121,0.144764827428965,"170113A",1.968,0.472463896606989
"170202A",0.672097858,21.7153121,3.77629,1.68,-10.65364703,1.1958,1.66464197555613,1.04,1.99768,-5.48148606,0.451715530728188,471.554779600406,14.2603661641,2.8224,113.500195039828,1.42993764,2.7710329067834,1.0816,3.9907253824,30.0466894259743,0.107617659076501,0.04485,0.068655,0.059155,0,0.00797602354051679,0.042424242,0.0168005602426795,"170202A",3.645,0.666985718329661
"170405A",0.146128036,21.81946365,3.6300738,1.59,-10.31069114,1.81152426,2.21669359916975,0.612,1.8473,-5.431798276,0.0213534029052173,476.088993973671,13.1774357934464,2.5281,106.310351784474,3.28162014456855,4.91373051260016,0.374544,3.41251729,29.5044325111566,0.0933217274145018,0.048255345,0.035670699,0.072401387,0.0475,0.0213412521852701,0.072727273,0.0125337513552694,"170405A",3.51,0.65417654187796
"170519A",-0.15490196,21.33992622,4.1513,1.94,-11.06348626,1.37345,2.33525725643453,0.975,1.97351,-5.958607315,0.0239946172118416,455.392451075043,17.23329169,3.7636,122.400728225209,1.8863649025,5.45342645373014,0.950625,3.8947417201,35.5050011343715,0.0991498518293477,0.053,0.052235,0.066745,0.224423613,0.0478561412739919,0.157575758,0.0376012540900799,"170519A",0.818,0.259593878885949
"170531B",-0.096910013,21.87736847,3.80257,1.95,-11.39577395,1.02082,2.21518796949713,0.99,2.06685,-5.698970004,0.00939155061966017,478.61925117215,14.4595386049,3.8025,129.863663919499,1.0420734724,4.90705774020483,0.9801,4.2718689225,32.4782591064918,0.0233394026426705,0.08415,0.11435,0.107427,0.035,0.0263208776707414,0.084848485,0.0658021941113909,"170531B",2.366,0.527114111639805
"170604A",-0.096910013,20.51216256,3.76848627676334,1.55,-10.5921779612691,1.08002398534426,0.845098040014257,0.88506372990086,1.94468,-5.790484985,0.00939155061966017,420.748812887866,14.2014888181536,2.4025,112.194233963195,1.1664518089189,0.714190697235938,0.783337805986023,3.7817803024,33.5297163615105,0.0660733688053005,0.815863067547226,0.619485814755255,0.283367219155824,0.205957391241428,0.0354526107425099,0.066666667,0.131604388324606,"170604A",1.329,0.367169488534681
"170607A",0.255272505,21.75162856,3.90179079171089,1.8,-10.4593996920456,1.21421089008294,2.27737997466725,0.893382325199956,1.78711,-5.677780705,0.065164051808975,473.133345012208,15.2239713822799,3.24,109.399041917964,1.47430808559601,5.18645954901543,0.798131978979681,3.1937621521,32.2371937340703,0.0299157959458657,0.811183549253754,0.602189810265504,0.284403601331187,0.207895866668234,0.0354526107425099,0.084848485,0.131604388324606,"170607A",0.557,0.19228861256812
"170705A",1.1430148,21.08891889,3.63746,1.65,-10.18641901,0.774169,2.33705972632052,0.66,1.89159,-5.022276395,1.30648283301904,444.742499948999,13.2311152516,2.7225,103.763132247289,0.599337640561,5.46184816438937,0.4356,3.5781127281,25.2232601877742,0.0361306862537016,0.04055,0.06603,0.027333,0.005,0.00831185611850908,0.03030303,0.0075743532835811,"170705A",2.01,0.478566495593843
"170714A",-0.397940009,21.06857915,4.28080232,1.76,-10.075204,1.10229,3,0.6815,1.84715,-5.552841969,0.15835625076292,443.885027399815,18.3252685029174,3.0976,101.509735641616,1.2150432441,9,0.46444225,3.4119631225,30.8340539326878,0.0402097830832432,0.066395795,0.023936409,0.149576982,0,0.0282009404055501,0.103030303,0.131604388324606,"170714A",0.793,0.253580289562183
"170903A",0.591064607,21.73970839,4.41384,1.94,-11.26042766,0.971187,1.46538285144842,1.14,2.20256,-5.619788758,0.349357369648064,472.614920882236,19.4819835456,3.7636,126.797231086093,0.943204188969,2.1473469013191,1.2996,4.8512705536,31.5820256845432,0.0534696644965983,0.04095,0.065935,0.051271,0.005,0.0219340647280231,0.072727273,0.0337447149872822,"170903A",0.886,0.27554168840131
"171222A",-0.15490196,20.02880298,4.78231,2.07,-12.10957898,0.718496,2.24254142829838,1.34,1.99001,-5.721246399,0.0239946172118416,401.152948811657,22.8704889361,4.2849,146.641903072858,0.516236502016,5.02899205763456,1.7956,3.9601398001,32.7326603580705,0.0563106258528354,0.20975,0.378455,0.126956,0.015,0.0277061870402603,0.103030303,0.0752025075597391,"171222A",2.409,0.532627001228891
"180115A",0.397940009,22.02365981,3.50666820566441,1.52,-10.3477057270625,1.22247976121236,2.05384642685225,0.887674255625784,2.13864,-5.337242168,0.15835625076292,485.041591426609,12.2967219046176,2.3104,107.075013813881,1.49445676657382,4.21828514509377,0.78796558410079,4.5737810496,28.4861539598773,0.0207018675137275,0.810468833704022,0.609748932866814,0.282049541853935,0.208880848474648,0.0510934685037089,0.145454545,0.065802194705171,"180115A",2.487,0.542451947375977
"180205A",0.531478917,21.4933967,3.21372,2.04,-10.30627305,1.09633,1.19033169817029,1.03,1.88733,-6,0.282469839215493,461.966101703571,10.3279962384,4.1616,106.219264181156,1.2019394689,1.41688955166897,1.0609,3.5620145289,36,0.0875106835217229,0.06455,0.088815,0.042095,0.005,0.0263208776911062,0.078787879,0.0232243038705776,"180205A",1.409,0.381836799998343
"180325A",0.342422681,20.89722339,3.80837412978904,1.78,-10.818165818523,1.42959879258987,1.3541084391474,0.900779886259945,2.03408,-5.790484985,0.117253292463228,436.693945411563,14.5037135124464,3.1684,117.032711677059,2.04375270777441,1.83360966497021,0.811404403490479,4.1374814464,33.5297163615105,0.0334396932055774,0.797189571909382,0.586548546541155,0.284805430756875,0.210071374565466,0.0633033767677802,0.157575758,0.0579059309278577,"180325A",2.248,0.511616020569138
"180329B",0.146128036,21.41988474,4.02296,0.97,-11.14935376,1.50063,2.32221929473392,0.77,1.86768,-5.48148606,0.0213534029052173,458.811462274885,16.1842071616,0.9409,124.308089265626,2.2518903969,5.3927024528345,0.5929,3.4882285824,30.0466894259743,0.0910900482369355,0.04825,0.04314,0.069665,0,0.0239280706215504,0.339393939,0.075202507501554,"180329B",1.998,0.476831628512261
"180404A",0.113943352,20.48730103,4.20449,1.95,-11.62342304,1.17089,1.54654266347813,0.72,1.62007,-5.886056648,0.0129830874649959,419.729503493839,17.6777361601,3.8025,135.103963166803,1.3709833921,2.39179420995803,0.5184,2.6246268049,34.645662863465,1.08507712685514,0.0661,0.1242,0.10229,0.065,0.0202468290074633,0.072727273,0.0404936579440628,"180404A",1,0.301029995663981
"180620B",0.556302501,21.21643247,4.6659,1.3,-10.98296666,1.09835,2.29841638006129,0.9,1.99236,-5,0.309472472618855,450.13700675407,21.77062281,1.69,120.625556654672,1.2063727225,5.28271785613406,0.81,3.9694983696,25,0.059954291621591,0.0437,0.067125,0.059445,0.005,0.00789626330733186,0.121212121,0.0146227097949671,"180620B",1.1175,0.325823419002744
