"","log10PeakFlux","log10NH","log10Ta","PhotonIndex","log10Fa","log10T90","Alpha","Beta","Gamma","log10Fluence","log10PeakFluxSqr","log10NHSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"220101A",0.86332286,21.90370028,3.04134881,1.13,-8.69262974,2.238948898,1.20052929,0.491,1.62241,-4.602059991,0.74532636059858,479.772085956072,9.24980258408842,1.2769,75.5618117967325,5.01289216785541,1.4412705761479,0.241081,2.6322142081,21.1789561607629,0.0313174061753508,0.01431841,0.02317526,0.01255481,0.016,0,0.13,0.00106180348549523,"220101A",4.618,0.749581734865559
"220117A",0.278753601,21.99532933,3.43803362,1.84,-10.1070569,1.697316542,1.68612083,1.2,1.78537,-5.795880017,0.0777035700704672,483.794512335158,11.8200751722503,3.3856,102.152599179838,2.88088344374684,2.84300345335989,1.44,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,14735.2887527822,0.18,0.0208988029352107,"220117A",4.961,0.775319121829478
"220521A",0.672097858,21.85427081,3.30131796,1.97,-10.6276115,1.131939295,1.71067512,1.1,2.02179,-6.091514981,0.451715530728188,477.609152636818,10.8987002730186,3.8809,112.946126194932,1.2812865675651,2.92640936618701,1.21,4.0876348041,37.1065547637474,0.0862659941342183,0.16334814,0.13206168,0.12291833,0.4,22997.9205902654,0.18,0.00341533172331275,"220521A",5.57,0.817565369559781
"230116D",-0.22184875,21.19799139,3.79761,1.38,-11.1278,1.612783857,1.57289,0.84,1.76412,-6.090443971,0.0492168678765625,449.354838970514,14.4218417121,1.9044,123.82793284,2.6010717693998,2.4739829521,0.7056,3.1121193744,37.0935077638903,0.118428290656009,0.1014,0.13824,0.23491,0.22,34327.1552035997,0.22,0.104784275992195,"230116D",3.81,0.682145076373832
"230325A",0.51851394,22.22918251,3.7823081,1.82,-10.9066853,1.580354661,0.931411844,1.025,2.0855,-5.886056648,0.268856705974324,494.13655506289,14.3058545633256,3.3124,118.955784233236,2.49752085454443,0.86752802314348,1.050625,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,22320.9110124826,0.18,0.00692788597205294,"230325A",1.664,0.425534220498263
"230328B",0.924279286,21.14580437,3.66388,1.22,-10.1038,1.283979284,1.20938,0.865,1.89331,-5.366531544,0.85429219852867,447.145042454311,13.4240166544,1.4884,102.08677444,1.64860280174115,1.4625999844,0.748225,3.5846227561,28.799660812747,0.0861743625270527,0.0267,0.03231,0.02421,0.84,2040.14811913293,0.29,0.00133653413340978,"230328B",0.09,0.0374264979406237
"230506C",0.380211242,20.96124782,4.25859,1.89,-11.4531,1.491361694,1.14181,1.11,2.08995,-5.769551079,0.144560588543183,439.373910171455,18.1355887881,3.5721,131.17349961,2.22415970233055,1.3037300761,1.2321,4.3678910025,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,13052.7127454836,0.17,0.0163725431210647,"230506C",3.7,0.672097857935718
"230818A",0.826074803,21.31377445,3.9564,1.36,-11.0883,0.992111488,1.39195,1.02,2.00403,-5.721246399,0.682399580151489,454.276981305473,15.65310096,1.8496,122.95039689,0.984285204621574,1.9375248025,1.0404,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,5224.70067665867,0.1,0.00210082086319246,"230818A",2.42,0.534026106056135
"231210B",0.591064607,21.82763844,3.24045,1.08,-10.048,0.873320602,1.60174,0.84,1.66432281,-5.853871964,0.349357369648064,476.445799867366,10.5005162025,1.1664,100.962304,0.762688873877642,2.5655710276,0.7056,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,19246.0915661414,0.19,0.00868035427702893,"231210B",3.13,0.615950051656401
"100219A",0.289855130230697,21.124454950957,3.5550745491874,1.52504465854717,-10.9334393435974,1.274157849,1.53357463379648,0.942114320896965,1.97202616316193,-5.69179679775006,0.0840159965210542,446.242596975012,12.63855505028,2.32576121056326,119.540095880123,1.62347822416831,2.35185115742401,0.88757939363915,3.88888718819516,32.3965507868778,0.119457709009036,0.822151956287133,0.641482520744618,0.293124676071266,0.208586164642881,5924.23184679264,0.13,0.0101856767799417,"100219A",4.67,0.753583058892907
"100316D",0.495381444432507,21.0181712301283,4.66846146620404,1.62106480406034,-10.8579131682838,2.717570654,1.75355963791299,0.926569920416175,1.97511221140147,-5.60848553566029,0.245402775488037,441.763521858992,21.794532461432,2.62785109896319,117.89427836999,7.38519025948199,3.07497140371754,0.858531817420036,3.90106824762721,31.4551100037107,0.00430329755216147,0.818778561102085,0.646027282674018,0.29804023577143,0.188997090716444,4890.13427563106,0.13,0.00634546680422111,"100316D",0.06,0.0253058652647703
"100508A",0.506534562362493,21.039792627256,3.8328814755778,1.61071307571023,-10.8612914243937,1.716003344,1.16053591955701,0.869609100140076,1.97562080047127,-5.61450821670677,0.256577262867762,442.672873797938,14.6909804058275,2.59439661226392,117.967651405608,2.94466747661918,1.34684362058204,0.756219987046432,3.90307754725475,31.5227025154678,0.043188556271497,0.796620830265322,0.607234309860418,0.308882747368254,0.212233474672427,4958.42176685438,0.13,0.00618458351572092,"100508A",0.5201,0.181872159010334
"101225A",0.481949095029603,20.9896952412981,4.30533837026906,1.62542823387651,-11.4453444190571,3.036628895,1.06841621588844,0.884844013925587,1.97924625112447,-5.63738764148557,0.232274930199853,440.567306322572,18.535938482511,2.64201694348293,130.995908870841,9.22111504594892,1.14151321037337,0.782948928979945,3.91741572259026,31.7801394203743,0.00206415894290363,0.82410854545242,0.662357828439583,0.285695253257142,0.200375461263254,5226.64363862159,0.13,0.00654479316165008,"101225A",0.33,0.123851640967086
"110205A",0.412209911494278,21.0168569325565,4.12447667765623,1.58565431269495,-10.9414959935364,2.409933123,1.66548696307048,0.895777934730225,1.98188845291399,-5.6237333032953,0.169917011134121,441.708275323547,17.0113078645302,2.51429959936811,119.716334576574,5.80777765733253,2.77384682415774,0.802418108349547,3.92788183979381,31.6263762665927,0.00873854058256627,0.754318547138539,0.581541943084264,0.29068528294933,0.207689479656747,5064.87290603686,0.13,0.00768484494731249,"110205A",2.21,0.506505032404872
"110801A",0.455183865758435,21.0461726074213,3.79945122167876,1.58437201046924,-10.4137429727986,2.58546073,1.50053150005181,0.936567812898905,1.9795616848489,-5.60732256663104,0.207192351646793,442.941381421369,14.4358295859162,2.51023466755833,108.446042703512,6.68460718637213,2.25159478264773,0.877159268158238,3.91866446412182,31.4420663662497,0.00583325954666165,0.798224989661218,0.594043641633318,0.282593371513314,0.206518476204361,4877.05681962812,0.13,0.00696083204777167,"110801A",1.858,0.456062224454951
"111107A",0.394746867175387,21.0304405952617,3.51009002092789,1.56826540461709,-10.7456500455475,1.424881637,1.08283531471763,0.915132186757025,1.98293804372666,-5.63910777959185,0.155825089144783,442.279431630831,12.3207319550176,2.45945637931879,115.468994901374,2.0302876794598,1.17253231879963,0.837466919238694,3.93204328525852,31.7995365498534,0.0844287566202461,0.795220945221138,0.61484531367953,0.280521103009922,0.195759763064699,5247.38619354454,0.13,0.00800015043835499,"111107A",2.893,0.590284403718162
"011211A",0.407670110265506,21.0064782044289,4.230517003406,1.58935270487296,-11.1556017679022,2.431363764,1.70514534884549,0.872784899366723,1.98227274428226,-5.6272359550548,0.16619491880389,441.272126553145,17.8972741161073,2.52604202048698,124.447450804023,5.91152975289225,2.90752066068939,0.761753480562581,3.92940523272434,31.6657844938615,0.00831779603269816,0.809873988821759,0.603392395305161,0.273896198207744,0.186034126725646,5105.88705502256,0.13,0.007765598105109,"011211A",2.14,0.496929648073215
"120119A",0.384002153824336,21.0435456942438,3.60478989503004,1.56137258192413,-10.5100924659545,2.404491618,1.45932907066163,0.924798509238243,1.9797968269026,-5.63287845102419,0.147457654141729,442.830815385727,12.9945101873107,2.43788433958443,110.462043642913,5.78157994103226,2.12964133647815,0.855252282689276,3.91959547581359,31.7293196440127,0.00884871917556533,0.782521865319912,0.609775585931412,0.288597001845839,0.212987778020553,5172.65722049095,0.13,0.00820054785060654,"120119A",3.1,0.612783856719735
"120711A",0.462768518051664,21.0235639660048,3.94868708395473,1.5994070830406,-10.9060212482064,2.06069784,1.26456792636399,0.883697489430178,1.9805119540083,-5.61987578877233,0.214154701299733,441.990241832695,15.5921296869909,2.55810301728044,118.941299466329,4.24647558778067,1.59913204038852,0.780921252825199,3.92242759996977,31.5830038812294,0.0195287385203038,0.817157200618843,0.598893967856559,0.291497156350018,0.19229195781084,5020.08461610928,0.13,0.00684032131897095,"120711A",1.405,0.381115080709851
"120815A",0.430473315766805,21.0329690493416,3.49974291621967,1.57698776623267,-10.6405737471681,0.986771734,1.05434694614828,0.905105920688666,1.98192875454315,-5.62645158550065,0.185307275587268,442.385787030561,12.2482004796298,2.4868904148475,113.221809668923,0.973718455021367,1.11164748285221,0.819216727665678,3.92804158808497,31.6569574439828,0.231526281379706,0.803771857728396,0.61759060465579,0.262851365024431,0.194151734967599,5096.67374904332,0.13,0.00736837474153106,"120815A",2.36,0.526339277389844
"121217A",0.383305472243957,21.0346260706325,3.62635592511988,1.56405182895723,-10.6318676827102,2.890979597,1.11033568408378,0.909985911496193,1.98226786516539,-5.63988564207157,0.146923085052163,442.455493931332,13.1504572956521,2.44625812366445,113.036610422657,8.35776303027028,1.2328453313498,0.828074359121557,3.92938588926737,31.808310055645,0.00288663872487537,0.772543233003998,0.608955613987584,0.284653402473555,0.197166543651574,5256.79318024501,0.13,0.00821371346926079,"121217A",3.1,0.612783856719735
"130215A",0.469557493898141,21.0066304780365,4.47566872912981,1.61626348818181,-11.228179355626,1.81756537,1.75651920397818,0.917729069050746,1.97901888149976,-5.61997215340098,0.220484240075903,441.278524040773,20.0316105729104,2.61230766322962,126.072011642106,3.30354387422324,3.08535971394416,0.842226644180749,3.91651573333258,31.5840870050025,0.0341827233748845,0.80102769884649,0.604706718140506,0.377133530081475,0.195427526178432,5021.1986350159,0.13,0.00673422351640957,"130215A",0.6,0.204119982655925
"130427A",0.530686247826309,21.0700782777424,3.95079661430382,1.6059990736639,-10.1973351685941,2.211734423,1.35409362082739,0.901404152249152,1.97214970710577,-5.58909690061846,0.281627893631967,443.948198630191,15.6087938875945,2.57923302460931,103.985644540645,4.89176915788314,1.83356953396542,0.812529445692012,3.88937446723737,31.2380041645029,0.0137923289772479,0.823208209661506,0.615892584134049,0.285559024763179,0.196880473119962,4676.62071804364,0.13,0.00585003915778454,"130427A",0.34,0.127104798364808
"130702A",0.519605747915102,21.0478723564765,4.20648598495872,1.61415426539806,-10.545824962906,1.770852012,1.38251632363694,0.874664368986522,1.9725474607179,-5.60113332969495,0.269990133266412,443.012930734528,17.6945243416541,2.60549399250276,111.214424148252,3.13591684840445,1.91135138512261,0.765037758374591,3.89094348478464,31.3726945770197,0.0380644902738276,0.811304404698888,0.590056585799739,0.270710259946931,0.202565480789461,4808.04560529696,0.13,0.00600121620054628,"130702A",0.15,0.0606978403536116
"140801A",0.469592760983326,21.0254293793994,3.87093375875993,1.60081840202782,-10.8898438335152,0.84509804,1.16276287374139,0.899465591105711,1.98069229835217,-5.62036230355883,0.220517361167943,442.06868058811,14.9841281647073,2.56261955627089,118.58869871835,0.714190697211842,1.35201750055134,0.809038349583146,3.92314198075161,31.5884724232651,0.320829275440011,0.777590705099899,0.596124798452059,0.268427202917427,0.197079706400395,5025.71147534096,0.13,0.00673367668286331,"140801A",1.32,0.3654879848909
"140907A",0.481193895821116,21.0365044087997,3.86888301641837,1.6004177327729,-10.6675502245585,1.898725182,1.19695792520182,0.932791245404936,1.97992893140863,-5.61263075562889,0.231547565375503,442.534517741451,14.9682557947305,2.56133691937396,113.796627793479,3.60515731676093,1.43270827470344,0.870099507504091,3.92011857342893,31.5016239990313,0.0283561228015601,0.779614455981657,0.626351214038264,0.282820408006585,0.196499674101842,4937.03270659384,0.13,0.00655618387164655,"140907A",1.21,0.344392273685111
"141221A",0.494629551635003,21.0693289691215,3.40655032988471,1.58344644324374,-10.2134759676048,1.567026366,1.33687036320959,0.864392906044507,1.97468064384839,-5.59550196661247,0.244658393350644,443.916623209062,11.6045851500376,2.50730263862124,104.31509134084,2.45557163173917,1.78722236802814,0.747175096020068,3.8993636451895,31.309642258364,0.0608619221904846,0.801513827503022,0.613619986977102,0.266627710054679,0.213030184448872,4746.10361476884,0.13,0.00635646220820536,"141221A",1.45,0.389166084364532
"150323A",0.503192230514359,21.0335936899955,3.67492827464631,1.61213619231842,-10.9739260261202,2.174931594,1.00440913019217,0.940599166789692,1.97858665033894,-5.6214798457814,0.253202420850015,442.412063515821,13.5050978237949,2.59898310258292,120.427052426758,4.73032743857938,1.00883770081339,0.884726792565462,3.91480513289948,31.6010356565265,0.0150120650104803,0.760236915615354,0.603148404528635,0.269392927913526,0.204600138765944,5038.66047061465,0.13,0.00623236371449758,"150323A",0.593,0.202215775801131
"150910A",0.503408642102868,21.0762724387552,3.42956686333961,1.58349239547302,-10.0519667160358,2.049992857,1.35641845691502,0.884878966906934,1.97411515508083,-5.58935282242147,0.253420260943854,444.209259912631,11.7619288701171,2.50744816652087,101.042034860292,4.20247071375102,1.83987103025973,0.783010786074283,3.89713064551983,31.2408649735109,0.0200160866986934,0.788330575104645,0.615730247334606,0.275473546181531,0.197619933030904,4679.37737732896,0.13,0.00622925886330325,"150910A",1.3585,0.372635880581721
"160131A",0.511090348261717,21.0697093122097,3.75232338430684,1.59479468294395,-10.1331485075194,2.511883361,1.36119162004146,0.920889072829207,1.97494456192697,-5.59011848720692,0.261213344086283,443.932650501018,14.0799307804159,2.54337008074628,102.680698675442,6.30955801926866,1.85284262647109,0.848036684456237,3.90040602268493,31.2494247010126,0.00691016900891419,0.822297024770114,0.620714482357302,0.267906116331233,0.205718973695338,4687.6344350753,0.13,0.00612004580565872,"160131A",0.972,0.294906910605192
"160314A",0.513723549217897,21.054656296686,3.37291088267816,1.60326482803457,-10.7213559479983,0.941014244,1.03871216515792,0.924658119768825,1.97660585732279,-5.61136983189681,0.263911885021033,443.29855177158,11.3765278224888,2.57045810881272,114.947473363679,0.885507807410892,1.07892296204705,0.854992638454419,3.90697071520277,31.4874713903216,0.257251423423117,0.755460895452024,0.650017060181139,0.287405364383067,0.190095211680571,4922.71939247312,0.13,0.00608305119762593,"160314A",0.726,0.237040791379191
"160425A",0.512597722952014,21.0499341324303,3.66402376624325,1.60852208668843,-10.6884625623508,2.483701382,1.18190609882058,0.975065476344945,1.97737744159829,-5.60979130929778,0.26275642557559,443.099726979653,13.4250701595954,2.58734330336451,114.243231946775,6.16877255494871,1.39690202642928,0.950752683159794,3.9100215465418,31.4697585338729,0.00737344845282604,0.772881918763161,0.610379423568307,0.27999309900213,0.207812103652522,4904.85934738557,0.13,0.00609884081375707,"160425A",0.555,0.191730393362856
"161014A",0.389475213672697,21.0258854334949,3.76286926224575,1.57168538181587,-10.8243351164,1.26245109,1.3889077727368,0.915640869741086,1.98245522652893,-5.63559385641168,0.151690942065393,442.087858262455,14.1591850847539,2.47019493941369,117.166230712129,1.59378275464219,1.9290648011687,0.838398202340213,3.93012872519187,31.7599181144251,0.1227215806892,0.763636781037765,0.620420617975041,0.280769237615468,0.195230833000052,5205.10033010252,0.13,0.00809785147965414,"161014A",2.823,0.582404298019028
"161023A",0.402829428465789,21.032410632897,3.98560092947136,1.57196094743394,-10.4650002988299,1.643452676,1.39183974218314,0.892301882712798,1.98076258972617,-5.62306442006139,0.162271548438074,442.362297030797,15.885014769003,2.47106122025741,109.516231254511,2.70093669825156,1.93721786792044,0.796202649892804,3.9234204368587,31.6188534721603,0.0510410211481933,0.777410589726627,0.638631321064819,0.272088363879232,0.191308852484248,5057.07819262446,0.13,0.00785263827374027,"161023A",2.71,0.569373909615046
"170113A",0.442301697223467,21.0286073363147,3.76680133950169,1.58706193253574,-10.7421911628546,1.315130317,1.25498217765659,0.914479273982707,1.98187178555743,-5.62142656857963,0.19563079136676,442.202326504907,14.1887923312717,2.51876557770407,115.394670979311,1.72956775069252,1.57498026623569,0.836272342543939,3.92781577438858,31.6004366659329,0.108703045932032,0.73466578885982,0.616179213557235,0.257728222149647,0.18946727365802,5038.04238938954,0.13,0.00717039901383927,"170113A",1.968,0.472463896606989
"170607A",0.517822425010255,21.0569092636072,3.8826082802534,1.60643047650671,-10.4119099297195,1.361727836,1.21254328168375,0.919467460899354,1.97507974471337,-5.59948806636102,0.268140063843501,443.393427735788,15.0746470578923,2.58061887584957,108.407868384593,1.85430269933724,1.47026120995639,0.845420411652706,3.90093999797704,31.3542666053195,0.0976436925259709,0.785961061671918,0.610410681958188,0.279276240543408,0.208943722217232,4789.86546148572,0.13,0.00602590937450324,"170607A",0.557,0.19228861256812
"170714A",0.48042682018575,21.0309276847289,3.94551730645095,1.60805712653298,-11.0700247039308,3,1.62604458387889,0.933612092093398,1.97863645796086,-5.61721273713889,0.230809929553791,442.299919280298,15.567106815504,2.5858477221935,122.545446945637,9,2.64402098876186,0.871631538503012,3.91500223277189,31.5530789342753,0.00224580492800636,0.827352875630253,0.595679855487994,0.394054489333476,0.194010229417449,4989.39612979484,0.13,0.00656777400936694,"170714A",0.793,0.253580289562183
"180115A",0.431026502148218,21.0461668306551,3.48681361736081,1.57068570928032,-10.336360564531,1.611723308,1.20963652693163,0.923859333156446,1.98021298337791,-5.61837896547482,0.185783845554128,442.941138263769,12.1578692022128,2.46705359733742,106.840349719991,2.59765202155046,1.46322052728722,0.853516067460273,3.92124345953843,31.5661821996899,0.0549096559424039,0.764380199711754,0.623203238679162,0.269951350521256,0.203752609182255,5002.81236021282,0.13,0.00735899518489921,"180115A",2.487,0.542451947375977
"180325A",0.423909665773026,21.0282462643259,3.75219624032856,1.58171571327311,-10.7837875026657,1.973589623,1.42522451873374,0.930163512524357,1.98219774326758,-5.62455054532653,0.179699404735798,442.187140953136,14.0789766259358,2.50182459761506,116.290072902648,3.89505600001328,2.03126492879982,0.865204160031649,3.92910789341508,31.635568836933,0.0238661522870964,0.812245962412652,0.600863285955832,0.283581660015697,0.211017473918601,5074.41280159975,0.13,0.00748058143544289,"180325A",2.248,0.511616020569138
"181201A",0.519819691979929,21.057850162735,4.07213208802757,1.60755166281677,-10.3393308594863,1.283301229,1.30637263791841,0.880600729829293,1.97332931723777,-5.59521883342805,0.270212512170109,443.433053476198,16.5822597423438,2.58422234862495,106.901762621927,1.64686204435291,1.70660946910191,0.775457645375884,3.8940285942701,31.3064737939479,0.116969006587154,0.790195011305888,0.593146075195411,0.282124910737301,0.204768947327362,4743.01045666855,0.13,0.00599826058299421,"181201A",0.45,0.161368002234975
"200613A",0.467272562893578,21.0161753096459,4.2748501791616,1.60625054996329,-10.800895630958,2.580924976,1.17249219086114,0.921245242046176,1.98169776251659,-5.61811329492292,0.218343648033133,441.679624645769,18.274344054278,2.58004082925738,116.659346430848,6.6611737317406,1.37473793763036,0.848692795992717,3.92712602196324,31.5631969945896,0.00589450111897357,0.796061372728431,0.635956958001147,0.284198757018858,0.201447598680721,4999.75293041452,0.13,0.00676974730467326,"200613A",1.2255,0.347427598618541
"201014A",0.282660881869353,21.0967476824204,4.12551519286497,1.53590882087495,-11.2208770880878,1.558708571,1.25332021979061,0.909959737529345,1.97802436751012,-5.69103163810513,0.0798971741391605,445.072762775709,17.0198756065597,2.35901590604147,125.908082625974,2.42957240930886,1.57081157333598,0.828026723924475,3.9125803984638,32.3878411059136,0.0620388100992343,0.867820460197347,0.597736241555835,0.290538120150241,0.195118585776804,5913.80345669811,0.13,0.0103558115567653,"201014A",4.56,0.745074791582057
"201015A",0.508979304306961,21.0327235461916,3.86290782658855,1.61536055062472,-10.8744534301265,0.990338855,0.97710747153225,0.931358189666251,1.97754578040983,-5.61845652878926,0.259059932212798,442.375459770523,14.9220568767191,2.6093897085146,118.25373740399,0.980771047722711,0.954739010924148,0.867428077458397,3.9106873136167,31.5670537658947,0.229632405614316,0.782303351908868,0.594100997396298,0.281264883908167,0.20598682969823,5003.70592293853,0.13,0.00614986690070142,"201015A",0.426,0.154119525515847
"201020A",0.396975749470296,21.0339058174013,3.74523813589335,1.56843445789394,-10.4939558343666,1.15136985,1.0801678478918,0.928397219905648,1.98291723111045,-5.63284607922872,0.157589745667503,442.425193935307,14.0268086945499,2.45998664870906,110.123109053636,1.32565253148902,1.1667625796192,0.861921397928535,3.93196074543473,31.7289549522823,0.15849011498137,0.836007515371256,0.58473935372231,0.271068695646534,0.204181258398446,5172.27167112747,0.13,0.00795919731662059,"201020A",2.903,0.591398551281249
"201021C",0.515373165542825,21.0753120178413,3.39860279969865,1.58989282422092,-10.1703163878534,1.387033701,1.23328174600482,0.892993537035123,1.97411506812606,-5.59191539504537,0.265609499761632,444.168776649365,11.5505009901195,2.52775919250918,103.43533542904,1.92386248770976,1.5209838650287,0.797437457186499,3.89713030220234,31.2695177853454,0.0921166911183962,0.800870781276215,0.625636889312602,0.283176699822988,0.198882689246876,4707.06985781755,0.13,0.00605998927242942,"201021C",1.07,0.315970345456918
"020124A",0.361525238118136,21.032293612934,3.94319258244172,1.56556393855231,-10.8083317784885,1.661907293,1.66736924582972,0.94988322427092,1.98166655078002,-5.63981771268517,0.130700497796375,442.357374620665,15.5487677422234,2.45099044569541,116.820035833885,2.76193585052659,2.78012020193876,0.902278139751318,3.92700231848038,31.8075438323174,0.0489175544934962,0.827047190487285,0.592048087087502,0.274868399287968,0.205480516542842,5255.971012742,0.13,0.00863614216248587,"020124A",3.198,0.623042434246382
"021004A",0.406318554660202,21.0082010290248,4.32702575418751,1.58691996404692,-10.856477514141,2,1.3506804889308,0.896534889857964,1.98403872814103,-5.62795502011061,0.165094767861156,441.344510475917,18.723151877402,2.51831497229067,117.86310401505,4,1.82433778317835,0.803774808732632,3.93640967476349,31.6738777083882,0.0224580492800636,0.773255876815631,0.621071583214842,0.272050608772837,0.204755347330682,5114.34791793769,0.13,0.00778980284781083,"021004A",2.34,0.523746466811564
"210204A",0.49899415765056,21.0463384426018,3.99163391245165,1.6036572399056,-10.5010192525423,2.301029996,1.25751522589486,0.903338857950866,1.97688968034549,-5.60369363774012,0.248995169369392,442.948361840537,15.933141291034,2.57171654310166,110.271405342264,5.29473904249176,1.58134454335739,0.816021092283976,3.90809280825649,31.4013823856491,0.0112290246313437,0.774439121700677,0.622892435985763,0.265486834299161,0.20016320343651,4836.47432299509,0.13,0.00629290047522651,"210204A",0.876,0.273232834043046
"030226A",0.424117952344718,21.0206447177185,4.14553232498341,1.58834177244241,-10.9084487632826,1.344195716,1.74785148911539,0.881417829667745,1.98060276169042,-5.61835768177076,0.179876037501077,441.867504348545,17.1854382574823,2.52282958608548,118.994254421162,1.80686212291275,3.05498482800288,0.776897390456198,3.92278729961574,31.5659430403125,0.101666135235017,0.796726187310422,0.57640877385438,0.286535165213746,0.203072034957873,5002.56719069512,0.13,0.00747699462705712,"030226A",1.99,0.47567118832443
"030329A",0.519707783415393,21.0498741606011,4.3699983980086,1.61335926638866,-10.3864851345367,1.798650645,1.45313390700951,0.870977015678142,1.9720631975782,-5.59502984702601,0.270096180142541,443.097202177143,19.0968859985977,2.60292812244214,107.879073449952,3.23514414275892,2.11159815170073,0.758600961839602,3.88903325524235,31.3043589891119,0.0357043709111115,0.806815745268984,0.616913898019911,0.281048951948844,0.200747345347066,4740.94695018416,0.13,0.00599980640789262,"030329A",0.17,0.0681858617461616
"050502B",0.336939216437548,21.0550920205546,3.63036368965925,1.54974738340681,-10.7626910741881,1.243038049,1.37475540759348,0.917993764257099,1.97913788103069,-5.65759525616371,0.113528035573549,443.316899994023,13.1795405191964,2.40171695237625,115.835519158408,1.54514359126173,1.88995243070752,0.842712551214919,3.91698675213066,32.0083840825661,0.128331710079093,0.783015873026614,0.577971324520002,0.285255518020958,0.210846063042181,5475.58474473732,0.13,0.00913914998005544,"050502B",3.793,0.680607428991788
"050502A",0.336257742105754,21.054318216256,3.709817945101,1.55009908075911,-10.7362101463867,1.301029996,1.41991981222155,0.911423283849173,1.9787497214804,-5.65594520536349,0.113069269126059,443.28431555137,13.7627491857934,2.40280716017022,115.266208307376,1.69267905049176,2.01617227313927,0.83069240234241,3.91545046025875,31.9897161660742,0.112290246313437,0.770241993309833,0.606444429320719,0.270902966661056,0.196238337183941,5454.8203754316,0.13,0.00915350195863019,"050502A",3.79,0.680335513414563
"050525A",0.524310327313351,21.0699971816824,3.5661995948462,1.60068108066377,-10.3844677348636,0.944482672,1.24726817349991,0.887527848075075,1.97329134604551,-5.59644405114165,0.274901319327433,443.944781236105,12.7177795502812,2.56217992199492,107.837170136423,0.89204751770826,1.55567789662581,0.787705681108773,3.89387873637808,31.3201860175588,0.255205105543512,0.787492769458897,0.60042962486481,0.27276692392261,0.196065926987861,4756.41017874315,0.13,0.00593655770462347,"050525A",0.61,0.20682587603185
"050603A",0.393670650018966,21.0365987998598,3.95572119646738,1.56878318183887,-10.4820759778086,1.322219295,1.63424587879425,0.90833347764695,1.97968881597903,-5.62284045069981,0.154976580686355,442.538489066261,15.6477301841813,2.46108067162048,109.873916804552,1.7482638640703,2.67075959235598,0.825069706614203,3.91916780811244,31.616334734026,0.106943091744305,0.781305482286903,0.578619876650054,0.289815312423011,0.201801983276413,5054.47088671102,0.13,0.00802000004812144,"050603A",2.82,0.582063362911709
"050801A",0.492320646428895,21.0701835438696,3.3569897613723,1.5813755722511,-10.121843348776,1.28780173,1.31019462141209,0.91781272340908,1.97601445414842,-5.59524290191814,0.242379618900165,443.952634572351,11.2693802579584,2.5007487005125,102.45171277716,1.65843329579099,1.71660994597716,0.842380195251593,3.9046331230035,31.3067431314653,0.115763140600286,0.769065603510117,0.613550566909707,0.275011453778411,0.20181650093352,4743.27332038954,0.13,0.00639034601720786,"050801A",1.56,0.40823996531185
"050904A",0.239162273915582,21.4967993804702,4.34819637148309,1.39439501153098,-11.4141427314807,2.259044094,1.86582572424239,0.926554085547202,1.9366006972226,-5.81718901014106,0.0571985932644717,462.112383604183,18.9068116849787,1.94433744818247,130.282654294613,5.10328021863628,3.48130563324462,0.858502473444211,3.75042226048306,33.8396879797059,0.0123688105183115,0.878640498443869,0.616789116525615,0.291521574494943,0.210993899275735,7907.22794980614,0.13,0.0114467644746818,"050904A",6.295,0.86302529622947
"050908A",0.364485713358794,21.038814239688,3.52620642563177,1.56157077916104,-10.7987875402066,1.239799818,1.12886369581263,0.988397344695032,1.98463178248609,-5.65178580376506,0.132849835242669,442.631704612099,12.4341317561668,2.43850329832962,116.613812338521,1.53710358871283,1.27433324372375,0.97692931100019,3.93876331205392,31.9426827716403,0.129292166397143,0.793120118461833,0.648863903961896,0.279105249806342,0.220475336596593,5402.82688707549,0.13,0.00857747197067848,"050908A",3.34,0.637489729512511
"051028A",0.341878014651344,21.0386019479129,3.78929851504016,1.55819385088897,-10.9208140571457,1.204119983,1.22617340379997,0.934325012549839,1.98301825035074,-5.65767971479803,0.116880576901945,442.622771922724,14.3587832360856,2.42796807694819,119.264179670751,1.44990493345992,1.5035012161864,0.872963229076256,3.93236138122412,32.0093397552371,0.140362807889193,0.767005469333688,0.668055659117682,0.292946021139731,0.203493319236535,5476.64970273221,0.13,0.00903580825266766,"051028A",3.6,0.662757831681574
