"","PhotonIndex","log10PeakFlux","log10NH","Beta_opt","log10Ta_opt","Alpha_opt","log10Ta","log10Fluence","log10T90","Gamma","log10Fa","log10Fa_opt","Beta","Alpha","PhotonIndexSqr","log10PeakFluxSqr","log10NHSqr","Beta_optSqr","log10Ta_optSqr","Alpha_optSqr","log10TaSqr","log10FluenceSqr","log10T90Sqr","GammaSqr","log10FaSqr","log10Fa_optSqr","BetaSqr","AlphaSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","PhotonIndex_opt","log10PeakFlux_opt","log10NH_opt","Beta_opt_opt","log10Ta_opt_opt","Alpha_opt_opt","log10Ta_opt","log10Fluence_opt","log10T90_opt","Gamma_opt","log10Fa_opt","log10Fa_opt_opt","Beta_opt","Alpha_opt","Redshift_crosscheck","log10z"
"111228A",2.27,1.093421685,21.41342718,0,0,0,4.10627835,-5.070581074,2.005180513,2.03824,-10.65757732,0,0.99,1.15297662,5.1529,1.19557098122824,458.534863593163,0,0,0,16.8615218876787,25.710792428007,4.02074888971494,4.1544222976,113.583954331778,0,0.9801,1.32935508626662,0.023242060897345,0.030118345,0.037264425,0.023299272,0,0,0,0,0,0.010218694,0.06,0.017511874,"111228A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0.234010817587179
"120118B",2.08,0.342422681,21.451745,0,0,0,3.68307,-5.744727495,1.36660971,2.20884,-10.95467702,0,1.01,1.0241,4.3264,0.117253292463228,460.177363545025,0,0,0,13.5650046249,33.001893991809,1.86762209946628,4.8789741456,120.004948612516,0,1.0201,1.04878081,0.366834332492466,0.1172,0.131765,0.077156,0.005,0,0,0,0,0.024127471,0.11,0.059221975,"120118B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.943,0.595826777073223
"120119A",1.38,1.012837225,22.02202812,0.89,3.44,1.51,0,-4.769551079,2.404491618,1.61077,0,-12,0,0,1.9044,1.0258392443457,484.969722518071,0.7921,11.8336,2.2801,0,22.7486174951901,5.78157994103226,2.5945799929,0,144,0,0,0.00197833385726092,0,0,0,0,0.06,0.05,0.08,0.01,0,0.04,0.012649354,"120119A",1,0.345,0.25320930625,5.50550703,0.2225,0.86,0.3775,0,-1.19238776975,0.6011229045,0.4026925,0,-3,0,0,3.1,0.612783856719735
"120327A",1.52,0.591064607,22.16619025,0,0,0,3.48517215,-5.443697499,1.798650645,1.75797,-10.15181088,0,0.63,1.44859414,2.3104,0.349357369648064,491.339990199195,0,0,0,12.1464249151356,29.6338424606189,3.23514414275892,3.0904585209,103.059264143286,0,0.3969,2.09842498244234,0.051933835584684,0.04362492,0.051679097,0.058002882,0.02,0,0,0,0,0.012063736,0.06,0.022271512,"120327A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.813,0.581266805273671
"120404A",1.85,0.079181246,21.70983536,0,0,0,3.79948,-5.795880017,1.587710965,1.89579,-11.02687215,0,0.69,1.90651,3.4225,0.00626966971811252,471.316951358306,0,0,0,14.4360482704,33.5922251714599,2.52082610838123,3.5940197241,121.591909412446,0,0.4761,3.6347803801,0.179553274179706,0.11705,0.068285,0.121385,0.005,0,0,0,0,0.027143405,0.13,0.072382414,"120404A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.876,0.588383768378728
"120422A",1.19,-0.22184875,20.9997109050585,0,0,0,5.23266697,-6.638272164,0.728353782,2.32199,-12.73992861,0,1.1,0.86153199,1.4161,0.0492168678765625,440.987858096033,0,0,0,27.380803618929,44.0666573233372,0.530499231753704,5.3916375601,162.305780987897,0,1.21,0.74223736979336,0.181516258620399,0.11830242,0.217818621,0.214451933,0.035,0,0,0,0,0.075529475,0.24,0.144764827,"120422A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0.108226656374928
"120711A",1.73945067928945,0.15298088503652,20.8890204759374,0.53,4.394018,1.107014,0,-5.59956740196432,2.06069784,1.96823823014476,0,-12.9249,0,0,3.02568866568053,0.0234031511865569,436.351176444132,0.2809,19.307394184324,1.225479996196,0,31.3551550891414,4.24647558778067,3.87396173060338,0,167.05304001,0,0,0.0911698774157967,0,0,0,0,0.108379,0.116386,0.197821,0.02,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1,0.434862669822362,0.03824522125913,5.22225511898435,0.1325,1.0985045,0.2767535,0,-1.39989185049108,0.51517446,0.49205955753619,0,-3.231225,0,0,1.405,0.381115080709851
"120729A",1.62,0.462397998,21.34792103,0,0,0,3.52138487,-5.619788758,1.854306042,1.8831,-10.29756946,0,0.645,2.26312734,2.6244,0.213811908554408,455.733732303116,0,0,0,12.4001514026649,31.5820256845432,3.43845089739771,3.54606561,106.039936783525,0,0.416025,5.12174535705548,0.223182009707008,0.06906832,0.047294772,0.130088482,0.013331067,0,0,0,0,0.018095603,0.08,0.029951344,"120729A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.255272505103306
"120802A",1.21,0.477121255,22.12127744,0,0,0,3.53838419,-5.721246399,1.698970004,2.03526,-11.17198494,0,0.91,0.54215516,1.4641,0.227644691972775,489.350915577453,0,0,0,12.520162676042,32.7326603580705,2.88649907449176,4.1422832676,124.813247499587,0,0.8281,0.293932217514626,0.2694762542188,0.07803221,0.220557212,0.11816229,0.055,0,0,0,0,0.068572813,0.47,0.028952965,"120802A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.796,0.680879174426811
"120811C",1.4,0.612783857,21.91722026,0,0,0,3.15909591,-5.522878745,1.428134794,1.92121,-10.14327111,0,0.65,1.01613299,1.96,0.375504055399796,480.364543925354,0,0,0,9.97988696857873,30.5021896319728,2.03956898983342,3.6910478641,102.885948810961,0,0.4225,1.03252625336634,0.0598545187495629,0.05294686,0.084200302,0.03800099,0.090734018,0,0,0,0,0.043429448,0.3,0.021185097,"120811C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.671,0.564784384503987
"120815A",2.29,0.342422681,21.77242733,0.78,3.266303,0.6555,0,-6.30980392,0.986771734,1.84293,0,-12.3315,0,0,5.2441,0.117253292463228,474.038591840131,0.6084,10.668735287809,0.42968025,0,39.8136255088474,0.973718455021367,3.3963909849,0,152.06589225,0,0,0.0791400972158072,0,0,0,0,0.015728,0.033134,0.020651,0.01,0.062042069,0.23,0.059221975,"120815A",1,0.5725,0.08560567025,5.4431068325,0.195,0.81657575,0.163875,0,-1.57745098,0.2466929335,0.4607325,0,-3.082875,0,0,2.36,0.526339277389844
"120907A",1.73,0.462397998,21.0438101,0,0,0,3.2113827,-6.173925197,1.227886705,1.82021,-10.37675071,0,0.78,1.05329104,2.9929,0.213811908554408,442.841943524862,0,0,0,10.3129788458593,38.1173523381515,1.50770576031576,3.3131644441,107.676955297485,0,0.6084,1.10942201494428,0.035217186540104,0.04130341,0.062296694,0.028647271,0.005,0,0,0,0,0.071302079,0.25,0.059902687,"120907A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.294466226161593
"120922A",1.58,0.301029996,21.0163605,0,0,0,3.59799,-5.207608311,2.238046103,2.06954,-10.59516628,0,1.17,1.06622,2.4964,0.09061905849176,441.68740866596,0,0,0,12.9455320401,27.1191843207963,5.00885035915349,4.2829958116,112.257548500849,0,1.3689,1.1368250884,0.075913913084108,0.16365,0.133375,0.03563,0.005,0,0,0,0,0.049033248,0.36,0.043429448,"120922A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.612783856719735
"121024A",1.41,0.113943352,21.94617755,0,0,0,4.17178823,-5.958607315,1.838849091,2.00683,-11.31158018,0,0.87,1.30353551,1.9881,0.0129830874649959,481.634709056124,0,0,0,17.4038170359665,35.5050011343715,3.38136597947153,4.0273666489,127.951846168569,0,0.7569,1.69920482583096,0.201804932759115,0.063305895,0.065435085,0.06666149,0,0,0,0,0,0.039481317,0.22,0.066814536,"121024A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.298,0.5182506513085
"121027A",1.82,0.113943352,22.07736427,0,0,0,5.40919042,-5.698970004,1.796574333,2.37144,-11.92081875,0,1.16,1.50995764,3.3124,0.0129830874649959,487.410013110273,0,0,0,29.2593409998198,32.4782591064918,3.22767933399439,5.6237276736,142.105919670352,0,1.3456,2.27997207459437,0.03343969322178,0.041584155,0.037953731,0.058939694,0,0,0,0,0,0.021714724,0.09,0.066814536,"121027A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773,0.442949869577862
"121128A",1.32,1.11058971,22.04029767,0,0,0,3.23392922,-5.161150909,1.367355921,1.98504,-9.617982957,0,0.9455,1.54546584,1.7424,1.23340950395788,485.774721382207,0,0,0,10.4582981999698,26.6374787054715,1.86966221469376,3.9403838016,92.5055961611425,0,0.89397025,2.38846466260691,0.0303933846890459,0.028690024,0.029795568,0.032445001,0.010337721,0,0,0,0,0.025176492,0.18,0.013466496,"121128A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.505149978319906
"121211A",2.36,0,21.66138196,0,0,0,4.20933518,-5.886056648,2.260071388,2.0682,-11.2823295,0,0.95,1.15615612,5.5696,0,469.215468417013,0,0,0,17.7185026575856,34.645662863465,5.10792267885625,4.27745124,127.29095894657,0,0.9025,1.33669697381345,0.0937486856135703,0.054250775,0.063247159,0.074602829,0.005,0,0,0,0,0.089197405,0.26,0.130288345,"121211A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,0.305995882770805
"121217A",1.53,0.255272505,21.6003032,0.87,3.47558,0.775179,0,-5.207608311,2.890979597,1.96847804960143,0,-12.2295,0,0,2.3409,0.065164051808975,466.57309833193,0.7569,12.0796563364,0.600902482041,0,27.1191843207963,8.35776303027028,3.87490583176265,0,149.56067025,0,0,0.0373575732732516,0,0,0,0,0.1152,0.0991,0.028589,0.04,0.0302144713479088,0.08,0.0649371985063369,"121217A",1,0.3825,0.06381812625,5.4000758,0.2175,0.868895,0.19379475,0,-1.30190207775,0.72274489925,0.492119512400358,0,-3.057375,0,0,3.1,0.612783856719735
"130215A",1.59,0.397940009,21.1575730258515,0.94,5.96,2.09,0,-5.26760624,1.81756537,1.95045663425091,0,-13.66,0,0,2.5281,0.15835625076292,447.642896344239,0.8836,35.5216,4.3681,0,27.7476754996869,3.30354387422324,3.80428108209339,0,186.5956,0,0,0.0933217274509788,0,0,0,0,0.24,0.13,0.54,0.05,0.040212452,0.14,0.121602455,"130215A",1,0.3975,0.09948500225,5.28939325646288,0.235,1.49,0.5225,0,-1.31690156,0.4543913425,0.487614158562727,0,-3.415,0,0,0.6,0.204119982655925
"130408A",1.28,0.69019608,20.06405721,0,0,0,3.58393,-5.638272164,1.447158031,2.03183,-10.32975415,0,0.945,1.39277,1.6384,0.476370628847366,402.566391726153,0,0,0,12.8445542449,31.7901129953372,2.0942663666878,4.1283331489,106.703820799442,0,0.893025,1.9398082729,0.202660966333188,0.077,0.070305,0.0643,0.117120218,0,0,0,0,0.075529475,0.26,0.088631527,"130408A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.757,0.677333151419902
"130418A",2.07,-0.22184875,21.12149747,0,0,0,2.59006,-5.744727495,2.07200023240372,1.68684,-9.247183569,0,0.198,1.28449,4.2849,0.0492168678765625,446.117655375216,0,0,0,6.7084108036,33.001893991809,4.29318496308107,2.8454291856,85.5104039587836,0,0.039204,1.6499145601,0.169579312058566,0.06047,0.06867,0.031625,0.003,0,0,0,0,0.048254942,0.17,0.144764827,"130418A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218,0.345961541813141
"130420A",1.52,0.531478917,20.79265849,0,0,0,3.56731,-5.148741651,2.091666958,2.29559,-10.8728952,0,1.17,0.914676,2.3104,0.282469839215493,432.334647081769,0,0,0,12.7257006361,26.5095405887422,4.37507066318897,5.2697334481,118.219850030183,0,1.3689,0.836632184976,0.0412728533350444,0.05505,0.08535,0.0286905,0.005,0,0,0,0,0.018350471,0.25,0.025546734,"130420A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297,0.361160995195026
"130427A",1.21,2.519827994,20.99021494,0.72,4.420737,1.271343,0,-3.508638306,2.211734423,1.78644,0,-11.2664,0,0,1.4641,6.34953311934606,440.589123227399,0.5184,19.542915623169,1.616313023649,0,12.3105427623305,4.89176915788314,3.1913678736,0,126.93176896,0,0,0.0132262962944593,0,0,0,0,0.006123,0.006768,0.007333,0.01,0.00420285,0.02,0.006035512,"130427A",1,0.3025,0.6299569985,5.247553735,0.18,1.10518425,0.31783575,0,-0.8771595765,0.55293360575,0.44661,0,-2.8166,0,0,0.34,0.127104798364808
"130511A",1.35,0.113943352,21.01365445,0,0,0,2.65954,-6.657577319,0.73479983,2.06879,-10.51570016,0,0.65,1.16497,1.8225,0.0129830874649959,441.573673344005,0,0,0,7.0731530116,44.3233357584632,0.539930790168029,4.2798920641,110.579949855024,0,0.4225,1.3571551009,0.176931769551824,0.0838,0.089385,0.04916,0.01,0,0,0,0,0.078962633,0.31,0.066814536,"130511A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",1.8,0.447158031,21.19799139,0,0,0,3.68772,-5.040958608,2.309630167,2.0604,-10.7212464,0,0.65,1.17745,3.24,0.199950304687797,449.354838970514,0,0,0,13.5992787984,25.4112636875693,5.33439150831645,4.24524816,114.945124369513,0,0.4225,1.3863885025,0.0272768817014167,0.078,0.078365,0.04188,0.08,0,0,0,0,0.009544934,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",1.51,-0.096910013,21.35024026,0,0,0,2.071571247,-5.853871964,1.57634135,2.08823,-8.316052869,0,0.98,1.742079764,2.2801,0.00939155061966017,455.832759159725,0,0,0,4.29140743139714,34.2678169709052,2.48485205171982,4.3607045329,69.1567353200031,0,0.9604,3.0348419041383,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0,0,0,0,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.313867220369153
"130606A",1.52,0.414973348,20.24962877,0,0,0,3.30222,-5.537602002,2.441820772,1.86465,-10.18045606,0,0.44,1.37571,2.3104,0.172202879550329,410.047465322812,0,0,0,10.9046569284,30.6650359325544,5.96248868257068,3.4769196225,103.641685589591,0,0.1936,1.8925780041,0.0303226795160044,0.06815,0.07782,0.05186,0.045,0,0,0,0,0.029951344,0.12,0.033407268,"130606A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.913,0.839666556882433
"130702A",1.7069931932884,0.697313985603386,21.1002489320261,0.44,5.07,1.33,0,-5.28621275756824,1.770852012,1.95922507826468,0,-12.13,0,0,2.91382576193293,0.486246794518079,445.220504993469,0.1936,25.7049,1.7689,0,27.9440453182772,3.13591684840445,3.83856290730124,0,147.1369,0,0,0.057915224642575,0,0,0,0,0.02,0.01,0.02,0.09,0.0328032555071814,0.171786515728631,0.043879736569635,"130702A",1,0.4267482983221,0.174328496400846,5.27506223300653,0.11,1.2675,0.3325,0,-1.32155318939206,0.442713003,0.48980626956617,0,-3.0325,0,0,0.15,0.0606978403536116
"130831A",1.93,1.133538908,21.82763844,0,0,0,3.31959,-5.187086643,1.511883361,1.79449,-9.89279003,0,1.01,1.28481,3.7249,1.28491045594983,476.445799867366,0,0,0,11.0196777681,26.905867841989,2.28579129726866,3.2201943601,97.8672945776674,0,1.0201,1.6507367361,0.0249128885159663,0.054815,0.089045,0.06727,0.009011148,0,0,0,0,0.001336291,0.05,0.019160051,"130831A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4791,0.16999753706657
"131030A",1.3,1.44870632,20.84178667,0,0,0,2.84594,-4.537602002,1.613841822,2.09466,-9.294136288,0,0.693,1.11188,1.69,2.09875000160794,434.38007159779,0,0,0,8.0993744836,20.5898319285544,2.60448542643628,4.3876005156,86.3809693399184,0,0.480249,1.2362771344,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0,0,0,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",1.45,0.544068044,21.32749584,0,0,0,3.9488,-5.148741651,2.050379756,2.24976,-10.91009489,0,0.94,1.19347,2.1025,0.296010036501986,454.862078805217,0,0,0,15.59302144,26.5095405887422,4.20405714381462,5.0614200576,119.030170508804,0,0.8836,1.4243706409,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0,0,0,0,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",1.04,1.28780173,22.00531353,0,0,0,3.59073,-4.795880017,1.971275849,1.88134,-9.730487056,0,0.672,1.22509,1.0816,1.65843329579099,484.233823553601,0,0,0,12.8933419329,23.0004651374599,3.88592847285067,3.5394401956,94.6823783469835,0,0.451584,1.5008455081,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0,0,0,0,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",1.8,1.371067862,20.99187128,0,0,0,3.829176603,-4.920818754,1.77815125,1.96657,-10.12551818,0,0.83,1.108879519,3.24,1.87982708220925,440.658659836089,0,0,0,14.6625934569626,24.2144572097181,3.16182186787656,3.8673975649,102.526118413511,0,0.6889,1.22961378765767,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0,0,0,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",1.21,0.69019608,22.04094236,0,0,0,3.68383,-4.795880017,1.976349979,1.87322,-10.00568285,0,0.678,1.36898,1.4641,0.476370628847366,485.803140116842,0,0,0,13.5706034689,23.0004651374599,3.9059592394933,3.5089531684,100.113689294784,0,0.459684,1.8741062404,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0,0,0,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",1.33,0.322219295,21.81946365,0,0,0,3.90552,-5.026872146,2.127104798,2.06486,-10.85078089,0,0.77,1.18974,1.7689,0.103825274070297,476.088993973671,0,0,0,15.2530864704,25.2694435722306,4.52457482167462,4.2636468196,117.739445922789,0,0.5929,1.4154812676,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0,0,0,0,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",2,0.397940009,21.67796993,0,0,0,4.14388,-5.958607315,2.239549721,2.15785,-11.36251027,0,1.03,0.875171,4,0.15835625076292,469.934380285984,0,0,0,17.1717414544,35.5050011343715,5.01558295283118,4.6563166225,129.106639635855,0,1.0609,0.765924279241,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0,0,0,0,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",1.68,1.037426498,21.81764402,0,0,0,3.30686,-5.552841969,2.045714059,1.74751,-9.903089987,0,0.9,0.948932,2.8224,1.07625373875254,476.009590583442,0,0,0,10.9353230596,30.8340539326878,4.18494601119025,3.0537912001,98.0711912906197,0,0.81,0.900471940624,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0,0,0,0,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",1.59,0.204119983,20.90144742,0,0,0,3.58709,-5.920818754,1.17092730333444,1.93407,-11.09770006,0,0.86,1.40649,2.5281,0.0416649674599203,436.870504251025,0,0,0,12.8672146681,35.0560947177181,1.37107074969406,3.7406267649,123.158946621724,0,0.7396,1.9782141201,0.151511196244019,0.08395,0.088715,0.10418,0.22,0,0,0,0,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",1.45,0.832508913,21.32824297,0,0,0,3.53686,-4.853871964,2.189770956,1.84304,-9.504455662,0,0.871,1.25134,2.1025,0.693071090224441,454.893948187355,0,0,0,12.5093786596,23.5600730429052,4.79509683974115,3.3967964416,90.3346774309239,0,0.758641,1.5658517956,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0,0,0,0,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",0.92,0,22.46148952,0,0,0,3.77824,-6,1.781755375,1.93772,-11.31158018,0,0.94,1.64981,0.8464,0,504.51851145707,0,0,0,14.2750974976,36,3.17465221634139,3.7547587984,127.951846168569,0,0.8836,2.7218730361,0.0174377429302028,0.09045,0.070125,0.18819,0,0,0,0,0,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140614A",1.5,-1.4317581319867,21.58733599,0,0,0,3.70006,-5.886056648,2.857332496,1.77015,-10.9589,0,0.83,1.35595,2.25,2.04993134851004,466.013075145149,0,0,0,13.6904440036,34.645662863465,8.16434899269759,3.1334310225,120.09748921,0,0.6889,1.8386004025,0.0965452754396361,0.1129,0.098945,0.093145,0.05,0,0,0,0,0.133629071,0.46,0.163321606984505,"140614A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233,0.718750734739665
"140629A",1.86,0.62324929,21.74269921,0,0,0,2.85608,-5.619788758,1.62324929,1.95996,-9.847711656,0,0.815,1.16056,3.4596,0.388439677485504,472.744968936535,0,0,0,8.1571929664,31.5820256845432,2.6349382574855,3.8414432016,96.9774248597183,0,0.664225,1.3468995136,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0,0,0,0,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",1.83370502309806,0.574153872694756,20.8744034307407,0.67,4.204885,0.861959,0,-6.05905855564194,0.84509804,2.01128440967262,0,-12.7942,0,0,3.36247411173506,0.329652669530386,435.740718589319,0.4489,17.681057863225,0.742973317681,0,36.7121905806978,0.714190697211842,4.04526497659214,0,163.69155364,0,0,0.201804932759115,0,0,0,0,0.036239,0.047598,0.016398,0.16,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,0.458426255774515,0.143538468173689,5.21860085768517,0.1675,1.05122125,0.21548975,0,-1.51476463891048,0.21127451,0.502821102418155,0,-3.19855,0,0,1.32,0.3654879848909
"140907A",1.72,0.397940009,21.4811071,1,4.201713,0.985034,0,-5.366531544,1.898725182,2.00735,0,-12.4311,0,0,2.9584,0.15835625076292,461.43796224167,1,17.654392134369,0.970291981156,0,28.799660812747,3.60515731676093,4.0294540225,0,154.53224721,0,0,0.00846336277739286,0,0,0,0,0.052537,0.073581,0.036083,0.07,0.020199743,0.07,0.034743559,"140907A",1,0.43,0.09948500225,5.370276775,0.25,1.05042825,0.2462585,0,-1.341632886,0.4746812955,0.5018375,0,-3.107775,0,0,1.21,0.344392273685111
"141004A",1.86,0.785329835,21.49730845,0,0,0,3.30337,-6.173925197,0.593286067,1.79496,-10.61083392,0,1.08,1.54959,3.4596,0.616742949741127,462.134270594441,0,0,0,10.9122533569,38.1173523381515,0.351988357296328,3.2218814016,112.589796477823,0,1.1664,2.4012291681,0.118918281385487,0.0853,0.081935,0.09774,0.005,0,0,0,0,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",1.73,-0.045757491,21.59590717,0,0,0,5.76634,-5.27572413,2.74028372,1.93447,-12.65757732,0,0.82,2.33322,2.9929,0.00209374798261508,466.383206495257,0,0,0,33.2506769956,27.8332650958643,7.50915486609704,3.7421741809,160.214263611778,0,0.6724,5.4439155684,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0,0,0,0,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",0.62,0.949390007,21.48574413,0,0,0,2.77561,-5.585026652,0.857935265,1.80565,-9.872830386,0,1.1,1.42066,0.3844,0.90134138539146,461.63720081983,0,0,0,7.7040108721,31.1925227035503,0.73605291893062,3.2603719225,97.4727798307249,0,1.21,2.0182748356,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0,0,0,0,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",1.74,0.491361694,21.46788768,0.26,2.813159,1.248584,0,-5.677780705,1.567026366,2.22288,0,-11.3914,0,0,3.0276,0.24143631433055,460.870201441096,0.0676,7.913863559281,1.558962005056,0,32.2371937340703,2.45557163173917,4.9411954944,0,129.76399396,0,0,0.0598714492362227,0,0,0,0,0.019721,0.020312,0.033612,0.09,0.02068069,0.08,0.028018999,"141221A",1,0.435,0.1228404235,5.36697192,0.065,0.70328975,0.312146,0,-1.41944517625,0.3917565915,0.55572,0,-2.84785,0,0,1.45,0.389166084364532
"150120B",2.2,0.079181246,21.52664292,0,0,0,3.39431,-6.26760624,2.01762288488796,2.01678,-10.79048499,0,0.92,1.17705,4.84,0.00626966971811252,463.396355405186,0,0,0,11.5213403761,39.2828879796869,4.07080210562361,4.0674015684,116.434566319415,0,0.8464,1.3854467025,0.0141299769251024,0.0711,0.090535,0.057705,0.005,0,0,0,0,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",1.08,1.58546073,22.01715025,0,0,0,2.49217,-4.657577319,1.169968174,1.84772,-8.609064893,0,0.73,1.19079,1.1664,2.51368572637213,484.754905131075,0,0,0,6.2109113089,21.6930264824632,1.36882552817289,3.4140691984,74.1159983318851,0,0.5329,1.4179808241,0.07726686575266,0.015025,0.015855,0.009925,0,0,0,0,0,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150323A",1.85,0.73239376,21.69269626,1.1,3.67566,0.561833,0,-5.214670165,2.174931594,2.0639,0,-13.0735,0,0,3.4225,0.536400619686938,470.573071028618,1.21,13.5104764356,0.315656319889,0,27.1927849297411,4.73032743857938,4.25968321,0,170.91640225,0,0,0.131921983937837,0,0,0,0,0.057188,0.12415,0.05679,0.21,0.014239163,0.07,0.024127471,"150323A",1,0.4625,0.18309844,5.423174065,0.275,0.918915,0.14045825,0,-1.30366754125,0.5437328985,0.515975,0,-3.268375,0,0,0.593,0.202215775801131
"150403A",1.23,1.245512668,21.79039707,0,0,0,3.19694,-4.769551079,1.611723308,1.70996,-8.821023053,0,0.679,1.24471,1.5129,1.55130180614848,474.821404468265,0,0,0,10.2204253636,22.7486174951901,2.59765202155046,2.9239632016,77.8104477015574,0,0.461041,1.5493029841,0.127565659236116,0.005105,0.006975,0.00458,0,0,0,0,0,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",2.1,-1.49776679460977,22.340573,0,0,0,2.95174,-6.102372909,2.23578087,2.21622,-8.853871964,0,0.848,1.82628,4.41,2.24330537103562,499.101201968329,0,0,0,8.7127690276,37.2389551204971,4.99871609865796,4.9116310884,78.3910487549052,0,0.719104,3.3352986384,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0,0,0,0,0.104450572,0.37,0.188398851647283,"150821A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,0.244277120801843
